nb_ref,nb_sim,tree,scenario
216,216,S4_1,1
157,159,S4_2,1
118,119,S4_3,1
458,459,S4_4,1
376,376,S4_5,1
114,115,S4_6,1
292,292,S4_7,1
243,243,S4_8,1
306,306,S4_9,1
278,278,S4_10,1
363,363,S4_11,1
270,270,S4_12,1
256,256,S4_13,1
392,392,S4_14,1
336,336,S4_15,1
354,354,S4_16,1
205,205,S4_17,1
130,148,S4_18,1
336,336,S4_19,1
218,220,S4_20,1
166,167,S4_21,1
295,295,S4_22,1
273,273,S4_23,1
298,298,S4_24,1
359,359,S4_25,1
200,201,S4_26,1
235,235,S4_27,1
251,251,S4_28,1
245,245,S4_29,1
327,327,S4_30,1
