nb_ref,nb_sim,tree,scenario
216,315,S4_1,1
157,172,S4_2,1
118,151,S4_3,1
114,163,S4_6,1
243,434,S4_8,1
306,402,S4_9,1
363,411,S4_11,1
270,691,S4_12,1
256,307,S4_13,1
392,526,S4_14,1
336,381,S4_15,1
205,239,S4_17,1
130,323,S4_18,1
218,479,S4_20,1
166,231,S4_21,1
295,358,S4_22,1
298,512,S4_24,1
359,486,S4_25,1
200,235,S4_26,1
235,272,S4_27,1
245,294,S4_29,1
