infected,id,ances,weight,date,ances.date,sp,sp_infector,infector
64420015_0,1,7,0,2008-08-31T22:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420015_1,2,7,0,2008-08-31T22:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420015_2,3,7,0,2008-08-31T22:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_0,4,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420015_3,5,7,0,2008-08-31T22:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420015_4,6,7,0,2008-08-31T22:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420015_5,7,NA,NA,2008-07-31T22:00:00Z,NA,cattle,NA,NA
64420015_6,8,7,0,2008-08-31T22:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420015_7,9,7,0,2008-08-31T22:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420015_8,10,7,0,2008-08-31T22:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420015_9,11,7,0,2008-08-31T22:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420015_10,12,7,0,2008-08-31T22:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420015_11,13,7,0,2008-08-31T22:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420015_12,14,7,0,2008-08-31T22:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_1,15,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_2,16,7,0.005882681624709854,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_3,17,7,0.005873839672930399,2010-10-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420015_13,18,7,0,2010-11-30T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_4,19,7,0,2010-03-31T22:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_5,20,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_7,21,7,0.005882681624709854,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_8,22,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_6,23,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420015_14,24,7,0,2010-10-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_9,25,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_11,26,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_12,27,7,0,2010-06-30T22:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_10,28,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_13,29,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420015_15,30,17,0.005882681624709854,2010-11-30T23:00:00Z,2010-10-31T23:00:00Z,cattle,cattle,64420044_3
64420044_14,31,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_15,32,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_16,33,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_17,34,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420047_0,35,21,0,2011-07-31T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_7
64420047_1,36,16,0,2011-08-31T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420044_18,37,17,0,2011-01-31T23:00:00Z,2010-10-31T23:00:00Z,cattle,cattle,64420044_3
64420044_21,38,7,0.005882681624709854,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_19,39,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_20,40,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420047_3,41,21,0,2011-08-31T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_7
64420047_2,42,16,0,2011-07-31T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420044_22,43,17,0,2011-01-31T23:00:00Z,2010-10-31T23:00:00Z,cattle,cattle,64420044_3
64420047_4,44,16,0,2011-08-31T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420044_24,45,7,0,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420044_23,46,7,0.005882681624709854,2011-01-31T23:00:00Z,2008-07-31T22:00:00Z,cattle,cattle,64420015_5
64420047_6,47,16,0,2011-08-31T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420047_5,48,16,0,2011-06-30T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420047_9,49,21,0,2011-08-31T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_7
64420047_7,50,16,0,2011-08-31T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420047_10,51,16,0,2011-08-31T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420047_8,52,16,0,2011-08-31T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420047_11,53,16,0,2011-08-31T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420039_0,54,16,0,2012-02-29T23:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420047_12,55,16,0,2011-08-31T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420038_0,56,21,0,2012-01-31T23:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_7
64420039_1,57,16,0,2012-02-29T23:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420047_13,58,16,0,2011-08-31T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420035_0,59,16,0,2011-12-31T23:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420035_1,60,21,0,2011-12-31T23:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_7
64420039_3,61,16,0,2012-01-31T23:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64281001_0,62,16,0,2011-09-30T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420039_2,63,16,0,2012-02-29T23:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420012_0,64,16,0,2013-01-31T23:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
64420012_1,65,16,0,2013-03-31T22:00:00Z,2011-01-31T23:00:00Z,cattle,cattle,64420044_2
