infected,id,ances,weight,date,ances.date,sp,sp_infector,infector
64420015_0,1,NA,NA,2008-03-31T22:00:00Z,NA,cattle,NA,NA
64420015_1,2,NA,NA,2008-03-31T22:00:00Z,NA,cattle,NA,NA
64420015_2,3,1,0.005882667134418666,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_3,4,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_4,5,1,0.005882667134418666,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_5,6,1,0.005882667134418666,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_6,7,1,0,2010-12-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_7,8,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_8,9,1,0.005882667134418666,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_9,10,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_11,11,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_10,12,1,0,2009-04-30T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_12,13,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_13,14,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_14,15,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_15,16,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_16,17,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_18,18,1,0.005882667134418666,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_17,19,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_19,20,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_20,21,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_21,22,1,0,2010-08-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_22,23,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_23,24,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_24,25,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_25,26,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_29,27,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_27,28,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_26,29,1,0.005882667134418666,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_28,30,1,0.005882667134418666,2010-02-28T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420015_32,31,1,0,2011-01-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
