infected,id,ances,weight,date,ances.date,sp,sp_infector,infector
64420015_0,1,NA,NA,2008-04-30T22:00:00Z,NA,cattle,NA,NA
64420015_1,2,1,0,2008-05-31T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420015_2,3,1,0,2008-05-31T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420044_0,4,1,0,2008-08-31T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420044_1,5,1,0,2008-07-31T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420015_3,6,1,0,2008-05-31T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_0,7,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420044_2,8,1,0,2008-08-31T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_1,9,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420012_0,10,1,0,2010-06-30T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420012_1,11,1,0,2010-06-30T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_2,12,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_3,13,1,0,2009-06-30T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_4,14,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_6,15,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_7,16,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_5,17,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_8,18,1,0,2009-11-30T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_10,19,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_9,20,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420035_0,21,1,0.005882723827607975,2010-06-30T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420012_2,22,1,0,2010-06-30T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_13,23,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_12,24,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_11,25,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_15,26,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_16,27,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_14,28,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_17,29,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_18,30,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420035_1,31,1,0,2010-05-31T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_19,32,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420044_3,33,1,0,2012-03-31T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420028_0,34,1,0.005873850273663184,2012-09-30T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_21,35,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420035_2,36,1,0,2010-06-30T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420012_3,37,1,0,2010-05-31T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_20,38,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420012_4,39,1,0,2010-06-30T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420012_6,40,1,0,2010-06-30T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420012_5,41,1,0,2010-06-30T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_24,42,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_23,43,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_22,44,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420035_3,45,1,0,2010-06-30T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_26,46,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_28,47,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_25,48,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420047_27,49,1,0,2009-12-31T23:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
64420012_7,50,1,0,2010-06-30T22:00:00Z,2008-04-30T22:00:00Z,cattle,cattle,64420015_0
