infected,id,ances,weight,date,ances.date,sp,sp_infector,infector
64420015_0,1,2,0.00588266972376802,2008-06-30T22:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420015_1,2,NA,NA,2008-02-29T23:00:00Z,NA,cattle,NA,NA
64420015_2,3,2,0,2008-06-30T22:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420015_3,4,2,0,2008-05-31T22:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420015_4,5,2,0,2008-06-30T22:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420015_5,6,2,0,2008-06-30T22:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420015_6,7,2,0,2008-06-30T22:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_0,8,2,0,2011-01-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_1,9,2,0,2011-01-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_2,10,2,0,2011-01-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_3,11,2,0,2011-01-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420015_7,12,2,0.00588266972376802,2011-11-30T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_4,13,2,0,2010-03-31T22:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_6,14,2,0,2011-01-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_7,15,2,0,2010-07-31T22:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_5,16,2,0,2011-01-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_8,17,2,0,2011-01-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_9,18,21,0,2011-01-31T23:00:00Z,2010-10-31T23:00:00Z,cattle,cattle,64420015_9
64420015_8,19,2,0.00588266972376802,2011-11-30T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_10,20,2,0,2011-01-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420015_9,21,2,0.00588266972376802,2010-10-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_11,22,2,0.00588266972376802,2011-01-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_12,23,2,0,2011-01-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420015_10,24,21,0,2011-11-30T23:00:00Z,2010-10-31T23:00:00Z,cattle,cattle,64420015_9
64420015_11,25,21,0,2011-11-30T23:00:00Z,2010-10-31T23:00:00Z,cattle,cattle,64420015_9
64420015_12,26,2,0,2011-10-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_15,27,2,0,2011-01-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_17,28,2,0,2011-01-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_13,29,2,0,2010-12-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
64420044_16,30,2,0,2011-01-31T23:00:00Z,2008-02-29T23:00:00Z,cattle,cattle,64420015_1
