infector_id,infected_id,prob
64556002_0_cattle_2018-03-01,45_d500_102_0_badger_2019-09-01,0.4452621895125327
45_d500_160_1_badger_2019-07-01,45_d500_106_752_0_badger_2020-02-01,0.0989560417583264
45_d500_196_0_badger_2020-02-01,45_d500_110_0_badger_2020-02-01,0.02555897764089463
64556051_7_cattle_2020-02-01,45_d500_110_1_badger_2020-02-01,0.20939162433501726
64420039_0_cattle_2013-10-01,45_d500_123_762_0_badger_2013-12-01,0.3008679652814097
64420039_1_cattle_2013-09-01,45_d500_123_762_1_badger_2014-07-01,0.8842446302146518
64420039_0_cattle_2013-10-01,45_d500_123_762_2_badger_2014-08-01,0.24663013479459683
64420047_1_cattle_2014-03-01,45_d500_123_762_3_badger_2014-09-01,0.4831806727732265
45_d500_157_858_1_badger_2020-02-01,45_d500_124_0_badger_2020-02-01,0.10783568657253334
64367042_1_cattle_2018-12-01,45_d500_127_0_badger_2020-02-01,0.3355065797368536
64556023_0_cattle_2014-04-01,45_d500_129_807_0_badger_2015-02-01,0.20547178112874573
45_d500_140_2_badger_2015-08-01,45_d500_132_814_0_badger_2016-01-01,0.503899844006385
64556023_0_cattle_2014-04-01,45_d500_132_814_1_badger_2017-08-01,0.22539098436061536
64556044_0_cattle_2016-05-01,45_d500_132_814_2_badger_2016-09-01,0.8038878444861411
64556019_0_cattle_2016-02-01,45_d500_132_814_3_badger_2017-08-01,0.7398104075836652
64556001_2_cattle_2018-02-01,45_d500_132_814_4_badger_2018-01-01,0.25870965161392945
45_d500_132_814_4_badger_2018-01-01,45_d500_132_814_5_badger_2018-09-01,0.12483500659973132
64556_3_boar_2020-02-01,45_d500_132_814_6_badger_2020-02-01,0.04067837286508533
64301067_2_cattle_2019-03-01,45_d500_132_814_7_badger_2020-02-01,0.09295628174872711
45_d500_140_1_badger_2015-08-01,45_d500_140_0_badger_2016-10-01,0.9169633214669772
64420039_3_cattle_2014-12-01,45_d500_140_1_badger_2015-08-01,0.31294748210074463
45_d500_132_814_0_badger_2016-01-01,45_d500_140_2_badger_2015-08-01,0.3650653973841666
45_d500_140_4_badger_2017-08-01,45_d500_140_3_badger_2019-07-01,0.5867365305388617
45_d500_140_0_badger_2016-10-01,45_d500_140_4_badger_2017-08-01,0.8651653933841393
64512024_2_cattle_2014-04-01,45_d500_151_0_badger_2014-06-01,0.5398584056638918
64556051_1_cattle_2015-04-01,45_d500_154_0_badger_2015-08-01,0.21187152513898497
45_d500_99_839_3_badger_2010-11-01,45_d500_156_0_badger_2014-11-01,0.3102675892964551
