infector_id,infected_id,prob
64420047_2_cattle_2016-01-01,3_d500_284_0_badger_2017-06-01,0.27994401119776285
64290007_2_cattle_2016-02-01,3_d500_284_1_badger_2016-05-01,0.5228954209157931
64521_4_boar_2017-02-01,3_d500_284_2_badger_2019-11-01,0.49550089982001516
64521015_8_cattle_2015-07-01,3_d500_284_3_badger_2016-06-01,0.7200559888021946
3_d500_305_1_badger_2018-12-01,3_d500_303_1_badger_2020-02-01,0.1453709258148394
64521016_4_cattle_2016-03-01,3_d500_303_2_badger_2017-09-01,0.8120375924814488
3_d500_304_1_badger_2016-09-01,3_d500_304_0_badger_2018-08-01,0.6066786642671138
64290007_7_cattle_2016-01-01,3_d500_304_1_badger_2016-09-01,0.6226754649069841
64420038_2_cattle_2015-08-01,3_d500_305_0_badger_2015-08-01,0.15556888622275813
64290_1_boar_2017-03-01,3_d500_305_1_badger_2018-12-01,0.584083183363297
45_d500_57_715_0_badger_2017-08-01,45_d500_100_0_badger_2020-02-01,0.14477104579084418
45_d500_160_3_badger_2015-05-01,45_d500_156_0_badger_2017-06-01,0.811637672465452
45_d500_170_1_badger_2009-08-01,45_d500_156_1_badger_2010-02-01,0.4837032593481108
64201021_0_cattle_2011-01-01,45_d500_156_2_badger_2011-04-01,0.3725254949010122
45_d500_168_1_badger_2013-03-01,45_d500_156_3_badger_2014-07-01,0.31933613277344347
45_d500_99_839_0_badger_2008-07-01,45_d500_157_858_0_badger_2009-04-01,0.4539092181563524
64420009_0_cattle_2013-04-01,45_d500_160_1_badger_2013-06-01,0.26574685062987796
3_d500_284_0_badger_2017-06-01,45_d500_160_2_badger_2020-02-01,0.2533493301339785
45_d500_160_1_badger_2013-06-01,45_d500_160_3_badger_2015-05-01,0.4525094981003637
64310006_26_cattle_2016-03-01,45_d500_160_4_badger_2016-10-01,0.8242351529693499
64310006_18_cattle_2016-06-01,45_d500_160_5_badger_2020-02-01,0.13077384523095573
64420009_0_cattle_2013-04-01,45_d500_163_0_badger_2015-07-01,0.7950409918015866
45_d500_99_866_0_badger_2015-05-01,45_d500_163_1_badger_2015-09-01,0.49470105978802165
45_d500_156_3_badger_2014-07-01,45_d500_168_0_badger_2015-03-01,0.46150769846029077
45_d500_178_1_badger_2012-10-01,45_d500_168_1_badger_2013-03-01,0.4255148970205826
