27_d500_139_0_badger_2017-06-01,27_d500_142_0_badger_2015-12-01,27_d500_142_1_badger_2020-02-01,27_d500_143_0_badger_2015-06-01,27_d500_143_1_badger_2018-02-01,27_d500_146_0_badger_2020-02-01,27_d500_149_0_badger_2020-02-01,27_d500_149_1_badger_2020-02-01,27_d500_171_0_badger_2020-02-01,27_d500_172_0_badger_2013-05-01,27_d500_173_0_badger_2013-09-01,27_d500_173_1_badger_2017-05-01,27_d500_174_0_badger_2015-02-01,27_d500_175_2211_0_badger_2016-09-01,27_d500_24_0_badger_2013-02-01,27_d500_24_1_badger_2017-06-01,27_d500_24_2_badger_2016-06-01,27_d500_24_3_badger_2014-10-01,27_d500_24_4_badger_2015-09-01,27_d500_25_0_badger_2019-07-01,27_d500_25_1_badger_2015-08-01,27_d500_26_0_badger_2015-11-01,27_d500_29_0_badger_2017-07-01,27_d500_29_1_badger_2016-01-01,27_d500_29_2_badger_2020-02-01,27_d500_29_3_badger_2019-08-01,27_d500_29_4_badger_2020-02-01,27_d500_61_0_badger_2016-09-01,27_d500_62_1224_0_badger_2015-09-01,27_d500_62_1224_1_badger_2014-06-01,27_d500_62_1482_0_badger_2015-06-01,27_d500_62_1482_1_badger_2016-07-01,27_d500_65_0_badger_2012-09-01,27_d500_65_1_badger_2018-09-01,27_d500_65_2_badger_2014-06-01,27_d500_66_0_badger_2015-07-01,27_d500_78_2_badger_2020-02-01,27_d500_83_0_badger_2016-08-01,27_d500_83_1_badger_2020-02-01,27_d500_86_0_badger_2020-02-01,27_d500_89_0_badger_2017-08-01,27_d500_94_1376_0_badger_2016-06-01,27_d500_98_0_badger_2016-03-01,27_d500_98_1_badger_2019-08-01,27_d500_98_2_badger_2020-02-01,40029_2_boar_2019-11-01,40072014_0_cattle_2015-10-01,40072014_10_cattle_2015-10-01,40072014_11_cattle_2015-10-01,40072014_12_cattle_2015-10-01,40072014_13_cattle_2015-10-01,40072014_14_cattle_2015-10-01,40072014_15_cattle_2015-10-01,40072014_16_cattle_2015-10-01,40072014_17_cattle_2015-10-01,40072014_18_cattle_2015-10-01,40072014_1_cattle_2015-10-01,40072014_2_cattle_2015-08-01,40072014_3_cattle_2015-10-01,40072014_4_cattle_2015-10-01,40072014_5_cattle_2015-10-01,40072014_6_cattle_2015-10-01,40072014_7_cattle_2015-10-01,40072014_8_cattle_2015-10-01,40072014_9_cattle_2015-09-01,40072018_0_cattle_2015-08-01,40072_0_boar_2017-07-01,40110022_0_cattle_2012-10-01,40110022_10_cattle_2015-02-01,40110022_11_cattle_2015-02-01,40110022_12_cattle_2015-02-01,40110022_13_cattle_2015-04-01,40110022_14_cattle_2014-06-01,40110022_15_cattle_2015-02-01,40110022_16_cattle_2015-04-01,40110022_17_cattle_2015-02-01,40110022_18_cattle_2015-02-01,40110022_19_cattle_2015-04-01,40110022_1_cattle_2012-07-01,40110022_20_cattle_2015-04-01,40110022_21_cattle_2015-02-01,40110022_22_cattle_2015-04-01,40110022_23_cattle_2015-04-01,40110022_24_cattle_2015-04-01,40110022_25_cattle_2015-02-01,40110022_26_cattle_2015-04-01,40110022_27_cattle_2015-04-01,40110022_28_cattle_2015-02-01,40110022_29_cattle_2015-04-01,40110022_2_cattle_2012-10-01,40110022_30_cattle_2015-02-01,40110022_31_cattle_2015-02-01,40110022_32_cattle_2015-04-01,40110022_33_cattle_2015-02-01,40110022_34_cattle_2015-04-01,40110022_35_cattle_2015-04-01,40110022_36_cattle_2015-04-01,40110022_37_cattle_2015-02-01,40110022_38_cattle_2015-04-01,40110022_39_cattle_2015-04-01,40110022_3_cattle_2015-02-01,40110022_40_cattle_2015-04-01,40110022_41_cattle_2015-04-01,40110022_42_cattle_2015-04-01,40110022_43_cattle_2015-04-01,40110022_44_cattle_2015-04-01,40110022_4_cattle_2015-02-01,40110022_5_cattle_2013-11-01,40110022_6_cattle_2015-04-01,40110022_7_cattle_2015-04-01,40110022_8_cattle_2015-02-01,40110022_9_cattle_2015-04-01,40110_0_boar_2013-12-01,40110_10_boar_2014-09-01,40110_11_boar_2016-03-01,40110_12_boar_2016-01-01,40110_15_boar_2020-02-01,40110_17_boar_2020-02-01,40110_1_boar_2012-04-01,40110_2_boar_2012-10-01,40110_3_boar_2013-08-01,40110_4_boar_2014-01-01,40110_5_boar_2019-01-01,40110_6_boar_2014-04-01,40110_7_boar_2013-10-01,40110_8_boar_2013-11-01,40110_9_boar_2013-11-01,40119_1_boar_2020-02-01,40219_0_boar_2017-03-01,40219_1_boar_2017-02-01,40220001_0_cattle_2014-12-01,40220001_1_cattle_2014-12-01,40220001_2_cattle_2014-12-01,40220019_0_cattle_2013-06-01,40220019_10_cattle_2013-12-01,40220019_11_cattle_2013-11-01,40220019_12_cattle_2013-12-01,40220019_13_cattle_2013-12-01,40220019_14_cattle_2013-12-01,40220019_15_cattle_2013-12-01,40220019_16_cattle_2013-12-01,40220019_17_cattle_2013-12-01,40220019_18_cattle_2013-12-01,40220019_19_cattle_2013-12-01,40220019_1_cattle_2013-12-01,40220019_20_cattle_2013-12-01,40220019_21_cattle_2013-12-01,40220019_22_cattle_2013-12-01,40220019_23_cattle_2013-12-01,40220019_24_cattle_2013-12-01,40220019_25_cattle_2013-12-01,40220019_26_cattle_2015-02-01,40220019_27_cattle_2015-02-01,40220019_28_cattle_2015-04-01,40220019_2_cattle_2013-12-01,40220019_3_cattle_2013-12-01,40220019_4_cattle_2013-12-01,40220019_5_cattle_2013-12-01,40220019_6_cattle_2013-12-01,40220019_7_cattle_2013-12-01,40220019_8_cattle_2013-12-01,40220019_9_cattle_2013-12-01,40220024_0_cattle_2011-12-01,40220024_10_cattle_2015-02-01,40220024_1_cattle_2014-12-01,40220024_2_cattle_2015-02-01,40220024_3_cattle_2014-12-01,40220024_4_cattle_2015-02-01,40220024_5_cattle_2014-12-01,40220024_6_cattle_2014-12-01,40220024_7_cattle_2014-12-01,40220024_8_cattle_2014-12-01,40220024_9_cattle_2015-02-01,40220_0_boar_2012-07-01,40220_1_boar_2015-08-01,40270058_0_cattle_2020-02-01,40270058_1_cattle_2020-02-01,40270058_2_cattle_2020-02-01,40270060_0_cattle_2018-11-01,40270060_10_cattle_2019-08-01,40270060_11_cattle_2019-08-01,40270060_1_cattle_2018-11-01,40270060_2_cattle_2018-08-01,40270060_3_cattle_2018-08-01,40270060_4_cattle_2018-11-01,40270060_5_cattle_2019-05-01,40270060_6_cattle_2018-11-01,40270060_7_cattle_2019-05-01,40270060_8_cattle_2019-05-01,40270060_9_cattle_2019-05-01,40270_0_boar_2017-04-01,40270_10_boar_2019-07-01,40270_11_boar_2020-02-01,40270_12_boar_2020-02-01,40270_13_boar_2020-02-01,40270_14_boar_2019-08-01,40270_15_boar_2020-02-01,40270_16_boar_2020-02-01,40270_2_boar_2017-12-01,40270_5_boar_2018-07-01,40270_6_boar_2018-05-01,40270_7_boar_2017-11-01,40270_8_boar_2020-02-01,40270_9_boar_2019-03-01,40286018_0_cattle_2014-11-01,40286018_10_cattle_2014-12-01,40286018_11_cattle_2014-12-01,40286018_12_cattle_2014-12-01,40286018_1_cattle_2014-12-01,40286018_2_cattle_2014-12-01,40286018_3_cattle_2014-12-01,40286018_4_cattle_2014-12-01,40286018_5_cattle_2014-12-01,40286018_6_cattle_2014-12-01,40286018_7_cattle_2014-12-01,40286018_8_cattle_2014-12-01,40286018_9_cattle_2014-12-01,40286038_0_cattle_2015-08-01,40286038_1_cattle_2015-07-01,40286038_2_cattle_2015-08-01,40286_10_boar_2016-01-01,40286_11_boar_2016-08-01,40286_8_boar_2017-01-01,40286_9_boar_2020-02-01,40305_3_boar_2016-12-01,40321002_0_cattle_2016-03-01,40321002_10_cattle_2016-03-01,40321002_11_cattle_2016-03-01,40321002_12_cattle_2016-03-01,40321002_13_cattle_2016-03-01,40321002_1_cattle_2016-03-01,40321002_2_cattle_2016-03-01,40321002_3_cattle_2016-03-01,40321002_4_cattle_2016-03-01,40321002_5_cattle_2016-03-01,40321002_6_cattle_2016-03-01,40321002_7_cattle_2016-03-01,40321002_8_cattle_2016-03-01,40321002_9_cattle_2016-03-01,40321027_0_cattle_2015-04-01,40321027_10_cattle_2015-03-01,40321027_11_cattle_2015-04-01,40321027_12_cattle_2015-04-01,40321027_13_cattle_2015-04-01,40321027_14_cattle_2015-04-01,40321027_1_cattle_2015-04-01,40321027_2_cattle_2015-04-01,40321027_3_cattle_2015-03-01,40321027_4_cattle_2015-04-01,40321027_5_cattle_2015-04-01,40321027_6_cattle_2015-04-01,40321027_7_cattle_2015-04-01,40321027_8_cattle_2015-04-01,40321027_9_cattle_2015-04-01,40321_0_boar_2014-12-01,40321_10_boar_2016-03-01,40321_12_boar_2018-12-01,40321_13_boar_2020-02-01,40321_1_boar_2020-02-01,40321_2_boar_2016-07-01,40321_3_boar_2016-02-01,40321_4_boar_2020-02-01,40321_5_boar_2016-08-01,40321_6_boar_2015-12-01,40321_7_boar_2016-08-01,40321_8_boar_2020-02-01,40321_9_boar_2016-05-01,40325_0_boar_2018-01-01,45_d500_156_0_badger_2008-07-01,45_d500_156_1_badger_2014-07-01,45_d500_156_2_badger_2014-06-01,45_d500_157_858_1_badger_2007-06-01,45_d500_163_0_badger_2015-06-01,45_d500_78_668_0_badger_2014-10-01,45_d500_99_766_0_badger_2012-08-01,64281001_0_cattle_2013-04-01,64420015_0_cattle_2008-10-01,64420015_10_cattle_2008-10-01,64420015_11_cattle_2008-10-01,64420015_12_cattle_2008-10-01,64420015_13_cattle_2008-10-01,64420015_14_cattle_2008-10-01,64420015_15_cattle_2008-10-01,64420015_16_cattle_2011-09-01,64420015_17_cattle_2011-09-01,64420015_18_cattle_2011-09-01,64420015_19_cattle_2011-09-01,64420015_1_cattle_2008-10-01,64420015_20_cattle_2011-09-01,64420015_21_cattle_2011-09-01,64420015_22_cattle_2011-09-01,64420015_23_cattle_2011-09-01,64420015_24_cattle_2011-08-01,64420015_25_cattle_2011-09-01,64420015_2_cattle_2008-10-01,64420015_3_cattle_2008-10-01,64420015_4_cattle_2008-10-01,64420015_5_cattle_2008-10-01,64420015_6_cattle_2008-09-01,64420015_7_cattle_2008-10-01,64420015_8_cattle_2008-10-01,64420015_9_cattle_2008-10-01,64420035_0_cattle_2013-03-01,64420035_1_cattle_2013-01-01,64420035_2_cattle_2013-01-01,64420035_3_cattle_2013-03-01,64420035_4_cattle_2013-01-01,64420035_5_cattle_2013-01-01,64420035_6_cattle_2013-03-01,64420035_7_cattle_2013-03-01,64420035_8_cattle_2013-03-01,64420038_0_cattle_2013-01-01,64420038_1_cattle_2013-01-01,64420044_0_cattle_2011-02-01,64420044_10_cattle_2011-04-01,64420044_11_cattle_2011-05-01,64420044_12_cattle_2011-05-01,64420044_1_cattle_2010-09-01,64420044_2_cattle_2011-05-01,64420044_3_cattle_2011-05-01,64420044_4_cattle_2011-05-01,64420044_5_cattle_2011-05-01,64420044_6_cattle_2011-05-01,64420044_7_cattle_2011-05-01,64420044_8_cattle_2011-05-01,64420044_9_cattle_2011-05-01,64420047_0_cattle_2009-12-01,64420047_1_cattle_2012-08-01,64420047_2_cattle_2012-08-01,64420047_3_cattle_2012-08-01,64420047_4_cattle_2012-08-01,64420047_5_cattle_2012-07-01,64420047_6_cattle_2012-08-01,64420047_7_cattle_2012-08-01,64420047_8_cattle_2012-08-01,64420047_9_cattle_2012-08-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.399744010239588e-4,0,0,0,0,0,7.999680012799484e-4,0,0,0,0,0,0,0,0,0.0025598976040958348,1.999920003199872e-4,0,0.0021599136034558607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011999520019199226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10039598416063023,2.3999040038398463e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.06787728490860209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027998880044798192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010799568017279303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06975720971160987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04947802087916428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029198832046718115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008279668813247503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017999280028798837,0,0.003959841606335745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08935642574296754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028198872045118544,8.799648014079433e-4,0.004839806407743698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.999680012799484e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04191832326706918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.43562257509710317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442782288708449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022039118435262742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5405383784649792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3999040038398463e-4,0,0,0,0,0,0,0,0,0,0,0,5.59977600895964e-4,0,0,0,0,0,0,0,0.0029998800047998063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38794448222078776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077196912123515425,0.005519779208831661,0.005279788808447674,0.0029198832046718115,1.999920003199872e-4,0,0.007359705611775562,0.009519619215231409,9.199632014719407e-4,0.002199912003519858,0.0047998080076797,0.0013199472021119148,0.03263869445222228,0,0,0,0,0,1.5999360025598975e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0016799328026878915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033998640054397804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008399664013439494,0.4819807207713058,0.5525778968842334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999600015999355e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.799728010879562e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061557537698490844,0.20507179712810578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061037558497658906,0,0,0,0,0,0.004919803207871693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7.199712011519536e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025598976040958348,0,0,0,0,0,0,0,0,0,0,0,0.19867205311786654,0,0,0.005479780808767663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.799648014079433e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.003639854405823765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030278788848446477,0,0,0,0,0,0,0,0,0,0,0,0.0014799408023679044,0,0,0.01587936482540694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12599496020158718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10671573137074147,0.11691532338706026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08263669453221634,0.0061597536098556265,0.09747610095595857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964361425542947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4177832886685489,0,0,0,0.5065797368106708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015199392024319019,0,0.016759329626814912,0,0,0,6.799728010879562e-4,2.3999040038398463e-4,0.006879724811007588,0.005239790408383676,0,1.999920003199872e-4,6.399744010239588e-4,0.014439422423103037,0,0.07163713451461765,0,0,0,0,7.999680012799488e-5,0.06903723851045795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
