19_d500_24_0_badger_2016-06-01,19_d500_24_1_badger_2009-09-01,2_d500_43_0_badger_2014-07-01,2_d500_43_1_badger_2015-09-01,2_d500_43_2_badger_2014-09-01,2_d500_43_3_badger_2012-07-01,2_d500_6_0_badger_2017-08-01,2_d500_80_1_badger_2018-05-01,2_d500_83_1_badger_2018-06-01,2_d500_83_2_badger_2020-02-01,2_d500_84_4_badger_2017-06-01,2_d500_9_0_badger_2011-07-01,2_d500_9_2_badger_2012-01-01,2_d500_9_3_badger_2012-02-01,2_d500_9_4_badger_2016-09-01,2_d500_9_5_badger_2014-05-01,40002127_11_cattle_2013-12-01,40002127_12_cattle_2013-12-01,40002127_13_cattle_2013-12-01,40002127_16_cattle_2015-12-01,40002127_18_cattle_2015-12-01,40002127_19_cattle_2020-02-01,40002127_20_cattle_2020-02-01,40089001_0_cattle_2011-07-01,40089001_10_cattle_2011-07-01,40089001_11_cattle_2011-04-01,40089001_12_cattle_2011-07-01,40089001_13_cattle_2011-07-01,40089001_14_cattle_2011-07-01,40089001_15_cattle_2011-07-01,40089001_16_cattle_2011-07-01,40089001_17_cattle_2011-07-01,40089001_18_cattle_2011-06-01,40089001_19_cattle_2011-07-01,40089001_1_cattle_2011-07-01,40089001_20_cattle_2011-07-01,40089001_21_cattle_2011-01-01,40089001_22_cattle_2011-07-01,40089001_23_cattle_2011-07-01,40089001_24_cattle_2011-07-01,40089001_25_cattle_2011-07-01,40089001_26_cattle_2011-07-01,40089001_27_cattle_2011-07-01,40089001_28_cattle_2011-04-01,40089001_29_cattle_2011-07-01,40089001_2_cattle_2011-07-01,40089001_30_cattle_2011-07-01,40089001_31_cattle_2011-07-01,40089001_32_cattle_2011-07-01,40089001_33_cattle_2011-07-01,40089001_34_cattle_2011-07-01,40089001_35_cattle_2011-07-01,40089001_36_cattle_2011-07-01,40089001_37_cattle_2011-07-01,40089001_38_cattle_2011-07-01,40089001_39_cattle_2011-07-01,40089001_3_cattle_2011-07-01,40089001_40_cattle_2011-07-01,40089001_41_cattle_2011-07-01,40089001_42_cattle_2011-07-01,40089001_4_cattle_2011-07-01,40089001_5_cattle_2011-07-01,40089001_6_cattle_2011-07-01,40089001_7_cattle_2011-07-01,40089001_8_cattle_2011-07-01,40089001_9_cattle_2011-07-01,40089077_0_cattle_2012-11-01,40089077_1_cattle_2012-12-01,40089077_2_cattle_2012-12-01,40089077_3_cattle_2012-12-01,40270033_0_cattle_2013-12-01,40270058_0_cattle_2013-02-01,40270058_10_cattle_2013-02-01,40270058_11_cattle_2013-02-01,40270058_12_cattle_2013-02-01,40270058_13_cattle_2013-02-01,40270058_14_cattle_2013-02-01,40270058_15_cattle_2013-02-01,40270058_16_cattle_2013-02-01,40270058_17_cattle_2013-02-01,40270058_18_cattle_2013-02-01,40270058_19_cattle_2013-02-01,40270058_1_cattle_2013-02-01,40270058_20_cattle_2013-02-01,40270058_21_cattle_2013-02-01,40270058_22_cattle_2013-02-01,40270058_23_cattle_2013-02-01,40270058_24_cattle_2013-02-01,40270058_2_cattle_2013-02-01,40270058_3_cattle_2013-01-01,40270058_4_cattle_2013-02-01,40270058_5_cattle_2013-01-01,40270058_6_cattle_2013-02-01,40270058_7_cattle_2013-02-01,40270058_8_cattle_2013-02-01,40270058_9_cattle_2013-02-01,45_d500_160_0_badger_2020-02-01,64135060_1_cattle_2018-02-01,64135060_2_cattle_2018-04-01,64135060_4_cattle_2019-07-01,64135093_6_cattle_2020-02-01,64135109_0_cattle_2016-12-01,64135109_1_cattle_2016-12-01,64420015_0_cattle_2009-12-01,64420015_10_cattle_2009-12-01,64420015_11_cattle_2009-12-01,64420015_12_cattle_2009-12-01,64420015_13_cattle_2009-04-01,64420015_14_cattle_2009-12-01,64420015_15_cattle_2009-12-01,64420015_16_cattle_2009-12-01,64420015_17_cattle_2009-11-01,64420015_18_cattle_2009-12-01,64420015_19_cattle_2009-12-01,64420015_1_cattle_2009-12-01,64420015_20_cattle_2009-12-01,64420015_21_cattle_2009-12-01,64420015_22_cattle_2009-12-01,64420015_23_cattle_2009-12-01,64420015_24_cattle_2009-12-01,64420015_2_cattle_2009-06-01,64420015_3_cattle_2009-12-01,64420015_4_cattle_2009-12-01,64420015_5_cattle_2008-06-01,64420015_6_cattle_2009-11-01,64420015_7_cattle_2009-12-01,64420015_8_cattle_2009-12-01,64420015_9_cattle_2009-12-01
0,0,0,0,0,0,0.07718456308738278,0.002599480103979204,0.0035992801439712063,0,0.024995000999799982,0,0,0,0.14137172565487127,0.0015996800639872023,0.024195160967806384,0,3.999200159968006e-4,0.24495100979804585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037992401519696068,0.005998800239952012,0,0,0.09198160367926486,0.07858428314337162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11557688462307683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11257748450310073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0.0011997600479904018,0.0015996800639872023,0,3.999200159968006e-4,9.998000399920016e-4,3.999200159968006e-4,0.003999200159968007,0,0.0015996800639872023,3.999200159968006e-4,7.998400319936012e-4,0.04379124175164954,0,3.999200159968006e-4,0.13197360527894617,0,0,0.0023995200959808036,0,9.998000399920016e-4,0,0,0,0.002199560087982403,0,0,0,0.003999200159968007,0,0.0163967206558688,0.002199560087982403,1.999600079984003e-4,7.998400319936012e-4,3.999200159968006e-4,0,0.0015996800639872023,0,0.31673665266946455,0.028994201159767974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,5.998800239952009e-4,5.998800239952009e-4,0.0017996400719856025,3.999200159968006e-4,1.999600079984003e-4,3.999200159968006e-4,9.998000399920016e-4,0,9.998000399920016e-4,1.999600079984003e-4,0.001399720055988802,0.0011997600479904018,0,1.999600079984003e-4,0.001399720055988802,0.002199560087982403,3.999200159968006e-4,0.002999400119976005,0,0,0.002599480103979204,0,0,0.0023995200959808036
0,0,0,0,0,0.002999400119976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1271745650869844,0,0,0.006598680263947213,0,0,0,0.08158368326334772,0,0,0,0,0,0,0.003399320135972806,0,0,0,0,0,0,0,0,0.006998600279944014,0.006398720255948813,0,0.32593481303738997,0,0.002599480103979204,0.005998800239952012,0.0035992801439712063,0.002199560087982403,0.0011997600479904018,0,0,0,0,0,1.999600079984003e-4,0.001399720055988802,0,5.998800239952009e-4,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.020195960807838392,0,0,0,0.004399120175964808,0,0,0,0,0,0.004399120175964808,0,0,0,0,0,0,0,0,0,0,0,0.01119776044791041,0.002599480103979204,0,0.03539292141571676,0.0161967606478704,0.014597080583883202,0.008398320335932815,0.016996600679864,0.009598080383923213,0.08018396320735888,0.0027994401119776045,0.042791441711657545,0.01059788042391521,0.038592281543691154,0.02539492101579678,0.008598280343931215,0.018396320735852796,0.022195560887822388,0.004199160167966408,0.010397920415916811,0.04379124175164954,0.03419316136772636,0.027594481103779177,0,1.999600079984003e-4,0.008998200359928014,0.029194161167766373,0.012997400519896006,0.009598080383923213,0.023195360927814386,0.06738652269546086,0.001399720055988802,0.01059788042391521,0.00519896020795841,0.008598280343931215,0.014797040591881602,0.002999400119976005,3.999200159968006e-4,0.01079784043191361,0,0.0165966806638672,0.017596480703859198,0.013397320535892805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03919216156768635,0.01079784043191361,0.012397520495900807,0.04359128174365114,0.028794241151769574,0.0165966806638672,0.023195360927814386,0.017996400719855997,0.010197960407918412,0.02199560087982399,0.0035992801439712063,0.012997400519896006,0.02139572085582879,0.015196960607878401,0.023995200959807984,0.019196160767846394,0.02679464107178558,0.033193361327734365,0.0869826034793047,0.009398120375924813,0.024995000999799982,0.08458308338332382,0.02119576084783039,0.019196160767846394,0.02099580083983199
0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0.13737252549490314,0.03919216156768635,0.00519896020795841,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,7.998400319936012e-4,1.999600079984003e-4,0,3.999200159968006e-4,0,0.002199560087982403,0,0,0,5.998800239952009e-4,5.998800239952009e-4,0,0,3.999200159968006e-4,0,3.999200159968006e-4,0.0011997600479904018,5.998800239952009e-4,5.998800239952009e-4,0,0,0.0017996400719856025,0.32593481303738997,3.999200159968006e-4,0,1.999600079984003e-4,0.0017996400719856025,3.999200159968006e-4,0,0,0,3.999200159968006e-4,0,0,0,0,0,3.999200159968006e-4,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,3.999200159968006e-4,0,0,1.999600079984003e-4,5.998800239952009e-4,9.998000399920016e-4,9.998000399920016e-4,9.998000399920016e-4,3.999200159968006e-4,1.999600079984003e-4,0,1.999600079984003e-4,1.999600079984003e-4,0,0.002199560087982403,0,1.999600079984003e-4,0.0011997600479904018,0,1.999600079984003e-4,3.999200159968006e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,3.999200159968006e-4,0,0,3.999200159968006e-4,0,3.999200159968006e-4,1.999600079984003e-4,0,0,0,0,1.999600079984003e-4,0.09238152369526167,0.14577084583083622,0,0,7.998400319936012e-4,3.999200159968006e-4,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0.3661267746450641,0,3.999200159968006e-4,3.999200159968006e-4,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,3.999200159968006e-4,0,0,0
0,0,0,0,0,0.012997400519896006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15956808638272627,7.998400319936012e-4,9.998000399920016e-4,3.999200159968006e-4,0,0,1.999600079984003e-4,0.024995000999799982,3.999200159968006e-4,0,0,0.18016396720656214,5.998800239952009e-4,1.999600079984003e-4,0,0,0,0,0.014597080583883202,3.999200159968006e-4,0,5.998800239952009e-4,0,0,0,0,0,0.012997400519896006,0.023595280943811185,3.999200159968006e-4,0.14977004599080435,0,0.004799040191961609,0.02079584083183359,0.017596480703859198,0.009398120375924813,0.017996400719855997,0,0,0,7.998400319936012e-4,5.998800239952009e-4,0,0.0017996400719856025,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,1.999600079984003e-4,9.998000399920016e-4,5.998800239952009e-4,9.998000399920016e-4,9.998000399920016e-4,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,5.998800239952009e-4,0,0,7.998400319936012e-4,9.998000399920016e-4,9.998000399920016e-4,3.999200159968006e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,7.998400319936012e-4,0,0,0,0.017396520695860798,0,0.0015996800639872023,0.1607678464307167,0.03239352129574077,0,1.999600079984003e-4,0,0.019396120775844794,0.08778244351129832,0.0015996800639872023,0.16136772645471192,0,0.0011997600479904018,1.999600079984003e-4,9.998000399920016e-4,0,0,0.12637472505499078,7.998400319936012e-4,0.013597280543891204,0,0.001399720055988802,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0.03219356128774237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0,0,0,0.0015996800639872023,0,0,1.999600079984003e-4,0,0,1.999600079984003e-4,7.998400319936012e-4,7.998400319936012e-4,0,1.999600079984003e-4,0,7.998400319936012e-4,0,0.001399720055988802,1.999600079984003e-4,0.0015996800639872023,0.0015996800639872023,0,0,0.001399720055988802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0.002999400119976005,7.998400319936012e-4,1.999600079984003e-4,1.999600079984003e-4,0.02099580083983199,0,0,0.0027994401119776045,0.011397720455908809,0.04619076184763034,5.998800239952009e-4,0.0027994401119776045,0.001399720055988802,0.39672065586881605,0.023995200959807984,0.003999200159968007,0.012197560487902407,0,3.999200159968006e-4,9.998000399920016e-4,0.0011997600479904018,0,0,0.023995200959807984,1.999600079984003e-4,0.026994601079783978,1.999600079984003e-4,0.0017996400719856025,9.998000399920016e-4,0,0.0011997600479904018,0,0,0,3.999200159968006e-4,0,0,0,7.998400319936012e-4,1.999600079984003e-4,0.03059388122375517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,3.999200159968006e-4,7.998400319936012e-4,0.001399720055988802,0,1.999600079984003e-4,3.999200159968006e-4,1.999600079984003e-4,9.998000399920016e-4,3.999200159968006e-4,3.999200159968006e-4,5.998800239952009e-4,0,9.998000399920016e-4,5.998800239952009e-4,9.998000399920016e-4,9.998000399920016e-4,0.0037992401519696068,1.999600079984003e-4,0.001399720055988802,0.002199560087982403,7.998400319936012e-4,9.998000399920016e-4,3.999200159968006e-4
0,9.998000399920016e-4,0,0,0,0.011997600479904008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0.011397720455908809,0.0019996000799840027,0.001399720055988802,1.999600079984003e-4,0.007798440311937616,0,0,0,0.0023995200959808036,0,0.0019996000799840027,0.022595480903819187,3.999200159968006e-4,3.999200159968006e-4,0,0,0.0011997600479904018,0,0.39112177564486145,0.0017996400719856025,0.0019996000799840027,0.0011997600479904018,0,0,0,3.999200159968006e-4,0,0.018996200759847995,0.02059588082383519,0.002199560087982403,0.008598280343931215,0,0.009398120375924813,0.029194161167766373,0.017596480703859198,0.014997000599880001,0.009598080383923213,0.0011997600479904018,0,0,3.999200159968006e-4,0,0,1.999600079984003e-4,5.998800239952009e-4,0.0027994401119776045,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,5.998800239952009e-4,0,1.999600079984003e-4,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,9.998000399920016e-4,9.998000399920016e-4,0.0019996000799840027,0,0.0011997600479904018,0,1.999600079984003e-4,0,0,0.0011997600479904018,1.999600079984003e-4,0,5.998800239952009e-4,0,1.999600079984003e-4,0.002599480103979204,3.999200159968006e-4,0,0.002599480103979204,0.001399720055988802,1.999600079984003e-4,0
0,0.032793441311737566,0,0,0,0.002599480103979204,0,0,0,0,0,0.008798240351929614,0,0,0,0,0,0,0,0,0,0,0,0.018596280743851196,0.005998800239952012,0.11857628474305293,0.04159168166366715,0.014597080583883202,0.017596480703859198,0.008198360327934416,0.014997000599880001,0.013997200559888004,0,0.004799040191961609,0.04499100179963994,0.02079584083183359,0.06498700259947998,0.03019396120775837,0.02079584083183359,0.02159568086382719,0.03559288142371516,0.0035992801439712063,0.013197360527894405,0.061787642471505505,0.052389522095580725,0.03939212157568475,0.0037992401519696068,3.999200159968006e-4,0.018596280743851196,0.04879024195160953,0.018196360727854397,0.008398320335932815,0.02159568086382719,0.09778044391121865,0.005798840231953611,0.024795040991801583,0.0027994401119776045,0.0155968806238752,0.016996600679864,0.007398520295940815,0.006998600279944014,0.02199560087982399,0,0.02539492101579678,0.018796240751849595,0.014597080583883202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05318936212757432,0.019796040791841593,0.024995000999799982,0.07998400319936047,0.043391321735652744,0.023595280943811185,0.043191361727654344,0.027594481103779177,0.017396520695860798,0.03499300139971996,0.002999400119976005,0.02139572085582879,0.02659468106378718,0.02079584083183359,0.03619276144771036,0.020195960807838392,0.042591481703659145,0.04099180163967195,0.13457308538292545,0.008598280343931215,0.04459108178364314,0.13197360527894617,0.027394521095780777,0.022195560887822388,0.04119176164767035
0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0.001399720055988802,0.001399720055988802,0,0,0.13737252549490314,0.0037992401519696068,0,0.0011997600479904018,0,0.005998800239952012,0.001399720055988802,3.999200159968006e-4,0,0.004799040191961609,0.03719256148770236,0.001399720055988802,0.3455308938212311,0,7.998400319936012e-4,7.998400319936012e-4,0,0,0,0.06098780243951191,0,0.0035992801439712063,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0.006198760247950412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0.0011997600479904018,0,0,3.999200159968006e-4,0.001399720055988802,0,0.0011997600479904018,0.001399720055988802,0,0,1.999600079984003e-4
0,0.009198160367926414,0,0,0,1.999600079984003e-4,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0.005798840231953611,7.998400319936012e-4,0.04459108178364314,0.0153969206158768,0.0037992401519696068,0.003399320135972806,0.04659068186362714,0.0961807638472314,0.005798840231953611,0.04139172165566875,0.037392521495700756,0,0.004199160167966408,0.02639472105578878,0.009798040391921612,0.07558488302339553,0.10397920415916925,0.0161967606478704,0.028394321135772775,0.005598880223955211,0.02079584083183359,0.02119576084783039,0.018196360727854397,0,7.998400319936012e-4,0.0687862427514497,0.024395120975804784,0.056988602279543915,0.0027994401119776045,0.006998600279944014,0.037392521495700756,0.003399320135972806,0.00539892021595681,0.0017996400719856025,0.009398120375924813,0.0037992401519696068,0.0037992401519696068,3.999200159968006e-4,0.006598680263947213,0,0.013797240551889604,0.008598280343931215,0.08458308338332382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03139372125574877,0.009598080383923213,0.004399120175964808,0.02159568086382719,0.0157968406318736,0.008798240351929614,0.009798040391921612,0.006598680263947213,0.009798040391921612,0.008798240351929614,0.0031993601279744054,0.005598880223955211,0.013397320535892805,0.010197960407918412,0.015996800639872,0.009798040391921612,0.017996400719855997,0.018796240751849595,0.05378924215156952,0.005598880223955211,0.018396320735852796,0.05058988202359513,0.013997200559888004,0.014197160567886403,0.02179564087182559
0,5.998800239952009e-4,0,0,0,0.013597280543891204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0.10977804439112304,0.004799040191961609,9.998000399920016e-4,0,0.18116376724655417,0,0,0.038592281543691154,0.004799040191961609,0,0.002599480103979204,0,0.0015996800639872023,9.998000399920016e-4,3.999200159968006e-4,7.998400319936012e-4,0.0011997600479904018,0,0.03139372125574877,0.0037992401519696068,0.0019996000799840027,0.002199560087982403,0,0,0,7.998400319936012e-4,0,0.023995200959807984,0.03439312137572476,0.0045990801839632086,0.1083783243351342,0,0.020395920815836792,0.033393321335732765,0.029594081183763173,0.0167966406718656,0.022595480903819187,0,0,0,0,9.998000399920016e-4,0.0015996800639872023,7.998400319936012e-4,9.998000399920016e-4,0.002999400119976005,5.998800239952009e-4,0,0,0,0,0,0,0,0.0011997600479904018,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049990001999600095,0,5.998800239952009e-4,1.999600079984003e-4,0.0035992801439712063,0.001399720055988802,3.999200159968006e-4,0.0011997600479904018,0.0017996400719856025,0.0011997600479904018,0,0.001399720055988802,0,3.999200159968006e-4,1.999600079984003e-4,0,0.0023995200959808036,9.998000399920016e-4,0.004799040191961609,0,0,0.0045990801839632086,0.0031993601279744054,0.002199560087982403,9.998000399920016e-4
0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0.002199560087982403,7.998400319936012e-4,0.018796240751849595,0.004799040191961609,0.0049990001999600095,0.0027994401119776045,0.0017996400719856025,0.002999400119976005,0.0015996800639872023,0.018196360727854397,0,0.005998800239952012,0.0035992801439712063,0,0.0027994401119776045,0.001399720055988802,0.002999400119976005,0.006598680263947213,0,0.0031993601279744054,0.44871025794839453,0.008398320335932815,0.007798440311937616,0,3.999200159968006e-4,0.0037992401519696068,0.009598080383923213,0.003399320135972806,0.0015996800639872023,0.0031993601279744054,0.012997400519896006,3.999200159968006e-4,0.003399320135972806,0.0011997600479904018,0.0017996400719856025,0.0027994401119776045,0.001399720055988802,0.0011997600479904018,0.002199560087982403,0,0.0017996400719856025,0.003399320135972806,0.001399720055988802,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008998200359928014,3.999200159968006e-4,9.998000399920016e-4,0.0023995200959808036,0.0035992801439712063,0.002199560087982403,9.998000399920016e-4,0.002999400119976005,0.0027994401119776045,0.0031993601279744054,3.999200159968006e-4,0.0049990001999600095,0.004399120175964808,0.0027994401119776045,0.0023995200959808036,0.0011997600479904018,0.003999200159968007,0.005998800239952012,0.0155968806238752,9.998000399920016e-4,7.998400319936012e-4,0.011597680463907209,0.0035992801439712063,3.999200159968006e-4,0.0037992401519696068
0,0.003999200159968007,0,0,0,7.998400319936012e-4,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0.047790441911617534,0.001399720055988802,0.011397720455908809,0.0011997600479904018,0.002999400119976005,9.998000399920016e-4,0,0.0015996800639872023,0.003399320135972806,0.009198160367926414,0,0.0015996800639872023,0.0037992401519696068,0.005598880223955211,0,0.002599480103979204,0.0011997600479904018,0.09158168366326805,1.999600079984003e-4,9.998000399920016e-4,0.005598880223955211,0.006198760247950412,0.0023995200959808036,0,1.999600079984003e-4,0.001399720055988802,0.008198360327934416,0.0019996000799840027,0.002999400119976005,0.0017996400719856025,0.010397920415916811,0,0.1789642071585717,3.999200159968006e-4,0.0017996400719856025,0.0035992801439712063,7.998400319936012e-4,7.998400319936012e-4,1.999600079984003e-4,0,0.047790441911617534,0.19636072785443306,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009598080383923213,0.002199560087982403,5.998800239952009e-4,9.998000399920016e-4,0.0031993601279744054,0.002199560087982403,0.0017996400719856025,0.002199560087982403,0.006198760247950412,0.0011997600479904018,3.999200159968006e-4,0,0.001399720055988802,0.0011997600479904018,0.00539892021595681,0.0015996800639872023,0.005598880223955211,0.004399120175964808,0.012597480503899207,7.998400319936012e-4,0.0017996400719856025,0.012797440511897606,0.0045990801839632086,1.999600079984003e-4,0.002999400119976005
0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0.002199560087982403,3.999200159968006e-4,3.999200159968006e-4,5.998800239952009e-4,0.02099580083983199,0.3359328134373089,0,0.0027994401119776045,0.005798840231953611,0.04019196160767835,1.999600079984003e-4,0.001399720055988802,3.999200159968006e-4,0,0.025194961007798382,0.0019996000799840027,0.007198560287942414,0,9.998000399920016e-4,3.999200159968006e-4,0,0,0,0.02159568086382719,0.0017996400719856025,0.023995200959807984,1.999600079984003e-4,0,0.002199560087982403,0.0015996800639872023,0,0,0,0,0,0,0.001399720055988802,0,3.999200159968006e-4,5.998800239952009e-4,0.02139572085582879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0.0027994401119776045,5.998800239952009e-4,1.999600079984003e-4,5.998800239952009e-4,5.998800239952009e-4,9.998000399920016e-4,7.998400319936012e-4,0,0.0011997600479904018,0.0015996800639872023,0,0.0015996800639872023,0,0.0011997600479904018,0.0023995200959808036,0.0023995200959808036,7.998400319936012e-4,0.0019996000799840027,0.002999400119976005,0.0023995200959808036,1.999600079984003e-4,5.998800239952009e-4
0,0.0019996000799840027,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0,0.008198360327934416,0.0023995200959808036,0,0.0015996800639872023,0.09518096380723937,0.04979004199160153,7.998400319936012e-4,0.007398520295940815,0.062387522495500704,0.07098580283943218,0.0011997600479904018,0.00539892021595681,0.002599480103979204,0.052389522095580725,0,0.002999400119976005,0.04459108178364314,3.999200159968006e-4,0.003399320135972806,0.004799040191961609,0.0019996000799840027,0,0,0.1299740051989621,0.0031993601279744054,0.047390521895620735,9.998000399920016e-4,0.001399720055988802,0.007798440311937616,3.999200159968006e-4,0.0023995200959808036,1.999600079984003e-4,0,0.001399720055988802,0.0011997600479904018,0.0015996800639872023,3.999200159968006e-4,0,0.0017996400719856025,7.998400319936012e-4,0.057588482303539114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031993601279744054,0.004399120175964808,0.0017996400719856025,0.005798840231953611,0.004799040191961609,0.0015996800639872023,7.998400319936012e-4,3.999200159968006e-4,3.999200159968006e-4,0.002599480103979204,0.001399720055988802,0.004199160167966408,0.004799040191961609,5.998800239952009e-4,0.0027994401119776045,0.0011997600479904018,0.0019996000799840027,0.0017996400719856025,0.009998000399920012,3.999200159968006e-4,0.0049990001999600095,0.008198360327934416,0.002599480103979204,5.998800239952009e-4,0.003399320135972806
