pi,neg,off.r,off.p
0.14299297949765158,6.1516581746440195,3.731194966007024,0.5
0.14107160908170327,5.76292288251387,3.9544127555564046,0.5
0.127883335505615,4.830560439095628,3.9529565504053608,0.5
0.14734056785237332,3.609199691858869,3.7143846686230972,0.5
0.14326627026312344,4.05033174512608,3.983814631938003,0.5
0.1541302967118128,3.5984593894721755,3.789919839822687,0.5
0.1363365913741319,4.434822251966018,3.898004946880974,0.5
0.13260321728885463,4.747303848333452,3.8783618239685893,0.5
0.14896172492299525,4.852689303752761,3.7019415992544964,0.5
0.1200036319438398,4.608701980036479,4.087025371612981,0.5
0.1359499337617338,4.534785125001129,3.8695463269250467,0.5
0.1369865770218924,4.2953738477703,3.7911050179973245,0.5
0.14199911744799765,4.536822335391101,4.082533014239743,0.5
0.11950898915529547,6.400119386326317,4.0251921967137605,0.5
0.12908523816149975,6.542784155175816,4.1195122168865055,0.5
0.11547155741136815,7.071457288290169,4.143950700759888,0.5
0.13007685418706683,7.216248665765654,4.042089853435755,0.5
0.12144483830780088,6.906442627372947,4.076749656815082,0.5
0.1129826569231257,6.149183799458463,4.199660793645307,0.5
0.10847526635043625,5.05910056707615,3.990156071027741,0.5
0.1229025260312513,6.073421470301021,4.030183271854185,0.5
0.12942799800075894,5.357203137191739,3.9353595132706687,0.5
0.11970384668093481,5.657163108179141,3.9445572735276073,0.5
0.13166636787355251,5.9065475200226345,3.8888099933974445,0.5
0.1352600311860473,6.311436725493316,3.885458458447829,0.5
0.1398436616407738,7.651175872252118,3.8382064246106893,0.5
0.11834629357327077,7.20851004257964,4.141144731314853,0.5
0.1255433251382813,6.9948645576990955,3.9529257501708344,0.5
0.12938938552979679,7.517878867165912,4.1824574718484655,0.5
0.11743517429568173,6.045353521305863,3.9994883239269257,0.5
0.12639299137518112,7.174677604871597,3.8739164168946445,0.5
0.12587956883944873,7.438554063734394,4.0224832583917305,0.5
0.11336477808654612,7.281262814245913,3.9182958484161645,0.5
0.10142586769070781,7.523824725245852,4.431260893587023,0.5
0.13154711239040198,5.062869707301054,3.6905421963892877,0.5
0.13511926939245616,5.5211691621847265,4.018907098798081,0.5
0.12085258029401608,5.980066302643884,4.058692576712929,0.5
0.11341889186296919,6.918664107044954,4.075078882277012,0.5
0.12652162327431452,7.471518884940799,3.948036171728745,0.5
0.13204993430991036,6.869000802693684,3.9112933141877875,0.5
0.13243184392340784,6.9221680149825104,4.047147494740784,0.5
0.1258481388678805,6.068749235306662,3.987794356304221,0.5
0.10384281922597746,5.907312723753769,4.162139220628887,0.5
0.10282376871910255,7.197722349145245,4.200868147541769,0.5
0.12198383135255733,6.526071823380683,3.9471096340566874,0.5
0.13842358575202834,7.638701316147838,3.7803532810648903,0.5
0.1374970887089179,6.386661874425393,4.110911288182251,0.5
0.14197884644382006,7.44163053372575,3.7766525824554265,0.5
0.12080216978211263,7.953639479299802,3.8789260593475774,0.5
0.13790242047980739,7.942654898568783,3.9285315147135407,0.5
0.15010073273442995,8.7490088614325785,3.6797995946835726,0.5
0.1621972670080171,7.453596606097911,3.8256818935042247,0.5
0.14769679463934463,6.908534814200159,3.933399903587997,0.5
0.12609692697879235,6.747901559287477,4.025457135634497,0.5
0.11411450300365997,7.32327153353652,3.975980988587253,0.5
0.1305199478752942,6.555149761440028,3.918867457192391,0.5
0.14317070131656093,6.102233826361392,3.7511813876917586,0.5
0.13909964885097312,6.876495012260769,3.9344388478202745,0.5
0.1219982229871707,8.399614878293853,4.137393085518852,0.5
0.13102054165210889,8.339068704230506,4.003549647051841,0.5
0.10896604156587592,7.372847034308855,4.142375320778228,0.5
0.12610233589075825,6.959270416355487,4.118209515698254,0.5
0.13592394792940787,6.827875394552741,3.9325938801048324,0.5
