infector_id,infected_id,prob
64420015_0_cattle_2008-05-01,45_d500_152_0_badger_2008-09-01,0.3077384523095375
64420012_9_cattle_2018-02-01,45_d500_152_1_badger_2018-06-01,0.09858028394321228
64420012_5_cattle_2014-12-01,45_d500_152_2_badger_2014-08-01,0.0809838032393525
45_d500_152_5_badger_2010-12-01,45_d500_152_3_badger_2010-06-01,0.26594681063787634
45_d500_152_3_badger_2010-06-01,45_d500_152_4_badger_2011-04-01,0.43231353729252747
45_d500_152_3_badger_2010-06-01,45_d500_152_5_badger_2010-12-01,0.23955208958208887
64420038_3_cattle_2013-05-01,45_d500_152_6_badger_2013-08-01,0.3437312537492457
64281003_3_cattle_2011-07-01,45_d500_156_0_badger_2011-09-01,0.28194361127774664
45_d500_156_2_badger_2008-06-01,45_d500_156_1_badger_2009-01-01,0.36012797440511274
45_d500_156_1_badger_2009-01-01,45_d500_156_2_badger_2008-06-01,0.0961807638472314
64201014_2_cattle_2009-12-01,45_d500_156_3_badger_2010-10-01,0.4445110977804286
64281003_4_cattle_2011-07-01,45_d500_156_4_badger_2011-12-01,0.08298340331933657
64420042_3_cattle_2016-03-01,45_d500_169_0_badger_2016-06-01,0.5590881823634997
64281003_13_cattle_2019-03-01,45_d500_170_0_badger_2018-08-01,0.04999000199959993
64416031_13_cattle_2018-07-01,45_d500_170_1_badger_2018-08-01,0.36392721455708194
64201008_2_cattle_2011-01-01,45_d500_170_2_badger_2010-11-01,0.14277144571086012
64416031_9_cattle_2014-03-01,45_d500_170_3_badger_2013-11-01,0.200759848030398
64201008_8_cattle_2011-01-01,45_d500_171_0_badger_2012-01-01,0.0871825634873031
45_d500_152_0_badger_2008-09-01,45_d500_178_0_badger_2020-02-01,0
64281001_0_cattle_2010-08-01,45_d500_179_0_badger_2012-03-01,0.07358528294341146
56_d500_39_1965_2_badger_2015-02-01,53_d500_6_0_badger_2015-05-01,0.09258148370326008
64412014_2_cattle_2020-02-01,56_d500_37_0_badger_2020-02-01,3.999200159968006e-4
45_d500_152_0_badger_2008-09-01,56_d500_37_1_badger_2020-02-01,0
45_d500_152_0_badger_2008-09-01,56_d500_37_2_badger_2020-02-01,0
64149019_1_cattle_2014-03-01,56_d500_39_1965_0_badger_2013-12-01,0.0869826034793047
45_d500_152_0_badger_2008-09-01,56_d500_39_1965_1_badger_2020-02-01,0
53_d500_6_0_badger_2015-05-01,56_d500_39_1965_2_badger_2015-02-01,0.05798840231953591
56_d500_39_1965_6_badger_2020-02-01,56_d500_39_1965_3_badger_2019-09-01,0.03119376124775037
56_d500_39_1965_5_badger_2017-06-01,56_d500_39_1965_4_badger_2016-07-01,0.003999200159968007
56_d500_39_1965_4_badger_2016-07-01,56_d500_39_1965_5_badger_2017-06-01,0.0067986402719456135
56_d500_39_1965_3_badger_2019-09-01,56_d500_39_1965_6_badger_2020-02-01,0.05898820235952791
45_d500_152_0_badger_2008-09-01,64032013_0_cattle_2020-02-01,0
56_d500_39_1965_4_badger_2016-07-01,64033001_0_cattle_2016-12-01,5.998800239952009e-4
56_d500_39_1965_2_badger_2015-02-01,64033006_0_cattle_2015-02-01,0.003999200159968007
64201021_13_cattle_2014-12-01,64033006_1_cattle_2015-02-01,0.0045990801839632086
64281003_7_cattle_2013-07-01,64149019_0_cattle_2014-03-01,0.04079184163167355
56_d500_39_1965_0_badger_2013-12-01,64149019_1_cattle_2014-03-01,0.08838232353529354
64201008_11_cattle_2018-01-01,64149030_0_cattle_2018-02-01,0.07138572285542899
64201008_9_cattle_2018-01-01,64149030_1_cattle_2018-02-01,0.018396320735852796
64201008_15_cattle_2018-03-01,64149030_2_cattle_2018-02-01,0.077784443111378
64201008_10_cattle_2018-03-01,64201002_0_cattle_2018-02-01,0.07978404319136206
64201007_1_cattle_2016-03-01,64201007_0_cattle_2016-03-01,0.2505498900220012
64201007_0_cattle_2016-03-01,64201007_1_cattle_2016-03-01,0.39952009598079335
64201007_1_cattle_2016-03-01,64201007_2_cattle_2016-07-01,0.5264947010597639
64412014_3_cattle_2020-02-01,64201007_5_cattle_2019-07-01,0.022595480903819187
64201008_6_cattle_2011-01-01,64201008_0_cattle_2011-01-01,0.28954209158168503
64201002_0_cattle_2018-02-01,64201008_10_cattle_2018-03-01,0.08118376324735091
64149030_0_cattle_2018-02-01,64201008_11_cattle_2018-01-01,0.07938412317536525
64201008_9_cattle_2018-01-01,64201008_12_cattle_2018-01-01,0.10637872425515013
64201008_16_cattle_2018-03-01,64201008_13_cattle_2018-03-01,0.004199160167966408
56_d500_39_1965_5_badger_2017-06-01,64201008_14_cattle_2018-03-01,0.0019996000799840027
64149030_2_cattle_2018-02-01,64201008_15_cattle_2018-03-01,0.08158368326334772
64201008_11_cattle_2018-01-01,64201008_16_cattle_2018-03-01,0.017996400719855997
64201008_3_cattle_2010-12-01,64201008_1_cattle_2011-01-01,0.25474905018996713
45_d500_170_2_badger_2010-11-01,64201008_2_cattle_2011-01-01,0.2185562887422562
64201008_1_cattle_2011-01-01,64201008_3_cattle_2010-12-01,0.30833833233353264
64281003_0_cattle_2011-07-01,64201008_4_cattle_2011-01-01,0.17396520695861153
64326020_5_cattle_2010-03-01,64201008_5_cattle_2010-12-01,0.3885222955408825
64201008_0_cattle_2011-01-01,64201008_6_cattle_2011-01-01,0.28454309138172557
64201021_0_cattle_2010-02-01,64201008_7_cattle_2011-01-01,0.06738652269546086
45_d500_171_0_badger_2012-01-01,64201008_8_cattle_2011-01-01,0.10197960407918519
64201008_12_cattle_2018-01-01,64201008_9_cattle_2018-01-01,0.06598680263947201
64201014_3_cattle_2010-01-01,64201014_0_cattle_2010-01-01,0.3945210957808339
64281001_1_cattle_2010-07-01,64201014_1_cattle_2010-01-01,0.12117576484703221
45_d500_156_3_badger_2010-10-01,64201014_2_cattle_2009-12-01,0.24795040991802195
64201014_0_cattle_2010-01-01,64201014_3_cattle_2010-01-01,0.37412517496499925
64326020_6_cattle_2010-02-01,64201021_0_cattle_2010-02-01,0.35992801439711436
64201021_4_cattle_2013-05-01,64201021_10_cattle_2013-05-01,0.12137572485503062
64201021_8_cattle_2013-05-01,64201021_11_cattle_2013-05-01,0.10717856428714376
64201021_13_cattle_2014-12-01,64201021_12_cattle_2014-12-01,0.09378124375125052
64201021_12_cattle_2014-12-01,64201021_13_cattle_2014-12-01,0.07358528294341146
45_d500_152_0_badger_2008-09-01,64201021_14_cattle_2019-12-01,0
45_d500_152_0_badger_2008-09-01,64201021_15_cattle_2019-12-01,0
