infector_id,infected_id,prob
45_d500_99_720_2_badger_2013-05-01,2_d500_43_0_badger_2014-09-01,0.40251949610076904
40089001_1_cattle_2014-09-01,40089001_0_cattle_2014-09-01,0.24295140971806178
40089001_11_cattle_2014-09-01,40089001_10_cattle_2014-09-01,0.31673665266946455
40089001_10_cattle_2014-09-01,40089001_11_cattle_2014-09-01,0.21015796840632311
40089001_13_cattle_2014-09-01,40089001_12_cattle_2014-09-01,0.41731653669264906
40089001_12_cattle_2014-09-01,40089001_13_cattle_2014-09-01,0.580883823235323
40089001_17_cattle_2014-09-01,40089001_14_cattle_2014-09-01,0.4771045790841643
40089001_8_cattle_2014-09-01,40089001_15_cattle_2014-09-01,0.43431313737251126
40089001_7_cattle_2014-09-01,40089001_16_cattle_2014-09-01,0.4499100179963848
40089001_14_cattle_2014-09-01,40089001_17_cattle_2014-09-01,0.44111177764445614
40089001_5_cattle_2014-09-01,40089001_18_cattle_2014-09-01,0.3823235352929328
40089001_4_cattle_2014-09-01,40089001_1_cattle_2014-09-01,0.399320135972795
64359_2_boar_2014-10-01,40089001_2_cattle_2014-09-01,0.1851629674065223
40089001_5_cattle_2014-09-01,40089001_3_cattle_2014-08-01,0.3021395720855829
40089001_1_cattle_2014-09-01,40089001_4_cattle_2014-09-01,0.4031193761247642
40089001_18_cattle_2014-09-01,40089001_5_cattle_2014-09-01,0.38432313537291657
40089001_8_cattle_2014-09-01,40089001_6_cattle_2014-09-01,0.2729454109178196
40089001_16_cattle_2014-09-01,40089001_7_cattle_2014-09-01,0.48150369926012865
40089001_15_cattle_2014-09-01,40089001_8_cattle_2014-09-01,0.39572085582882416
64306_0_boar_2014-03-01,40089001_9_cattle_2014-09-01,0.4441111777644318
45_d500_61_1_badger_2013-06-01,40089_0_boar_2013-07-01,0.4093181363727139
64393_1_boar_2017-03-01,40089_1_boar_2018-02-01,0.7088582283542854
45_d500_78_668_0_badger_2016-07-01,40089_2_boar_2016-06-01,0.33853229354128783
64359_14_boar_2019-06-01,45_d500_101_0_badger_2019-06-01,0.2505498900220012
45_d500_163_2_badger_2015-05-01,45_d500_123_762_0_badger_2015-09-01,0.3587282543491241
45_d500_123_762_3_badger_2013-08-01,45_d500_123_762_1_badger_2013-07-01,0.3389322135572846
45_d500_99_839_0_badger_2015-06-01,45_d500_123_762_2_badger_2015-05-01,0.45690861827632806
45_d500_123_762_1_badger_2013-07-01,45_d500_123_762_3_badger_2013-08-01,0.46350729854027456
64420035_4_cattle_2013-05-01,45_d500_156_0_badger_2014-05-01,0.33533293341331377
64420015_17_cattle_2008-12-01,45_d500_156_2_badger_2012-06-01,0.19976004799040598
45_d500_156_4_badger_2013-06-01,45_d500_156_3_badger_2013-06-01,0.38152369526093927
45_d500_156_3_badger_2013-06-01,45_d500_156_4_badger_2013-06-01,0.4351129774045048
64201014_0_cattle_2017-09-01,45_d500_156_5_badger_2019-05-01,0.5082983403319115
45_d500_156_2_badger_2012-06-01,45_d500_157_858_0_badger_2012-09-01,0.46830633873223565
64420035_1_cattle_2013-05-01,45_d500_157_858_1_badger_2013-05-01,0.2681463707258585
64420035_4_cattle_2013-05-01,45_d500_157_858_2_badger_2014-05-01,0.41951609678063123
64420015_29_cattle_2012-04-01,45_d500_157_858_5_badger_2012-03-01,0.4139172165566766
64420044_11_cattle_2013-03-01,45_d500_157_858_6_badger_2013-05-01,0.453709258148354
64420044_7_cattle_2012-06-01,45_d500_157_858_7_badger_2012-11-01,0.5326934613077137
45_d500_156_3_badger_2013-06-01,45_d500_157_858_8_badger_2013-09-01,0.21975604879024663
45_d500_157_858_0_badger_2012-09-01,45_d500_160_2_badger_2012-11-01,0.3499300139971954
45_d500_160_2_badger_2012-11-01,45_d500_163_0_badger_2013-05-01,0.23375324935013508
64306_1_boar_2014-10-01,45_d500_163_2_badger_2015-05-01,0.37232553489301384
64420044_5_cattle_2009-07-01,45_d500_163_3_badger_2013-01-01,0.35512897420515327
64281_1_boar_2018-10-01,45_d500_171_0_badger_2019-09-01,0.5984803039391803
