40089001_0_cattle_2014-09-01,40089001_10_cattle_2014-09-01,40089001_11_cattle_2014-09-01,40089001_12_cattle_2014-09-01,40089001_13_cattle_2014-09-01,40089001_14_cattle_2014-09-01,40089001_15_cattle_2014-09-01,40089001_16_cattle_2014-09-01,40089001_17_cattle_2014-09-01,40089001_18_cattle_2014-09-01,40089001_1_cattle_2014-09-01,40089001_2_cattle_2014-09-01,40089001_3_cattle_2014-08-01,40089001_4_cattle_2014-09-01,40089001_5_cattle_2014-09-01,40089001_6_cattle_2014-09-01,40089001_7_cattle_2014-09-01,40089001_8_cattle_2014-09-01,40089001_9_cattle_2014-09-01,40089_0_boar_2013-07-01,40089_1_boar_2018-02-01,40089_2_boar_2016-06-01,64165002_0_cattle_2017-03-01,64201014_0_cattle_2017-09-01,64253028_0_cattle_2019-12-01,64253028_1_cattle_2020-02-01,64253_1_boar_2020-02-01,64253_2_boar_2020-02-01,64253_3_boar_2020-02-01,64253_4_boar_2020-02-01,64281001_0_cattle_2016-04-01,64281001_1_cattle_2016-04-01,64281001_2_cattle_2016-02-01,64281001_3_cattle_2016-02-01,64281001_4_cattle_2016-04-01,64281001_5_cattle_2016-04-01,64281001_6_cattle_2016-02-01,64281001_7_cattle_2016-04-01,64281001_8_cattle_2016-04-01,64281001_9_cattle_2016-04-01,64281003_0_cattle_2015-12-01,64281003_1_cattle_2016-04-01,64281_0_boar_2016-10-01,64281_1_boar_2018-10-01,64306_0_boar_2014-03-01,64306_1_boar_2014-10-01,64306_2_boar_2016-04-01,64326020_0_cattle_2015-02-01,64328040_0_cattle_2020-02-01,64328040_1_cattle_2020-02-01,64328040_2_cattle_2020-02-01,64328040_3_cattle_2020-02-01,64328040_4_cattle_2020-02-01,64359001_0_cattle_2020-02-01,64359001_1_cattle_2020-02-01,64359001_2_cattle_2020-02-01,64359005_3_cattle_2019-02-01,64359005_5_cattle_2019-06-01,64359005_7_cattle_2020-02-01,64359045_0_cattle_2019-01-01,64359045_2_cattle_2020-02-01,64359056_0_cattle_2018-12-01,64359056_1_cattle_2019-02-01,64359056_2_cattle_2019-02-01,64359056_3_cattle_2019-02-01,64359056_4_cattle_2019-02-01,64359056_5_cattle_2019-02-01,64359056_6_cattle_2019-04-01,64359056_7_cattle_2020-02-01,64359061_0_cattle_2020-02-01,64359103_0_cattle_2019-07-01,64359103_1_cattle_2019-05-01,64359103_2_cattle_2019-05-01,64359103_3_cattle_2019-03-01,64359138_0_cattle_2018-02-01,64359138_1_cattle_2018-06-01,64359138_2_cattle_2018-02-01,64359138_3_cattle_2018-06-01,64359138_4_cattle_2018-09-01,64359138_5_cattle_2019-09-01,64359138_7_cattle_2019-12-01,64359138_8_cattle_2019-12-01,64359138_9_cattle_2020-02-01,64359187_0_cattle_2019-12-01,64359189_0_cattle_2020-02-01,64359189_1_cattle_2020-02-01,64359_0_boar_2012-02-01,64359_10_boar_2019-02-01,64359_11_boar_2020-02-01,64359_12_boar_2019-06-01,64359_14_boar_2019-06-01,64359_15_boar_2020-02-01,64359_16_boar_2020-02-01,64359_17_boar_2020-02-01,64359_18_boar_2019-09-01,64359_1_boar_2013-08-01,64359_21_boar_2020-02-01,64359_2_boar_2014-10-01,64359_3_boar_2019-08-01,64359_5_boar_2018-06-01,64359_7_boar_2018-12-01,64393_1_boar_2017-03-01,64420015_0_cattle_2008-11-01,64420015_10_cattle_2008-12-01,64420015_11_cattle_2008-12-01,64420015_12_cattle_2008-12-01,64420015_13_cattle_2008-12-01,64420015_14_cattle_2008-12-01,64420015_15_cattle_2008-12-01,64420015_16_cattle_2008-12-01,64420015_17_cattle_2008-12-01,64420015_18_cattle_2008-12-01,64420015_19_cattle_2008-12-01,64420015_1_cattle_2008-11-01,64420015_20_cattle_2008-12-01,64420015_21_cattle_2012-04-01,64420015_22_cattle_2012-02-01,64420015_23_cattle_2012-04-01,64420015_24_cattle_2012-04-01,64420015_25_cattle_2012-02-01,64420015_26_cattle_2012-04-01,64420015_27_cattle_2012-04-01,64420015_28_cattle_2012-04-01,64420015_29_cattle_2012-04-01,64420015_2_cattle_2008-12-01,64420015_30_cattle_2012-04-01,64420015_31_cattle_2012-04-01,64420015_32_cattle_2012-04-01,64420015_33_cattle_2012-04-01,64420015_3_cattle_2008-12-01,64420015_4_cattle_2008-12-01,64420015_5_cattle_2008-12-01,64420015_6_cattle_2008-12-01,64420015_7_cattle_2008-03-01,64420015_8_cattle_2008-12-01,64420015_9_cattle_2008-12-01,64420035_0_cattle_2013-03-01,64420035_10_cattle_2016-03-01,64420035_11_cattle_2016-03-01,64420035_1_cattle_2013-05-01,64420035_2_cattle_2013-03-01,64420035_3_cattle_2013-03-01,64420035_4_cattle_2013-05-01,64420035_5_cattle_2013-05-01,64420035_6_cattle_2013-05-01,64420035_7_cattle_2013-05-01,64420035_8_cattle_2016-03-01,64420035_9_cattle_2016-03-01,64420044_0_cattle_2008-05-01,64420044_10_cattle_2013-03-01,64420044_11_cattle_2013-03-01,64420044_12_cattle_2013-01-01,64420044_13_cattle_2013-03-01,64420044_14_cattle_2013-01-01,64420044_15_cattle_2013-03-01,64420044_16_cattle_2013-03-01,64420044_17_cattle_2013-03-01,64420044_18_cattle_2013-03-01,64420044_19_cattle_2013-03-01,64420044_1_cattle_2009-06-01,64420044_20_cattle_2013-03-01,64420044_21_cattle_2013-03-01,64420044_22_cattle_2013-03-01,64420044_23_cattle_2013-01-01,64420044_24_cattle_2013-01-01,64420044_25_cattle_2013-01-01,64420044_26_cattle_2013-03-01,64420044_27_cattle_2013-03-01,64420044_28_cattle_2013-03-01,64420044_29_cattle_2013-03-01,64420044_2_cattle_2009-07-01,64420044_30_cattle_2013-03-01,64420044_31_cattle_2013-03-01,64420044_32_cattle_2019-03-01,64420044_33_cattle_2019-03-01,64420044_3_cattle_2009-07-01,64420044_4_cattle_2009-07-01,64420044_5_cattle_2009-07-01,64420044_6_cattle_2009-07-01,64420044_7_cattle_2012-06-01,64420044_8_cattle_2013-03-01,64420044_9_cattle_2013-01-01,64420047_0_cattle_2013-01-01,64420047_1_cattle_2013-03-01,64420047_2_cattle_2013-01-01,64420047_3_cattle_2013-01-01,64420047_4_cattle_2013-01-01,64420047_5_cattle_2013-03-01,64420047_6_cattle_2013-03-01,64420047_7_cattle_2015-07-01
0,0,0.002599480103979204,0.07918416316736684,0.06758648270345927,0.0037992401519696068,0.48130373925213027,0,0.03139372125574877,0.0023995200959808036,3.999200159968006e-4,0.002599480103979204,0.09078184363127442,3.999200159968006e-4,0.001399720055988802,0.001399720055988802,0.002599480103979204,0.03599280143971196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007198560287942414,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004199160167966408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0045990801839632086,0,0.09058188362327602,0.003399320135972806,0.003999200159968007,0.008398320335932815,0.0023995200959808036,0.11917616476704815,0.003999200159968007,0.0067986402719456135,0.04419116176764634,0.02099580083983199,0.013397320535892805,0.2521495700859882,0.022795440911817587,0.12917416516696847,0.037792441511697555,0.002999400119976005,0.05898820235952791,0.0027994401119776045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03139372125574877,0.2005598880223996,0.0049990001999600095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0.017596480703859198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0.003999200159968007,0,0,0.012997400519896006,3.999200159968006e-4,0.0017996400719856025,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,9.998000399920016e-4,0,0,0
0.00519896020795841,0.04139172165566875,0,0.0015996800639872023,0.0017996400719856025,0.018996200759847995,0.01079784043191361,0.037792441511697555,0.005998800239952012,0.022595480903819187,0.2757448510297969,0.04919016196760633,0.015196960607878401,0.03219356128774237,0.028994201159767974,0.05918816236752631,0.06818636272745449,0.010397920415916811,0.26294741051790066,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03979204159168155,0.05138972205558873,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519896020795841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0.014397120575884803,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,3.999200159968006e-4,0,0,0
0.04979004199160153,7.998400319936012e-4,0.0023995200959808036,0,0.43911217756447235,0.0017996400719856025,0.027394521095780777,0.0011997600479904018,0.010397920415916811,0.0035992801439712063,0.0011997600479904018,7.998400319936012e-4,0.04199160167966395,0,3.999200159968006e-4,0,0.002199560087982403,0.019196160767846394,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539892021595681,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05998800239951991,0.0015996800639872023,0.0017996400719856025,0.5608878224354851,0,9.998000399920016e-4,0.0653869226154768,0,0.032593481303739166,0.0017996400719856025,0,0,0.0929814037192569,0,0,0,0.0015996800639872023,0.033193361327734365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010197960407918412,0.004399120175964808,0.008398320335932815,0.0023995200959808036,0.006998600279944014,0,7.998400319936012e-4,0.002199560087982403,0.005598880223955211,0.2955408918216364,0.006998600279944014,0.019396120775844794,0.022795440911817587,0.012997400519896006,0.008598280343931215,0.006398720255948813,0.015196960607878401,0.013397320535892805,0.00539892021595681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04459108178364314,0.007198560287942414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0.2663467306538731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,5.998800239952009e-4,0,0,0.013997200559888004,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0
0.40051989602078525,0,0.0019996000799840027,0.08018396320735888,0.08158368326334772,0.002999400119976005,0,0,0.04459108178364314,0.005598880223955211,0,0.009198160367926414,0.10157968406318837,0,3.999200159968006e-4,0,0.0031993601279744054,0.033793241351729564,0.002599480103979204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01059788042391521,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539892021595681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0037992401519696068,0.05558888222355512,0.020395920815836792,5.998800239952009e-4,0.001399720055988802,0.008198360327934416,0,0,5.998800239952009e-4,0.003399320135972806,0.01059788042391521,0.0067986402719456135,0.008998200359928014,0.046790641871625537,0.008198360327934416,0.4169166166766523,0.007198560287942414,1.999600079984003e-4,0.018596280743851196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010197960407918412,0.022195560887822388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023995200959808036,0,0,0.006598680263947213,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033793241351729564,0.0045990801839632086,0.004799040191961609,0.012597480503899207,0.03439312137572476,0.002999400119976005,0.02179564087182559,0.0011997600479904018,0,0.008198360327934416,0,0.004399120175964808,0.052789442111577524,3.999200159968006e-4,0.0023995200959808036,5.998800239952009e-4,7.998400319936012e-4,0.3981203759248047,9.998000399920016e-4,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013197360527894405,0.0027994401119776045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,3.999200159968006e-4,0,0,0.009198160367926414,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0
3.999200159968006e-4,0.00539892021595681,0.007798440311937616,0.0011997600479904018,0.0035992801439712063,0.2813437312537515,5.998800239952009e-4,0.00519896020795841,0.002999400119976005,0,0.002199560087982403,0.00519896020795841,0.003999200159968007,0.002599480103979204,0.008998200359928014,0,0.006598680263947213,0.008398320335932815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013397320535892805,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4491101779643913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007998400319936016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
