19_d500_10_0_badger_2017-05-01,2_d500_28_0_badger_2017-08-01,2_d500_41_0_badger_2019-07-01,2_d500_42_0_badger_2019-09-01,2_d500_43_0_badger_2014-07-01,2_d500_6_0_badger_2018-06-01,2_d500_9_0_badger_2015-05-01,40089001_0_cattle_2014-04-01,40089001_1_cattle_2014-05-01,40089001_2_cattle_2014-05-01,40089001_3_cattle_2014-05-01,40089001_4_cattle_2014-05-01,40089001_5_cattle_2014-05-01,40089001_6_cattle_2014-05-01,40089001_7_cattle_2014-05-01,40089001_8_cattle_2014-05-01,40089001_9_cattle_2014-05-01,40203001_0_cattle_2016-12-01,40203001_1_cattle_2016-12-01,40203015_0_cattle_2016-02-01,40203015_1_cattle_2016-02-01,40203015_2_cattle_2016-01-01,40203015_3_cattle_2016-02-01,40203015_4_cattle_2016-02-01,40203015_5_cattle_2016-02-01,40203015_6_cattle_2016-02-01,40203015_7_cattle_2016-02-01,40203015_8_cattle_2016-02-01,45_d500_155_880_0_badger_2020-02-01,45_d500_156_0_badger_2015-02-01,45_d500_157_858_0_badger_2013-05-01,45_d500_157_858_1_badger_2013-08-01,45_d500_159_855_0_badger_2012-03-01,45_d500_160_0_badger_2018-06-01,45_d500_163_0_badger_2013-06-01,45_d500_163_1_badger_2020-02-01,45_d500_57_715_0_badger_2013-07-01,45_d500_61_0_badger_2017-08-01,45_d500_61_1_badger_2020-02-01,45_d500_78_668_0_badger_2014-02-01,45_d500_78_668_1_badger_2017-05-01,45_d500_99_866_1_badger_2013-04-01,45_d500_99_866_2_badger_2013-09-01,45_d500_99_866_3_badger_2014-03-01,45_d500_99_866_4_badger_2019-06-01,45_d500_99_866_5_badger_2014-08-01,45_d500_99_869_0_badger_2020-02-01,45_d500_99_869_1_badger_2014-08-01,64359108_0_cattle_2020-02-01,64359108_1_cattle_2020-02-01,64359187_0_cattle_2014-01-01,64359187_1_cattle_2014-01-01,64359187_2_cattle_2014-01-01,64359189_0_cattle_2018-03-01,64420009_0_cattle_2014-03-01,64420009_10_cattle_2017-04-01,64420009_11_cattle_2017-02-01,64420009_12_cattle_2017-02-01,64420009_13_cattle_2017-04-01,64420009_14_cattle_2017-02-01,64420009_15_cattle_2017-04-01,64420009_16_cattle_2017-04-01,64420009_17_cattle_2017-04-01,64420009_1_cattle_2014-01-01,64420009_2_cattle_2014-01-01,64420009_3_cattle_2014-01-01,64420009_4_cattle_2014-01-01,64420009_5_cattle_2014-01-01,64420009_6_cattle_2014-03-01,64420009_7_cattle_2014-01-01,64420009_8_cattle_2014-03-01,64420009_9_cattle_2017-04-01,64420015_0_cattle_2007-04-01,64420015_1_cattle_2007-06-01,64420015_2_cattle_2007-04-01,64420035_0_cattle_2012-05-01,64420035_10_cattle_2012-07-01,64420035_11_cattle_2012-05-01,64420035_12_cattle_2012-07-01,64420035_13_cattle_2012-07-01,64420035_14_cattle_2012-07-01,64420035_15_cattle_2012-05-01,64420035_16_cattle_2012-05-01,64420035_17_cattle_2012-07-01,64420035_18_cattle_2012-07-01,64420035_19_cattle_2012-05-01,64420035_1_cattle_2012-07-01,64420035_20_cattle_2012-05-01,64420035_21_cattle_2012-07-01,64420035_22_cattle_2016-03-01,64420035_2_cattle_2012-05-01,64420035_3_cattle_2012-05-01,64420035_4_cattle_2012-05-01,64420035_5_cattle_2012-05-01,64420035_6_cattle_2012-05-01,64420035_7_cattle_2012-05-01,64420035_8_cattle_2012-05-01,64420035_9_cattle_2012-05-01
0.016996600679864,0.008598280343931215,0,0,0,0.0037992401519696068,0.02599480103979198,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0.0011997600479904018,0.0015996800639872023,0.09598080383923299,0,0.013197360527894405,0.1361727654469127,0.05098980203959193,0.029594081183763173,0.03639272145570876,0.11917616476704815,0.017396520695860798,0,0.005998800239952012,0,0,0,0.0037992401519696068,0,0,0,0,0,0,0.017996400719855997,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,1.999600079984003e-4,0,7.998400319936012e-4,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22055588882224025,0,0,0,0,0,0,0,0
0.0031993601279744054,7.998400319936012e-4,0,0,0,0,0.006598680263947213,0,0,0,0,0,0,0.0015996800639872023,0,0,0,0.05838832233553271,0.05898820235952791,0.007198560287942414,0.006598680263947213,0,0.0011997600479904018,0.08618276344731107,0.006198760247950412,0.009998000399920012,0.0017996400719856025,0.3895220955808744,0,0.0015996800639872023,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005798840231953611,0,0,0,0,0,0,0,0
0.001399720055988802,7.998400319936012e-4,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0.009198160367926414,0.06018796240751831,9.998000399920016e-4,0,0.0015996800639872023,0.002199560087982403,5.998800239952009e-4,0.395120975804829,5.998800239952009e-4,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0.0031993601279744054,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12277544491101947,0,0,0,0,0,0,0,0
0.013797240551889604,0.007798440311937616,0,0,0,0.0019996000799840027,0.05898820235952791,0,0,0,0,0,0,0.001399720055988802,0,0,0,0.06778644271145767,0.08418316336732701,0.07938412317536525,0.04839032193561273,0.19636072785443306,0.007798440311937616,0,0.06398720255948795,0.046790641871625537,0.013997200559888004,0.17716456708658604,0,0.0153969206158768,0,0,0,0.0031993601279744054,0,0,0,0,0,0,0.011397720455908809,0,0,0,0,0.006998600279944014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046990601879623936,0,0,0,0,0,0,0,0
0.003399320135972806,0.003999200159968007,0,0,0,3.999200159968006e-4,0.028194361127774376,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0.003399320135972806,0.0011997600479904018,0.03479304139172156,0.027194561087782378,0.012797440511897606,0.008198360327934416,0.04039192161567675,0,0.4291141771645534,0.003399320135972806,0.011797640471905608,0,0.0049990001999600095,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0.008798240351929614,0,0,0,0,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027394521095780777,0,0,0,0,0,0,0,0
0.002999400119976005,0.0017996400719856025,0,0,0,0,0.023395320935812786,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,1.999600079984003e-4,7.998400319936012e-4,0.024195160967806384,0.02579484103179358,0.012197560487902407,0.003399320135972806,0.03179364127174557,0.37112577484502357,0,0.0015996800639872023,0.005598880223955211,0,0.01119776044791041,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0.005798840231953611,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013597280543891204,0,0,0,0,0,0,0,0
0.0011997600479904018,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006998600279944014,0.047590481903619135,0.0017996400719856025,0.3501299740051938,1.999600079984003e-4,0.0011997600479904018,0.0015996800639872023,0,5.998800239952009e-4,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10157968406318837,0,0,0,0,0,0,0,0
5.998800239952009e-4,1.999600079984003e-4,0,0,0,0,0.004199160167966408,0,0,0,0,0,0,0,0,0,0,0.052989402119575923,0.04879024195160953,0.006198760247950412,0.006198760247950412,0.3673265346930544,0.001399720055988802,0.06838632273545289,0.004399120175964808,0.003999200159968007,0.002199560087982403,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0031993601279744054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011797640471905608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.001399720055988802,0.001399720055988802,0,0,0.0017996400719856025,0,0.17656468706259082,0,0,0.00519896020795841,0.003999200159968007,5.998800239952009e-4,0,0.11657668466306886,0,0.013797240551889604,0.003999200159968007,9.998000399920016e-4,0.0011997600479904018,0.02059588082383519,0.029994001199759972,0.005998800239952012,0.001399720055988802,0.04479104179164154,0.03959208158368315,0.02539492101579678,1.999600079984003e-4,0.0049990001999600095,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,5.998800239952009e-4,0,0.1541691661667693,0,0.01099780043991201,0,0,0,0,1.999600079984003e-4,0,0.018796240751849595,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,5.998800239952009e-4,5.998800239952009e-4,0.004399120175964808,0,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007798440311937616,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0035992801439712063,0.002999400119976005,0,0,9.998000399920016e-4,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0.03679264147170556,0,0.03059388122375517,0,0,0.005798840231953611,0,0.42951409718055017,0,0.005598880223955211,0,1.999600079984003e-4,0,0,0,0,0.007398520295940815,0.005598880223955211,0.0037992401519696068,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0.004399120175964808,0.0037992401519696068,0.002199560087982403,0.009198160367926414,0.001399720055988802,0.0017996400719856025,0.011397720455908809,0.0017996400719856025,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,5.998800239952009e-4,0,0.001399720055988802,1.999600079984003e-4,0,0,0,0,0,0,0,0.013597280543891204,0,1.999600079984003e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4931013797240346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014797040591881602,0,0.009398120375924813,0,0,0,0,0,0,0.0019996000799840027,0,0,0,0,0,0.002199560087982403,0,0,0.0019996000799840027,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0.005598880223955211,0,0.002199560087982403,0,0,5.998800239952009e-4,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0,0,0,0.07238552289542102,0.0019996000799840027,0.26954609078184716,7.998400319936012e-4,0.02139572085582879,0.002999400119976005,0.027594481103779177,0.06578684263147361,0.004799040191961609,0.04439112177564474,0.006598680263947213,0.02059588082383519,0.06358728254349114,0.004799040191961609,0,0.006598680263947213,0.016996600679864,0.027194561087782378,0.06598680263947201,0.004399120175964808,0.08058388322335569,0.009798040391921612,0.12017596480704018
0.02159568086382719,0.09738052389522184,0.01059788042391521,0.002999400119976005,0,0.20895820835833268,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0.028594281143771175,0,0,0,0.009798040391921612,0,0.0027994401119776045,0,0,0,0,0,0,0.11337732453509436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.017396520695860798,0.0165966806638672,7.998400319936012e-4,0,0.009998000399920012,0.0019996000799840027,0.002199560087982403,1.999600079984003e-4,0.0027994401119776045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11377724455109117,0,3.999200159968006e-4,0,0,0,0.2161567686462753,0,0,0.033193361327734365,0,0.12417516496700831,0,0.033593281343731164,0,0.0011997600479904018,0,0.004399120175964808,0,0,0.048190361927614334,0.033193361327734365,0.018596280743851196,0,0.011997600479904008,0,0,0,0,0,0,0,0,0.04199160167966395,0.06718656268746245,0.0165966806638672,0.05018996200759833,0.012797440511897606,0.018396320735852796,0.09258148370326008,0.024595080983803183,0,0,0,0,3.999200159968006e-4,0,3.999200159968006e-4,0,0.001399720055988802,0,0,3.999200159968006e-4,0,0.003399320135972806,0,0.002599480103979204,0,0,0,0,0,0,0,0,0.04939012197560473,0,0.0049990001999600095
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014797040591881602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3.999200159968006e-4,0.02199560087982399,0.03059388122375517,0,5.998800239952009e-4,0.014597080583883202,0.007998400319936016,0.0015996800639872023,0.0031993601279744054,0.004199160167966408,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0.09578084383123459,0,0,0,0.2129574085183008,0,0,0,0,0.07718456308738278,0,0.0931813637272553,0,0.056388722255548716,0,0.0027994401119776045,0,0.0019996000799840027,0,0,0.06618676264747042,0.04859028194361113,0.02599480103979198,0,0.013397320535892805,0,0,0,0,0,0,0,0,0.061987602479503905,0.08818236352729514,0.029994001199759972,0.06398720255948795,0.02559488102379518,0.019596080783843194,0.11957608478304496,0.042191561687662346,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0.02579484103179358,0,1.999600079984003e-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165966806638672,0,0,0.03539292141571676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161967606478704,0.007798440311937616,0.009998000399920012,0.19076184763047768,0.02119576084783039,0.012797440511897606,0.11977604479104337,0.013797240551889604,0,0,0,0,0,0,0,0,0.006198760247950412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014197160567886403,0,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.007998400319936016,0.011997600479904008,0,0,0.006998600279944014,0.001399720055988802,3.999200159968006e-4,0.0031993601279744054,3.999200159968006e-4,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010397920415916811,0,0,0,0.017396520695860798,0,0.02559488102379518,0,0,0,0,0.00539892021595681,0,0.024395120975804784,0,0.0017996400719856025,0,9.998000399920016e-4,0,0,0.008798240351929614,0.02059588082383519,0.014597080583883202,0,0.0023995200959808036,0,0,0,0,0,0,0,0,0.024995000999799982,0.0037992401519696068,0.01119776044791041,0.39412117576483713,0.0161967606478704,0.0067986402719456135,0.013197360527894405,0.014797040591881602,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0.0049990001999600095,0,0
0.37872425514896196,0.09058188362327602,0.003999200159968007,0.0019996000799840027,0,0.02679464107178558,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0.018396320735852796,0.002999400119976005,1.999600079984003e-4,0.0017996400719856025,5.998800239952009e-4,1.999600079984003e-4,3.999200159968006e-4,0.002199560087982403,0,0,0,0,0,0,0.04879024195160953,0,0,0,0,0,0,0,0,0,0,0.008798240351929614,0,5.998800239952009e-4,0,0,0,0,0,0,0.0015996800639872023,0,0,0,3.999200159968006e-4,3.999200159968006e-4,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3.999200159968006e-4,0.002199560087982403,0.0045990801839632086,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43931213757247073,0,0,0,0.04639072185562874,0,0.04839032193561273,0,0,0.0067986402719456135,0,0,0,0.006398720255948813,0,0.0023995200959808036,0,0,0,0,0.008598280343931215,0.009398120375924813,0.002199560087982403,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0.005598880223955211,0.0045990801839632086,0.0031993601279744054,0.00539892021595681,0.002199560087982403,0.0019996000799840027,0.013197360527894405,0.001399720055988802,0,0,0,0,0,0,0,0,0.0031993601279744054,0,0,0,0,3.999200159968006e-4,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0.023595280943811185,0,0.002999400119976005
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40431913617275445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017596480703859198,0,0.011797640471905608,0,0,0,0,0,0,0.0027994401119776045,0,0,0,0,0,0.0031993601279744054,0,0,3.999200159968006e-4,0,0,0
0,0,0,0,0.0015996800639872023,0,0.0027994401119776045,0.011597680463907209,0.0153969206158768,0.006398720255948813,0.008198360327934416,0.012597480503899207,7.998400319936012e-4,0.024595080983803183,0.005598880223955211,0.019396120775844794,0.009998000399920012,0,0,0,0,0,0,0.0017996400719856025,0,0,0,0,0,0.007198560287942414,0.012397520495900807,0,0,0,0.027994401119775976,0,0.027994401119775976,0,0,0.04559088182363514,0,0.007798440311937616,0,0,0,0.0171965606878624,0,0.013597280543891204,0,0,0.004199160167966408,0.024995000999799982,0.0809838032393525,0,0.07238552289542102,0,0,0,0,0,0,0,0,0.16436712657468802,0.007398520295940815,0.010197960407918412,0.043391321735652744,0.09198160367926486,0.08918216356728717,0.018796240751849595,0.13077384523095573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0
3.999200159968006e-4,0.025194961007798382,0.04599080183963194,0.08758248350329992,0,0.003999200159968007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004199160167966408,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0.013797240551889604,0,3.999200159968006e-4,3.999200159968006e-4,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.999200159968006e-4,1.999600079984003e-4,0,0,0.0037992401519696068,0,0.1573685262947438,0.0011997600479904018,7.998400319936012e-4,0.0153969206158768,0.01099780043991201,0,0,0.23675264947011118,0,0.022795440911817587,0.017396520695860798,0,0,0.009398120375924813,0.012797440511897606,0.0035992801439712063,0.0017996400719856025,0.022195560887822388,0.014997000599880001,0.020195960807838392,0,0.0031993601279744054,0,0.2063587282543534,0,0,0,0,0.0017996400719856025,0,0.002999400119976005,0,0,0.0015996800639872023,0,0,0,0.009198160367926414,0,0,0,0.029594081183763173,0,0,0.0015996800639872023,0.0017996400719856025,0.0037992401519696068,0,0.04879024195160953,0,0,0,0,0,0,0,0,0.01059788042391521,7.998400319936012e-4,0,0.001399720055988802,0.0019996000799840027,0.024995000999799982,1.999600079984003e-4,0.012797440511897606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00519896020795841,0,0,0,0,0,0,0,0
0,0.005598880223955211,0.03579284143171356,0.002999400119976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0.008398320335932815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0929814037192569,0,0.004799040191961609,0,0,0.4291141771645534,0.03939212157568475,0,0,0.03219356128774237,0,0.09058188362327602,0.04999000199959993,0,0,5.998800239952009e-4,7.998400319936012e-4,0.0011997600479904018,0,0,0,3.999200159968006e-4,0,0,0,0.014797040591881602,0,0,0,0,1.999600079984003e-4,0,3.999200159968006e-4,0,0,3.999200159968006e-4,0,3.999200159968006e-4,0,0.004199160167966408,0,0.032793441311737566,0,0,0,0,0,0,9.998000399920016e-4,0,0.029594081183763173,0,0,0,0,0,0,0,0,0.00519896020795841,1.999600079984003e-4,3.999200159968006e-4,0,0.004399120175964808,0.013397320535892805,0,0.011597680463907209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04159168166366715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042591481703659145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.001399720055988802,3.999200159968006e-4,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0,0,0,0.008998200359928014,0,0.018196360727854397,0,0,0.0027994401119776045,0,0.0011997600479904018,0,0.006598680263947213,0,0,0,0,0,0,0,3.999200159968006e-4,5.998800239952009e-4,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0.001399720055988802,0.3569286142771387,0.0017996400719856025,0.003999200159968007,5.998800239952009e-4,0.002599480103979204,0.19376124775045378,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0
0,0,0,0,0,0,0,0.11557688462307683,0.20195960807838845,0,0,0.12197560487902584,0.09038192361527761,9.998000399920016e-4,0.09338132373525371,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006198760247950412,0,0,0,0.02119576084783039,0,0.024195160967806384,0,0,0.013997200559888004,0,0.0037992401519696068,0,0.012397520495900807,0,3.999200159968006e-4,0,3.999200159968006e-4,0,0,0.0019996000799840027,0,0.011597680463907209,0,0.0023995200959808036,0,0,0,0,0,0,0,0,0.01119776044791041,0.003399320135972806,0.15376924615077248,0.020395920815836792,0.003999200159968007,0.003399320135972806,0.017996400719855997,0.007598480303939215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0,0
0,0,0,0,0,0,0.0011997600479904018,0.006598680263947213,0.007398520295940815,0,3.999200159968006e-4,0.00519896020795841,3.999200159968006e-4,0.0023995200959808036,0.002599480103979204,0.005998800239952012,9.998000399920016e-4,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0.001399720055988802,0.0017996400719856025,0,0,0,0.009598080383923213,0,0.011997600479904008,0,0,0.02079584083183359,0,0.002199560087982403,0,0.04439112177564474,0,0.002199560087982403,0,0.0019996000799840027,0,0,0.0035992801439712063,0.0153969206158768,0,0,0.020395920815836792,0,0,0,0,0,0,0,0,0.04899020195960793,0.002199560087982403,0.0045990801839632086,0.018796240751849595,0.4379124175164821,0.019996000799839993,0.00539892021595681,0.028794241151769574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0
0,0.0015996800639872023,0,0,0,0.02079584083183359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09778044391121865,0,0,0,0,0.011797640471905608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.008198360327934416,0,0.024395120975804784,0.002999400119976005,9.998000399920016e-4,0.029994001199759972,0.04419116176764634,3.999200159968006e-4,0,0.08878224355129036,0.001399720055988802,0.08578284343131426,0.029994001199759972,0,0,5.998800239952009e-4,0,0,0,0.0019996000799840027,0,0,0,0,0,0.02679464107178558,0.0031993601279744054,0,0,0,0.004399120175964808,0,0.004799040191961609,0,0,0.011797640471905608,0,1.999600079984003e-4,0,0.04399120175964794,0,0.06758648270345927,0,0.08138372325534932,0,0,0.0011997600479904018,0.0045990801839632086,0.02099580083983199,0,0,0,0,0,0,0,0,0,0,0.05318936212757432,0.0023995200959808036,0.0027994401119776045,0.005598880223955211,0.018796240751849595,0.14377124575085215,0.001399720055988802,0.0991801639672075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0.057388522295540714,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1085782843431326,0.09238152369526167,0.0871825634873031,0.1667666466706689,0.06718656268746245,0.10037992401519794,0.07818436312737481,0,0,0,0,0,0,0,0,0.04979004199160153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
