64152_0_boar_2020-02-01,64301080_0_cattle_2020-02-01,64301080_1_cattle_2020-02-01,64301080_2_cattle_2020-02-01,64349_0_boar_2020-02-01,64359005_0_cattle_2019-01-01,64359005_1_cattle_2019-01-01,64359005_2_cattle_2019-08-01,64359108_0_cattle_2018-02-01,64359108_1_cattle_2018-02-01,64359108_2_cattle_2018-06-01,64359108_3_cattle_2018-02-01,64359108_4_cattle_2018-06-01,64359110_0_cattle_2018-12-01,64359110_1_cattle_2018-12-01,64359110_2_cattle_2019-02-01,64359110_3_cattle_2019-02-01,64359153_0_cattle_2019-09-01,64359173_0_cattle_2020-02-01,64359200_1_cattle_2020-02-01,64359209_0_cattle_2019-12-01,64359209_1_cattle_2019-12-01,64359211_0_cattle_2020-02-01,64359_0_boar_2018-02-01,64359_2_boar_2019-04-01,64359_3_boar_2020-02-01,64359_4_boar_2019-04-01,64393_0_boar_2020-02-01,64420002_0_cattle_2014-04-01,64420002_1_cattle_2014-02-01,64420002_2_cattle_2014-02-01,64420002_3_cattle_2014-02-01,64420015_0_cattle_2008-04-01,64420015_1_cattle_2008-04-01,64420038_0_cattle_2013-02-01,64420038_1_cattle_2013-04-01,64420038_2_cattle_2013-04-01,64420038_3_cattle_2013-04-01,64556005_0_cattle_2018-03-01,64556005_1_cattle_2020-02-01,64556023_0_cattle_2020-02-01,64556034_0_cattle_2016-02-01,64556034_1_cattle_2016-04-01,64556034_2_cattle_2016-04-01,64556034_3_cattle_2016-04-01,64556034_4_cattle_2016-04-01,64556034_5_cattle_2016-02-01,64556034_6_cattle_2016-04-01,64556034_7_cattle_2016-04-01,64556034_8_cattle_2017-02-01,64556034_9_cattle_2017-02-01,64556051_0_cattle_2017-12-01,64556051_10_cattle_2020-02-01,64556051_1_cattle_2017-12-01,64556051_2_cattle_2017-12-01,64556051_3_cattle_2018-02-01,64556051_4_cattle_2017-12-01,64556051_5_cattle_2017-12-01,64556051_6_cattle_2017-12-01,64556051_7_cattle_2017-12-01,64556051_8_cattle_2018-02-01,64556051_9_cattle_2018-02-01,64556058_0_cattle_2016-12-01,64556500_0_cattle_2016-04-01,64556500_1_cattle_2016-06-01,64556500_2_cattle_2016-05-01,64556_0_boar_2017-02-01,64556_10_boar_2019-08-01,64556_1_boar_2017-02-01,64556_2_boar_2016-12-01,64556_3_boar_2018-02-01,64556_4_boar_2017-09-01,64556_5_boar_2018-08-01,64556_6_boar_2019-07-01,64556_7_boar_2017-11-01,64556_8_boar_2020-02-01,64556_9_boar_2020-02-01
0,0,0,0,0,0,0,0,0,0,0.004399120175964808,0,0.009798040391921612,0,0,0,0,0,0,0,0,0,0,0,0.0155968806238752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0045990801839632086,0,0.0011997600479904018,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.004799040191961609,0,3.999200159968006e-4,0,1.999600079984003e-4,3.999200159968006e-4,1.999600079984003e-4,3.999200159968006e-4,3.999200159968006e-4,0,0,0,0,0.0035992801439712063,3.999200159968006e-4,0,0,0,0,3.999200159968006e-4,0,0,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,3.999200159968006e-4,3.999200159968006e-4,3.999200159968006e-4,0,3.999200159968006e-4,3.999200159968006e-4,0,3.999200159968006e-4,0,0,0,0,0,0,0,3.999200159968006e-4,0,3.999200159968006e-4,0,3.999200159968006e-4,0,0,0
0,0,0,0,0,0,0,0.010197960407918412,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0.016996600679864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.998800239952009e-4,0.007198560287942414,0,0.002599480103979204,0.0037992401519696068,0.008198360327934416,0.004199160167966408,0.006998600279944014,0.008598280343931215,9.998000399920016e-4,3.999200159968006e-4,5.998800239952009e-4,0.0017996400719856025,1.999600079984003e-4,0,0,0.0017996400719856025,0,0,0.0011997600479904018,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0.019796040791841593,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0.007198560287942414,5.998800239952009e-4,0.00519896020795841,0.005798840231953611,0.009198160367926414,0.19976004799040598,0.006398720255948813,0.006198760247950412,0.0031993601279744054,0.0171965606878624,0.34033193361327324,0,0,0,0,0,1.999600079984003e-4,0,0.013197360527894405,0,0.005598880223955211,0.009198160367926414,3.999200159968006e-4,0,0,0
0,0,0,0,0,0,5.998800239952009e-4,0,3.999200159968006e-4,5.998800239952009e-4,0.0687862427514497,0,0.08898220355928876,5.998800239952009e-4,0,0,0,3.999200159968006e-4,0,0,0.0167966406718656,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0.008598280343931215,0,0.0049990001999600095,9.998000399920016e-4,7.998400319936012e-4,9.998000399920016e-4,0.0049990001999600095,0,5.998800239952009e-4,9.998000399920016e-4,0,0,0,0,0,0,0,0.0011997600479904018,0,0.0011997600479904018,0,0,0,0,0
0,0,0,0,0,0,0,0.02139572085582879,0,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0,0,0.02579484103179358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5.998800239952009e-4,1.999600079984003e-4,5.998800239952009e-4,0,7.998400319936012e-4,1.999600079984003e-4,0.11597680463907364,0.02119576084783039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,7.998400319936012e-4,0.03699260147970396,7.998400319936012e-4,1.999600079984003e-4,7.998400319936012e-4,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,7.998400319936012e-4,0,0,0,0,0
0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,9.998000399920016e-4,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017796440711857597,0.39312137572484523,0.012797440511897606,0,0,0,0,0,0,0,0,0,0.11497700459908161,0.009198160367926414,0.006598680263947213,0.006398720255948813,0.02079584083183359,0.013797240551889604,0.002599480103979204,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0.0049990001999600095,7.998400319936012e-4,0.09538092381523777,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033793241351729564,0,0.04599080183963194,0.466906618676247,0,0,0,0,1.999600079984003e-4,0,0,0,0,0.002599480103979204,1.999600079984003e-4,1.999600079984003e-4,0,0.0019996000799840027,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002999400119976005,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5516896620675596,0.04099180163967195,0,0.033193361327734365,0,0,0,0,0,0,0,0,0,0.1267746450709876,0.01119776044791041,0.018996200759847995,0.009798040391921612,0.03619276144771036,0.016996600679864,3.999200159968006e-4,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007198560287942414,0,0.15196960607878682,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03679264147170556,0.5252949410117737,0.04479104179164154,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,1.999600079984003e-4,0,0,0.001399720055988802,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26114777044591525,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5094981003799017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0.23355328934213668,0.2737452509498131,0.24875024995001557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14057188562287765,0,0.2283543291341781,0.3905218956208663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23915216956609206,0.2215556888622323,0,0.21375724855029443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13157368526294935,0.38372325534892143,0.23855228954209684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5.998800239952009e-4,0.0035992801439712063,0,0.0011997600479904018,9.998000399920016e-4,0.0027994401119776045,0.001399720055988802,0.0035992801439712063,0.004799040191961609,0.0015996800639872023,9.998000399920016e-4,0.0015996800639872023,1.999600079984003e-4,0,0,0,0,0,0.012797440511897606,7.998400319936012e-4,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0.002999400119976005,0,0.001399720055988802,0.0037992401519696068,0.002599480103979204,0.0157968406318736,0.002199560087982403,0.0023995200959808036,0.0011997600479904018,0.2943411317736461,0.009598080383923213,0,0,0,0,0,0.006198760247950412,0,0.005598880223955211,0,0.0017996400719856025,0.35352929414116624,0,0,0,3.999200159968006e-4
