64152_0_boar_2020-02-01,64301080_0_cattle_2020-02-01,64301080_1_cattle_2020-02-01,64301080_2_cattle_2020-02-01,64349_0_boar_2020-02-01,64359005_0_cattle_2019-01-01,64359005_1_cattle_2019-01-01,64359005_2_cattle_2019-08-01,64359108_0_cattle_2018-02-01,64359108_1_cattle_2018-02-01,64359108_2_cattle_2018-06-01,64359108_3_cattle_2018-02-01,64359108_4_cattle_2018-06-01,64359110_0_cattle_2018-12-01,64359110_1_cattle_2018-12-01,64359110_2_cattle_2019-02-01,64359110_3_cattle_2019-02-01,64359153_0_cattle_2019-09-01,64359173_0_cattle_2020-02-01,64359200_1_cattle_2020-02-01,64359209_0_cattle_2019-12-01,64359209_1_cattle_2019-12-01,64359211_0_cattle_2020-02-01,64359_0_boar_2018-02-01,64359_2_boar_2019-04-01,64359_3_boar_2020-02-01,64359_4_boar_2019-04-01,64393_0_boar_2020-02-01,64420002_0_cattle_2014-04-01,64420002_1_cattle_2014-02-01,64420002_2_cattle_2014-02-01,64420002_3_cattle_2014-02-01,64420015_0_cattle_2008-04-01,64420015_1_cattle_2008-04-01,64420038_0_cattle_2013-02-01,64420038_1_cattle_2013-04-01,64420038_2_cattle_2013-04-01,64420038_3_cattle_2013-04-01,64556005_0_cattle_2018-03-01,64556005_1_cattle_2020-02-01,64556023_0_cattle_2020-02-01,64556034_0_cattle_2016-02-01,64556034_1_cattle_2016-04-01,64556034_2_cattle_2016-04-01,64556034_3_cattle_2016-04-01,64556034_4_cattle_2016-04-01,64556034_5_cattle_2016-02-01,64556034_6_cattle_2016-04-01,64556034_7_cattle_2016-04-01,64556034_8_cattle_2017-02-01,64556034_9_cattle_2017-02-01,64556051_0_cattle_2017-12-01,64556051_10_cattle_2020-02-01,64556051_1_cattle_2017-12-01,64556051_2_cattle_2017-12-01,64556051_3_cattle_2018-02-01,64556051_4_cattle_2017-12-01,64556051_5_cattle_2017-12-01,64556051_6_cattle_2017-12-01,64556051_7_cattle_2017-12-01,64556051_8_cattle_2018-02-01,64556051_9_cattle_2018-02-01,64556058_0_cattle_2016-12-01,64556500_0_cattle_2016-04-01,64556500_1_cattle_2016-06-01,64556500_2_cattle_2016-05-01,64556_0_boar_2017-02-01,64556_10_boar_2019-08-01,64556_1_boar_2017-02-01,64556_2_boar_2016-12-01,64556_3_boar_2018-02-01,64556_4_boar_2017-09-01,64556_5_boar_2018-08-01,64556_6_boar_2019-07-01,64556_7_boar_2017-11-01,64556_8_boar_2020-02-01,64556_9_boar_2020-02-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004399120175964808,0,0,0,0,0,0
0,0,0.03719256148770236,0.02159568086382719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.042791441711657545,0,0.042391521695660746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.03239352129574077,0.05518896220755832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0
0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0.0015996800639872023,0.0019996000799840027,5.998800239952009e-4,5.998800239952009e-4,0.19256148770246334,0,9.998000399920016e-4,0.043191361727654344,0,0,0,1.999600079984003e-4,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0,0.0017996400719856025,3.999200159968006e-4,9.998000399920016e-4,1.999600079984003e-4,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0.0017996400719856025,0,5.998800239952009e-4,0,1.999600079984003e-4,0
0,0,0,0,0,3.999200159968006e-4,0,0,0.0017996400719856025,5.998800239952009e-4,0.001399720055988802,0.002199560087982403,3.999200159968006e-4,9.998000399920016e-4,3.999200159968006e-4,0,0.001399720055988802,5.998800239952009e-4,0,0,0,1.999600079984003e-4,0,0,3.999200159968006e-4,0,0.1391721655668888,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,3.999200159968006e-4,0.002599480103979204,1.999600079984003e-4,0.0023995200959808036,1.999600079984003e-4,0.0027994401119776045,9.998000399920016e-4,0.002199560087982403,9.998000399920016e-4,0,0,0,0,0,0,0,0.002999400119976005,0,0.002999400119976005,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08218356328734294,0,0,0.05038992201559673,0,0,0.04359128174365114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.002999400119976005,0.0023995200959808036,0,0,0.002199560087982403,0.005998800239952012,0.007398520295940815,0.0027994401119776045,0.003399320135972806,0.002199560087982403,0.0027994401119776045,0.0031993601279744054,3.999200159968006e-4,0,0,0,0,0,0.0045990801839632086,0.0019996000799840027,0,5.998800239952009e-4,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0.046990601879623936,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0,0.06738652269546086,0.007398520295940815,0.05018996200759833,0.0017996400719856025,0.0165966806638672,0.005798840231953611,0.0037992401519696068,7.998400319936012e-4,0.3527294541091727,0,0,0,0,0,0,0,0.008998200359928014,0,0.023195360927814386,0,0.0017996400719856025,0,0,0
0,0.001399720055988802,0,0,0,0,0,0,0,0,3.999200159968006e-4,3.999200159968006e-4,0.0655868826234752,3.999200159968006e-4,0,1.999600079984003e-4,0,0,0,0,0,0,0,0.31493701259747914,0.013997200559888004,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,3.999200159968006e-4,3.999200159968006e-4,0,1.999600079984003e-4,0,0.04179164167166555,0,0.19196160767846812,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,1.999600079984003e-4,0.009398120375924813,0,0,0,0
0,0,0,0,0.002199560087982403,0.007598480303939215,0.009398120375924813,0,0.005798840231953611,0.013397320535892805,0,0.03459308138372316,0.009598080383923213,0.022995400919815986,0.0165966806638672,0.009198160367926414,0.022395520895820788,0.0049990001999600095,0,0,0.001399720055988802,0.002999400119976005,0,0.013197360527894405,0.003399320135972806,0,0.009598080383923213,0,0,0,0,0,0,0,0,0,0,0,0.007398520295940815,0,0,0,0,0,0,0,0,0,0,0,0,0.0163967206558688,7.998400319936012e-4,0.013197360527894405,0.03919216156768635,0.009798040391921612,0.009398120375924813,0.013997200559888004,0.03059388122375517,0.018396320735852796,0.013797240551889604,0.007198560287942414,0,0,0,0,0,0,0,0.04539092181563674,0,0.018196360727854397,0.002599480103979204,0.004199160167966408,0,0,0
0,0,0,0,0.0023995200959808036,0.015996800639872,0.017596480703859198,0,0.017796440711857597,0.014197160567886403,0.04939012197560473,0,0.0161967606478704,0.029794041191761572,0.024395120975804784,0.017796440711857597,0.022395520895820788,0.00539892021595681,0,0,0.0031993601279744054,0.004799040191961609,0,0.01059788042391521,0.00539892021595681,0,0.020195960807838392,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0.01059788042391521,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0.0171965606878624,0,0.024795040991801583,0.056388722255548716,0.013397320535892805,0.02639472105578878,0.02599480103979198,0.04539092181563674,0.02059588082383519,0.019596080783843194,0.014997000599880001,0,0,0,0,0,0,0,0.06658668266346723,0,0.029394121175764773,0.0017996400719856025,0.01099780043991201,0,0.0015996800639872023,0
0,0.0019996000799840027,5.998800239952009e-4,0.0019996000799840027,0,1.999600079984003e-4,0.0027994401119776045,0,0.0011997600479904018,0.05498900219955992,0.0035992801439712063,0.0037992401519696068,0,0.002999400119976005,0.0019996000799840027,0.002199560087982403,0.0023995200959808036,0.002199560087982403,0,0,1.999600079984003e-4,0,0,0.05438912217556472,0.16176764647070874,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0,1.999600079984003e-4,0.005598880223955211,0.003999200159968007,0.0023995200959808036,0.0027994401119776045,0.024195160967806384,0.0015996800639872023,0.06658668266346723,5.998800239952009e-4,0,0,0,0,0,9.998000399920016e-4,0,0.0067986402719456135,0,7.998400319936012e-4,0.00519896020795841,0,0,0,0
0,0,0,0,0,0.01079784043191361,0.012397520495900807,0,0.008198360327934416,0.010397920415916811,0.02119576084783039,0.028794241151769574,0.008398320335932815,0,0.008398320335932815,0.013997200559888004,0.014997000599880001,0.002199560087982403,1.999600079984003e-4,0,7.998400319936012e-4,0.002199560087982403,0,0.007398520295940815,0.0045990801839632086,0,0.009798040391921612,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0.008998200359928014,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0.013397320535892805,0,0.007398520295940815,0.027594481103779177,0.005598880223955211,0.010197960407918412,0.010197960407918412,0.018596280743851196,0.01079784043191361,0.01079784043191361,0.0067986402719456135,0,0,0,0,0,0,0,0.033793241351729564,0,0.013997200559888004,0.0011997600479904018,0.003999200159968007,0,7.998400319936012e-4,0
0,0,0,0,0,0.19996000799840438,1.999600079984003e-4,0,0,0,0.001399720055988802,9.998000399920016e-4,0,3.999200159968006e-4,0,0.002199560087982403,5.998800239952009e-4,0.056988602279543915,0,0,5.998800239952009e-4,0,0,3.999200159968006e-4,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0.001399720055988802,0,7.998400319936012e-4,7.998400319936012e-4,5.998800239952009e-4,1.999600079984003e-4,7.998400319936012e-4,5.998800239952009e-4,0,0,0,0,0,0,0,0.001399720055988802,0,3.999200159968006e-4,0,0,0,0,0
0,0,0,0,1.999600079984003e-4,3.999200159968006e-4,0,0,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,5.998800239952009e-4,1.999600079984003e-4,3.999200159968006e-4,0.002199560087982403,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0.006598680263947213,0.002999400119976005,0,3.999200159968006e-4,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,7.998400319936012e-4,1.999600079984003e-4,5.998800239952009e-4,5.998800239952009e-4,5.998800239952009e-4,3.999200159968006e-4,3.999200159968006e-4,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,3.999200159968006e-4,0,0.10277944411117881,0,3.999200159968006e-4,0
