64301067_0_cattle_2018-01-01,64301067_1_cattle_2018-01-01,64301067_2_cattle_2019-03-01,64301083_0_cattle_2020-02-01,64301083_1_cattle_2020-02-01,64367042_0_cattle_2019-04-01,64367042_1_cattle_2018-12-01,64367042_2_cattle_2018-12-01,64367042_3_cattle_2019-04-01,64367_12_boar_2018-04-01,64367_13_boar_2018-06-01,64367_14_boar_2019-01-01,64367_17_boar_2020-02-01,64420012_0_cattle_2015-06-01,64420015_0_cattle_2009-10-01,64420015_10_cattle_2009-10-01,64420015_11_cattle_2009-09-01,64420015_12_cattle_2009-10-01,64420015_13_cattle_2009-10-01,64420015_14_cattle_2009-10-01,64420015_15_cattle_2009-10-01,64420015_16_cattle_2009-10-01,64420015_17_cattle_2009-10-01,64420015_1_cattle_2009-10-01,64420015_2_cattle_2009-10-01,64420015_3_cattle_2009-10-01,64420015_4_cattle_2009-10-01,64420015_5_cattle_2009-10-01,64420015_6_cattle_2009-10-01,64420015_7_cattle_2009-10-01,64420015_8_cattle_2009-10-01,64420015_9_cattle_2009-09-01,64420038_3_cattle_2013-12-01,64420038_4_cattle_2014-02-01,64420039_0_cattle_2013-10-01,64420039_1_cattle_2013-09-01,64420039_2_cattle_2013-10-01,64420039_3_cattle_2014-12-01,64420047_0_cattle_2014-05-01,64420047_1_cattle_2014-03-01,64420047_2_cattle_2014-05-01,64420047_3_cattle_2014-05-01,64497054_0_cattle_2015-10-01,64497054_1_cattle_2015-11-01,64497054_2_cattle_2015-12-01,64497054_3_cattle_2015-12-01,64497054_4_cattle_2015-12-01,64497054_5_cattle_2015-12-01,64512024_0_cattle_2014-02-01,64512024_1_cattle_2014-04-01,64512024_2_cattle_2014-04-01,64512024_3_cattle_2015-07-01,64512053_0_cattle_2016-02-01,64512053_1_cattle_2016-06-01,64556001_0_cattle_2018-02-01,64556001_10_cattle_2018-06-01,64556001_11_cattle_2018-06-01,64556001_12_cattle_2018-02-01,64556001_13_cattle_2018-09-01,64556001_14_cattle_2018-06-01,64556001_15_cattle_2018-02-01,64556001_16_cattle_2018-06-01,64556001_17_cattle_2018-02-01,64556001_18_cattle_2018-02-01,64556001_19_cattle_2018-06-01,64556001_1_cattle_2018-02-01,64556001_20_cattle_2018-06-01,64556001_21_cattle_2018-02-01,64556001_22_cattle_2018-06-01,64556001_23_cattle_2018-02-01,64556001_24_cattle_2018-06-01,64556001_25_cattle_2018-06-01,64556001_26_cattle_2019-03-01,64556001_27_cattle_2019-06-01,64556001_28_cattle_2019-09-01,64556001_29_cattle_2020-02-01,64556001_2_cattle_2018-02-01,64556001_3_cattle_2018-02-01,64556001_4_cattle_2018-02-01,64556001_5_cattle_2018-06-01,64556001_6_cattle_2018-02-01,64556001_7_cattle_2018-06-01,64556001_8_cattle_2018-02-01,64556001_9_cattle_2018-06-01,64556002_0_cattle_2018-03-01,64556002_10_cattle_2020-02-01,64556002_11_cattle_2020-02-01,64556002_12_cattle_2020-02-01,64556002_1_cattle_2018-01-01,64556002_2_cattle_2018-01-01,64556002_3_cattle_2018-03-01,64556002_4_cattle_2018-03-01,64556002_5_cattle_2018-01-01,64556002_6_cattle_2018-01-01,64556002_7_cattle_2018-03-01,64556002_8_cattle_2018-03-01,64556002_9_cattle_2018-03-01,64556005_0_cattle_2016-12-01,64556005_10_cattle_2020-02-01,64556005_1_cattle_2018-02-01,64556005_2_cattle_2018-02-01,64556005_3_cattle_2019-12-01,64556005_4_cattle_2020-02-01,64556005_5_cattle_2020-02-01,64556005_6_cattle_2019-12-01,64556005_7_cattle_2019-12-01,64556005_8_cattle_2019-12-01,64556005_9_cattle_2019-12-01,64556019_0_cattle_2016-02-01,64556019_1_cattle_2016-02-01,64556019_2_cattle_2016-04-01,64556019_3_cattle_2016-02-01,64556019_4_cattle_2016-02-01,64556023_0_cattle_2014-04-01,64556029_0_cattle_2016-12-01,64556032_0_cattle_2019-12-01,64556033_0_cattle_2016-03-01,64556033_1_cattle_2016-03-01,64556033_2_cattle_2016-03-01,64556033_3_cattle_2020-02-01,64556033_4_cattle_2020-02-01,64556034_0_cattle_2015-03-01,64556039_0_cattle_2019-04-01,64556039_1_cattle_2019-06-01,64556039_2_cattle_2019-02-01,64556044_0_cattle_2016-05-01,64556044_1_cattle_2016-03-01,64556044_2_cattle_2016-03-01,64556044_3_cattle_2016-03-01,64556048_0_cattle_2017-01-01,64556048_1_cattle_2017-01-01,64556048_2_cattle_2017-03-01,64556048_3_cattle_2017-03-01,64556048_4_cattle_2017-03-01,64556051_0_cattle_2015-04-01,64556051_1_cattle_2015-04-01,64556051_2_cattle_2015-04-01,64556051_3_cattle_2015-02-01,64556051_4_cattle_2015-04-01,64556051_5_cattle_2015-04-01,64556051_6_cattle_2015-06-01,64556051_7_cattle_2020-02-01,64556058_0_cattle_2018-02-01,64556058_1_cattle_2018-02-01,64556500_0_cattle_2018-06-01,64556_0_boar_2014-06-01,64556_10_boar_2017-04-01,64556_11_boar_2017-11-01,64556_12_boar_2020-02-01,64556_13_boar_2019-12-01,64556_14_boar_2020-02-01,64556_15_boar_2020-02-01,64556_16_boar_2020-02-01,64556_1_boar_2019-05-01,64556_2_boar_2015-07-01,64556_3_boar_2020-02-01,64556_4_boar_2015-10-01,64556_5_boar_2016-12-01,64556_6_boar_2016-07-01,64556_7_boar_2016-03-01,64556_8_boar_2017-11-01,64556_9_boar_2017-07-01
0,0.0011997600479904018,1.999600079984003e-4,0,0,0,0,0,5.998800239952009e-4,0.0027994401119776045,0.006598680263947213,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0.001399720055988802,0.002999400119976005,0.00539892021595681,0.0027994401119776045,0.003399320135972806,0.00539892021595681,0.002599480103979204,0,1.999600079984003e-4,0,0.0027994401119776045,0,5.998800239952009e-4,0.002599480103979204,0,0.0037992401519696068,1.999600079984003e-4,9.998000399920016e-4,0,0,0,0,0.006398720255948813,0.001399720055988802,7.998400319936012e-4,0.0027994401119776045,0.0017996400719856025,0.002599480103979204,0,0.001399720055988802,0,0,0,0.001399720055988802,0,0.41671665666865393,0,0.0023995200959808036,0.34673065386922136,0,0,0,0,0,0.001399720055988802,0.0027994401119776045,0,0,0,5.998800239952009e-4,5.998800239952009e-4,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,5.998800239952009e-4,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0.003999200159968007,5.998800239952009e-4,0,0.008198360327934416,0.006198760247950412,0,0,0,0,0,0,0,7.998400319936012e-4,0,0.0011997600479904018,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07058588282343536,0,0.21695660867826894,0,0,0,0.10477904419116288,0,0,0.15396920615877088,0,0,0,0,0,0,0.12417516496700831,0,0,0,0,0,0,0,0,0,0,0,0,0.3829234153169279,0,0.24775044991002354,0,0,0.10137972405518997,0.37112577484502357,0.08938212357528558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0,0,0,0,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007398520295940815,0,0,0,0,0.00539892021595681,0,0.0067986402719456135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007398520295940815,0,0,0,0,0,0,0,0,0,0,0.003999200159968007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2567486502699509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05338932213557272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.009998000399920012,0,1.999600079984003e-4,0,0,0,0.008198360327934416,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0,0,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0,0,1.999600079984003e-4,0,0,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0.05338932213557272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0.008998200359928014,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.004199160167966408,0,0,0,0,0,0,0.0161967606478704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0.0011997600479904018,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008998200359928014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061387722455508706,0,0,0,0,0,0,0,0,0,0,0
9.998000399920016e-4,5.998800239952009e-4,0,0,0,0,0.14077184563087605,0.022595480903819187,0.028794241151769574,0.0023995200959808036,0.0023995200959808036,0.0167966406718656,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023995200959808036,0.002599480103979204,0.0015996800639872023,0.003999200159968007,3.999200159968006e-4,5.998800239952009e-4,0.0017996400719856025,0,0.001399720055988802,0,0.05958808238352311,7.998400319936012e-4,0,0.001399720055988802,0.0011997600479904018,0,5.998800239952009e-4,0.018596280743851196,0.03699260147970396,5.998800239952009e-4,0,0.0045990801839632086,0,5.998800239952009e-4,0,0.04419116176764634,0.001399720055988802,9.998000399920016e-4,0.03419316136772636,0,7.998400319936012e-4,0.0031993601279744054,0.0017996400719856025,0,0.002599480103979204,0,0.0015996800639872023,0,0.0023995200959808036,0.0023995200959808036,0,0,0,0,0.0027994401119776045,0,0.0011997600479904018,0,0.008198360327934416,0,0,0,0.0017996400719856025,0.0045990801839632086,0,0,0,0,0,0,0,0.009398120375924813,0,0,0,0.005998800239952012,0.0035992801439712063,0,0.0011997600479904018,0.07118576284743058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0.0017996400719856025,0.019796040791841593,0,0.0049990001999600095,0.0049990001999600095,0,0,0,0,0,0.06698660267946405,0,0.00539892021595681,0,0.0019996000799840027,0,0,0,0
1.999600079984003e-4,0,0,0,0,0.1671665666866657,0,0.014597080583883202,0.02059588082383519,0,1.999600079984003e-4,0.011597680463907209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0,1.999600079984003e-4,0,0.057188562287542315,0,0,0,0,0,0,0.01099780043991201,0.029794041191761572,0,0,0.0031993601279744054,0,0,0,0.03719256148770236,1.999600079984003e-4,0,0.02579484103179358,0,0,0.0027994401119776045,0.0027994401119776045,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0.004199160167966408,0,0,0,0.007198560287942414,0.006398720255948813,0,0,0,0,0,0,0,0.00519896020795841,0,0,0,0.004199160167966408,0.00519896020795841,0,0,0.1849630073985239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0.007198560287942414,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0,0,0,0.18876224755049362,0,0.004199160167966408,0,1.999600079984003e-4,0,0,0,0
0,0,0,0,0,0.0045990801839632086,0.004799040191961609,0,0.0023995200959808036,0,0,0.38932213557287604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005998800239952012,0,0,0,0,0,0,0.005598880223955211,0.0045990801839632086,0,0,0,0,0,0,0.0017996400719856025,0,0,0.015196960607878401,0,0,0,0.08218356328734294,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,7.998400319936012e-4,7.998400319936012e-4,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009798040391921612,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0
0,0,0,0,0,0.012597480503899207,0.023395320935812786,0.0153969206158768,0,0,0,0.013197360527894405,0.005798840231953611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019396120775844794,0,0,0,0,0,0,0.0163967206558688,0.061587682463507105,0,0,0.008398320335932815,0,0,0,0.02659468106378718,0,0,0.03179364127174557,0,0,0.01079784043191361,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0,0.008398320335932815,0,0,0.12017596480704018,0.012397520495900807,0,0,0,0.03039392121575677,0.020395920815836792,0,0,0,0,0,0,0,0.032793441311737566,0,0,0,0.009198160367926414,0.018196360727854397,0,0,0.0045990801839632086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012397520495900807,0,0,0,0,0,0,0,0.019396120775844794,0.009198160367926414,0,0.019196160767846394,0,0,0,0,0,0
0.012197560487902407,0.001399720055988802,7.998400319936012e-4,0.002999400119976005,0.003399320135972806,0,1.999600079984003e-4,0.0017996400719856025,0.0023995200959808036,0,0.03579284143171356,0.0027994401119776045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032793441311737566,0.02179564087182559,0.005598880223955211,0.01059788042391521,0.006198760247950412,0.019996000799839993,0.02539492101579678,0.013397320535892805,0,0.007198560287942414,0.0017996400719856025,0.0031993601279744054,0,0.0161967606478704,0.010197960407918412,0.001399720055988802,0.006398720255948813,0.005798840231953611,0.00539892021595681,0.0015996800639872023,0,0,0.001399720055988802,0.01079784043191361,0.013197360527894405,0.0035992801439712063,0.3623275344930949,0.013197360527894405,0.004399120175964808,0,0.020195960807838392,0,5.998800239952009e-4,0,0.004399120175964808,0.003399320135972806,0.002599480103979204,5.998800239952009e-4,0.014997000599880001,0.019396120775844794,3.999200159968006e-4,5.998800239952009e-4,5.998800239952009e-4,0,0,0.00519896020795841,0.007398520295940815,0,7.998400319936012e-4,0.0023995200959808036,0.0019996000799840027,3.999200159968006e-4,9.998000399920016e-4,9.998000399920016e-4,0,0,0,0,0,0,0.007398520295940815,1.999600079984003e-4,0,0,0,0,0,0,0.003999200159968007,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01079784043191361,0.02139572085582879,0,0,0.032793441311737566,0.033593281343731164,0,0,9.998000399920016e-4,0,0,0,0,0,0,0.009198160367926414,0,0,0,0
