45_d500_101_0_badger_2017-03-01,45_d500_108_0_badger_2018-09-01,45_d500_152_0_badger_2014-08-01,45_d500_152_2_badger_2014-09-01,45_d500_155_880_0_badger_2016-09-01,45_d500_156_0_badger_2016-06-01,45_d500_156_2_badger_2016-07-01,45_d500_157_852_0_badger_2015-09-01,45_d500_157_852_1_badger_2012-04-01,45_d500_157_852_2_badger_2014-06-01,45_d500_157_858_0_badger_2012-08-01,45_d500_157_858_1_badger_2014-07-01,45_d500_157_858_2_badger_2013-10-01,45_d500_157_858_4_badger_2015-05-01,45_d500_160_0_badger_2010-02-01,45_d500_160_1_badger_2016-09-01,45_d500_161_0_badger_2015-08-01,45_d500_165_0_badger_2019-07-01,45_d500_176_0_badger_2018-06-01,45_d500_176_1_badger_2016-07-01,45_d500_178_0_badger_2017-05-01,45_d500_178_1_badger_2020-02-01,45_d500_50_612_0_badger_2019-05-01,45_d500_50_612_1_badger_2016-07-01,45_d500_56_0_badger_2017-06-01,45_d500_60_0_badger_2017-05-01,45_d500_63_0_badger_2015-09-01,64201007_0_cattle_2015-01-01,64201007_1_cattle_2015-01-01,64201007_2_cattle_2015-03-01,64201008_0_cattle_2014-05-01,64201008_1_cattle_2014-06-01,64201008_2_cattle_2014-06-01,64201008_3_cattle_2014-06-01,64201008_4_cattle_2014-06-01,64201008_5_cattle_2014-06-01,64201008_6_cattle_2014-06-01,64201008_7_cattle_2014-06-01,64201008_8_cattle_2014-06-01,64201008_9_cattle_2014-06-01,64201021_0_cattle_2014-03-01,64201021_1_cattle_2014-05-01,64201021_2_cattle_2014-03-01,64201021_3_cattle_2014-03-01,64201021_4_cattle_2014-05-01,64201021_5_cattle_2014-05-01,64201021_6_cattle_2014-05-01,64310006_0_cattle_2017-04-01,64310006_1_cattle_2016-10-01,64310006_2_cattle_2017-04-01,64310006_3_cattle_2017-04-01,64310006_4_cattle_2017-01-01,64310006_5_cattle_2017-01-01,64310006_6_cattle_2017-01-01,64310006_7_cattle_2017-04-01,64310006_8_cattle_2017-07-01,64326020_0_cattle_2013-07-01,64326020_10_cattle_2013-08-01,64326020_11_cattle_2013-08-01,64326020_12_cattle_2013-08-01,64326020_13_cattle_2013-08-01,64326020_14_cattle_2013-08-01,64326020_15_cattle_2013-08-01,64326020_16_cattle_2013-08-01,64326020_17_cattle_2013-08-01,64326020_18_cattle_2013-08-01,64326020_19_cattle_2013-08-01,64326020_1_cattle_2012-02-01,64326020_20_cattle_2020-02-01,64326020_2_cattle_2013-08-01,64326020_3_cattle_2013-08-01,64326020_4_cattle_2013-08-01,64326020_5_cattle_2013-08-01,64326020_6_cattle_2013-08-01,64326020_7_cattle_2013-08-01,64326020_8_cattle_2013-08-01,64326020_9_cattle_2013-08-01,64328051_0_cattle_2016-02-01,64328051_1_cattle_2016-05-01,64328051_2_cattle_2016-05-01,64328051_3_cattle_2017-02-01,64328051_4_cattle_2017-11-01,64359001_0_cattle_2018-02-01,64359001_1_cattle_2018-02-01,64359001_2_cattle_2018-06-01,64359005_12_cattle_2018-03-01,64359005_19_cattle_2020-02-01,64359005_7_cattle_2018-05-01,64359008_0_cattle_2019-03-01,64359009_0_cattle_2019-12-01,64359024_0_cattle_2017-03-01,64359024_2_cattle_2019-09-01,64359024_3_cattle_2020-02-01,64359042_0_cattle_2018-02-01,64359042_1_cattle_2017-12-01,64359042_2_cattle_2018-02-01,64359045_0_cattle_2018-02-01,64359050_0_cattle_2019-12-01,64359050_1_cattle_2020-02-01,64359050_2_cattle_2020-02-01,64359050_3_cattle_2020-02-01,64359050_4_cattle_2020-02-01,64359050_5_cattle_2020-02-01,64359050_6_cattle_2020-02-01,64359050_7_cattle_2020-02-01,64359054_0_cattle_2019-01-01,64359056_0_cattle_2017-04-01,64359056_14_cattle_2020-02-01,64359056_1_cattle_2017-06-01,64359056_2_cattle_2017-04-01,64359056_3_cattle_2017-04-01,64359056_4_cattle_2017-06-01,64359061_4_cattle_2019-12-01,64359061_6_cattle_2020-02-01,64359070_0_cattle_2019-01-01,64359075_0_cattle_2020-02-01,64359103_11_cattle_2020-02-01,64359103_1_cattle_2018-01-01,64359103_2_cattle_2017-12-01,64359103_3_cattle_2018-01-01,64359103_4_cattle_2018-01-01,64359103_5_cattle_2018-01-01,64359103_6_cattle_2018-01-01,64359108_0_cattle_2018-03-01,64359108_10_cattle_2018-03-01,64359108_11_cattle_2018-03-01,64359108_12_cattle_2018-07-01,64359108_13_cattle_2018-03-01,64359108_14_cattle_2018-03-01,64359108_1_cattle_2018-03-01,64359108_2_cattle_2018-07-01,64359108_3_cattle_2018-07-01,64359108_4_cattle_2018-03-01,64359108_5_cattle_2018-07-01,64359108_6_cattle_2018-07-01,64359108_7_cattle_2018-03-01,64359108_8_cattle_2018-03-01,64359108_9_cattle_2018-07-01,64359119_0_cattle_2020-02-01,64359138_0_cattle_2017-09-01,64359138_1_cattle_2017-12-01,64359138_3_cattle_2018-06-01,64359138_5_cattle_2019-03-01,64359138_6_cattle_2018-12-01,64359138_7_cattle_2019-06-01,64359142_0_cattle_2017-12-01,64359142_10_cattle_2017-12-01,64359142_11_cattle_2017-12-01,64359142_12_cattle_2018-02-01,64359142_13_cattle_2018-02-01,64359142_14_cattle_2017-12-01,64359142_15_cattle_2017-12-01,64359142_16_cattle_2018-02-01,64359142_17_cattle_2017-12-01,64359142_18_cattle_2018-02-01,64359142_19_cattle_2018-02-01,64359142_1_cattle_2017-12-01,64359142_20_cattle_2018-02-01,64359142_21_cattle_2019-02-01,64359142_22_cattle_2020-02-01,64359142_2_cattle_2018-02-01,64359142_3_cattle_2017-12-01,64359142_4_cattle_2017-12-01,64359142_5_cattle_2017-12-01,64359142_6_cattle_2017-12-01,64359142_7_cattle_2017-12-01,64359142_8_cattle_2017-12-01,64359142_9_cattle_2017-12-01,64359144_0_cattle_2018-03-01,64359144_1_cattle_2020-02-01,64359144_2_cattle_2020-02-01,64359144_3_cattle_2020-02-01,64359144_4_cattle_2020-02-01,64359144_5_cattle_2020-02-01,64359149_4_cattle_2018-03-01,64359149_9_cattle_2018-03-01,64359158_0_cattle_2017-05-01,64359158_1_cattle_2017-06-01,64359158_2_cattle_2017-05-01,64359158_3_cattle_2017-05-01,64359158_4_cattle_2017-05-01,64359158_5_cattle_2020-02-01,64359163_0_cattle_2018-10-01,64359169_0_cattle_2019-01-01,64359169_1_cattle_2019-01-01,64359169_2_cattle_2019-03-01,64359173_0_cattle_2018-03-01,64359173_10_cattle_2019-04-01,64359173_11_cattle_2019-04-01,64359173_12_cattle_2019-04-01,64359173_13_cattle_2020-02-01,64359173_14_cattle_2020-02-01,64359173_15_cattle_2020-02-01,64359173_16_cattle_2020-02-01,64359173_17_cattle_2020-02-01,64359173_18_cattle_2020-02-01,64359173_19_cattle_2020-02-01,64359173_1_cattle_2018-03-01,64359173_2_cattle_2018-03-01,64359173_3_cattle_2018-03-01,64359173_4_cattle_2018-07-01,64359173_5_cattle_2019-04-01,64359173_6_cattle_2020-02-01,64359173_7_cattle_2019-04-01,64359173_8_cattle_2019-04-01,64359173_9_cattle_2019-10-01,64359187_0_cattle_2017-01-01,64359189_7_cattle_2018-07-01,64359200_3_cattle_2020-02-01,64359225_6_cattle_2020-02-01,64420009_3_cattle_2015-03-01,64420015_0_cattle_2008-04-01,64420015_1_cattle_2008-04-01,64420015_2_cattle_2008-03-01,64420015_3_cattle_2008-04-01,64420015_4_cattle_2008-04-01,64420015_5_cattle_2008-04-01,64420015_6_cattle_2008-04-01,64420015_7_cattle_2008-04-01,64420015_8_cattle_2008-04-01,64420015_9_cattle_2014-01-01,64420035_0_cattle_2013-01-01,64420044_4_cattle_2014-12-01,64459003_0_cattle_2010-11-01,64459010_0_cattle_2020-02-01,64459010_1_cattle_2020-02-01,64459010_2_cattle_2020-02-01,64459010_3_cattle_2020-02-01,64459010_4_cattle_2020-02-01,64459010_5_cattle_2020-02-01,64459010_6_cattle_2020-02-01,64459010_7_cattle_2020-02-01,64459010_8_cattle_2020-02-01,64459010_9_cattle_2020-02-01,64508019_0_cattle_2016-03-01,64508019_1_cattle_2016-01-01,64508019_2_cattle_2016-06-01,64508019_3_cattle_2016-03-01,64508019_4_cattle_2018-03-01,64508019_5_cattle_2018-01-01,64556002_10_cattle_2020-02-01,64556002_9_cattle_2020-02-01,64556033_0_cattle_2019-02-01,64556044_1_cattle_2019-10-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3697260547890349,0.007398520295940815,0.012997400519896006,0,0.03879224155168955,0.038592281543691154,0.07678464307138597,0.10917816436712782,0.07398520295940827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11177764447110711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09218156368726327,0.1821635672865462,0.10737852429514216,0.057188562287542315,0,0.2005598880223996,0.16476704659068483,0.0715856828634274,0.05518896220755832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013197360527894405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033393321335732765,0.03499300139971996,0.6032793441311414,0.011797640471905608,0.08958208358328398,0,0.0745850829834035,0.03119376124775037,0.03459308138372316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038392321535692754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18576284743051752,0.08038392321535728,0.07578484303139393,0.12897420515897007,0.16556688662267846,0.12017596480704018,0,0.13117376524695254,0.11277744451109914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035992801439712063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961807638472314,0.0067986402719456135,0.007798440311937616,0.11877624475105134,0.03039392121575677,0.02659468106378718,0.11017796440711985,0,0.523895220955785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005798840231953611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061987602479503905,0.006598680263947213,0.013397320535892805,0.08618276344731107,0.017996400719855997,0.00519896020795841,0.0809838032393525,0.3199360127974386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0035992801439712063,0,0,0.02599480103979198,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0.013997200559888004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0.002999400119976005,0.04659068186362714,0.011397720455908809,0.012397520495900807,0.008598280343931215,0.037592481503699156,0.010197960407918412,0.28834233153369476,0.006198760247950412,0.0011997600479904018,0,0.02079584083183359,0.002599480103979204,0.04039192161567675,0.0037992401519696068,0.3857228554289052,0.07358528294341146,0.23555288942212074,0.32793441311737376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007598480303939215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004799040191961609,0.009398120375924813,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0.4283143371325599,0,0.0011997600479904018,0.009998000399920012,3.999200159968006e-4,7.998400319936012e-4,0.03139372125574877,0,0.029994001199759972,0,0,0.05778844231153751,0.007198560287942414,0,0.22875424915017492,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02599480103979198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002199560087982403,0,0,0.01059788042391521,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0.4065186962607366,0,5.998800239952009e-4,0,0.0035992801439712063,0,0,0.0019996000799840027,0,0.006598680263947213,0,0,0.033593281343731164,0.005798840231953611,0,0.20235952809438526,0,1.999600079984003e-4,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019996000799839993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.0027994401119776045,7.998400319936012e-4,0,0.04139172165566875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0.0049990001999600095,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0.056588682263547116,0.008998200359928014,0.0023995200959808036,0,0.024795040991801583,0.00539892021595681,0.0017996400719856025,0.4997000599879811,0.023595280943811185,0.01099780043991201,0.012197560487902407,0,0,0.013597280543891204,0.0017996400719856025,0.028794241151769574,0.0031993601279744054,0.006398720255948813,0.10477904419116288,0.007798440311937616,0.005998800239952012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.998800239952009e-4,0,0,0.002999400119976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011797640471905608,0.042791441711657545,0.057388522295540714,0.013197360527894405,0,0,0,0,0,0,0,0,0,0,0,0,0.010197960407918412,3.999200159968006e-4,0,0.002999400119976005,0,0.0027994401119776045,0.49730053989200057,0.0011997600479904018,0.0023995200959808036,0.0015996800639872023,7.998400319936012e-4,0,0,0.007398520295940815,0.008598280343931215,0.12637472505499078,0.008598280343931215,0.0015996800639872023,0.011997600479904008,0.0045990801839632086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0049990001999600095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,5.998800239952009e-4,0,0.007798440311937616,0.0023995200959808036,0,0,0,0,0,0,0,0,0,0,0.018396320735852796,0.02619476104779038,0.02539492101579678,0.0067986402719456135,0.005598880223955211,0,0,0.004199160167966408,0.09378124375125052,0.0017996400719856025,0.43711257748448856,0,0,0.06838632273545289,0.07738452309538119,0.018796240751849595,0.062187562487502304,0,0.022795440911817587,0.003999200159968007,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012997400519896006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023995200959807984,0.026994601079783978,0.06098780243951191,0.009398120375924813,0,0,0,0,0,0,0,0,0,0,0,0,0.0045990801839632086,0.0011997600479904018,3.999200159968006e-4,0.002199560087982403,0.46170765846828915,0.0015996800639872023,0,0.0023995200959808036,0.005598880223955211,0.0035992801439712063,0.0045990801839632086,5.998800239952009e-4,0,0.007398520295940815,0.008398320335932815,0.09718056388722343,0.0019996000799840027,0.0019996000799840027,0.02099580083983199,0.0171965606878624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00539892021595681,3.999200159968006e-4,0,0.029594081183763173,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03439312137572476,0.0017996400719856025,0.002199560087982403,0.46730653869224376,0.006198760247950412,0,0.009598080383923213,0,0.003399320135972806,0.009598080383923213,3.999200159968006e-4,7.998400319936012e-4,0,0.0045990801839632086,0.009198160367926414,0.011397720455908809,0.007398520295940815,0.0037992401519696068,0.08898220355928876,0.004799040191961609,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017996400719856025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,0.002199560087982403,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0.004399120175964808,0.027194561087782378,0.014997000599880001,0.005998800239952012,0.0037992401519696068,0.11657668466306886,0.0019996000799840027,0.0035992801439712063,0,0.0031993601279744054,0.1329734053189382,0,0,0.07818436312737481,0.44931013797238967,0.009398120375924813,0.043391321735652744,0.0031993601279744054,0.007398520295940815,0.004799040191961609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027994401119775976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
