tinfection,tremoved,infector_id,infected_id
2013.0982696851,2014.7479452054981,16,40002_1_boar_2014-10-01
2016.6085461808314,2018.7479452055497,45,40002_2_boar_2018-10-01
2017.9163261641581,2019.246575342523,98,40017_2_boar_2019-04-01
2013.3768370169141,2014.246575342483,108,40089001_0_cattle_2014-04-01
2012.7918592428296,2014.3287671233827,11,40089001_1_cattle_2014-05-01
2012.2302455817312,2014.3287671233827,57,40089001_2_cattle_2014-05-01
2013.082761937918,2014.3287671233013,6,40089001_3_cattle_2014-05-01
2013.6966625036139,2014.3287671233718,11,40089001_4_cattle_2014-05-01
2013.7523721259722,2014.3287671233352,7,40089001_5_cattle_2014-05-01
2012.8375955908111,2014.3287671233434,57,40089001_6_cattle_2014-05-01
2012.4904209439987,2014.3287671233436,6,40089001_7_cattle_2014-05-01
2013.3802974729697,2014.3287671233122,10,40089001_8_cattle_2014-05-01
2013.3419177686044,2014.3287671233643,5,40089001_9_cattle_2014-05-01
2014.9913633449473,2017.0000000000177,99,40089_0_boar_2017-01-01
2012.655432504035,2013.246575342507,109,40089_1_boar_2013-04-01
2012.5693361097149,2015.161643835701,6,40089_2_boar_2015-03-01
2020.0056869446746,2020.0846994536494,90,40089_3_boar_2020-02-01
2016.8766040961157,2016.915300546471,38,40203001_0_cattle_2016-12-01
2016.8284493230167,2016.915300546493,38,40203001_1_cattle_2016-12-01
2013.1796597063526,2016.0846994535593,31,40203015_0_cattle_2016-02-01
2014.2520444431584,2016.084699453618,20,40203015_1_cattle_2016-02-01
2013.4794032909922,2016.000000000038,20,40203015_2_cattle_2016-01-01
2015.4205089289487,2016.0846994536355,26,40203015_3_cattle_2016-02-01
2014.528079701548,2016.0846994535668,103,40203015_4_cattle_2016-02-01
2013.2464112079106,2016.0846994535866,20,40203015_5_cattle_2016-02-01
2014.1690510869046,2016.0846994536007,104,40203015_6_cattle_2016-02-01
2013.835379607183,2016.0846994535668,31,40203015_7_cattle_2016-02-01
2014.9977776048615,2016.0846994535875,21,40203015_8_cattle_2016-02-01
2019.8603484303023,2020.084699453648,92,40203_10_boar_2020-02-01
2019.0641360214097,2019.6657534246708,94,40203_11_boar_2019-09-01
2012.9792686131088,2015.4958904109594,16,40203_1_boar_2015-07-01
2013.6415054211814,2014.915068493167,106,40203_2_boar_2014-12-01
2013.9958194336652,2015.83287671241,31,40203_3_boar_2015-11-01
2013.1703427123912,2015.4136986302237,31,40203_4_boar_2015-06-01
2016.4413488350203,2017.000000000051,38,40203_5_boar_2017-01-01
2016.2935798052404,2017.1616438356791,100,40203_6_boar_2017-03-01
2016.8983744729744,2017.7479452055636,38,40203_7_boar_2017-10-01
2015.914637055869,2017.3287671233163,101,40203_8_boar_2017-05-01
2018.0581052598895,2019.3287671233543,97,40203_9_boar_2019-05-01
2019.9782056100294,2020.0846994535668,91,64359108_0_cattle_2020-02-01
2019.8474962294276,2020.08469945365,91,64359108_1_cattle_2020-02-01
2012.9305420471185,2014.0000000000289,57,64359187_0_cattle_2014-01-01
2012.9348204846829,2014.0000000000107,57,64359187_1_cattle_2014-01-01
2012.6036263669826,2014.0000000000155,57,64359187_2_cattle_2014-01-01
2015.1480292917138,2018.1616438357107,100,64359189_0_cattle_2018-03-01
2013.0231291370892,2014.161643835695,60,64420009_0_cattle_2014-03-01
2016.3866741551512,2017.246575342563,53,64420009_10_cattle_2017-04-01
2016.6561799939132,2017.0849315068845,63,64420009_11_cattle_2017-02-01
2016.6577188450317,2017.0849315068997,47,64420009_12_cattle_2017-02-01
2017.0574723132395,2017.2465753425463,63,64420009_13_cattle_2017-04-01
2016.5389087891865,2017.0849315068501,47,64420009_14_cattle_2017-02-01
2016.4865674576597,2017.2465753424667,53,64420009_15_cattle_2017-04-01
2015.7751086980954,2017.2465753425338,102,64420009_16_cattle_2017-04-01
2016.838864834467,2017.2465753425583,63,64420009_17_cattle_2017-04-01
2013.035306979042,2014.0000000000266,57,64420009_1_cattle_2014-01-01
2013.586050968438,2014.0000000000803,107,64420009_2_cattle_2014-01-01
2012.0348212417925,2014.0000000000778,109,64420009_3_cattle_2014-01-01
2012.2043124868976,2014.000000000098,57,64420009_4_cattle_2014-01-01
2013.5255922433653,2014.0000000000605,44,64420009_5_cattle_2014-01-01
2012.474237642129,2014.1616438356864,6,64420009_6_cattle_2014-03-01
2013.5929735114923,2014.0000000000762,107,64420009_7_cattle_2014-01-01
2013.8816530646789,2014.1616438357041,105,64420009_8_cattle_2014-03-01
2016.4021988605186,2017.2465753425279,53,64420009_9_cattle_2017-04-01
2006.7334357407317,2007.2465753424901,66,64420015_0_cattle_2007-04-01
2006.6934164766126,2007.413698630222,66,64420015_1_cattle_2007-06-01
2005.4608008042737,2007.2465753425079,0,64420015_2_cattle_2007-04-01
2010.863865112985,2012.3306010929364,89,64420035_0_cattle_2012-05-01
2012.3994115127252,2012.4972677596097,70,64420035_10_cattle_2012-07-01
2011.2728226640247,2012.3306010929193,67,64420035_11_cattle_2012-05-01
2012.227898350393,2012.4972677595701,86,64420035_12_cattle_2012-07-01
2011.9164903653045,2012.497267759591,67,64420035_13_cattle_2012-07-01
2012.3807909631141,2012.4972677595947,75,64420035_14_cattle_2012-07-01
2012.1684908001662,2012.3306010929018,82,64420035_15_cattle_2012-05-01
2011.9891039182253,2012.330601092916,69,64420035_16_cattle_2012-05-01
2012.187029756128,2012.497267759582,84,64420035_17_cattle_2012-07-01
2011.4847174445492,2012.497267759639,109,64420035_18_cattle_2012-07-01
2012.2631289206165,2012.3306010929264,86,64420035_19_cattle_2012-05-01
2011.8507958024309,2012.4972677596504,67,64420035_1_cattle_2012-07-01
2012.1514016082795,2012.3306010929377,85,64420035_20_cattle_2012-05-01
2012.3179369151048,2012.4972677596209,75,64420035_21_cattle_2012-07-01
