19_d500_24_0_badger_2016-06-01,2_d500_43_0_badger_2014-07-01,2_d500_43_1_badger_2015-09-01,2_d500_43_2_badger_2014-09-01,2_d500_43_3_badger_2012-07-01,2_d500_6_0_badger_2017-08-01,2_d500_80_1_badger_2018-05-01,2_d500_83_1_badger_2018-06-01,2_d500_83_2_badger_2020-02-01,2_d500_84_4_badger_2017-06-01,2_d500_9_2_badger_2012-01-01,2_d500_9_3_badger_2012-02-01,2_d500_9_4_badger_2016-09-01,2_d500_9_5_badger_2014-05-01,40002127_11_cattle_2013-12-01,40002127_12_cattle_2013-12-01,40002127_13_cattle_2013-12-01,40002127_16_cattle_2015-12-01,40002127_18_cattle_2015-12-01,40002127_19_cattle_2020-02-01,40002127_20_cattle_2020-02-01,40002_12_boar_2013-04-01,40002_13_boar_2014-11-01,40002_15_boar_2015-04-01,40002_18_boar_2016-02-01,40002_24_boar_2020-02-01,40089001_0_cattle_2011-07-01,40089001_10_cattle_2011-07-01,40089001_11_cattle_2011-04-01,40089001_12_cattle_2011-07-01,40089001_13_cattle_2011-07-01,40089001_14_cattle_2011-07-01,40089001_15_cattle_2011-07-01,40089001_16_cattle_2011-07-01,40089001_17_cattle_2011-07-01,40089001_18_cattle_2011-06-01,40089001_19_cattle_2011-07-01,40089001_1_cattle_2011-07-01,40089001_20_cattle_2011-07-01,40089001_21_cattle_2011-01-01,40089001_22_cattle_2011-07-01,40089001_23_cattle_2011-07-01,40089001_24_cattle_2011-07-01,40089001_25_cattle_2011-07-01,40089001_26_cattle_2011-07-01,40089001_27_cattle_2011-07-01,40089001_28_cattle_2011-04-01,40089001_29_cattle_2011-07-01,40089001_2_cattle_2011-07-01,40089001_30_cattle_2011-07-01,40089001_31_cattle_2011-07-01,40089001_32_cattle_2011-07-01,40089001_33_cattle_2011-07-01,40089001_34_cattle_2011-07-01,40089001_35_cattle_2011-07-01,40089001_36_cattle_2011-07-01,40089001_37_cattle_2011-07-01,40089001_38_cattle_2011-07-01,40089001_39_cattle_2011-07-01,40089001_3_cattle_2011-07-01,40089001_40_cattle_2011-07-01,40089001_41_cattle_2011-07-01,40089001_42_cattle_2011-07-01,40089001_4_cattle_2011-07-01,40089001_5_cattle_2011-07-01,40089001_6_cattle_2011-07-01,40089001_7_cattle_2011-07-01,40089001_8_cattle_2011-07-01,40089001_9_cattle_2011-07-01,40089077_0_cattle_2012-11-01,40089077_1_cattle_2012-12-01,40089077_2_cattle_2012-12-01,40089077_3_cattle_2012-12-01,40089_1_boar_2016-09-01,40089_2_boar_2013-09-01,40089_3_boar_2014-07-01,40091_1_boar_2016-08-01,40091_2_boar_2016-12-01,40270033_0_cattle_2013-12-01,40270058_0_cattle_2013-02-01,40270058_10_cattle_2013-02-01,40270058_11_cattle_2013-02-01,40270058_12_cattle_2013-02-01,40270058_13_cattle_2013-02-01,40270058_14_cattle_2013-02-01,40270058_15_cattle_2013-02-01,40270058_16_cattle_2013-02-01,40270058_17_cattle_2013-02-01,40270058_18_cattle_2013-02-01,40270058_19_cattle_2013-02-01,40270058_1_cattle_2013-02-01,40270058_20_cattle_2013-02-01,40270058_21_cattle_2013-02-01,40270058_22_cattle_2013-02-01,40270058_23_cattle_2013-02-01,40270058_24_cattle_2013-02-01,40270058_2_cattle_2013-02-01,40270058_3_cattle_2013-01-01,40270058_4_cattle_2013-02-01,40270058_5_cattle_2013-01-01,40270058_6_cattle_2013-02-01,40270058_7_cattle_2013-02-01,40270058_8_cattle_2013-02-01,40270058_9_cattle_2013-02-01,40270_10_boar_2012-06-01,40270_11_boar_2012-09-01,40270_12_boar_2012-10-01,40270_2_boar_2014-08-01,40270_3_boar_2012-05-01,40270_4_boar_2013-02-01,40270_5_boar_2013-03-01,40270_8_boar_2016-04-01,40270_9_boar_2013-03-01,45_d500_160_0_badger_2020-02-01,64135060_1_cattle_2018-02-01,64135060_2_cattle_2018-04-01,64135060_4_cattle_2019-07-01,64135093_6_cattle_2020-02-01,64135109_0_cattle_2016-12-01,64135109_1_cattle_2016-12-01,64135_27_boar_2016-11-01,64135_28_boar_2018-11-01,64135_30_boar_2018-02-01,64135_31_boar_2018-05-01,64135_37_boar_2020-02-01,64420015_0_cattle_2009-12-01,64420015_10_cattle_2009-12-01,64420015_11_cattle_2009-12-01,64420015_12_cattle_2009-12-01,64420015_13_cattle_2009-04-01,64420015_14_cattle_2009-12-01,64420015_15_cattle_2009-12-01,64420015_16_cattle_2009-12-01,64420015_17_cattle_2009-11-01,64420015_18_cattle_2009-12-01,64420015_19_cattle_2009-12-01,64420015_1_cattle_2009-12-01,64420015_20_cattle_2009-12-01,64420015_21_cattle_2009-12-01,64420015_22_cattle_2009-12-01,64420015_23_cattle_2009-12-01,64420015_24_cattle_2009-12-01,64420015_2_cattle_2009-06-01,64420015_3_cattle_2009-12-01,64420015_4_cattle_2009-12-01,64420015_5_cattle_2008-06-01,64420015_6_cattle_2009-11-01,64420015_7_cattle_2009-12-01,64420015_8_cattle_2009-12-01,64420015_9_cattle_2009-12-01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04539092181563674,0,0,0,0,0,0.043191361727654344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0017996400719856025,0,0,0,0,0,0.0031993601279744054,0.014197160567886403,0.1975604879024235,0.43151369726053396,0.38712257548489387,0.3801239752049506,0.07878424315137003,0.06098780243951191,0,0,0,0.19496100779844422,0.12157568486302903,0.0625874825034991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002199560087982403,0.0023995200959808036,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.006398720255948813,0,0,0,0.010197960407918412,0,0,0.03539292141571676,0.004399120175964808,0.042791441711657545,0.05978804239152151,0.02599480103979198,0.18696260747850796,0.09838032393521387,0,0,0.022195560887822388,0,0.1239752049590099,0.1757648470305972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014797040591881602,0.012997400519896006,0.009598080383923213,0,0.0011997600479904018,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.06038792241551671,0,0,0,0,0,0,0.16836632673465615,0.009598080383923213,0.018796240751849595,0.03979204159168155,0.008598280343931215,0.03579284143171356,0.25374925014997524,0,0,0.006198760247950412,0.07438512297540509,0,0.04459108178364314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.998000399920016e-4,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1.999600079984003e-4,7.998400319936012e-4,0.005598880223955211,0,0.048190361927614334,0,0,0.0031993601279744054,1.999600079984003e-4,5.998800239952009e-4,0.0049990001999600095,3.999200159968006e-4,0.24235152969406656,0.007598480303939215,0,0,5.998800239952009e-4,0.06398720255948795,0.012197560487902407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002199560087982403,0.012197560487902407,0,0,0.08598280343931267,0.10437912417516607,0.13437312537492704,0.0023995200959808036,0.012197560487902407,0.0037992401519696068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09458108378324415,0.029994001199759972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.012197560487902407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02139572085582879,0.024395120975804784,0.03019396120775837,0.005998800239952012,3.999200159968006e-4,0.0035992801439712063,0.002199560087982403,0.08578284343131426,9.998000399920016e-4,0.033793241351729564,1.999600079984003e-4,0.029594081183763173,0.005998800239952012,0.017996400719855997,0.042791441711657545,0.056588682263547116,0.05358928214357112,5.998800239952009e-4,0.0019996000799840027,0.016996600679864,0.03659268146370716,0,0,0.007198560287942414,1.999600079984003e-4,0.04959008198360313,3.999200159968006e-4,0.09178164367126646,0.047990401919615934,0.002999400119976005,0.017796440711857597,0.0011997600479904018,9.998000399920016e-4,0.002599480103979204,0.03539292141571676,0,0.004799040191961609,0,0,3.999200159968006e-4,0.0049990001999600095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037392521495700756,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019996000799840027,0.0011997600479904018,0.012197560487902407,9.998000399920016e-4,0.001399720055988802,0.002999400119976005,3.999200159968006e-4,0.002999400119976005,0.0017996400719856025,9.998000399920016e-4,0,0,0.007198560287942414,3.999200159968006e-4,0,0.0017996400719856025,0,0.0035992801439712063,0,0,0.0035992801439712063,5.998800239952009e-4,0.001399720055988802,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04139172165566875,0.02619476104779038,1.999600079984003e-4,0,0,0.0011997600479904018,0,0.28374325134973205,0,0,0,5.998800239952009e-4,0,0,7.998400319936012e-4,0.001399720055988802,0,0,0,0,5.998800239952009e-4,0,0,0.03579284143171356,1.999600079984003e-4,0,0.03459308138372316,0,0.002199560087982403,0,0.0015996800639872023,0,0,7.998400319936012e-4,0,0.014597080583883202,9.998000399920016e-4,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,7.998400319936012e-4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.0027994401119776045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005998800239952012,0,0,0.0011997600479904018,7.998400319936012e-4,0,0,0.0023995200959808036,7.998400319936012e-4,0.005998800239952012,0,0.11377724455109117,0,0.26294741051790066,1.999600079984003e-4,0.004799040191961609,7.998400319936012e-4,0.004799040191961609,0.007598480303939215,0,0,0.0015996800639872023,0.0011997600479904018,0,0,0.0011997600479904018,0,0.004399120175964808,1.999600079984003e-4,0.007598480303939215,0.0015996800639872023,0.0023995200959808036,5.998800239952009e-4,7.998400319936012e-4,0,0,0.0023995200959808036,0,0.0011997600479904018,0,3.999200159968006e-4,1.999600079984003e-4,7.998400319936012e-4,0,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027994401119776045,1.999600079984003e-4,1.999600079984003e-4,5.998800239952009e-4,0,1.999600079984003e-4,0,0,0,0,0.0017996400719856025,5.998800239952009e-4,1.999600079984003e-4,0,0,1.999600079984003e-4,0,0,0,0,1.999600079984003e-4,0,0
0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004399120175964808,0,0.002199560087982403,0,0.0015996800639872023,0,0,0,1.999600079984003e-4,0.003999200159968007,1.999600079984003e-4,0.003399320135972806,5.998800239952009e-4,0.001399720055988802,0,0,0.0031993601279744054,0.002599480103979204,0.05798840231953591,0,1.999600079984003e-4,0.28934213157368666,7.998400319936012e-4,0,0,0,3.999200159968006e-4,0.001399720055988802,0,0.004199160167966408,0.0011997600479904018,0,9.998000399920016e-4,1.999600079984003e-4,0,0,0.10577884423115491,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999200159968006e-4,0,0,5.998800239952009e-4,0,0,5.998800239952009e-4,0,0,0,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02119576084783039,9.998000399920016e-4,0.0027994401119776045,5.998800239952009e-4,0,1.999600079984003e-4,0.0017996400719856025,0.001399720055988802,0,0.012397520495900807,0.0011997600479904018,0.0015996800639872023,0,0.002199560087982403,3.999200159968006e-4,0.12557488502299716,0.03879224155168955,0.0167966406718656,0.0023995200959808036,0,0,1.999600079984003e-4,0.037992401519695955,0,0,0,1.999600079984003e-4,0.15936812637472786,0,0.023595280943811185,0.02199560087982399,0,0.1363727254549111,0,0,0.0017996400719856025,0.00519896020795841,0.0019996000799840027,0.003399320135972806,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0049990001999600095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004199160167966408,0,0,0,0,0,0,0,0,0,0.0027994401119776045,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007398520295940815,0.07138572285542899,0.0015996800639872023,5.998800239952009e-4,0,0,0.06978604279144174,0.009598080383923213,0.005998800239952012,0.0011997600479904018,0.007198560287942414,0.0027994401119776045,0.08318336332733497,0.0015996800639872023,0.013397320535892805,0,7.998400319936012e-4,1.999600079984003e-4,0.0023995200959808036,0.016996600679864,0.011597680463907209,0,9.998000399920016e-4,0,0,0.019596080783843194,0.005798840231953611,0,0.12777444511097963,0.003399320135972806,5.998800239952009e-4,0.09098180363927283,0,0.006398720255948813,0.004799040191961609,0.009398120375924813,5.998800239952009e-4,0.0015996800639872023,0.007398520295940815,0,0.06318736252749432,0.011997600479904008,0.012397520495900807,0,0.00539892021595681,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,5.998800239952009e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004199160167966408,0.001399720055988802,0.019796040791841593,0.0017996400719856025,0.004399120175964808,0.006198760247950412,0.003999200159968007,0.0031993601279744054,0.003999200159968007,0.0015996800639872023,0,0.0017996400719856025,0.01059788042391521,0.0011997600479904018,1.999600079984003e-4,0,7.998400319936012e-4,0.004799040191961609,9.998000399920016e-4,0,0.005998800239952012,3.999200159968006e-4,1.999600079984003e-4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157968406318736,0,0,0,0.019796040791841593,0,0,0.0011997600479904018,0,3.999200159968006e-4,0,0.02619476104779038,0,7.998400319936012e-4,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,5.998800239952009e-4,0,0,0.019996000799839993,0.0011997600479904018,0,0.12237552489502265,0,7.998400319936012e-4,0,3.999200159968006e-4,0,3.999200159968006e-4,0.0011997600479904018,0,0.301139772045591,5.998800239952009e-4,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031993601279744054,7.998400319936012e-4,0.002199560087982403,0,7.998400319936012e-4,0.004799040191961609,0.0023995200959808036,0,0.007398520295940815,9.998000399920016e-4,0.008198360327934416,0.0037992401519696068,0.0049990001999600095,0.002999400119976005,0.15896820635873105,0,7.998400319936012e-4,0.0017996400719856025,0.002199560087982403,0.01099780043991201,0.006198760247950412,0,0,0,0,0.01079784043191361,0.0045990801839632086,5.998800239952009e-4,0.001399720055988802,7.998400319936012e-4,7.998400319936012e-4,0.00539892021595681,0,0.003399320135972806,0.0869826034793047,0.011997600479904008,0,0.09038192361527761,0.013997200559888004,0,0.003399320135972806,0.006198760247950412,0.01119776044791041,7.998400319936012e-4,0.0017996400719856025,0,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0.0163967206558688,0.0015996800639872023,0.004799040191961609,0.006198760247950412,0.004399120175964808,0.0049990001999600095,0.0049990001999600095,0.0017996400719856025,0,0,0.013397320535892805,0.0027994401119776045,0.001399720055988802,0,0.0017996400719856025,0.00519896020795841,0,0,0.003999200159968007,0,0.004399120175964808,0,0.0015996800639872023
0,0,0,0,0,0,0,0,0,0,0.0165966806638672,0.0037992401519696068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023995200959808036,0.001399720055988802,9.998000399920016e-4,0,1.999600079984003e-4,0.006998600279944014,0,0.008398320335932815,0,0,0.012197560487902407,9.998000399920016e-4,3.999200159968006e-4,0,0.006398720255948813,0,0,9.998000399920016e-4,5.998800239952009e-4,0.009398120375924813,0.003999200159968007,0,0,0,0,0.0027994401119776045,0.3285342931413689,9.998000399920016e-4,0.0023995200959808036,5.998800239952009e-4,0,0.003999200159968007,0,0.0027994401119776045,0.001399720055988802,0.004399120175964808,3.999200159968006e-4,0.0017996400719856025,0.08058388322335569,0,0.0019996000799840027,0.0011997600479904018,0.003999200159968007,0,0.0023995200959808036,7.998400319936012e-4,0,0,0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002199560087982403,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.14897020595881072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04839032193561273,0,0.012997400519896006,0.009998000399920012,0.019396120775844794,0.0015996800639872023,0,9.998000399920016e-4,1.999600079984003e-4,0,0.0027994401119776045,0.012397520495900807,0,0.0161967606478704,0,0.008398320335932815,0.017596480703859198,0.02199560087982399,0.027794441111777576,0.0027994401119776045,7.998400319936012e-4,0.0157968406318736,0.02099580083983199,0,0,7.998400319936012e-4,0,0.02559488102379518,0,0.052989402119575923,0.024595080983803183,0,0.009398120375924813,0,0,1.999600079984003e-4,0.017396520695860798,0,3.999200159968006e-4,0,0,0,0.001399720055988802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1847630473905255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0.0011997600479904018,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015996800639872023,0.0011997600479904018,0.0023995200959808036,7.998400319936012e-4,0,0.0019996000799840027,0.0011997600479904018,9.998000399920016e-4,0.004399120175964808,0.001399720055988802,0,0.0017996400719856025,0.004799040191961609,0.0027994401119776045,9.998000399920016e-4,0,0,3.999200159968006e-4,0,0.029394121175764773,0.02079584083183359,0.0019996000799840027,0,0.0019996000799840027,0.002599480103979204,0.006998600279944014,9.998000399920016e-4,1.999600079984003e-4,7.998400319936012e-4,0,0,0.0011997600479904018,0.002199560087982403,0.0153969206158768,1.999600079984003e-4,0.017796440711857597,0,0.005598880223955211,0.0023995200959808036,1.999600079984003e-4,0.002199560087982403,0.3267346530693835,9.998000399920016e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007398520295940815,0,0.004799040191961609,0.0049990001999600095,0,0.0037992401519696068,0.005998800239952012,0,0,0.0015996800639872023,0.007198560287942414,0.0027994401119776045,0.003999200159968007,0.0017996400719856025,5.998800239952009e-4,0.0045990801839632086,0,0,0.003999200159968007,0,0.0035992801439712063,5.998800239952009e-4,0
0,0,0,0,1.999600079984003e-4,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012997400519896006,0.003399320135972806,0.14477104579084418,0.002599480103979204,0.0037992401519696068,0.0031993601279744054,1.999600079984003e-4,0.009598080383923213,0.008198360327934416,0.009998000399920012,0.007398520295940815,0,0.004399120175964808,0.15056988602279797,0.007798440311937616,0.0023995200959808036,0.0035992801439712063,0.004199160167966408,0.010197960407918412,0.004199160167966408,0.0017996400719856025,0.00519896020795841,0.0035992801439712063,0,0,0.007198560287942414,0.008398320335932815,0.010397920415916811,0.0019996000799840027,0.010197960407918412,0.008198360327934416,0.003399320135972806,0.002599480103979204,3.999200159968006e-4,0.0037992401519696068,0.006398720255948813,0.0045990801839632086,0.0017996400719856025,0.012597480503899207,0,3.999200159968006e-4,0.005798840231953611,0.008198360327934416,3.999200159968006e-4,0.002999400119976005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.998800239952009e-4,0,0.024595080983803183,0,0.0023995200959808036,0.002599480103979204,7.998400319936012e-4,9.998000399920016e-4,0.0023995200959808036,0,0,7.998400319936012e-4,0.019196160767846394,0.0015996800639872023,1.999600079984003e-4,5.998800239952009e-4,0.001399720055988802,0.0023995200959808036,0,0,0.0023995200959808036,5.998800239952009e-4,3.999200159968006e-4,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39212157568485334,0,0,0,0.05458908218356312,0.03139372125574877,0.002999400119976005,0,0,9.998000399920016e-4,7.998400319936012e-4,0,0,0,7.998400319936012e-4,0,0,7.998400319936012e-4,0.0011997600479904018,0.0019996000799840027,0,1.999600079984003e-4,0,0,0.002599480103979204,5.998800239952009e-4,5.998800239952009e-4,0.05338932213557272,7.998400319936012e-4,0,0.042391521695660746,0,0,0,0.0035992801439712063,0,7.998400319936012e-4,0.0017996400719856025,0,0.02539492101579678,0.0023995200959808036,0.0017996400719856025,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599480103979204,0,0,0,0,0,0,0,0,0,0.002599480103979204,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3.999200159968006e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003399320135972806,0,0.3313337332533462,0.002199560087982403,0.001399720055988802,0.0023995200959808036,0,0.0017996400719856025,3.999200159968006e-4,0.00519896020795841,0.0019996000799840027,0.18596280743851593,1.999600079984003e-4,0,0.002599480103979204,0.0011997600479904018,7.998400319936012e-4,0.0015996800639872023,0.0037992401519696068,5.998800239952009e-4,0,0.002599480103979204,1.999600079984003e-4,0,0,0.006198760247950412,0.0035992801439712063,0.0049990001999600095,3.999200159968006e-4,0.0035992801439712063,0.0015996800639872023,0.002199560087982403,3.999200159968006e-4,0.0035992801439712063,9.998000399920016e-4,0,0.0011997600479904018,0,0.0011997600479904018,0,0,9.998000399920016e-4,1.999600079984003e-4,5.998800239952009e-4,0.0019996000799840027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.999600079984003e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007598480303939215,1.999600079984003e-4,1.999600079984003e-4,1.999600079984003e-4,0,1.999600079984003e-4,0,0,0,0,0.006598680263947213,1.999600079984003e-4,1.999600079984003e-4,0,0,1.999600079984003e-4,0,0,0,0,1.999600079984003e-4,0,0
