64002002_0_cattle_2015-05-01,64002002_10_cattle_2017-12-01,64002002_1_cattle_2015-05-01,64002002_2_cattle_2015-05-01,64002002_3_cattle_2015-05-01,64002002_4_cattle_2015-04-01,64002002_5_cattle_2015-05-01,64002002_6_cattle_2015-05-01,64002002_7_cattle_2015-05-01,64002002_8_cattle_2015-05-01,64002002_9_cattle_2015-05-01,64002010_0_cattle_2015-12-01,64002018_0_cattle_2017-03-01,64002018_1_cattle_2017-03-01,64002018_2_cattle_2017-03-01,64002018_3_cattle_2017-03-01,64002018_4_cattle_2017-03-01,64002_0_boar_2015-08-01,64002_1_boar_2018-07-01,64002_2_boar_2018-03-01,64002_3_boar_2019-12-01,64073024_0_cattle_2017-12-01,64073024_1_cattle_2017-12-01,64076001_7_cattle_2018-11-01,64183034_0_cattle_2017-05-01,64183034_10_cattle_2017-05-01,64183034_11_cattle_2017-05-01,64183034_12_cattle_2017-05-01,64183034_13_cattle_2017-05-01,64183034_14_cattle_2017-05-01,64183034_15_cattle_2017-05-01,64183034_16_cattle_2017-05-01,64183034_17_cattle_2017-05-01,64183034_18_cattle_2017-05-01,64183034_19_cattle_2017-05-01,64183034_1_cattle_2017-02-01,64183034_20_cattle_2017-05-01,64183034_21_cattle_2017-05-01,64183034_22_cattle_2017-08-01,64183034_23_cattle_2017-05-01,64183034_24_cattle_2017-05-01,64183034_25_cattle_2017-05-01,64183034_26_cattle_2017-05-01,64183034_27_cattle_2017-08-01,64183034_28_cattle_2017-05-01,64183034_29_cattle_2017-05-01,64183034_2_cattle_2017-05-01,64183034_30_cattle_2017-05-01,64183034_31_cattle_2017-05-01,64183034_32_cattle_2017-05-01,64183034_33_cattle_2017-08-01,64183034_34_cattle_2017-11-01,64183034_3_cattle_2017-05-01,64183034_4_cattle_2017-05-01,64183034_5_cattle_2017-05-01,64183034_6_cattle_2017-05-01,64183034_7_cattle_2017-05-01,64183034_8_cattle_2017-05-01,64183034_9_cattle_2017-05-01,64183_0_boar_2015-12-01,64301081_0_cattle_2019-03-01,64306008_0_cattle_2020-02-01,64306_0_boar_2020-02-01,64310006_0_cattle_2014-05-01,64310006_10_cattle_2014-05-01,64310006_11_cattle_2014-05-01,64310006_12_cattle_2014-05-01,64310006_13_cattle_2014-04-01,64310006_14_cattle_2014-05-01,64310006_15_cattle_2014-05-01,64310006_16_cattle_2014-05-01,64310006_17_cattle_2014-05-01,64310006_1_cattle_2014-05-01,64310006_2_cattle_2014-05-01,64310006_3_cattle_2014-05-01,64310006_4_cattle_2014-05-01,64310006_5_cattle_2014-03-01,64310006_6_cattle_2014-05-01,64310006_7_cattle_2014-05-01,64310006_8_cattle_2014-02-01,64310006_9_cattle_2014-05-01,64310_0_boar_2013-02-01,64310_1_boar_2014-07-01,64310_2_boar_2016-04-01,64310_3_boar_2018-10-01,64359005_0_cattle_2018-03-01,64359005_1_cattle_2018-03-01,64359005_2_cattle_2018-03-01,64359005_3_cattle_2018-07-01,64359005_4_cattle_2019-10-01,64359024_0_cattle_2019-12-01,64359031_0_cattle_2020-02-01,64359031_1_cattle_2020-02-01,64359045_0_cattle_2018-07-01,64359045_1_cattle_2018-03-01,64359045_2_cattle_2018-03-01,64359045_3_cattle_2018-07-01,64359045_4_cattle_2018-07-01,64359045_5_cattle_2018-07-01,64359045_6_cattle_2019-01-01,64359050_0_cattle_2019-04-01,64359050_1_cattle_2019-02-01,64359050_2_cattle_2019-04-01,64359050_3_cattle_2019-11-01,64359050_4_cattle_2019-04-01,64359050_5_cattle_2019-08-01,64359056_0_cattle_2018-02-01,64359056_1_cattle_2019-05-01,64359056_2_cattle_2019-12-01,64359061_0_cattle_2019-05-01,64359061_1_cattle_2019-03-01,64359061_2_cattle_2019-03-01,64359061_3_cattle_2019-03-01,64359070_0_cattle_2020-02-01,64359075_0_cattle_2018-12-01,64359075_1_cattle_2019-04-01,64359075_2_cattle_2019-07-01,64359075_3_cattle_2019-07-01,64359075_4_cattle_2020-02-01,64359103_0_cattle_2019-02-01,64359108_0_cattle_2016-06-01,64359108_10_cattle_2019-12-01,64359108_11_cattle_2019-12-01,64359108_12_cattle_2019-12-01,64359108_13_cattle_2019-12-01,64359108_1_cattle_2016-04-01,64359108_2_cattle_2016-06-01,64359108_3_cattle_2016-06-01,64359108_4_cattle_2018-02-01,64359108_5_cattle_2018-04-01,64359108_7_cattle_2018-02-01,64359108_8_cattle_2019-12-01,64359108_9_cattle_2020-02-01,64359110_0_cattle_2019-02-01,64359110_1_cattle_2019-02-01,64359138_0_cattle_2020-02-01,64359138_1_cattle_2020-02-01,64359138_2_cattle_2019-11-01,64359138_3_cattle_2020-02-01,64359138_4_cattle_2020-02-01,64359138_5_cattle_2020-02-01,64359138_6_cattle_2020-02-01,64359142_2_cattle_2020-02-01,64359142_3_cattle_2020-02-01,64359148_4_cattle_2019-12-01,64359153_0_cattle_2020-02-01,64359169_0_cattle_2020-02-01,64359169_1_cattle_2020-02-01,64359169_2_cattle_2020-02-01,64359169_3_cattle_2020-02-01,64359187_0_cattle_2018-03-01,64359187_1_cattle_2018-03-01,64359187_2_cattle_2018-03-01,64359187_3_cattle_2018-03-01,64359187_4_cattle_2018-03-01,64359187_5_cattle_2018-03-01,64359187_6_cattle_2018-03-01,64359187_7_cattle_2018-05-01,64359189_1_cattle_2019-04-01,64359189_2_cattle_2019-03-01,64359189_5_cattle_2019-04-01,64359189_7_cattle_2019-04-01,64359189_8_cattle_2019-04-01,64359200_0_cattle_2018-01-01,64359200_1_cattle_2020-02-01,64359204_0_cattle_2019-08-01,64359204_1_cattle_2020-02-01,64359204_2_cattle_2020-02-01,64359204_3_cattle_2020-02-01,64359209_0_cattle_2019-02-01,64359209_1_cattle_2019-02-01,64359209_2_cattle_2019-02-01,64359209_3_cattle_2019-01-01,64359209_4_cattle_2019-03-01,64359209_5_cattle_2019-04-01,64359209_6_cattle_2019-02-01,64359209_7_cattle_2019-04-01,64359209_8_cattle_2019-04-01,64359209_9_cattle_2019-02-01,64359211_0_cattle_2018-02-01,64359211_1_cattle_2018-02-01,64359211_2_cattle_2020-02-01,64359225_0_cattle_2018-01-01,64359225_1_cattle_2018-01-01,64359225_2_cattle_2019-03-01,64359_0_boar_2017-07-01,64359_11_boar_2019-03-01,64359_12_boar_2018-10-01,64359_13_boar_2020-02-01,64359_14_boar_2020-02-01,64359_15_boar_2020-02-01,64359_18_boar_2019-06-01,64359_19_boar_2019-07-01,64359_1_boar_2017-06-01,64359_20_boar_2020-02-01,64359_21_boar_2020-02-01,64359_22_boar_2020-02-01,64359_23_boar_2020-02-01,64359_24_boar_2020-02-01,64359_25_boar_2019-11-01,64359_27_boar_2020-02-01,64359_2_boar_2019-08-01,64359_3_boar_2019-10-01,64359_4_boar_2018-04-01,64359_5_boar_2018-03-01,64359_6_boar_2018-04-01,64359_7_boar_2018-10-01,64359_9_boar_2020-02-01,64420002_0_cattle_2014-01-01,64420002_1_cattle_2016-01-01,64420002_2_cattle_2019-02-01,64420002_3_cattle_2019-03-01,64420002_4_cattle_2019-03-01,64420009_0_cattle_2010-10-01,64420009_10_cattle_2011-05-01,64420009_11_cattle_2011-05-01,64420009_12_cattle_2011-05-01,64420009_13_cattle_2011-05-01,64420009_14_cattle_2011-05-01,64420009_15_cattle_2011-05-01,64420009_16_cattle_2011-05-01,64420009_17_cattle_2011-05-01,64420009_18_cattle_2011-05-01,64420009_19_cattle_2017-12-01,64420009_1_cattle_2009-12-01,64420009_20_cattle_2016-12-01,64420009_21_cattle_2017-12-01,64420009_22_cattle_2017-12-01,64420009_23_cattle_2018-02-01,64420009_24_cattle_2018-02-01,64420009_25_cattle_2018-02-01,64420009_26_cattle_2020-02-01,64420009_2_cattle_2011-05-01,64420009_3_cattle_2011-05-01,64420009_4_cattle_2010-09-01,64420009_5_cattle_2011-05-01,64420009_6_cattle_2011-05-01,64420009_7_cattle_2011-05-01,64420009_8_cattle_2011-04-01,64420009_9_cattle_2011-05-01,64420015_0_cattle_2009-03-01,64420015_1_cattle_2009-05-01,64420015_2_cattle_2009-03-01,64420015_3_cattle_2009-03-01,64420015_4_cattle_2009-05-01,64420015_5_cattle_2009-03-01,64420015_6_cattle_2009-03-01,64420015_7_cattle_2009-03-01,64420015_8_cattle_2009-03-01,64420028_0_cattle_2013-12-01,64420035_0_cattle_2013-08-01,64420035_1_cattle_2012-06-01,64420035_2_cattle_2013-08-01,64420035_3_cattle_2013-07-01,64420035_4_cattle_2013-08-01,64420035_5_cattle_2020-02-01,64420035_6_cattle_2019-12-01,64420039_0_cattle_2014-02-01,64449007_0_cattle_2020-02-01,64449007_1_cattle_2020-02-01,64449007_2_cattle_2020-02-01,64449007_3_cattle_2020-02-01,64472005_0_cattle_2020-02-01,64472005_1_cattle_2020-02-01,64472005_2_cattle_2020-02-01,64472_0_boar_2017-04-01,64472_1_boar_2018-01-01,64472_2_boar_2020-02-01
0,0,0.02979801346576894,0.01966535564295713,0.24225051663222444,0.040730617958802735,0.21005266315578955,0.01766548896740217,0.20858609426038258,0.04746350243317111,0.01379908006132924,0,0,0,0,0,0,0.004866342243850409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007066195586960867,0,0,0,0,0,0,0.005199653356442902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.332711152589824e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03086460902606492,0.031197920138657412,0,0,0,0.013865742283847739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006466235584294378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022131857876141584,0.014732351176588223,0.02333177788147456,0.031197920138657412,0.030997933471101916,0.005532964469035396,0,0,0,0.021198586760882602,0.01646556896206919,0.007866142257182853,0.031197920138657412,0.031197920138657412,0.008866075594960334,0.01973201786547563,0.001333244450369975,0.027931471235250974,0.029531364575694944,0.002866475568295446,0.007399506699553361,0.007732817812145854,0,3.333111125924938e-4,0,0.005132991133924404,0.00426638224118392,9.999333377774813e-4,6.666222251849876e-5,0,0.00906606226251583,0,0,0,0,0.005732951136590892,0,0,0,0,0,0,0,0,0.0012665822278514762,0.030997933471101916,0.002933137790813945,0,0,0.01539897340177321,0,6.666222251849876e-5,3.9997333511099253e-4,0.0021998533431104588,0,0.0022665155656289575,0.00106659556029598,7.99946670221985e-4,0,0,0,3.9997333511099253e-4,0,0,0,0,0.007866142257182853,0.005066328911405905,0.005132991133924404,0.0021998533431104588,0.004199720018665421,0.004599693353776414,0.00213319112059196,0,0,0.025198320111992526,0.016132257849476698,0.00639957336177588,0.007332844477034862,0.031197920138657412,1.3332444503699753e-4,0,0,0,0,0.0012665822278514762,0.011265915605626288,0.00639957336177588,0.009999333377774812,0.028331444570361967,5.999600026664887e-4,0.003399773348443436,0,0.007399506699553361,0,0.004333044463702419,5.3329778014799e-4,0.003133124458369441,0.017865475634957665,0.01333244450369975,0.006066262249183386,0.004066395573628424,1.999866675554963e-4,0.008666088927404838,9.999333377774813e-4,0.0020665288980734613,0.0011332577828144787,5.999600026664887e-4,0,0,0,0,0,0,0,0,0,0.0019332044530364636,0,0.031197920138657412,0.031197920138657412,0.031197920138657412,0.02859809346043596,0,0,0,0.0056662889140723935,0,0.0021998533431104588,0,0,0,0,0,0,0,0,0,0,0.002866475568295446,0,0,0.00586627558162789,0.0056662889140723935,1.999866675554963e-4,0.00106659556029598,0.0027331511232584487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017332177854809674,0,0,0,0,0,0,0,0,0,0.031197920138657412,0
0.033397773481767874,0,0,0.028398106792880465,0.023665088994067055,0.28004799680021325,0.011332577828144787,0.5167655489634023,0.0159322711819212,0.03679754683021131,0.019398706752883136,0.005466302246516897,0,0,0,0,0,0.007399506699553361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00853276448236784,0,0,0,0,0,0,0.0053329778014799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0037330844610359297,0,0.006532897806812877,0,0.02386507566162255,0.03166455569628691,4.6663555762949127e-4,0.0056662889140723935,0.008332777814812344,0.15845610292647153,0.09119392040530629,0.009399373375108324,0,0,0,0,0,0.060262649156722865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00639957336177588,0,0,0,6.666222251849876e-5,0,6.666222251849876e-5,0.011999200053329774,6.666222251849876e-5,0,0,6.666222251849876e-5,0,0,0.011999200053329774,0,6.666222251849876e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213319112059196,0.001333244450369975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017465502299846673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.19225384974335039,0,0.02926471568562095,0.04013065795613625,0,0.07879474701686552,0.106526231584561,0.05139657356176253,0.11879208052796476,0.0532631157922805,0.030597960135990924,0,0,0,0,0,0,0.007466168922071859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011532564495700283,0,0,0,0,0,0,0.003933071128591426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00426638224118392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.025264982334511025,0,0.23798413439104052,0.028264782347843468,0.06299580027998132,0,0.017465502299846673,0.2076528231451236,0.03673088460769281,0.03873075128324777,0.016732217852143186,0,0,0,0,0,0,0.0071995200319978645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022665155656289575,0,0,0,0,0,0,0.01819878674755016,0,0,0,0,0,0,0.004733017798813411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011332577828144787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.28958069462035857,0,0.0321978534764349,0.03406439570695286,0.212519165388974,0.06546230251316577,0,0.03353109792680487,0.4873008466102258,0.050263315778948055,0.03079794680354642,0,0,0,0,0,0,0.00853276448236784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99946670221985e-4,0,0,0,0,0,0,0.006866208919405371,0,0,0,0,0,0,0.0033331111259249373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.666088927404837e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010199320045330309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03239784014399039,0,0.44297046863542416,0.01913205786280914,0.03306446236917538,0.23645090327311505,0.009332711152589825,0,0.008466102259849341,0.016132257849476698,0.033397773481767874,0.0014665688954069724,0,0,0,0,0,0.007932804479701351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037330844610359297,0,0,0,0,0,0,0.0037997466835544285,0,0,0,0,0,0,8.666088927404837e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014665688954069724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22498500099993327,0,0.02613159122725151,0.02446503566428904,0.16152256516232247,0.04839677354843009,0.4452369842010531,0.009399373375108324,0,0.049663355776281566,0.014799013399106721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007132857809479366,0,0,0,0,0,0,3.9997333511099253e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03353109792680487,0,0.04413039130724617,0.3665088994067061,0.04413039130724617,0.04666355576294912,0.020998600093327106,0.03579761349243383,0.011065928938070792,0,0.21671888540763942,0.0212652489834011,0,0,0,0,0,0.17278848076794875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02346510232651156,0,0,0,0,3.9997333511099253e-4,3.9997333511099253e-4,0.02286514232384507,3.9997333511099253e-4,0,0,0,0,0,0.004999666688887406,0,0,0,1.999866675554963e-4,0,1.999866675554963e-4,0,0,0,0.0015332311179254712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022665155656289575,0,0,0,0,0,0.027864809012732476,0.006066262249183386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9997333511099253e-4,0.029064729018065453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9997333511099253e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
