infected,id,ances,weight,date,ances.date,sp,sp_infector,infector
45_d500_156_0,1,5,0,2015-08-31T22:00:00Z,2008-12-31T23:00:00Z,badger,badger,45_d500_156_3
45_d500_156_1,2,5,0.005873841022557077,2014-06-30T22:00:00Z,2008-12-31T23:00:00Z,badger,badger,45_d500_156_3
45_d500_156_2,3,5,0,2012-09-30T22:00:00Z,2008-12-31T23:00:00Z,badger,badger,45_d500_156_3
64201021_0,4,169,0,2012-03-31T22:00:00Z,2012-01-31T23:00:00Z,cattle,cattle,64201021_35
45_d500_156_3,5,NA,NA,2008-12-31T23:00:00Z,NA,badger,NA,NA
45_d500_176_0,6,5,0,2009-10-31T23:00:00Z,2008-12-31T23:00:00Z,badger,badger,45_d500_156_3
45_d500_177_0,7,5,0,2012-08-31T22:00:00Z,2008-12-31T23:00:00Z,badger,badger,45_d500_156_3
64201002_0,8,15,0,2011-02-28T23:00:00Z,2010-03-31T22:00:00Z,cattle,cattle,64201002_1
64201007_0,9,5,0,2011-06-30T22:00:00Z,2008-12-31T23:00:00Z,cattle,badger,45_d500_156_3
45_d500_176_1,10,5,0,2010-04-30T22:00:00Z,2008-12-31T23:00:00Z,badger,badger,45_d500_156_3
45_d500_177_1,11,5,0,2013-11-30T23:00:00Z,2008-12-31T23:00:00Z,badger,badger,45_d500_156_3
56_d500_2_0,12,15,0,2014-08-31T22:00:00Z,2010-03-31T22:00:00Z,badger,cattle,64201002_1
45_d500_176_2,13,5,0,2014-06-30T22:00:00Z,2008-12-31T23:00:00Z,badger,badger,45_d500_156_3
45_d500_170_1,14,5,0.005882690280349288,2012-09-30T22:00:00Z,2008-12-31T23:00:00Z,badger,badger,45_d500_156_3
64201002_1,15,5,0.005882690280349288,2010-03-31T22:00:00Z,2008-12-31T23:00:00Z,cattle,badger,45_d500_156_3
64201021_1,16,5,0,2012-01-31T23:00:00Z,2008-12-31T23:00:00Z,cattle,badger,45_d500_156_3
64201021_2,17,5,0,2012-03-31T22:00:00Z,2008-12-31T23:00:00Z,cattle,badger,45_d500_156_3
