from,to,time,support,generations
NA,1,9,0.18333333333333332,NA
7,2,38,0.22666666666666666,1
1,3,14,0.7461111111111111,1
3,4,21,0.4761111111111111,1
89,5,92,0.4494444444444444,1
7,6,41,0.19944444444444445,1
4,7,30,0.4072222222222222,1
7,8,40,0.21333333333333335,1
76,9,138,0.08333333333333333,1
7,10,40,0.21333333333333335,1
7,11,40,0.18888888888888888,1
7,12,40,0.20722222222222222,1
12,13,77,0.09388888888888888,1
45,14,100,0.03666666666666667,1
56,15,100,0.03388888888888889,1
76,16,130,0.075,1
56,17,100,0.03111111111111111,1
58,18,100,0.03388888888888889,1
13,19,88,0.16055555555555556,1
103,20,129,0.06166666666666667,1
13,21,91,0.1,1
19,22,100,0.03333333333333333,1
47,23,101,0.15555555555555556,1
38,24,100,0.03388888888888889,1
28,25,100,0.03388888888888889,1
13,26,91,0.10111111111111111,1
70,27,104,0.023333333333333334,1
13,28,91,0.09055555555555556,1
19,29,97,0.042222222222222223,1
26,30,100,0.03166666666666667,1
47,31,92,0.2761111111111111,1
13,32,90,0.13777777777777778,1
13,33,91,0.09388888888888888,1
13,34,85,0.25666666666666665,1
92,35,104,0.023333333333333334,1
33,36,100,0.03277777777777778,1
31,37,101,0.14722222222222223,1
13,38,91,0.10722222222222222,1
31,39,92,0.2722222222222222,1
26,40,100,0.03111111111111111,1
210,41,122,0.13833333333333334,1
55,42,100,0.03611111111111111,1
13,43,95,0.05388888888888889,1
43,44,104,0.023333333333333334,1
13,45,91,0.10222222222222223,1
90,46,108,0.023333333333333334,1
31,47,92,0.27666666666666667,1
13,48,91,0.10111111111111111,1
13,49,91,0.10833333333333334,1
91,50,104,0.021666666666666667,1
32,51,100,0.035,1
15,52,104,0.021666666666666667,1
45,53,100,0.034444444444444444,1
34,54,93,0.06888888888888889,1
13,55,91,0.10888888888888888,1
13,56,91,0.10777777777777778,1
26,57,104,0.02277777777777778,1
13,58,92,0.09333333333333334,1
55,59,99,0.035,1
21,60,101,0.03222222222222222,1
31,61,101,0.1527777777777778,1
13,62,91,0.11,1
55,63,104,0.02388888888888889,1
33,64,101,0.030555555555555555,1
31,65,101,0.15,1
47,66,101,0.15055555555555555,1
13,67,100,0.03277777777777778,1
47,68,101,0.15388888888888888,1
38,69,100,0.029444444444444443,1
58,70,100,0.03333333333333333,1
58,71,100,0.03166666666666667,1
33,72,101,0.03333333333333333,1
33,73,98,0.034444444444444444,1
47,74,101,0.15444444444444444,1
13,75,96,0.04611111111111111,1
103,76,132,0.05722222222222222,1
240,77,131,0.455,1
14,78,108,0.021111111111111112,1
88,79,129,0.06777777777777778,1
31,80,101,0.155,1
13,81,104,0.025,1
21,82,100,0.029444444444444443,1
25,83,111,0.022222222222222223,1
45,84,100,0.03333333333333333,1
49,85,105,0.020555555555555556,1
34,86,100,0.03333333333333333,1
68,87,110,0.05,1
148,88,125,0.03333333333333333,1
5,89,93,0.5505555555555556,1
38,90,100,0.03277777777777778,1
28,91,100,0.03611111111111111,1
19,92,100,0.03111111111111111,1
45,93,100,0.03277777777777778,1
56,94,100,0.03333333333333333,1
134,95,118,0.02388888888888889,1
79,96,132,0.07611111111111112,1
245,97,133,0.10611111111111111,1
242,98,142.5,0.155,1
107,99,104,0.02277777777777778,1
121,100,104,0.3888888888888889,1
62,101,100,0.030555555555555555,1
160,102,124,0.020555555555555556,1
148,103,126,0.03388888888888889,1
38,104,102,0.03,1
158,105,114,0.5016666666666667,1
61,106,112,0.04055555555555555,1
26,107,101,0.03111111111111111,1
104,108,110,0.023333333333333334,1
166,109,116,0.022222222222222223,1
13,110,105,0.026111111111111113,1
70,111,104,0.024444444444444446,1
94,112,108,0.019444444444444445,1
152,113,122,0.020555555555555556,1
137,114,122,0.020555555555555556,1
75,115,104,0.02722222222222222,1
36,116,104,0.024444444444444446,1
71,117,108,0.022222222222222223,1
157,118,111,0.32944444444444443,1
65,119,112,0.04666666666666667,1
66,120,112,0.04388888888888889,1
100,121,104,0.4211111111111111,1
59,122,104,0.025,1
108,123,114,0.023333333333333334,1
50,124,110,0.020555555555555556,1
30,125,105,0.022222222222222223,1
132,126,116,0.027777777777777776,1
236,127,132,0.028333333333333332,1
108,128,112.5,0.021111111111111112,1
63,129,108,0.020555555555555556,1
76,130,129,0.043333333333333335,1
162,131,118,0.28444444444444444,1
65,132,108,0.06833333333333333,1
121,133,111,0.39444444444444443,1
78,134,112,0.021666666666666667,1
143,135,122,0.02277777777777778,1
74,136,112,0.043333333333333335,1
66,137,112,0.042222222222222223,1
132,138,122,0.01888888888888889,1
239,139,146,0.525,1
129,140,114,0.019444444444444445,1
117,141,114,0.01888888888888889,1
37,142,112,0.04388888888888889,1
37,143,112,0.042777777777777776,1
23,144,112,0.044444444444444446,1
37,145,112,0.045,1
61,146,113,0.044444444444444446,1
194,147,124,0.026111111111111113,1
128,148,121,0.023333333333333334,1
171,149,122,0.02,1
136,150,122,0.018333333333333333,1
159,151,120,0.021111111111111112,1
68,152,112,0.04111111111111111,1
61,153,112,0.043333333333333335,1
174,154,114,0.29388888888888887,1
108,155,114,0.02,1
157,156,118,0.42055555555555557,1
118,157,113,0.48388888888888887,1
105,158,113,0.4722222222222222,1
37,159,113,0.04555555555555556,1
61,160,114,0.03277777777777778,1
132,161,119,0.021666666666666667,1
154,162,114,0.2927777777777778,1
23,163,112,0.04555555555555556,1
106,164,122,0.021111111111111112,1
236,165,132,0.016666666666666666,1
129,166,113,0.02,1
68,167,115,0.03111111111111111,1
159,168,122,0.019444444444444445,1
106,169,122,0.020555555555555556,1
61,170,114,0.035555555555555556,1
65,171,114,0.035,1
37,172,113,0.043333333333333335,1
66,173,112,0.04,1
162,174,114,0.2838888888888889,1
74,175,117,0.02722222222222222,1
37,176,112,0.04388888888888889,1
132,177,116,0.027777777777777776,1
125,178,112,0.020555555555555556,1
129,179,112,0.02,1
134,180,114,0.021111111111111112,1
172,181,120,0.02388888888888889,1
152,182,122,0.02,1
176,183,121,0.021666666666666667,1
129,184,114,0.024444444444444446,1
145,185,121,0.021666666666666667,1
37,186,117,0.025555555555555557,1
165,187,132,0.021666666666666667,1
132,188,117,0.02722222222222222,1
87,189,120,0.021111111111111112,1
176,190,121,0.019444444444444445,1
160,191,122,0.02388888888888889,1
236,192,132,0.02722222222222222,1
128,193,116,0.024444444444444446,1
179,194,116,0.02388888888888889,1
112,195,116,0.024444444444444446,1
173,196,122,0.020555555555555556,1
124,197,117,0.02277777777777778,1
146,198,121,0.020555555555555556,1
176,199,122,0.01888888888888889,1
170,200,122,0.020555555555555556,1
144,201,116,0.02666666666666667,1
142,202,121,0.018333333333333333,1
120,203,122,0.01888888888888889,1
143,204,122,0.023333333333333334,1
132,205,119,0.02277777777777778,1
236,206,130,0.023333333333333334,1
142,207,122,0.019444444444444445,1
143,208,122,0.02277777777777778,1
172,209,122,0.021111111111111112,1
41,210,129,0.8338888888888889,1
129,211,116,0.021666666666666667,1
170,212,122,0.020555555555555556,1
177,213,122,0.020555555555555556,1
145,214,121,0.02277777777777778,1
137,215,123,0.018333333333333333,1
153,216,119,0.021666666666666667,1
76,217,136.5,0.07611111111111112,1
160,218,122,0.020555555555555556,1
106,219,122,0.02277777777777778,1
119,220,121,0.020555555555555556,1
119,221,122,0.021111111111111112,1
145,222,122,0.018333333333333333,1
167,223,121,0.019444444444444445,1
136,224,122,0.02277777777777778,1
167,225,121,0.021666666666666667,1
172,226,121,0.022222222222222223,1
137,227,121,0.020555555555555556,1
172,228,122,0.023333333333333334,1
175,229,122,0.017222222222222222,1
176,230,122,0.018333333333333333,1
119,231,121,0.020555555555555556,1
172,232,121,0.023333333333333334,1
159,233,121,0.02,1
120,234,121,0.021666666666666667,1
142,235,122,0.022222222222222223,1
165,236,130,0.025,1
106,237,122,0.022222222222222223,1
145,238,121,0.02,1
246,239,135,0.12666666666666668,1
77,240,132,0.5311111111111111,1
97,241,142,0.7177777777777777,1
98,242,149,0.4072222222222222,1
241,243,147,0.4088888888888889,1
241,244,150,0.4033333333333333,1
241,245,144,0.46444444444444444,1
239,246,146,0.5238888888888888,1
98,247,149,0.3883333333333333,1
98,248,149,0.41388888888888886,1
