post,mu,pi
-6573.239904501125,1e-4,0.9
-2221.5212228875457,6.400778344266704e-4,0.7004010935489339
-2213.4982406154963,7.025100484840549e-4,0.8001074270985217
-2089.429315184875,8.63029672754848e-4,0.92009534718839
-2125.3055018750574,8.570332583160615e-4,0.92783438486026
-2115.548179322584,9.176059807537359e-4,0.9075005139238707
-2030.9551728055908,6.588253673189529e-4,0.9847326172489436
-2050.0748082851123,7.964433474686543e-4,0.9845052156956978
-2077.071212152235,5.70869705087187e-4,0.9684358450025721
-2034.6868097630163,6.044852530404559e-4,0.9787954516819946
-2130.658784927028,9.590194052338569e-4,0.9035727152689556
-2042.548088457588,5.759201259769348e-4,0.9783411428294729
-2055.2240896071926,8.060828131211656e-4,0.9914991508115305
-2074.884566389168,7.741909887494436e-4,0.9814202747476478
-2092.426747174171,5.70399295126314e-4,0.9293701843264011
-2107.5191616612133,6.378410824518429e-4,0.9707265050262895
-2132.3454540614825,7.38477970845023e-4,0.8939581483534177
-2038.3799700185314,6.728292605534424e-4,0.995860736097051
-2054.0906150883516,8.464472390880643e-4,0.9766095946786619
-2039.4274977227774,7.368271911513095e-4,0.9950041286906983
-2118.5016167890735,9.272740739640239e-4,0.9328341050954684
-2077.263430037055,5.320472107757551e-4,0.9548532854564646
-2071.11351536811,9.743174804004902e-4,0.9865502610142969
-2068.6832479140244,9.071542692818016e-4,0.9674245560579604
-2187.53928628416,8.138120694957905e-4,0.8554370921947474
-2280.4373440773475,8.627274129452703e-4,0.8476340637370002
-2215.9756549590134,6.80797711262486e-4,0.8565825969074248
-2102.931331841527,7.461105299015875e-4,0.9701117601132547
-2097.160952263996,5.444436187560288e-4,0.9894727392382434
-2164.2135438496066,8.562927398291146e-4,0.9089766682102521
-2161.811380089871,7.700363911456615e-4,0.8912698710508095
-2129.8031114794608,7.350052317500581e-4,0.9220925434375683
-2150.1691354731297,5.667685800456047e-4,0.9039156365948132
-2112.47820694873,5.71411136083324e-4,0.9465544922818112
-2138.3153424396505,7.821574978633003e-4,0.9645917678217776
-2118.8740245298063,7.14366578957874e-4,0.9396240037887681
-2130.974396315003,6.902380187977484e-4,0.9187327998479519
-2107.6637916486893,7.031822438572647e-4,0.9714101939261149
-2102.8218190174857,0.001057635428842851,0.9888221325965594
-2096.08924205158,9.345449377017054e-4,0.9826423843503606
-2109.5785463045813,9.261949150551265e-4,0.9642343437568699
-2101.9335921970687,6.722029806953686e-4,0.9760747112613809
-2133.938780260978,7.719696705985804e-4,0.9161146099189832
-2257.208987007843,7.024010467908768e-4,0.8075181120731529
-2211.8359703324445,6.748734944552923e-4,0.829465207404136
-2215.1391127339534,9.090608228266925e-4,0.8937825700464201
-2199.385820425109,8.742281066381886e-4,0.8679307011646834
-2159.448692032365,7.557402522973379e-4,0.8909112902000923
