post,mu,pi
-1962.7216596322064,1e-4,0.9
-1159.0138151843864,6.017751173547654e-4,0.9329932716604159
-1140.225957590792,6.408835210368672e-4,0.9660489788724814
-1192.6077344667438,6.131426590140385e-4,0.964661712237738
-1131.6915024200975,8.816612293087684e-4,0.9960456888276046
-1120.0786561293253,6.010721348120891e-4,0.9797584897406268
-1146.710135501503,8.513510019101164e-4,0.9402506223760675
-1160.9339862040504,6.093814032222773e-4,0.9361341057509712
-1119.8113086979042,7.062650940387582e-4,0.9874997889953886
-1134.1986315345216,7.289690152946532e-4,0.9946845430520839
-1179.2093128601946,9.189743705442957e-4,0.9604267342484094
-1154.1143961462199,4.726769820855491e-4,0.9737897339878223
-1152.961216771151,9.412198359088043e-4,0.9853442687861582
-1148.0262715709107,4.6205165900363774e-4,0.9957091902012521
-1152.7183726743058,0.0010996771183167259,0.9994818459207313
-1130.7767410062274,5.408640348033181e-4,0.9805880515659057
-1179.0856148477865,0.0010222766643454713,0.9508821671440995
-1163.760756791072,4.137724008970455e-4,0.9777542951402117
-1188.9651628222043,5.811693195266164e-4,0.9289152373584048
-1145.2921747204007,6.693759939921157e-4,0.9868466893087852
-1145.1871709053742,4.5966103815077853e-4,0.998931373049317
-1175.2888012014719,0.00042954676437262753,0.9165204133322835
-1184.105694587382,5.513095488440855e-4,0.9524230542784247
-1137.5763105436108,6.472481702478402e-4,0.9942060537647424
-1129.2089051647126,4.806309962375009e-4,0.9942029905514841
-1155.2953729136132,5.681951299207287e-4,0.9871762579846527
-1168.0172536565467,7.809620706475656e-4,0.9594858562098932
-1147.0589012264752,9.155784243058546e-4,0.9920224641414918
-1152.1258385517392,9.132498546666946e-4,0.9954606600726357
-1151.5357106308004,7.495632640187456e-4,0.964096730007149
-1170.1083649231443,8.702142319798438e-4,0.946736230673988
-1177.407177950811,6.768083814282109e-4,0.9447875030401706
-1241.357407867087,4.6299959550063314e-4,0.8821427735172044
-1194.6222012147553,5.221574969025924e-4,0.9541363869425981
-1164.9044445123543,6.413097433095567e-4,0.9956138091642187
-1175.423305735985,5.642817716344218e-4,0.9676320798730319
-1173.2527161023002,9.142558229781086e-4,0.9938697866557851
-1159.2924001698334,7.471926483088809e-4,0.9934377021768396
-1185.7086967101968,7.618215848002442e-4,0.9934377021768396
-1213.9744214922337,6.160702062535284e-4,0.8968890779465827
-1187.3784997635653,6.515942716638831e-4,0.9961329595522642
-1152.896628617054,5.598823992046994e-4,0.9852329907739508
-1196.7708136672982,5.541555684653855e-4,0.9424999855786369
-1200.7602339791872,7.139771339720276e-4,0.9544628551748802
-1178.6209977982273,6.924957807836825e-4,0.9596427852996127
-1144.31730923326,6.942177186157455e-4,0.9996619538381141
-1149.5053569195434,8.22453409637878e-4,0.9987496494975797
-1154.0200305566848,5.308133800233011e-4,0.9863642603951901
-1183.894066293646,0.001005973898381271,0.9889176003136059
-1154.532557661428,6.751123249421216e-4,0.9793964791971453
-1149.5657766194915,6.097640544214269e-4,0.9970150766656359
-1150.955468085392,7.612209255275863e-4,0.9984568789446722
-1185.5639078060626,8.61417946815385e-4,0.9546246088845051
-1215.3006900212715,6.572275742586149e-4,0.9058390840195238
-1199.515190392924,6.158833900346551e-4,0.9097620078492215
-1165.5230396323716,9.496046468923638e-4,0.981494931920543
-1153.7138191995546,6.58073726951924e-4,0.980062033116476
-1154.4291200773212,5.692734138192407e-4,0.9957193368301267
-1156.3149322169002,5.405091168567712e-4,0.9935260333762537
-1169.4617517764416,7.121896499075432e-4,0.990370297737278
-1165.9964872570688,6.959118215880079e-4,0.9922142602884335
-1150.7057969275877,8.118851726722808e-4,0.9991354039372297
-1199.2308796996354,7.181543896757111e-4,0.9802498690071741
-1171.7485206629303,5.710638357707793e-4,0.9964240262144554
-1177.6947318164584,7.448152423631242e-4,0.9906566949383663
-1197.4971694888015,9.991374592926258e-4,0.9885630510839569
-1176.7860392134432,6.753630934156543e-4,0.9993600330717612
-1180.4654070284384,4.7116521184512234e-4,0.9805568169733749
-1158.56541487589,8.771969405276384e-4,0.9918199449465505
-1154.5819826387747,7.404149555482978e-4,0.9962228762696763
-1191.2143216569311,8.87887479716748e-4,0.9673820980947849
-1162.0346087769371,5.120109084671024e-4,0.9837122099056221
-1159.1204010864246,7.576170680647172e-4,0.9968324796448187
-1160.092809758093,9.160373602607271e-4,0.9968324796448187
-1155.2702210554185,5.499089401015428e-4,0.9969898236418249
-1173.3268035219326,5.310900944545274e-4,0.9820601772904378
-1147.0523862180248,6.635240138264059e-4,0.9963637976536681
-1186.1933418555034,7.254303134081046e-4,0.9760037019110214
-1178.833006117743,5.67300541316585e-4,0.922948511686345
-1163.5677474959996,8.962811600949557e-4,0.978709891246544
-1171.4489962080615,7.046232069056473e-4,0.9913883966952513
-1163.1517751163194,8.435468724765631e-4,0.9937289616984334
-1180.0908036826906,5.380971206088444e-4,0.977870851771816
-1179.1301061060915,4.7798536907138673e-4,0.9469934092494363
-1144.6894175570278,8.472054306733754e-4,0.9898803835270504
-1156.453846627554,7.252931029566582e-4,0.9892819110648662
-1164.6204421155244,6.638519811242736e-4,0.979032211821739
-1185.3953646806585,8.92149465445275e-4,0.9775822714599273
-1165.8903156643141,7.477608585594904e-4,0.9764279682498139
-1186.7464025725624,8.380516605120417e-4,0.9302923601159834
-1156.792351758603,6.301937947880351e-4,0.9788805985160389
-1179.065416738693,8.492711748553177e-4,0.9880201335561192
-1152.1386134679651,9.801630136089484e-4,0.9907456056404274
-1152.0648749855727,7.664156359946605e-4,0.9826178117992429
-1137.644026196638,5.295363875308321e-4,0.9968946673259154
