from,to,time,support,generations
NA,1,17,0.4588888888888889,NA
19,2,49,0.025,1
369,3,79,0.012777777777777779,1
1,4,16,0.5161111111111111,1
NA,5,28,0.08333333333333333,NA
5,6,41,0.07555555555555556,1
5,7,41,0.09833333333333333,1
52,8,55,0.013333333333333334,1
31,9,39,0.34555555555555556,1
5,10,34,0.2088888888888889,1
5,11,41,0.08388888888888889,1
66,12,52,0.017222222222222222,1
54,13,55,0.015,1
5,14,41,0.09166666666666666,1
5,15,39,0.09777777777777778,1
215,16,65,0.008888888888888889,1
54,17,55,0.017222222222222222,1
383,18,100,0.3088888888888889,1
5,19,37,0.17333333333333334,1
37,20,58,0.011111111111111112,1
185,21,57,0.2038888888888889,1
5,22,41,0.0811111111111111,1
5,23,45,0.034444444444444444,1
14,24,50,0.02388888888888889,1
5,25,41,0.075,1
31,26,44,0.21388888888888888,1
5,27,40,0.08277777777777778,1
5,28,40,0.09444444444444444,1
27,29,52,0.01888888888888889,1
94,30,66,0.008888888888888889,1
9,31,36,0.20277777777777778,1
168,32,74,0.11277777777777778,1
22,33,55,0.013888888888888888,1
50,34,54,0.013888888888888888,1
5,35,40,0.08,1
39,36,56,0.012777777777777779,1
5,37,41,0.07944444444444444,1
5,38,41,0.08166666666666667,1
5,39,43,0.058333333333333334,1
19,40,45,0.03666666666666667,1
5,41,41,0.07777777777777778,1
7,42,51,0.01888888888888889,1
5,43,44,0.04111111111111111,1
19,44,48,0.02388888888888889,1
280,45,74.5,0.1938888888888889,1
118,46,57,0.011666666666666667,1
228,47,55,0.47,1
84,48,54.5,0.09166666666666666,1
120,49,54,0.08333333333333333,1
19,50,46,0.04055555555555555,1
5,51,41,0.09166666666666666,1
5,52,41,0.09888888888888889,1
5,53,40.5,0.08611111111111111,1
5,54,41,0.07555555555555556,1
168,55,65,0.10277777777777777,1
5,56,41,0.085,1
25,57,52,0.018333333333333333,1
52,58,51,0.02,1
10,59,45,0.03777777777777778,1
31,60,44,0.22277777777777777,1
31,61,45,0.1938888888888889,1
5,62,43,0.07055555555555555,1
5,63,41,0.08277777777777778,1
85,64,55,0.01611111111111111,1
486,65,114,0.21388888888888888,1
5,66,45,0.034444444444444444,1
220,67,55,0.31555555555555553,1
128,68,54,0.16666666666666666,1
63,69,55,0.013333333333333334,1
243,70,55,0.4672222222222222,1
35,71,52,0.01888888888888889,1
249,72,51,0.1638888888888889,1
31,73,44,0.18388888888888888,1
10,74,45,0.03611111111111111,1
5,75,45,0.03333333333333333,1
5,76,45,0.035,1
215,77,65,0.008888888888888889,1
40,78,55,0.015,1
83,79,55,0.013888888888888888,1
101,80,55,0.015,1
22,81,54,0.01611111111111111,1
41,82,52,0.020555555555555556,1
10,83,45,0.03222222222222222,1
31,84,44,0.19666666666666666,1
15,85,45,0.03277777777777778,1
11,86,52,0.021111111111111112,1
28,87,55,0.017222222222222222,1
14,88,52,0.021111111111111112,1
244,89,67,0.009444444444444445,1
43,90,55,0.012222222222222223,1
85,91,55,0.014444444444444444,1
200,92,55,0.4588888888888889,1
39,93,55,0.015555555555555555,1
101,94,55,0.015,1
85,95,55,0.015,1
62,96,55,0.015,1
102,97,54,0.08833333333333333,1
120,98,52,0.09222222222222222,1
307,99,60,0.4166666666666667,1
176,100,52,0.08722222222222223,1
10,101,45,0.03944444444444444,1
31,102,44,0.20833333333333334,1
39,103,52,0.02,1
54,104,52,0.017777777777777778,1
35,105,52,0.01888888888888889,1
56,106,52,0.017222222222222222,1
23,107,54,0.012777777777777779,1
7,108,55,0.012777777777777779,1
14,109,55,0.01611111111111111,1
100,110,58,0.13944444444444445,1
14,111,55,0.01611111111111111,1
39,112,55,0.015,1
182,113,50,0.5794444444444444,1
40,114,57,0.012222222222222223,1
66,115,56,0.014444444444444444,1
11,116,52,0.017777777777777778,1
62,117,52,0.01888888888888889,1
5,118,45,0.042222222222222223,1
31,119,44,0.22,1
31,120,44,0.1922222222222222,1
287,121,75,0.12333333333333334,1
21,122,71,0.15444444444444444,1
198,123,58,0.17166666666666666,1
83,124,57,0.011666666666666667,1
53,125,47,0.027777777777777776,1
6,126,52,0.018333333333333333,1
23,127,56,0.013888888888888888,1
198,128,54,0.16166666666666665,1
465,129,85,0.06166666666666667,1
37,130,48,0.02722222222222222,1
101,131,55,0.016666666666666666,1
23,132,58,0.010555555555555556,1
29,133,58,0.011666666666666667,1
85,134,59,0.012222222222222223,1
118,135,52,0.019444444444444445,1
57,136,58,0.01,1
25,137,52,0.017222222222222222,1
118,138,57,0.012777777777777779,1
40,139,56,0.013333333333333334,1
387,140,81,0.014444444444444444,1
64,141,64,0.01,1
75,142,55,0.015,1
486,143,115,0.2111111111111111,1
3,144,77,0.029444444444444443,1
72,145,60,0.23555555555555555,1
72,146,60,0.22055555555555556,1
38,147,52,0.01888888888888889,1
34,148,59,0.010555555555555556,1
124,149,68,0.009444444444444445,1
132,150,67,0.0077777777777777776,1
7,151,57,0.014444444444444444,1
59,152,55,0.013888888888888888,1
101,153,58,0.011666666666666667,1
40,154,52,0.017777777777777778,1
83,155,55,0.013333333333333334,1
247,156,72,0.008333333333333333,1
106,157,58,0.012222222222222223,1
210,158,58,0.17666666666666667,1
233,159,64,0.009444444444444445,1
367,160,79,0.01,1
2,161,58,0.010555555555555556,1
63,162,58,0.012777777777777779,1
41,163,52,0.020555555555555556,1
240,164,66,0.008333333333333333,1
32,165,100,0.64,1
291,166,60,0.37333333333333335,1
198,167,54,0.16777777777777778,1
73,168,54,0.0811111111111111,1
106,169,61,0.01,1
2,170,58,0.010555555555555556,1
106,171,58,0.010555555555555556,1
384,172,70,0.01,1
29,173,59,0.010555555555555556,1
130,174,52,0.02,1
72,175,60,0.225,1
100,176,59,0.3527777777777778,1
69,177,58,0.012222222222222223,1
14,178,52,0.02,1
211,179,60,0.16444444444444445,1
162,180,66,0.011666666666666667,1
351,181,65,0.26611111111111113,1
113,182,48,0.40555555555555556,1
431,183,72,0.3433333333333333,1
116,184,64,0.008888888888888889,1
21,185,61,0.38055555555555554,1
336,186,82,0.01888888888888889,1
23,187,59,0.012777777777777779,1
199,188,59,0.01,1
88,189,58,0.010555555555555556,1
100,190,59,0.3277777777777778,1
72,191,58,0.2872222222222222,1
85,192,56,0.012777777777777779,1
192,193,69,0.008888888888888889,1
174,194,57,0.011666666666666667,1
142,195,64,0.009444444444444445,1
6,196,58,0.012777777777777779,1
85,197,57,0.011666666666666667,1
238,198,54,0.1711111111111111,1
50,199,55,0.014444444444444444,1
