from,to,time,support,generations
6,1,19,0.20722222222222222,1
6,2,19,0.22277777777777777,1
6,3,10,0.4677777777777778,1
6,4,19,0.20277777777777778,1
40,5,95.5,0.05333333333333334,1
NA,6,6,0.1738888888888889,NA
6,7,19,0.20722222222222222,1
16,8,16,0.1338888888888889,1
3,9,19,0.21166666666666667,1
66,10,136,0.04888888888888889,1
16,11,16,0.14333333333333334,1
18,12,21,0.13444444444444445,1
6,13,17,0.25,1
17,14,16,0.13333333333333333,1
17,15,16,0.14333333333333334,1
17,16,16,0.1361111111111111,1
18,17,16,0.13722222222222222,1
11,18,16,0.135,1
16,19,16,0.1338888888888889,1
23,20,71,0.15611111111111112,1
23,21,74,0.1411111111111111,1
23,22,71,0.16,1
26,23,63,0.12444444444444444,1
23,24,71,0.17555555555555555,1
23,25,71,0.1622222222222222,1
23,26,67,0.19166666666666668,1
23,27,66,0.19277777777777777,1
65,28,107,0.03,1
65,29,109,0.02666666666666667,1
22,30,76,0.1272222222222222,1
43,31,92,0.06277777777777778,1
40,32,96,0.049444444444444444,1
30,33,81,0.09277777777777778,1
86,34,117,0.021111111111111112,1
5,35,105,0.03222222222222222,1
41,36,85,0.09277777777777778,1
25,37,78,0.12,1
25,38,80,0.10277777777777777,1
108,39,134,0.04722222222222222,1
41,40,87,0.08666666666666667,1
20,41,79,0.09777777777777778,1
63,42,109,0.027777777777777776,1
20,43,81,0.09722222222222222,1
86,44,117,0.022222222222222223,1
50,45,102,0.03777777777777778,1
68,46,117,0.02388888888888889,1
50,47,103,0.03611111111111111,1
58,48,106,0.03111111111111111,1
41,49,94,0.06166666666666667,1
40,50,95,0.06,1
69,51,105,0.5694444444444444,1
65,52,107,0.030555555555555555,1
49,53,106,0.030555555555555555,1
58,54,108,0.028333333333333332,1
58,55,106,0.03277777777777778,1
49,56,106,0.030555555555555555,1
70,57,107,0.03388888888888889,1
59,58,98,0.04722222222222222,1
36,59,92,0.07444444444444444,1
50,60,109,0.028333333333333332,1
36,61,95,0.05444444444444444,1
63,62,101,0.03611111111111111,1
36,63,96,0.04722222222222222,1
68,64,121,0.02722222222222222,1
59,65,102,0.03722222222222222,1
10,66,135,0.05611111111111111,1
5,67,106,0.03166666666666667,1
88,68,112,0.026111111111111113,1
76,69,98,0.11833333333333333,1
61,70,98.5,0.045,1
40,71,97,0.050555555555555555,1
5,72,106,0.034444444444444444,1
79,73,113,0.026111111111111113,1
50,74,106,0.028333333333333332,1
97,75,108,0.31277777777777777,1
69,76,104,0.5833333333333334,1
72,77,111,0.02388888888888889,1
71,78,106,0.03166666666666667,1
59,79,100,0.050555555555555555,1
96,80,114,0.03111111111111111,1
59,81,102,0.042777777777777776,1
87,82,109,0.028333333333333332,1
5,83,108,0.028333333333333332,1
58,84,106,0.03166666666666667,1
102,85,108,0.45444444444444443,1
5,86,107,0.028333333333333332,1
71,87,107,0.030555555555555555,1
70,88,107,0.028888888888888888,1
62,89,108,0.03,1
58,90,106,0.03333333333333333,1
71,91,106,0.03222222222222222,1
58,92,105,0.03388888888888889,1
5,93,106,0.03333333333333333,1
49,94,106,0.03277777777777778,1
58,95,106,0.030555555555555555,1
50,96,106,0.03111111111111111,1
75,97,110,0.6227777777777778,1
70,98,109,0.029444444444444443,1
70,99,105,0.029444444444444443,1
56,100,113,0.021111111111111112,1
58,101,109,0.026111111111111113,1
85,102,108,0.41944444444444445,1
40,103,107,0.03111111111111111,1
128,104,128,0.22444444444444445,1
86,105,116,0.021666666666666667,1
85,106,116,0.4288888888888889,1
28,107,117,0.021666666666666667,1
10,108,136,0.05277777777777778,1
68,109,121,0.022222222222222223,1
90,110,115,0.022222222222222223,1
72,111,117,0.025,1
87,112,122,0.02388888888888889,1
28,113,116,0.022222222222222223,1
10,114,134.5,0.04611111111111111,1
118,115,124,0.025555555555555557,1
64,116,124,0.026111111111111113,1
122,117,128,0.030555555555555555,1
73,118,115,0.02388888888888889,1
133,119,124,0.02388888888888889,1
118,120,120,0.021111111111111112,1
103,121,116,0.023333333333333334,1
57,122,116,0.024444444444444446,1
112,123,126,0.02666666666666667,1
113,124,119,0.021111111111111112,1
108,125,135,0.056666666666666664,1
110,126,125,0.024444444444444446,1
130,127,131,0.03944444444444444,1
136,128,124,0.18166666666666667,1
140,129,142,0.1527777777777778,1
115,130,127,0.026111111111111113,1
128,131,130,0.24444444444444444,1
121,132,120,0.022222222222222223,1
44,133,121,0.023333333333333334,1
128,134,128,0.24166666666666667,1
138,135,139,0.17777777777777778,1
128,136,126,0.26,1
120,137,124,0.026111111111111113,1
135,138,139,0.22611111111111112,1
137,139,124,0.025555555555555557,1
128,140,128,0.23333333333333334,1
