post,mu,pi
-2639.2181284549642,1e-4,0.9
-2040.2150256801815,5.398976883697912e-4,0.9412663677914024
-1994.810388323054,8.123401724905129e-4,0.9972602775821974
-1927.2607068240222,4.4018180983980155e-4,0.9921204738160296
-1948.99251481669,4.833905002044307e-4,0.9846106204384425
-1972.3251588174878,5.242460720260133e-4,0.9963365209444195
-1980.4233871794636,5.54950741199108e-4,0.9935409201943267
-2009.2593508135512,5.353624461199338e-4,0.9712601353752534
-2004.6930971292618,6.854039278558588e-4,0.9934148737927694
-2020.2677164268493,6.547594343785444e-4,0.9944046119580818
-2017.80993066499,5.486766017031698e-4,0.9932584694105423
-2047.9271984206212,7.255271547335454e-4,0.992792019052487
-2045.1416632608868,6.526408865309674e-4,0.9957087576245985
-2011.60064193492,7.33295729442452e-4,0.9812706989545212
-2053.413910753191,5.344696541980098e-4,0.9755733994772344
-2037.1251273680914,6.234358775845766e-4,0.9954521175529933
-2046.2572298338496,5.074803175006439e-4,0.9815134173665631
-2037.3894724153636,6.543943351759081e-4,0.9815814832356738
-2037.9262142086623,8.103435522432711e-4,0.9885411765302696
-2063.076470179245,6.892555484883947e-4,0.9890952310620225
-2026.820228556207,6.060338099179356e-4,0.9833878418806233
-2026.2444391502124,4.6911784171464407e-4,0.9839973724529084
-2019.353464593508,5.989023812012715e-4,0.9939326795136502
-2024.3997589840435,5.804240364685398e-4,0.9914265427243755
-2003.9717277538891,5.364619479629847e-4,0.9953719938050177
-1992.701544186254,5.003429308211199e-4,0.9953719938050177
-2013.4383011382956,6.538002393856784e-4,0.9953719938050177
-2027.7103193285664,7.569334631898414e-4,0.9837888892925157
-2014.6681335760313,5.201058724664672e-4,0.9914875886738266
-2016.412660680008,5.688135458196235e-4,0.9844849256331069
-2019.535727349806,4.5692176129440967e-4,0.9928302156838944
-2036.4194278603075,7.615877094112406e-4,0.9974053571453115
-2034.9284361820778,7.012874627548873e-4,0.99741921835131
-2031.9402729139274,5.637210182986885e-4,0.9953000050210666
-2070.899215836446,6.444495161589882e-4,0.9867687316796001
-2098.640926110491,4.7453926581098835e-4,0.9647037693624038
-2015.1842322894367,6.520655289981142e-4,0.9941890589467787
-2024.844369482534,4.4821454342879193e-4,0.992316307326319
-2003.2725853399725,4.550267033633582e-4,0.9883794740789338
-2023.4038166946966,4.5732165114777644e-4,0.9943081332231066
-2042.0364761333174,6.080996392909341e-4,0.9943081332231066
-2052.282234808631,5.749848438761164e-4,0.9939986720370747
-2027.3018105235028,7.77234021506573e-4,0.9897518263822414
-2037.8188585027744,5.244391813363767e-4,0.9905337709206676
-2047.8586291932006,6.388966346049786e-4,0.9992902638708306
-2019.6813778222286,6.855471171369286e-4,0.9957669869264851
-2010.4809787241277,5.83262926947559e-4,0.997114028337185
-1975.9602684578285,6.236133568400228e-4,0.997114028337185
-2044.4309788485086,4.2589474927670016e-4,0.9981975928474747
-2019.6373062765301,5.352112353055413e-4,0.988941046648884
-2054.9578392283893,6.447476755879638e-4,0.9691951693998676
-2049.995185790976,5.836586209488947e-4,0.9566678203047893
-2002.5742199539136,5.778524985627527e-4,0.9959930949052564
-2050.145976495294,6.927610731098793e-4,0.9789363241084484
-2060.31778110835,7.303609494751828e-4,0.9838027539101393
-2017.7790109073078,4.6776695425498286e-4,0.9945900463891981
-2014.6407495723843,5.316418949114056e-4,0.997667679765171
-2023.9878604882012,5.436693385995741e-4,0.9792289144831167
-2017.1322266535294,5.168165925179913e-4,0.9945104587583591
-2021.2722458324774,3.97782994981932e-4,0.9931635232461921
-2055.8608480415164,8.835664181885772e-4,0.9906694457281373
-2069.0883766281618,8.698289693649895e-4,0.9836812940570004
-2100.9411413930416,7.307871516351141e-4,0.98154903320979
-2030.1906625312188,6.199009803610068e-4,0.989277600206042
-2030.8464629412906,5.369740412473212e-4,0.99736949468849
-2040.9054051519504,5.576549662079385e-4,0.9969741659361908
-2017.3924872180407,5.484833204196858e-4,0.9963602487726835
-2040.0928983908902,6.616888825301478e-4,0.9853551625062815
-2081.8797363655235,7.458045535355355e-4,0.9792506130452411
-2090.8700751704096,9.342852233572505e-4,0.9562026996953159
-2061.297061979611,5.95415993193319e-4,0.9710876910649057
-2072.1392126455603,5.927541757641178e-4,0.9957048541814569
-2021.2767036749738,7.763575947453093e-4,0.9982377899567957
-2023.9729215149735,7.329310386868781e-4,0.9950917053096956
-2039.3205252976074,5.494927111811452e-4,0.9983623629378767
-2037.4181479105566,6.11852592371066e-4,0.9983623629378767
-2043.6894816201143,6.109902043641462e-4,0.9952458281570852
-2030.1112502010633,4.918477986644218e-4,0.9929480793230048
-2043.2237501202062,7.257877841184359e-4,0.997421789901502
-2043.2440602281533,9.194601088611168e-4,0.9969678576460588
-2046.9874576123502,6.548502739288066e-4,0.9958043938265235
-2042.2380217454686,6.715695170260476e-4,0.9613174722240511
-2035.4063417614254,5.667555026764877e-4,0.9894059524363134
-2048.33227295807,5.988381770733573e-4,0.9913564932331465
-2041.983133204347,6.357374318693653e-4,0.9746836301872608
-2053.3537138246033,5.674365363254701e-4,0.9865113234718046
-2046.285843423352,6.775728714944226e-4,0.9787592584565508
-2024.3968804028038,4.849717229369304e-4,0.9923991572361417
-2001.7691151999675,6.269765732327468e-4,0.9943248963589231
-2030.9878450287874,7.364899115180772e-4,0.9962506204049218
-2015.9715773319772,5.682492182350968e-4,0.9933387389266283
-2062.988774362336,5.771519117002485e-4,0.9976304480906187
-2051.244207169978,6.311818622549204e-4,0.9700337756176948
-1983.1751236786788,6.948676686450965e-4,0.9922884347278398
-2011.5635857779816,5.889547931494281e-4,0.988060915453432
-2000.383693478039,4.314285055032071e-4,0.9894834415704289
-2034.7043670003045,4.453389998319434e-4,0.9859255377197558
-2038.178405649039,4.955460804510563e-4,0.9980557259167688
-2040.6274238786273,6.767287033571116e-4,0.9956443547227457
-2034.7702477088783,7.943969438120918e-4,0.9956443547227457
-2032.7501789639246,6.178585398839773e-4,0.9989630102049084
-2022.9093067676702,6.906535797397171e-4,0.9952193621857582
-2016.1303152942564,4.933915209002437e-4,0.9978822669734368
-2034.3827043529343,6.132564104407461e-4,0.9942179333857254
-2028.855496888711,5.830489778291709e-4,0.9945053883230964
-2043.465422863817,5.685782927265682e-4,0.9934249783420164
-2026.2381431122717,6.148130282246406e-4,0.9861964029102402
-2049.1643580792347,6.696225641335876e-4,0.996315376240673
-2028.9918469933475,5.903530797212275e-4,0.996315376240673
-2017.3127222782032,9.018101486013157e-4,0.9967397025211808
-2031.5651585600667,5.231370129246e-4,0.9844810358307434
-2003.7435982361426,6.362619176028738e-4,0.9832625986362431
-2039.7438081498037,7.067554974996945e-4,0.9899343362933504
-2039.389343494166,6.339444902296776e-4,0.99944823329409
-2013.629267210823,5.64092746339549e-4,0.9879380191132894
-1995.1059705218563,6.019710390569241e-4,0.9986365853370539
-2009.9329746582273,6.202880001585197e-4,0.9986365853370539
-2027.8201663348234,4.7538356029919827e-4,0.9999780250498069
-2020.5705138185083,4.770860527445916e-4,0.9999780250498069
-2034.9545654137426,5.626334755408574e-4,0.9999780250498069
-1977.4047474723004,4.294264548173754e-4,0.9977945465404192
-2054.0931038560852,5.732288363443496e-4,0.9932355377080935
-2014.0779148092413,7.232305096755002e-4,0.995707653182114
-1979.4214143002755,7.378160514134679e-4,0.9978203496590129
-1975.5499027671808,6.548507569694793e-4,0.9986002375515985
-2006.84766964369,8.077260464063229e-4,0.9897959539346082
-2026.776951908019,6.132954792963385e-4,0.9859587466941069
-2036.4259744192877,4.833388820128142e-4,0.9867895210969897
-2022.751753850102,6.312797828742093e-4,0.9866213747545602
-2061.9121195739526,4.8276310100817056e-4,0.9697392499555152
-2005.5680308379613,4.766259803777423e-4,0.9945667989053341
-2034.7864428490611,5.726800378841191e-4,0.9987291949205603
-2016.0939880179133,5.608295911733908e-4,0.986189598347594
-2024.3716022882277,5.660845025919832e-4,0.998296804948393
-2064.8184704276264,6.288346140559503e-4,0.9553102964013445
-2056.1285450431233,4.7525953657202803e-4,0.9852078813207437
-2030.287232373958,5.745911207923527e-4,0.995110590639461
-2024.5832683644717,5.353586653470709e-4,0.9923657707892084
-2041.4287692563028,6.584701382952526e-4,0.9992081214103419
-2003.5093397907324,4.638413555177665e-4,0.9992081214103419
-2059.3203949656463,6.45061598815041e-4,0.9949043429684874
-2012.3944971039027,6.590292474157038e-4,0.9919048581149591
-2029.9913243109881,5.910469564284503e-4,0.9919048581149591
-1987.4883996843655,5.63593247178993e-4,0.9965402878377728
-2047.6004739126527,4.634984363432458e-4,0.9892366350741515
-2053.0515212174046,5.502029109616657e-4,0.990204236539094
-2050.028520353884,6.087186702076024e-4,0.9887143658612921
-2042.6753700169838,6.103519308003126e-4,0.9854419985988778
-2018.8880649657658,4.603224593604622e-4,0.9963945138320504
