infected,id,ances,weight,date,ances.date,sp,sp_infector,infector
64420015_0,1,NA,NA,2008-01-31T23:00:00Z,NA,cattle,NA,NA
45_d500_99_839_0,2,1,0.005873842956569569,2013-07-31T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_152_0,3,NA,NA,2008-01-31T23:00:00Z,NA,badger,NA,NA
45_d500_152_1,4,1,0,2009-12-31T23:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_99_839_1,5,1,0,2008-06-30T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_105_726_0,6,1,0.005873842956569569,2009-08-31T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_105_726_1,7,1,0.005882694476730172,2015-07-31T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
64359108_0,8,1,0,2011-06-30T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64420009_0,9,1,0,2011-03-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_100_0,10,1,0,2011-01-31T23:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_99_869_0,11,1,0.005882694476730172,2015-06-30T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_99_839_2,12,1,0,2013-06-30T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_87_0,13,1,0,2019-05-31T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_154_0,14,1,0,2013-06-30T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
64349001_0,15,1,0,2011-05-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_105_726_2,16,1,0,2016-06-30T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_57_605_0,17,114,0,2020-01-31T23:00:00Z,2014-01-31T23:00:00Z,badger,boar,64359_10
45_d500_99_869_1,18,1,0,2015-04-30T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_162_0,19,1,0,2015-05-31T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_57_687_0,20,1,0,2020-01-31T23:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_123_762_0,21,1,0.005882694476730172,2017-05-31T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_86_0,22,1,0,2012-09-30T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
64359108_1,23,1,0,2011-06-30T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_37_600_0,24,1,0,2012-04-30T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
64420009_1,25,1,0,2011-03-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64420009_2,26,1,0,2011-03-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_153_0,27,1,0.005873842956569569,2013-01-31T23:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
64359108_2,28,1,0,2011-05-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_57_687_1,29,1,0,2011-02-28T23:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
64359_0,30,1,0,2011-04-30T22:00:00Z,2008-01-31T23:00:00Z,boar,cattle,64420015_0
45_d500_37_600_1,31,1,0,2018-05-31T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_37_600_2,32,1,0,2010-08-31T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
64359_1,33,1,0,2012-01-31T23:00:00Z,2008-01-31T23:00:00Z,boar,cattle,64420015_0
64359_2,34,1,0,2014-12-31T23:00:00Z,2008-01-31T23:00:00Z,boar,cattle,64420015_0
45_d500_57_715_0,35,1,0,2011-02-28T23:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_57_605_1,36,1,0.005873842956569569,2017-11-30T23:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_37_586_0,37,1,0.005882694476730172,2020-01-31T23:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_87_1,38,1,0,2014-05-31T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
64349_0,39,1,0.005882694476730172,2013-09-30T22:00:00Z,2008-01-31T23:00:00Z,boar,cattle,64420015_0
45_d500_87_2,40,1,0,2010-10-31T23:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_57_715_1,41,1,0.005882694476730172,2016-08-31T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
45_d500_99_869_2,42,1,0,2011-03-31T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
64420009_3,43,1,0.005882694476730172,2011-03-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64349_1,44,1,0,2012-01-31T23:00:00Z,2008-01-31T23:00:00Z,boar,cattle,64420015_0
45_d500_57_715_2,45,1,0,2013-04-30T22:00:00Z,2008-01-31T23:00:00Z,badger,cattle,64420015_0
64359108_3,46,1,0,2011-06-30T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64420009_5,47,1,0,2011-02-28T23:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64420009_4,48,1,0,2011-03-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_57_715_3,49,183,0,2018-08-31T22:00:00Z,2018-04-30T22:00:00Z,badger,badger,45_d500_57_715_8
64349001_1,50,1,0,2011-05-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64349001_2,51,1,0,2011-04-30T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64349001_3,52,1,0,2011-05-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64359108_4,53,1,0,2011-06-30T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64420009_6,54,1,0,2011-03-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64349001_4,55,1,0,2011-05-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64359108_5,56,1,0,2011-06-30T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64349001_5,57,1,0,2011-05-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64359108_6,58,1,0,2011-06-30T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64420009_8,59,1,0,2011-03-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64420009_7,60,1,0,2011-03-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64420009_9,61,1,0,2011-03-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
64420009_10,62,1,0,2011-03-31T22:00:00Z,2008-01-31T23:00:00Z,cattle,cattle,64420015_0
