infected,id,ances,weight,date,ances.date,sp,sp_infector,infector
64420015_0,1,4,0,2008-07-31T22:00:00Z,2007-11-30T23:00:00Z,cattle,badger,45_d500_160_0
64420015_1,2,4,0,2008-06-30T22:00:00Z,2007-11-30T23:00:00Z,cattle,badger,45_d500_160_0
45_d500_156_0,3,4,0,2015-07-31T22:00:00Z,2007-11-30T23:00:00Z,badger,badger,45_d500_160_0
45_d500_160_0,4,NA,NA,2007-11-30T23:00:00Z,NA,badger,NA,NA
45_d500_156_1,5,4,0,2012-12-31T23:00:00Z,2007-11-30T23:00:00Z,badger,badger,45_d500_160_0
64420015_2,6,4,0,2008-07-31T22:00:00Z,2007-11-30T23:00:00Z,cattle,badger,45_d500_160_0
64420015_3,7,4,0,2008-07-31T22:00:00Z,2007-11-30T23:00:00Z,cattle,badger,45_d500_160_0
45_d500_160_1,8,9,0,2018-12-31T23:00:00Z,2010-06-30T22:00:00Z,badger,badger,45_d500_160_2
45_d500_160_2,9,4,0.005882753419537185,2010-06-30T22:00:00Z,2007-11-30T23:00:00Z,badger,badger,45_d500_160_0
45_d500_160_3,10,9,0,2012-09-30T22:00:00Z,2010-06-30T22:00:00Z,badger,badger,45_d500_160_2
45_d500_160_4,11,9,0,2013-04-30T22:00:00Z,2010-06-30T22:00:00Z,badger,badger,45_d500_160_2
45_d500_156_2,12,4,0,2012-04-30T22:00:00Z,2007-11-30T23:00:00Z,badger,badger,45_d500_160_0
45_d500_156_3,13,4,0.005882753419537185,2016-06-30T22:00:00Z,2007-11-30T23:00:00Z,badger,badger,45_d500_160_0
64420009_0,14,34,0,2014-04-30T22:00:00Z,2013-09-30T22:00:00Z,cattle,badger,45_d500_155_880_0
45_d500_156_4,15,4,0,2012-09-30T22:00:00Z,2007-11-30T23:00:00Z,badger,badger,45_d500_160_0
45_d500_163_0,16,34,0,2018-07-31T22:00:00Z,2013-09-30T22:00:00Z,badger,badger,45_d500_155_880_0
45_d500_61_0,17,34,0,2016-08-31T22:00:00Z,2013-09-30T22:00:00Z,badger,badger,45_d500_155_880_0
45_d500_156_5,18,4,0,2015-06-30T22:00:00Z,2007-11-30T23:00:00Z,badger,badger,45_d500_160_0
45_d500_156_6,19,147,0.005873857428194728,2020-01-31T23:00:00Z,2018-01-31T23:00:00Z,badger,cattle,64420047_0
45_d500_99_869_0,20,34,0,2014-06-30T22:00:00Z,2013-09-30T22:00:00Z,badger,badger,45_d500_155_880_0
45_d500_163_1,21,34,0,2013-10-31T23:00:00Z,2013-09-30T22:00:00Z,badger,badger,45_d500_155_880_0
45_d500_99_869_1,22,34,0,2015-04-30T22:00:00Z,2013-09-30T22:00:00Z,badger,badger,45_d500_155_880_0
45_d500_61_1,23,34,0,2013-10-31T23:00:00Z,2013-09-30T22:00:00Z,badger,badger,45_d500_155_880_0
64420009_1,24,34,0,2014-04-30T22:00:00Z,2013-09-30T22:00:00Z,cattle,badger,45_d500_155_880_0
45_d500_163_2,25,34,0,2017-01-31T23:00:00Z,2013-09-30T22:00:00Z,badger,badger,45_d500_155_880_0
45_d500_61_2,26,34,0.005882753419537185,2015-02-28T23:00:00Z,2013-09-30T22:00:00Z,badger,badger,45_d500_155_880_0
45_d500_99_866_0,27,34,0,2017-04-30T22:00:00Z,2013-09-30T22:00:00Z,badger,badger,45_d500_155_880_0
45_d500_163_3,28,34,0,2013-11-30T23:00:00Z,2013-09-30T22:00:00Z,badger,badger,45_d500_155_880_0
64381002_0,29,55,0,2017-02-28T23:00:00Z,2015-02-28T23:00:00Z,cattle,badger,45_d500_173_1
64420009_2,30,34,0,2014-04-30T22:00:00Z,2013-09-30T22:00:00Z,cattle,badger,45_d500_155_880_0
45_d500_163_4,31,34,0,2014-10-31T23:00:00Z,2013-09-30T22:00:00Z,badger,badger,45_d500_155_880_0
45_d500_61_3,32,34,0.005882753419537185,2020-01-31T23:00:00Z,2013-09-30T22:00:00Z,badger,badger,45_d500_155_880_0
64420009_3,33,34,0,2014-04-30T22:00:00Z,2013-09-30T22:00:00Z,cattle,badger,45_d500_155_880_0
45_d500_155_880_0,34,9,0.005882753419537185,2013-09-30T22:00:00Z,2010-06-30T22:00:00Z,badger,badger,45_d500_160_2
45_d500_61_4,35,34,0,2016-07-31T22:00:00Z,2013-09-30T22:00:00Z,badger,badger,45_d500_155_880_0
64420009_4,36,34,0,2014-04-30T22:00:00Z,2013-09-30T22:00:00Z,cattle,badger,45_d500_155_880_0
