infected,id,ances,weight,date,ances.date,sp,sp_infector,infector
64420015_0,1,NA,NA,2008-03-31T22:00:00Z,NA,cattle,NA,NA
45_d500_157_858_0,2,19,0,2014-06-30T22:00:00Z,2009-11-30T23:00:00Z,badger,badger,45_d500_157_858_1
45_d500_160_0,3,1,0,2009-10-31T23:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_160_1,4,1,0,2009-11-30T23:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_99_839_0,5,1,0,2016-04-30T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_152_0,6,10,0,2015-04-30T22:00:00Z,2011-08-31T22:00:00Z,badger,badger,45_d500_152_2
45_d500_152_1,7,1,0.005873869112761486,2010-03-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_99_839_1,8,NA,NA,2008-03-31T22:00:00Z,NA,badger,NA,NA
64420015_1,9,NA,NA,2008-03-31T22:00:00Z,NA,cattle,NA,NA
45_d500_152_2,10,1,0.0058828011757368435,2011-08-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_156_0,11,1,0.0058828011757368435,2014-12-31T23:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_160_2,12,1,0,2011-08-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_99_839_2,13,1,0,2012-06-30T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_160_4,14,1,0,2013-10-31T23:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_160_3,15,1,0,2009-05-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_160_5,16,1,0,2015-05-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_160_6,17,1,0,2010-03-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
64420009_0,18,1,0,2011-03-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
45_d500_157_858_1,19,1,0.005873869112761486,2009-11-30T23:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
64420009_1,20,1,0,2011-03-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
45_d500_160_7,21,66,0,2012-11-30T23:00:00Z,2012-04-30T22:00:00Z,badger,badger,45_d500_160_12
45_d500_57_687_0,22,1,0.0058828011757368435,2015-05-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_61_0,23,1,0,2020-01-31T23:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_99_866_0,24,1,0,2012-12-31T23:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_57_687_1,25,1,0.0058828011757368435,2014-04-30T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_155_880_0,26,1,0,2016-08-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_155_880_1,27,1,0.0058828011757368435,2018-08-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
64449006_0,28,1,0,2011-07-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
45_d500_99_866_1,29,1,0.0058828011757368435,2015-08-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_99_866_2,30,1,0,2010-10-31T23:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_99_839_3,31,1,0.0058828011757368435,2013-08-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
64359187_0,32,1,0,2011-10-31T23:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
64420009_2,33,1,0,2011-05-31T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
45_d500_155_880_2,34,176,0,2017-08-31T22:00:00Z,2016-04-30T22:00:00Z,badger,badger,45_d500_62_1
64449006_1,35,1,0,2011-06-30T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
45_d500_160_9,36,1,0,2011-03-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_160_8,37,1,0,2011-04-30T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
64359187_1,38,55,0,2011-10-31T23:00:00Z,2011-08-31T22:00:00Z,cattle,cattle,64359187_4
64359187_2,39,1,0,2011-09-30T22:00:00Z,2008-03-31T22:00:00Z,cattle,cattle,64420015_0
45_d500_55_0,40,1,0.0058828011757368435,2014-04-30T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_155_880_3,41,1,0,2012-08-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
64359_0,42,1,0.005873869112761486,2014-01-31T23:00:00Z,2008-03-31T22:00:00Z,boar,cattle,64420015_0
45_d500_99_839_4,43,1,0,2014-04-30T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
64359_1,44,1,0,2013-06-30T22:00:00Z,2008-03-31T22:00:00Z,boar,cattle,64420015_0
45_d500_35_0,45,1,0.0058828011757368435,2017-05-31T22:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
45_d500_167_0,46,1,0,2018-01-31T23:00:00Z,2008-03-31T22:00:00Z,badger,cattle,64420015_0
