infected,id,ances,weight,date,ances.date,sp,sp_infector,infector
64420015_0,1,NA,NA,2007-10-31T23:00:00Z,NA,cattle,NA,NA
45_d500_160_0,2,1,0,2008-11-30T23:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_99_839_0,3,1,0,2008-03-31T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
64420009_0,4,32,0,2011-03-31T22:00:00Z,2009-11-30T23:00:00Z,cattle,boar,64359_1
45_d500_156_0,5,1,0,2014-10-31T23:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
64201008_0,6,1,0,2007-11-30T23:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
64420015_1,7,1,0.00588267155916607,2007-11-30T23:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
64420047_0,8,1,0,2009-02-28T23:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_152_0,9,1,0,2013-06-30T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_157_858_1,10,7,0.005873837934418738,2011-07-31T22:00:00Z,2007-11-30T23:00:00Z,badger,cattle,64420015_1
64420015_2,11,1,0.00588267155916607,2007-11-30T23:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_100_0,12,1,0,2009-03-31T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
64420047_1,13,1,0,2008-05-31T22:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_105_726_0,14,1,0,2008-09-30T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_155_880_0,15,1,0,2011-06-30T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_160_1,16,1,0,2009-02-28T23:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_156_1,17,118,0,2016-06-30T22:00:00Z,2011-12-31T23:00:00Z,badger,badger,45_d500_157_852_0
45_d500_155_880_1,18,1,0,2008-08-31T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_99_766_0,19,1,0,2011-01-31T23:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_57_605_0,20,1,0.00588267155916607,2010-05-31T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_99_716_0,21,1,0,2012-09-30T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_99_869_0,22,1,0.00588267155916607,2020-01-31T23:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
64359_0,23,1,0,2009-10-31T23:00:00Z,2007-10-31T23:00:00Z,boar,cattle,64420015_0
45_d500_57_605_1,24,1,0.00588267155916607,2014-08-31T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_99_766_1,25,1,0,2011-03-31T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_99_869_1,26,1,0,2013-06-30T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_156_2,27,1,0,2009-10-31T23:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
64420009_1,28,1,0,2011-05-31T22:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
64420047_2,29,1,0,2009-04-30T22:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_100_1,30,1,0,2014-08-31T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_99_869_2,31,32,0,2014-04-30T22:00:00Z,2009-11-30T23:00:00Z,badger,boar,64359_1
64359_1,32,1,0.00588267155916607,2009-11-30T23:00:00Z,2007-10-31T23:00:00Z,boar,cattle,64420015_0
45_d500_57_687_0,33,32,0.00588267155916607,2013-02-28T23:00:00Z,2009-11-30T23:00:00Z,badger,boar,64359_1
64359142_0,34,1,0,2010-09-30T22:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_99_716_1,35,212,0,2015-07-31T22:00:00Z,2013-06-30T22:00:00Z,badger,boar,64359_25
45_d500_100_2,36,32,0.00588267155916607,2014-04-30T22:00:00Z,2009-11-30T23:00:00Z,badger,boar,64359_1
45_d500_105_726_1,37,32,0,2015-11-30T23:00:00Z,2009-11-30T23:00:00Z,badger,boar,64359_1
64359142_1,38,64,0,2010-10-31T23:00:00Z,2010-09-30T22:00:00Z,cattle,cattle,64359142_6
45_d500_162_0,39,32,0,2013-06-30T22:00:00Z,2009-11-30T23:00:00Z,badger,boar,64359_1
45_d500_57_715_0,40,177,0,2014-08-31T22:00:00Z,2013-02-28T23:00:00Z,badger,cattle,64420009_13
64359_2,41,32,0,2010-09-30T22:00:00Z,2009-11-30T23:00:00Z,boar,boar,64359_1
64359142_2,42,1,0,2010-10-31T23:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
64359142_3,43,1,0,2010-10-31T23:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
64359142_4,44,1,0,2010-10-31T23:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
64359_3,45,1,0,2010-07-31T22:00:00Z,2007-10-31T23:00:00Z,boar,cattle,64420015_0
64420009_2,46,32,0,2011-03-31T22:00:00Z,2009-11-30T23:00:00Z,cattle,boar,64359_1
45_d500_99_766_2,47,1,0,2015-08-31T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_33_0,48,1,0.00588267155916607,2016-06-30T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_155_880_2,49,32,0,2010-07-31T22:00:00Z,2009-11-30T23:00:00Z,badger,boar,64359_1
64420009_3,50,32,0.00588267155916607,2010-12-31T23:00:00Z,2009-11-30T23:00:00Z,cattle,boar,64359_1
64359149_0,51,32,0,2011-02-28T23:00:00Z,2009-11-30T23:00:00Z,cattle,boar,64359_1
45_d500_155_880_3,52,1,0,2013-12-31T23:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
64326020_0,53,118,0,2012-03-31T22:00:00Z,2011-12-31T23:00:00Z,cattle,badger,45_d500_157_852_0
45_d500_60_0,54,7,0,2013-01-31T23:00:00Z,2007-11-30T23:00:00Z,badger,cattle,64420015_1
64359_4,55,1,0,2012-09-30T22:00:00Z,2007-10-31T23:00:00Z,boar,cattle,64420015_0
64359142_5,56,1,0,2010-10-31T23:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_38_557_0,57,1,0,2014-06-30T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
64359_6,58,1,0,2011-01-31T23:00:00Z,2007-10-31T23:00:00Z,boar,cattle,64420015_0
64359_5,59,1,0,2011-08-31T22:00:00Z,2007-10-31T23:00:00Z,boar,cattle,64420015_0
45_d500_37_586_0,60,32,0,2011-03-31T22:00:00Z,2009-11-30T23:00:00Z,badger,boar,64359_1
64359189_0,61,1,0,2012-03-31T22:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
64359110_0,62,153,0,2012-06-30T22:00:00Z,2012-03-31T22:00:00Z,cattle,boar,64359_21
64349068_0,63,1,0,2013-03-31T22:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
64359142_6,64,1,0.005873837934418738,2010-09-30T22:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
64359142_8,65,64,0,2010-10-31T23:00:00Z,2010-09-30T22:00:00Z,cattle,cattle,64359142_6
64359142_7,66,1,0,2010-10-31T23:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_155_880_4,67,1,0,2013-08-31T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
64359138_0,68,1,0,2013-02-28T23:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_63_0,69,1,0,2014-06-30T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
64359142_9,70,64,0,2010-10-31T23:00:00Z,2010-09-30T22:00:00Z,cattle,cattle,64359142_6
64359149_1,71,32,0,2011-03-31T22:00:00Z,2009-11-30T23:00:00Z,cattle,boar,64359_1
45_d500_99_716_2,72,1,0,2011-11-30T23:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
64359142_10,73,1,0,2010-10-31T23:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_35_0,74,1,0,2011-07-31T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_37_600_0,75,1,0.00588267155916607,2015-04-30T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
49_d500_31_0,76,456,0,2020-01-31T23:00:00Z,2019-03-31T22:00:00Z,badger,boar,64414_0
64420009_5,77,1,0,2011-03-31T22:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
64420009_4,78,50,0,2011-03-31T22:00:00Z,2010-12-31T23:00:00Z,cattle,cattle,64420009_3
64420009_6,79,50,0,2011-03-31T22:00:00Z,2010-12-31T23:00:00Z,cattle,cattle,64420009_3
64359_7,80,64,0,2011-06-30T22:00:00Z,2010-09-30T22:00:00Z,boar,cattle,64359142_6
64420009_10,81,32,0,2011-03-31T22:00:00Z,2009-11-30T23:00:00Z,cattle,boar,64359_1
64420009_7,82,32,0,2011-03-31T22:00:00Z,2009-11-30T23:00:00Z,cattle,boar,64359_1
64420009_9,83,32,0,2011-03-31T22:00:00Z,2009-11-30T23:00:00Z,cattle,boar,64359_1
64420009_8,84,50,0,2011-03-31T22:00:00Z,2010-12-31T23:00:00Z,cattle,cattle,64420009_3
64359_8,85,1,0,2011-02-28T23:00:00Z,2007-10-31T23:00:00Z,boar,cattle,64420015_0
64359189_1,86,1,0,2011-03-31T22:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
64420009_11,87,32,0,2011-03-31T22:00:00Z,2009-11-30T23:00:00Z,cattle,boar,64359_1
64359_10,88,1,0,2012-06-30T22:00:00Z,2007-10-31T23:00:00Z,boar,cattle,64420015_0
64359110_1,89,153,0,2012-05-31T22:00:00Z,2012-03-31T22:00:00Z,cattle,boar,64359_21
64359_9,90,32,0,2012-04-30T22:00:00Z,2009-11-30T23:00:00Z,boar,boar,64359_1
64359189_2,91,1,0,2012-03-31T22:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
64420009_12,92,1,0,2011-03-31T22:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
64359189_3,93,1,0,2012-02-29T23:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
64359189_4,94,1,0,2012-03-31T22:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
64359_11,95,32,0,2012-07-31T22:00:00Z,2009-11-30T23:00:00Z,boar,boar,64359_1
45_d500_96_688_0,96,32,0,2011-09-30T22:00:00Z,2009-11-30T23:00:00Z,badger,boar,64359_1
45_d500_37_600_1,97,1,0.00588267155916607,2014-04-30T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_156_3,98,118,0,2012-01-31T23:00:00Z,2011-12-31T23:00:00Z,badger,badger,45_d500_157_852_0
45_d500_96_688_1,99,32,0,2013-03-31T22:00:00Z,2009-11-30T23:00:00Z,badger,boar,64359_1
64070011_0,100,32,0,2013-05-31T22:00:00Z,2009-11-30T23:00:00Z,cattle,boar,64359_1
64359187_0,101,32,0,2012-01-31T23:00:00Z,2009-11-30T23:00:00Z,cattle,boar,64359_1
45_d500_99_869_3,102,32,0,2011-11-30T23:00:00Z,2009-11-30T23:00:00Z,badger,boar,64359_1
64359142_11,103,1,0,2013-01-31T23:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_56_0,104,1,0.005873837934418738,2011-12-31T23:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_99_699_0,105,1,0,2016-11-30T23:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_56_1,106,1,0,2013-06-30T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
64359_12,107,1,0,2011-08-31T22:00:00Z,2007-10-31T23:00:00Z,boar,cattle,64420015_0
5_d500_4_0,108,32,0,2018-04-30T22:00:00Z,2009-11-30T23:00:00Z,badger,boar,64359_1
45_d500_156_4,109,118,0,2016-07-31T22:00:00Z,2011-12-31T23:00:00Z,badger,badger,45_d500_157_852_0
64359110_2,110,153,0,2012-06-30T22:00:00Z,2012-03-31T22:00:00Z,cattle,boar,64359_21
45_d500_37_586_1,111,275,0,2014-04-30T22:00:00Z,2014-01-31T23:00:00Z,badger,cattle,64359108_2
45_d500_94_0,112,153,0.00588267155916607,2013-07-31T22:00:00Z,2012-03-31T22:00:00Z,badger,boar,64359_21
45_d500_99_699_1,113,1,0,2013-05-31T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
64359_13,114,1,0,2015-01-31T23:00:00Z,2007-10-31T23:00:00Z,boar,cattle,64420015_0
64359189_5,115,1,0,2012-02-29T23:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
49_d500_29_0,116,1,0,2015-05-31T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_57_715_1,117,32,0,2013-07-31T22:00:00Z,2009-11-30T23:00:00Z,badger,boar,64359_1
45_d500_157_852_0,118,1,0.005873837934418738,2011-12-31T23:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
64359138_1,119,1,0.00588267155916607,2013-02-28T23:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_37_600_2,120,377,0,2017-05-31T22:00:00Z,2016-05-31T22:00:00Z,badger,badger,45_d500_37_600_3
45_d500_56_2,121,1,0,2012-07-31T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
64359189_6,122,1,0,2012-03-31T22:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_182_1,123,447,0,2020-01-31T23:00:00Z,2018-08-31T22:00:00Z,badger,badger,45_d500_179_1
64359138_2,124,1,0,2013-04-30T22:00:00Z,2007-10-31T23:00:00Z,cattle,cattle,64420015_0
45_d500_50_612_0,125,1,0,2014-08-31T22:00:00Z,2007-10-31T23:00:00Z,badger,cattle,64420015_0
45_d500_63_1,126,118,0.005873837934418738,2014-05-31T22:00:00Z,2011-12-31T23:00:00Z,badger,badger,45_d500_157_852_0
64359187_1,127,32,0,2012-01-31T23:00:00Z,2009-11-30T23:00:00Z,cattle,boar,64359_1
64359187_2,128,32,0,2012-03-31T22:00:00Z,2009-11-30T23:00:00Z,cattle,boar,64359_1
