param,median,2.5%,97.5%,ess,sim,scenario
pi,0.36418762290851114,0.2829851117450812,0.46590807749890234,181.79095785551328,B1_1,1
neg,3.4362929909879156,1.632930589203518,7.047244722551461,674.8844889597926,B1_1,1
off.r,1.774099071859382,1.5768929709447548,2.002401461242698,162.43792065477842,B1_1,1
pi,0.6009860550519005,0.4679555539274608,0.7496770943282034,355.39797258705937,B1_1,2
neg,3.869867996840533,1.846232148298789,7.901471893947367,1159.8830616663467,B1_1,2
off.r,1.996766967466101,1.7322779580717906,2.299040299025364,208.2368586907636,B1_1,2
pi,0.331900373799737,0.2558578419033511,0.427598278154629,241.74238005766622,B1_1,3
neg,3.1877929288351723,1.4479834638226592,7.152177183019724,636.7628442700219,B1_1,3
off.r,1.657264758250676,1.4676137139322236,1.8600019064033404,337.05569633375615,B1_1,3
pi,0.7192225953797052,0.5490732617676453,0.9126892663305429,173.31454928801972,B1_1,4
neg,3.758628560757991,1.7083291449274682,7.391944817329552,633.7143133421595,B1_1,4
off.r,1.7258557372260839,1.4642586067784578,2.010717863449827,274.4378958455799,B1_1,4
pi,0.6054186120862047,0.4660331106511815,0.7705239786067881,204.77066121126072,B1_1,5
neg,3.940464180723559,1.8456030017154106,8.148020040538889,535.8555669187729,B1_1,5
off.r,1.871184568386525,1.6180356746772304,2.1682650326984003,247.05280715310593,B1_1,5
pi,0.7205503312638074,0.5513220027322092,0.928040477680052,133.56326308845277,B1_1,6
neg,3.833093095167335,1.732449652572889,7.846122961902786,480.9465914675484,B1_1,6
off.r,1.7641209817957133,1.4988221420207992,2.056759793427773,188.9587956912505,B1_1,6
pi,0.6518964749528013,0.5171945490408494,0.8159829246112792,417.1962173812943,B1_2,1
neg,3.9835326409123653,1.9095993997219765,7.627038345501553,547.0475524725241,B1_2,1
off.r,0.9980828830739483,0.8196901113260537,1.1983937576878816,1583.2332173250652,B1_2,1
pi,0.7001231962582312,0.5489615096478002,0.8597707932582029,419.62506259662575,B1_2,2
neg,3.42376311315855,1.481465581633877,7.670848152546007,379.933544415038,B1_2,2
off.r,0.9955846670782194,0.8103994530392811,1.208560539293103,1312.5596921837514,B1_2,2
pi,0.780573716596712,0.6015523130074268,0.9541535102762406,452.0389224975543,B1_2,3
neg,2.833964733119849,1.1300473819177412,6.53644155367909,262.8411798352594,B1_2,3
off.r,0.9658951929304749,0.7573863964062184,1.199310743715614,2698.6224399353305,B1_2,3
pi,0.686808922258173,0.530079679563588,0.8665300432592468,403.20351937505046,B1_2,4
neg,3.296608514214661,1.1845421642686986,7.504283314400148,218.80882992947906,B1_2,4
off.r,0.964661099947989,0.7806386358570307,1.1783734566997737,2170.910940471446,B1_2,4
pi,0.875793686532424,0.6890514703467515,0.993092774855898,457.04404401361484,B1_2,5
neg,2.4199988712247276,1.0087977150145733,5.719737587908078,505.91845469220624,B1_2,5
off.r,0.973348569474183,0.7623325719032437,1.2197309886105359,2574.1367753592504,B1_2,5
pi,0.7320702979108342,0.5698824011254895,0.9110267607029624,485.3892524198097,B1_2,6
neg,3.5277254158321583,1.5677032048737445,7.644456469050404,443.8296478356526,B1_2,6
off.r,0.9566584640415385,0.767996352748014,1.1861429527634755,2014.403680915376,B1_2,6
pi,0.5545657028909617,0.408033316559149,0.7278086938662331,559.41903688753,B1_3,1
neg,2.5459768669137546,1.0001586487673038,6.193107415634934,635.4031885599866,B1_3,1
off.r,1.3367127635283396,1.1050951957004145,1.6039721040287986,1029.1254754914978,B1_3,1
