param,median,2.5%,97.5%,ess,sim,scenario
pi,0.8886748490622388,0.7455690280301418,0.9864573715720337,259.0203236825602,S4_1,1
neg,2.672268487924505,0.893225477954168,6.774599382017534,148.0543999092611,S4_1,1
off.r,2.0022725980961695,1.7307553708087653,2.303075624629855,176.57552287604327,S4_1,1
pi,0.8907302563777673,0.7534232571022115,0.9814639913616746,1126.3309285598202,S4_2,1
neg,0.16691162489986144,0.10472300422078096,0.28120838821234084,104.72706640796443,S4_2,1
off.r,0.9821732182754204,0.7841788656078279,1.2066826621303335,8069.06176386965,S4_2,1
pi,0.8076219507726056,0.5959143364569341,0.9860204628669313,444.65229872374636,S4_3,1
neg,0.8911379678796791,0.28289910586716616,3.954253219479491,132.9777227629467,S4_3,1
off.r,1.3865955888759345,1.12001427996438,1.696819404605776,1600.6473807687842,S4_3,1
pi,0.952889767242594,0.8007885211612903,0.9980819154298002,999.7179929489845,S4_6,1
neg,0.8261120129067265,0.17983977304937326,3.7758356378802844,103.2584372550103,S4_6,1
off.r,2.1275651642354205,1.7000561665045097,2.5874129929579794,375.68365842726746,S4_6,1
pi,0.8225525901419763,0.7260138822951999,0.9117183713707981,451.07490478198775,S4_8,1
neg,3.715321799453143,1.5633105725904741,8.005835333319176,373.31956262608276,S4_8,1
off.r,3.629899022402242,3.2088169576600194,4.092711749486625,217.89304884925758,S4_8,1
pi,0.9319702899549192,0.8460307024652187,0.98931095232257,253.98886018150097,S4_9,1
neg,1.7873967436065712,0.7487424740724089,4.987884610837121,115.34249948546037,S4_9,1
off.r,2.1214020777260885,1.845293522812426,2.418846531189047,178.3156043187862,S4_9,1
pi,0.9598383998963804,0.8686729692621314,0.9978867293800994,333.1454336041619,S4_11,1
neg,2.6045899685162865,0.7567842786123791,6.684033193804119,137.93257180331574,S4_11,1
off.r,1.4294128941837698,1.2536223655333742,1.6212949034525082,800.4953630217968,S4_11,1
pi,0.7889759928453826,0.6353869456099264,0.9443406604695959,409.2445783572612,S4_12,1
neg,6.056549859178979,3.3509131170034223,10.600332194768619,1395.7866630495412,S4_12,1
off.r,9.218246917822398,8.261974504799582,10.244763243128546,168.2653973088244,S4_12,1
pi,0.9142015186837159,0.7934553713304553,0.9933635828318421,307.4595706304498,S4_13,1
neg,2.0063455931998604,0.906840866610203,5.312207309940625,134.0818083556482,S4_13,1
off.r,1.819298323825933,1.558656960609369,2.1074184726458043,662.0302696776079,S4_13,1
pi,0.9721271372866161,0.9001857006921914,0.9985438112169194,521.5925284417765,S4_14,1
