param,median,2.5%,97.5%,ess,sim,scenario
post,-1603.4719306792492,-1655.1483838500947,-1562.1477671834261,605.4542101308359,B1_1,1
mu,7.311978361967317e-4,4.832918219799622e-4,0.0010531268016294737,1800.9999999999952,B1_1,1
pi,0.985298749831836,0.9274854434299061,0.9992418277129054,902.959211628421,B1_1,1
post,-1528.401791602068,-1577.7741792265615,-1490.786922876441,668.221466221329,B1_1,2
mu,7.449344281846894e-4,4.97806994111446e-4,0.0010691679879521123,1695.4795314509054,B1_1,2
pi,0.9847454812875228,0.9283209867022448,0.9993003826429345,1080.2549948057522,B1_1,2
post,-1462.3817790824698,-1521.323889207222,-1421.1777438365057,291.7715571953863,B1_1,3
mu,6.833531544079262e-4,4.5472392269001123e-4,0.0010136773751909232,1631.848676321221,B1_1,3
pi,0.9842821339993476,0.9153048133099191,0.9995374236887721,931.2166325671886,B1_1,3
post,-1388.1688299423117,-1439.7951645460582,-1352.7351216890183,872.6995026719359,B1_1,4
mu,7.964635877176532e-4,5.150644370002658e-4,0.0011514732992921987,1801.000000000002,B1_1,4
pi,0.9837524538576109,0.9190191703798835,0.9992670032711298,1256.9228023927826,B1_1,4
post,-1397.4411877584762,-1447.2019577133824,-1359.3578052941452,398.8903490606125,B1_1,5
mu,7.133402340771966e-4,4.6441825100976026e-4,0.0010487313451717308,1801.000000000003,B1_1,5
pi,0.9832225838627036,0.9214465719157476,0.9993654366433118,1367.0071015388814,B1_1,5
post,-1374.1765192158284,-1422.3676103323014,-1337.887185212947,440.42146936333825,B1_1,6
mu,7.723559546495402e-4,5.035251781054657e-4,0.0011052007148977816,1800.9999999999975,B1_1,6
pi,0.9852156899913573,0.9259395501857521,0.999486820194141,1124.2898507673194,B1_1,6
post,-1209.3059525089313,-1253.8478861274411,-1178.8171135616838,394.3144189293457,B1_2,1
mu,7.699226756231601e-4,4.873241879989812e-4,0.0011692643948005526,1617.0068470417211,B1_2,1
pi,0.9824370110472211,0.9163085220000089,0.9992686214410619,1040.8580095555462,B1_2,1
post,-1153.7130133795752,-1195.4051977595711,-1123.2268151201745,390.032948119724,B1_2,2
mu,7.693296308315071e-4,4.7710963091021673e-4,0.0011508184470414742,1800.9999999999966,B1_2,2
pi,0.9792671876141713,0.9081319161521558,0.9989313126307766,862.8360091069318,B1_2,2
post,-988.6533121847295,-1027.0888208304034,-960.6246940080676,602.571634233471,B1_2,3
mu,8.049338347191525e-4,4.875460522043815e-4,0.0012375635281671596,1628.554122404478,B1_2,3
pi,0.9784114585308654,0.8972423671645783,0.9992084453908071,907.2753993175475,B1_2,3
post,-1065.4331313411174,-1104.258351969077,-1038.3892437719746,340.3314399648314,B1_2,4
mu,7.406476238143132e-4,4.4262784328622483e-4,0.0011787095440865553,1675.6208178077377,B1_2,4
pi,0.9845221725717823,0.9227908776402466,0.99943485772475,974.6218469400036,B1_2,4
post,-978.6386543225392,-1016.3897288349172,-951.5359194328718,427.0012425641031,B1_2,5
mu,8.232021247349386e-4,4.8620935040028494e-4,0.00129263702582274,1800.9999999999968,B1_2,5
pi,0.9780986074332085,0.8983571574771344,0.999314549110099,1081.3696818384906,B1_2,5
post,-1027.0441187396182,-1063.3868866761186,-999.9331880774927,602.8423042964206,B1_2,6
mu,7.299056935410988e-4,4.3004996161695707e-4,0.0011325936851406908,1628.8289048738084,B1_2,6
pi,0.9825773083061969,0.9191189074617115,0.9995903545233957,1005.877293466838,B1_2,6
post,-935.1925653424375,-989.3743631382655,-898.2918388915199,413.3299352061252,B1_3,1
mu,0.0010320614995853782,6.563948206929049e-4,0.0015979592297570265,1532.535906956497,B1_3,1
pi,0.947201680769779,0.7975618812040414,0.997494735322628,643.2668505397049,B1_3,1
post,-916.0810543281992,-970.8326389067117,-877.1299616949511,539.6551862000543,B1_3,2
mu,0.0010144195029857949,6.257426961227933e-4,0.0015180854821384383,1801.0000000000014,B1_3,2
pi,0.9426321303388799,0.7974347709613788,0.9979326938145857,656.4929886640813,B1_3,2
post,-798.2743471855779,-850.1545656610048,-764.7031963211208,499.0018308888566,B1_3,3
mu,0.001033390451234232,6.36644902994795e-4,0.0015977546957975121,1346.031469477727,B1_3,3
pi,0.9374423201972654,0.7725778202607818,0.9974942546487865,690.0897250617047,B1_3,3
post,-735.0232238816085,-778.3586931625427,-696.7385908303786,350.52820403224274,B1_3,4
mu,0.001129052427387946,6.898243839136248e-4,0.001793128843578392,1266.1063270873053,B1_3,4
pi,0.8963517445677057,0.7381577194579912,0.9925897112639764,587.2739701546443,B1_3,4
post,-780.5586069980499,-828.4505609397986,-745.3092588880853,261.09761744240404,B1_3,5
mu,0.0010046083047256405,5.993736439954226e-4,0.0015613386686640293,1471.467386641824,B1_3,5
pi,0.9346560684322387,0.7734817951775339,0.9957510030219924,496.0643120134718,B1_3,5
post,-735.0232238816085,-778.3586931625427,-696.7385908303786,350.52820403224274,B1_3,6
mu,0.001129052427387946,6.898243839136248e-4,0.001793128843578392,1266.1063270873053,B1_3,6
pi,0.8963517445677057,0.7381577194579912,0.9925897112639764,587.2739701546443,B1_3,6
post,-3102.606391271456,-3182.664593469603,-3040.2909270758146,295.15160981585274,B1_4,1
mu,5.4230793806016e-4,3.9211921541345874e-4,7.276111395720521e-4,1525.3753795792768,B1_4,1
pi,0.9915445903347644,0.954449704809647,0.9996608653664012,603.2014694761406,B1_4,1
post,-3053.2314884871084,-3123.9671413912974,-2996.179401150776,291.64159442712855,B1_4,2
mu,5.401253692334597e-4,3.886596718557851e-4,7.292891601488701e-4,1800.9999999999957,B1_4,2
pi,0.9915759442887393,0.9585640131555416,0.9994875408444324,664.1886845717532,B1_4,2
post,-2764.9959448081595,-2836.55657351851,-2706.426591390422,226.6655930880522,B1_4,3
mu,4.7220685483241874e-4,3.3008227788363926e-4,6.547117344203162e-4,1369.1203201508085,B1_4,3
pi,0.9902602507000461,0.9535301104473114,0.9994058739600606,610.5277345163156,B1_4,3
post,-2776.2813899768153,-2841.18275329186,-2725.7100706270076,267.4370172091746,B1_4,4
mu,5.198141742674804e-4,3.6569682592089276e-4,7.115191900767869e-4,765.4705344933778,B1_4,4
pi,0.9934116487489016,0.9650176646310982,0.9997869173773221,591.0792061658805,B1_4,4
post,-2707.8066693506103,-2780.403657825938,-2652.7622092975726,431.89551180682867,B1_4,5
mu,4.4451479233823134e-4,2.995653102336229e-4,6.237393314242462e-4,2705.6257548393514,B1_4,5
pi,0.9906877113011893,0.9536848936669647,0.9996540565704651,1282.9992368899657,B1_4,5
post,-2776.2813899768153,-2841.18275329186,-2725.7100706270076,267.4370172091746,B1_4,6
mu,5.198141742674804e-4,3.6569682592089276e-4,7.115191900767869e-4,765.4705344933778,B1_4,6
pi,0.9934116487489016,0.9650176646310982,0.9997869173773221,591.0792061658805,B1_4,6
post,-2351.167838531045,-2405.51012276482,-2308.9598049930555,405.71916877663546,B1_5,1
mu,4.984987957826271e-4,3.5292495536588635e-4,6.894910758989594e-4,1456.8411220729718,B1_5,1
pi,0.9941442360801439,0.9693340567812232,0.9998593163404215,810.2546694418184,B1_5,1
post,-2349.194490434407,-2400.4811877849147,-2304.4132379549505,548.3573614283589,B1_5,2
mu,5.002133447509377e-4,3.4884436426466537e-4,6.852519210199554e-4,1800.9999999999993,B1_5,2
pi,0.9904816839100457,0.9588503754546538,0.9994382307683197,737.1196250873517,B1_5,2
post,-2164.1543370949794,-2212.407068097753,-2122.5375843092265,728.0897209885426,B1_5,3
mu,5.126890731540696e-4,3.4885925856550947e-4,7.153387974268694e-4,1801.000000000001,B1_5,3
pi,0.9935354400777028,0.9687675699387783,0.9995775857504484,935.7840008831939,B1_5,3
post,-2076.639524801776,-2126.982532010368,-2036.5950386823927,529.822264825112,B1_5,4
mu,5.049514211189315e-4,3.416412820498384e-4,7.260793054184053e-4,1099.3255782098022,B1_5,4
pi,0.9909759907571926,0.9591500778677515,0.9996283567864713,287.20873828780424,B1_5,4
post,-2161.620605920579,-2216.423912195102,-2119.331254247475,732.8940535456727,B1_5,5
mu,5.10833179062937e-4,3.534544465672406e-4,7.177849340009974e-4,1800.9999999999998,B1_5,5
pi,0.990238966720351,0.957256154062358,0.9996051092017654,549.1121875802753,B1_5,5
post,-2076.639524801776,-2126.982532010368,-2036.5950386823927,529.822264825112,B1_5,6
mu,5.049514211189315e-4,3.416412820498384e-4,7.260793054184053e-4,1099.3255782098022,B1_5,6
pi,0.9909759907571926,0.9591500778677515,0.9996283567864713,287.20873828780424,B1_5,6
post,-797.6633811881992,-864.5957570912411,-751.8814621772269,491.7486571648517,B1_6,1
mu,4.692199973168927e-4,2.1802523872202715e-4,8.538020484393786e-4,1816.0217122110607,B1_6,1
pi,0.929937374154077,0.7466149130691904,0.9966801777706886,734.6624328993673,B1_6,1
post,-792.3713613508093,-860.4979200638049,-747.808707228542,484.68677188895987,B1_6,2
mu,4.698642602245749e-4,2.3098173071536086e-4,8.280622511525737e-4,1800.9999999999984,B1_6,2
pi,0.9297660263983458,0.7403236559422877,0.9965597229503228,647.2960979567303,B1_6,2
post,-659.0755894256872,-715.342869602267,-614.4243158623198,297.3380483543186,B1_6,3
mu,4.941582745495896e-4,2.322105421208331e-4,9.18065970558967e-4,1542.1751660870086,B1_6,3
pi,0.9021762269245039,0.7036250758946972,0.9955798813237864,620.9355525632345,B1_6,3
post,-659.6508123523806,-723.2702399548053,-619.4233700111275,398.96673238314685,B1_6,4
mu,3.797998976804582e-4,1.6193725632039453e-4,7.483753711393204e-4,1831.718431866292,B1_6,4
pi,0.930007354257937,0.734938804427681,0.9968097321070142,743.532997346496,B1_6,4
post,-656.3426509200841,-711.9190947694594,-611.1718632871629,400.3431449601798,B1_6,5
mu,5.039383715923949e-4,2.2003117821737628e-4,9.362690951765998e-4,1899.6271187346304,B1_6,5
pi,0.8935943248790408,0.6990387196054482,0.995048071164099,754.7105129249875,B1_6,5
post,-659.6508123523806,-723.2702399548053,-619.4233700111275,398.96673238314685,B1_6,6
mu,3.797998976804582e-4,1.6193725632039453e-4,7.483753711393204e-4,1831.718431866292,B1_6,6
pi,0.930007354257937,0.734938804427681,0.9968097321070142,743.532997346496,B1_6,6
post,-1880.989735139793,-1928.0818071336737,-1839.8798522534926,415.75371794121787,B1_7,1
mu,5.920129137616257e-4,3.980551518893441e-4,8.290365275095723e-4,1801.0000000000014,B1_7,1
pi,0.9951226549959026,0.9738509560870117,0.9998507350603724,840.5054051582349,B1_7,1
post,-1855.261515869269,-1902.7208447944765,-1816.0500945829986,442.3090900154437,B1_7,2
mu,5.995653059308424e-4,4.039151672522042e-4,8.560122841715528e-4,1801.0000000000014,B1_7,2
pi,0.9947664219874905,0.9728169108797097,0.9998291659454427,1095.8277789387698,B1_7,2
post,-1742.957605924916,-1794.5052611866538,-1704.4930441374538,251.7336736390141,B1_7,3
mu,6.265412037539407e-4,4.212682653464087e-4,8.66767565191655e-4,1856.8686129574014,B1_7,3
pi,0.9943240099663407,0.9716265040750706,0.999799541651768,955.0104637912111,B1_7,3
post,-1204.0637447924673,-1239.2462681098245,-1171.886238768528,379.17563529256256,B1_7,4
mu,3.522844002278163e-4,1.8777567398803725e-4,5.910672197880888e-4,1800.9999999999968,B1_7,4
pi,0.9910808838732672,0.9579750516730092,0.9996025708023889,1398.719896568854,B1_7,4
post,-1712.6889039238308,-1757.1487551667124,-1678.1284814903843,593.6454553233916,B1_7,5
mu,6.315922598461169e-4,4.1956186600027165e-4,8.937553713977196e-4,1801.000000000002,B1_7,5
pi,0.9944958821969835,0.9702680352420808,0.9999136727020138,1050.0148570896017,B1_7,5
post,-1204.0637447924673,-1239.2462681098245,-1171.886238768528,379.17563529256256,B1_7,6
mu,3.522844002278163e-4,1.8777567398803725e-4,5.910672197880888e-4,1800.9999999999968,B1_7,6
pi,0.9910808838732672,0.9579750516730092,0.9996025708023889,1398.719896568854,B1_7,6
post,-1745.1752680235018,-1798.3636076791704,-1705.0758212874487,544.0184451601555,B1_8,1
mu,8.587006675625857e-4,6.168782813419722e-4,0.0011667881951861678,1801.0000000000016,B1_8,1
pi,0.9888524889173268,0.9395027892449839,0.9996265799715295,762.1309567724427,B1_8,1
post,-1743.1177631438222,-1799.594933990551,-1700.2291623543306,416.40998959277795,B1_8,2
mu,8.618844871013262e-4,6.031784773711229e-4,0.001183208282178512,1534.3747334700636,B1_8,2
pi,0.9795377820734249,0.9212764054824685,0.9989402616385635,643.6276340766304,B1_8,2
post,-1563.0530636203114,-1617.0203305839652,-1521.4541369077676,491.0758576687014,B1_8,3
mu,8.484476720696697e-4,5.774731607304929e-4,0.0011614140376251757,1659.228737118742,B1_8,3
pi,0.9849950791381121,0.9262434671550204,0.9994060807220072,824.6832222844495,B1_8,3
post,-1382.4319646014249,-1429.6193306967004,-1345.7740247782917,411.61403824448774,B1_8,4
mu,6.315191780757157e-4,4.007465326846766e-4,9.53815767726399e-4,1801,B1_8,4
pi,0.984050382211408,0.9282215099000561,0.9990137992617117,1040.8607418497702,B1_8,4
post,-1560.1688592732944,-1618.6477443306821,-1518.1950868058282,465.7324201891985,B1_8,5
mu,8.556776480924951e-4,5.98556932336065e-4,0.001199745983529271,1800.999999999999,B1_8,5
pi,0.9776551122706606,0.9101026793876604,0.9989743972433982,678.0883859042224,B1_8,5
post,-1382.4319646014249,-1429.6193306967004,-1345.7740247782917,411.61403824448774,B1_8,6
mu,6.315191780757157e-4,4.007465326846766e-4,9.53815767726399e-4,1801,B1_8,6
pi,0.984050382211408,0.9282215099000561,0.9990137992617117,1040.8607418497702,B1_8,6
post,-2234.7135138901076,-2304.13039520625,-2186.0890168713877,229.22264992672063,B1_9,1
mu,7.102619334277487e-4,4.980732115792303e-4,9.715033857461388e-4,1800.999999999996,B1_9,1
pi,0.9866295285474006,0.939029640806768,0.9994621992169503,476.5707867270475,B1_9,1
post,-2135.3296291886195,-2203.6071578936467,-2090.3601147249783,313.7975500453626,B1_9,2
mu,7.009728888133818e-4,4.8616478610859443e-4,9.626100503638133e-4,1801.0000000000014,B1_9,2
pi,0.9882378305281464,0.9380997608323468,0.999566565548767,698.1712474405442,B1_9,2
post,-1715.8852501336112,-1781.4317115297952,-1668.431740563702,368.88111877539853,B1_9,3
mu,6.334410752520135e-4,4.178146069213759e-4,9.243388604405101e-4,1800.9999999999964,B1_9,3
pi,0.979190327295975,0.9059462134351246,0.9992246890474054,766.4797514103808,B1_9,3
post,-1839.146706285486,-1893.0184285854627,-1797.1458418903565,323.97807219710273,B1_9,4
mu,6.878333077570192e-4,4.668339217894446e-4,9.719935598382196e-4,1800.9999999999975,B1_9,4
pi,0.9891440958473882,0.9440150567174713,0.999587889387801,882.2677911329279,B1_9,4
post,-1649.801733496401,-1713.9525941478826,-1603.7982875905227,239.78232469698602,B1_9,5
mu,6.737601958408868e-4,4.5073791131659943e-4,9.590692953210799e-4,1801.0000000000048,B1_9,5
pi,0.9802572429595268,0.905330282814661,0.9992186396775125,564.0186683679074,B1_9,5
post,-1804.6571744826686,-1859.7682741625174,-1764.2352696041041,490.9959737852503,B1_9,6
mu,6.39761928021518e-4,4.322541010468628e-4,9.231767910097519e-4,1801.0000000000016,B1_9,6
pi,0.9892925582959876,0.9424216041851593,0.9993962137648457,957.6068784346126,B1_9,6
post,-1705.4681554236124,-1756.6493564649309,-1662.5946352687654,488.01757754453973,B1_10,1
mu,3.390818918660673e-4,1.9156113828756725e-4,5.364864361128945e-4,1801.0000000000005,B1_10,1
pi,0.9918060705637383,0.9567947707447924,0.9995887753442737,1032.1168784967988,B1_10,1
post,-1676.2463103200935,-1724.0369611146143,-1636.1667553606928,548.7235706649681,B1_10,2
mu,3.427622823360584e-4,1.9792410690534762e-4,5.321287786705394e-4,2035.828180888408,B1_10,2
pi,0.9922365710098737,0.9599151787046535,0.999637827452688,987.9426882681984,B1_10,2
post,-1495.7075633191828,-1544.4291180102632,-1457.8906645185455,610.1081430474113,B1_10,3
mu,3.3439135524188465e-4,1.8562722606031313e-4,5.440262395739452e-4,1800.9999999999961,B1_10,3
