from,to,time,support,generations
NA,1,0,0.0033333333333333335,NA
3,2,60,0.40444444444444444,1
4,3,50,0.6461111111111111,1
1,4,10,0.9966666666666667,1
35,5,77,0.4166666666666667,1
4,6,69,0.35944444444444446,1
10,7,130,0.8911111111111111,1
4,8,45,0.82,1
6,9,82,0.33444444444444443,1
9,10,117,0.98,1
14,11,68,0.9994444444444445,1
9,12,88,1,1
2,13,65,0.9566666666666667,1
8,14,56,0.9983333333333333,1
3,15,69,0.5072222222222222,1
29,16,80,0.26555555555555554,1
24,17,83,0.49,1
6,18,79,0.9988888888888889,1
33,19,82,0.4905555555555556,1
15,20,79,0.5044444444444445,1
32,21,77,0.4033333333333333,1
29,22,81,0.27944444444444444,1
30,23,81,0.32222222222222224,1
15,24,69,0.5016666666666667,1
101,25,124,0.1338888888888889,1
34,26,89,0.215,1
21,27,81,0.59,1
23,28,90,0.21166666666666667,1
31,29,78,0.2816666666666667,1
23,30,81,0.31555555555555553,1
29,31,78,0.27444444444444444,1
21,32,79,0.5933333333333334,1
19,33,82,0.4938888888888889,1
29,34,80,0.2861111111111111,1
5,35,78,0.5833333333333334,1
76,36,117,0.30944444444444447,1
65,37,110,0.07611111111111112,1
49,38,93,0.5077777777777778,1
23,39,85,0.32666666666666666,1
47,40,92,0.49277777777777776,1
28,41,94,0.8111111111111111,1
39,42,94,0.18166666666666667,1
50,43,93,0.49833333333333335,1
68,44,107,0.25222222222222224,1
39,45,93,0.19,1
34,46,89,0.22777777777777777,1
40,47,92,0.4855555555555556,1
39,48,91,0.22444444444444445,1
38,49,93,0.47944444444444445,1
43,50,93,0.47888888888888886,1
67,51,107,0.07,1
80,52,102,0.37777777777777777,1
42,53,103,0.09222222222222222,1
48,54,101,0.11666666666666667,1
48,55,102,0.09388888888888888,1
82,56,114,0.18833333333333332,1
48,57,102,0.09777777777777778,1
42,58,102,0.09388888888888888,1
48,59,97,0.13277777777777777,1
88,60,126,0.1761111111111111,1
217,61,122,0.5,1
73,62,103,0.2594444444444444,1
74,63,105,0.24833333333333332,1
37,64,115,0.9072222222222223,1
42,65,102,0.10666666666666667,1
101,66,117,0.09111111111111111,1
42,67,102,0.09666666666666666,1
74,68,100,0.24722222222222223,1
59,69,107,0.08444444444444445,1
44,70,120,0.25833333333333336,1
48,71,102,0.09222222222222222,1
42,72,102,0.10277777777777777,1
62,73,103,0.2477777777777778,1
68,74,101,0.26722222222222225,1
68,75,101,0.25555555555555554,1
52,76,107,0.3888888888888889,1
59,77,107,0.08055555555555556,1
79,78,103,0.25833333333333336,1
62,79,103,0.2611111111111111,1
52,80,102,0.3827777777777778,1
57,81,107,0.07222222222222222,1
56,82,114,0.18,1
101,83,127,0.14666666666666667,1
69,84,116,0.9383333333333334,1
54,85,110,0.06833333333333333,1
109,86,116,0.40166666666666667,1
133,87,138,0.6227777777777778,1
82,88,116,0.17833333333333334,1
107,89,140,0.21611111111111111,1
100,90,117,0.3522222222222222,1
102,91,117,0.4938888888888889,1
105,92,117,0.4961111111111111,1
51,93,113,0.075,1
60,94,133,0.2222222222222222,1
56,95,114,0.17444444444444446,1
217,96,127,0.5111111111111111,1
95,97,115,0.18055555555555555,1
97,98,121,0.16777777777777778,1
82,99,116,0.17555555555555555,1
106,100,117,0.32611111111111113,1
85,101,113,0.07444444444444444,1
91,102,117,0.4866666666666667,1
86,103,120,0.395,1
