from,to,time,support,generations
12,1,5,0.14166666666666666,1
11,2,10,0.1388888888888889,1
1,3,26,0.08777777777777777,1
9,4,9,0.30944444444444447,1
8,5,5,0.13055555555555556,1
5,6,11,0.9727777777777777,1
1,7,6,0.14222222222222222,1
1,8,6,0.14222222222222222,1
4,9,11,0.6605555555555556,1
7,10,5,0.1361111111111111,1
1,11,6,0.14055555555555554,1
10,12,5,0.14333333333333334,1
1,13,7,0.13833333333333334,1
1,14,12,0.13777777777777778,1
10,15,6,0.14333333333333334,1
49,16,43,0.07277777777777777,1
3,17,48,0.8333333333333334,1
3,18,49,0.805,1
72,19,51,0.07388888888888889,1
17,20,112,0.5016666666666667,1
86,21,43,0.4627777777777778,1
44,22,51,0.075,1
35,23,46,0.085,1
35,24,51,0.08777777777777777,1
35,25,51,0.07666666666666666,1
61,26,48,0.13277777777777777,1
59,27,51,0.29833333333333334,1
67,28,50,0.4583333333333333,1
49,29,47,0.075,1
55,30,50,0.30722222222222223,1
35,31,42,0.08444444444444445,1
35,32,51,0.07777777777777778,1
35,33,43,0.08277777777777778,1
35,34,43,0.08777777777777777,1
44,35,40,0.07833333333333334,1
84,36,50,0.4911111111111111,1
82,37,52,0.13166666666666665,1
35,38,50,0.08,1
85,39,51,0.49333333333333335,1
21,40,51,0.4888888888888889,1
57,41,53,0.1411111111111111,1
74,42,43,0.08222222222222222,1
18,43,62,0.9961111111111111,1
34,44,43,0.08166666666666667,1
35,45,43,0.07611111111111112,1
29,46,53,0.9488888888888889,1
35,47,43,0.07833333333333334,1
69,48,49,0.4011111111111111,1
35,49,43,0.07722222222222222,1
23,50,52,0.9594444444444444,1
23,51,52,0.9483333333333334,1
117,52,63,0.13722222222222222,1
27,53,51,0.29833333333333334,1
35,54,51,0.075,1
64,55,48,0.2288888888888889,1
55,56,53,0.3022222222222222,1
62,57,48,0.12777777777777777,1
35,58,43,0.08777777777777777,1
27,59,51,0.2961111111111111,1
53,60,53,0.29,1
65,61,48,0.13444444444444445,1
57,62,49,0.13277777777777777,1
73,63,43,0.07555555555555556,1
55,64,50,0.285,1
62,65,48,0.13111111111111112,1
44,66,43,0.08055555555555556,1
28,67,50,0.49944444444444447,1
44,68,50,0.07833333333333334,1
48,69,50,0.5605555555555556,1
65,70,48,0.13666666666666666,1
103,71,77,0.24666666666666667,1
63,72,43,0.07777777777777778,1
35,73,43,0.08444444444444445,1
34,74,43,0.07555555555555556,1
79,75,52,0.13555555555555557,1
128,76,64,0.49277777777777776,1
130,77,75,0.22722222222222221,1
55,78,50,0.2872222222222222,1
70,79,48,0.13,1
59,80,62,0.22722222222222221,1
133,81,64,0.26055555555555554,1
61,82,48,0.13833333333333334,1
103,83,75,0.22277777777777777,1
36,84,50,0.46166666666666667,1
39,85,51,0.49722222222222223,1
21,86,43,0.49777777777777776,1
111,87,68,0.13555555555555557,1
122,88,64,0.5072222222222222,1
101,89,92,0.7694444444444445,1
117,90,63,0.15166666666666667,1
131,91,67,0.505,1
117,92,68,0.10833333333333334,1
118,93,67,0.45944444444444443,1
27,94,59,0.275,1
53,95,65,0.20777777777777778,1
53,96,62,0.22666666666666666,1
113,97,78,0.13666666666666666,1
130,98,77,0.18555555555555556,1
103,99,77,0.23,1
129,100,67,0.4911111111111111,1
89,101,81,0.22944444444444445,1
117,102,68,0.14222222222222222,1
27,103,64,0.21055555555555555,1
103,104,79,0.2633333333333333,1
53,105,65,0.195,1
108,106,118,0.12111111111111111,1
130,107,77,0.25666666666666665,1
59,108,64,0.20777777777777778,1
117,109,63,0.14055555555555554,1
117,110,68,0.1361111111111111,1
117,111,63,0.14444444444444443,1
135,112,68,0.2538888888888889,1
117,113,63,0.1461111111111111,1
