from,to,time,support,generations
3,1,6,0.535,1
3,2,8,0.49833333333333335,1
1,3,4,0.2911111111111111,1
NA,4,1,0.23944444444444443,NA
10,5,60,0.4444444444444444,1
3,6,10,0.41833333333333333,1
8,7,9,0.5161111111111111,1
7,8,9,0.47833333333333333,1
10,9,44,0.30833333333333335,1
9,10,48,0.6416666666666667,1
46,11,81,0.15944444444444444,1
18,12,82,0.135,1
72,13,134,0.17888888888888888,1
22,14,87,0.19055555555555556,1
59,15,119,0.8327777777777777,2
59,16,79,0.5066666666666667,1
59,17,87,0.6233333333333333,1
49,18,80,0.09888888888888889,1
25,19,84,0.17833333333333334,1
22,20,90,0.1922222222222222,1
26,21,91,0.205,1
28,22,77,0.18888888888888888,1
12,23,99,0.11222222222222222,1
25,24,89,0.1988888888888889,1
5,25,77,0.19444444444444445,1
5,26,77,0.19833333333333333,1
15,27,130,0.085,1
5,28,75,0.25555555555555554,1
28,29,80,0.19277777777777777,1
37,30,81,0.165,1
46,31,81,0.165,1
38,32,88,0.10944444444444444,1
26,33,112,0.155,1
46,34,84,0.15333333333333332,1
18,35,82,0.13,1
5,36,77,0.20444444444444446,1
46,37,81,0.16444444444444445,1
18,38,82,0.11722222222222223,1
18,39,82,0.1238888888888889,1
46,40,84,0.15722222222222224,1
46,41,81,0.15888888888888889,1
18,42,83,0.12111111111111111,1
16,43,84,0.9938888888888889,1
46,44,80,0.17222222222222222,1
46,45,84,0.16833333333333333,1
44,46,79,0.1438888888888889,1
18,47,83,0.12611111111111112,1
18,48,82,0.135,1
18,49,82,0.11888888888888889,1
18,50,82,0.12333333333333334,1
42,51,98,0.11666666666666667,1
56,52,89,0.26166666666666666,1
16,53,89,0.2538888888888889,1
56,54,89,0.26666666666666666,1
57,55,93,0.3372222222222222,1
16,56,89,0.26555555555555554,1
58,57,93,0.32666666666666666,1
57,58,93,0.3327777777777778,1
26,59,80,0.14888888888888888,1
83,60,125,0.48055555555555557,1
68,61,116,0.21555555555555556,1
63,62,115,0.16166666666666665,1
75,63,115,0.15611111111111112,1
70,64,118,0.16,1
78,65,118,0.2627777777777778,1
68,66,118,0.24166666666666667,1
68,67,115,0.26555555555555554,1
67,68,114,0.2238888888888889,1
68,69,116,0.21555555555555556,1
75,70,114,0.16,1
68,71,115,0.21833333333333332,1
63,72,116,0.15222222222222223,1
74,73,115,0.15444444444444444,1
70,74,115,0.16666666666666666,1
62,75,114,0.15388888888888888,1
65,76,118,0.2588888888888889,1
78,77,118,0.25666666666666665,1
77,78,118,0.25333333333333335,1
97,79,134,0.5688888888888889,1
87,80,140,0.5366666666666666,1
60,81,133,0.3061111111111111,1
79,82,140,0.39555555555555555,1
15,83,124,0.36277777777777775,1
92,84,147,0.7772222222222223,1
79,85,141,0.5016666666666667,1
83,86,129,0.3238888888888889,1
60,87,133,0.2388888888888889,1
83,88,130,0.3194444444444444,1
79,89,147,0.5,1
79,90,137,0.5055555555555555,1
97,91,143,0.495,1
79,92,140,0.3427777777777778,1
87,93,147,0.20944444444444443,1
79,94,139,0.5561111111111111,1
27,95,139,0.9988888888888889,1
87,96,142,0.3338888888888889,1
79,97,132,0.4211111111111111,1
82,98,150,0.9938888888888889,1
94,99,150,0.9961111111111111,1
94,100,150,0.9905555555555555,1
102,101,153,0.1827777777777778,1
87,102,147,0.2538888888888889,1
110,103,153,0.17833333333333334,1
80,104,149,0.19111111111111112,1
114,105,146,0.49944444444444447,1
85,106,149,0.6077777777777778,1
110,107,153,0.19777777777777777,1
87,108,147,0.22722222222222221,1
87,109,147,0.2111111111111111,1
87,110,146,0.25666666666666665,1
106,111,151,0.6183333333333333,1
114,112,153,0.5144444444444445,1
104,113,154,0.9605555555555556,1
105,114,146,0.4961111111111111,1
