X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
23589,13,SB0832,cattle,cattle,64420015_12,64420015_1,64420015,64420015,within,24,28,37,abattage,125,396,cattle->cattle,2009,13,b2012,495,495,64420015_1->64420015_12,64420015_1->64420015_12,64420015_1->64420015_12,64420015_1->64420015_12,64420015_1->64420015_12,64420015_1->64420015_12
23590,13,SB0832,cattle,cattle,64420015_11,64420015_2,64420015,64420015,within,24,26,37,abattage,126,396,cattle->cattle,2009,13,b2012,495,495,64420015_2->64420015_11,64420015_2->64420015_11,64420015_2->64420015_11,64420015_2->64420015_11,64420015_2->64420015_11,64420015_2->64420015_11
23591,13,SB0832,cattle,cattle,64420015_13,64420015_2,64420015,64420015,within,24,27,37,abattage,127,396,cattle->cattle,2009,13,b2012,495,495,64420015_2->64420015_13,64420015_2->64420015_13,64420015_2->64420015_13,64420015_2->64420015_13,64420015_2->64420015_13,64420015_2->64420015_13
23592,13,SB0832,cattle,cattle,64420015_14,64420015_3,64420015,64420015,within,24,25,37,abattage,128,396,cattle->cattle,2009,13,b2012,495,495,64420015_3->64420015_14,64420015_3->64420015_14,64420015_3->64420015_14,64420015_3->64420015_14,64420015_3->64420015_14,64420015_3->64420015_14
23593,13,SB0832,cattle,cattle,64420015_10,64420015_7,64420015,64420015,within,24,-1,39,abattage,129,396,cattle->cattle,2009,15,b2012,495,495,64420015_7->64420015_10,64420015_7->64420015_10,64420015_7->64420015_10,64420015_7->64420015_10,64420015_7->64420015_10,64420015_7->64420015_10
23594,13,SB0832,cattle,cattle,64420015_16,64420015_14,64420015,64420015,within,25,26,37,abattage,136,396,cattle->cattle,2009,12,b2012,495,495,64420015_14->64420015_16,64420015_14->64420015_16,64420015_14->64420015_16,64420015_14->64420015_16,64420015_14->64420015_16,64420015_14->64420015_16
23595,13,SB0832,cattle,cattle,64420015_15,64420015_3,64420015,64420015,within,25,-1,37,abattage,137,396,cattle->cattle,2009,12,b2012,495,495,64420015_3->64420015_15,64420015_3->64420015_15,64420015_3->64420015_15,64420015_3->64420015_15,64420015_3->64420015_15,64420015_3->64420015_15
23596,13,SB0832,cattle,cattle,64420015_17,64420015_3,64420015,64420015,within,25,31,37,abattage,138,396,cattle->cattle,2009,12,b2012,495,495,64420015_3->64420015_17,64420015_3->64420015_17,64420015_3->64420015_17,64420015_3->64420015_17,64420015_3->64420015_17,64420015_3->64420015_17
23597,13,SB0832,cattle,cattle,64420015_20,64420015_11,64420015,64420015,within,26,28,39,abattage,153,396,cattle->cattle,2009,13,b2012,495,495,64420015_11->64420015_20,64420015_11->64420015_20,64420015_11->64420015_20,64420015_11->64420015_20,64420015_11->64420015_20,64420015_11->64420015_20
23598,13,SB0832,cattle,cattle,64420015_19,64420015_2,64420015,64420015,within,26,32,37,abattage,154,396,cattle->cattle,2009,11,b2012,495,495,64420015_2->64420015_19,64420015_2->64420015_19,64420015_2->64420015_19,64420015_2->64420015_19,64420015_2->64420015_19,64420015_2->64420015_19
23599,13,SB0832,cattle,cattle,64420015_18,64420015_7,64420015,64420015,within,26,33,37,abattage,155,396,cattle->cattle,2009,11,b2012,495,495,64420015_7->64420015_18,64420015_7->64420015_18,64420015_7->64420015_18,64420015_7->64420015_18,64420015_7->64420015_18,64420015_7->64420015_18
23600,13,SB0832,cattle,cattle,64420015_21,64420015_2,64420015,64420015,within,27,31,37,abattage,157,396,cattle->cattle,2009,10,b2012,495,495,64420015_2->64420015_21,64420015_2->64420015_21,64420015_2->64420015_21,64420015_2->64420015_21,64420015_2->64420015_21,64420015_2->64420015_21
23601,13,SB0832,cattle,cattle,64420015_22,64420015_1,64420015,64420015,within,28,30,37,abattage,169,396,cattle->cattle,2009,9,b2012,495,495,64420015_1->64420015_22,64420015_1->64420015_22,64420015_1->64420015_22,64420015_1->64420015_22,64420015_1->64420015_22,64420015_1->64420015_22
23602,13,SB0832,cattle,cattle,40270058_0,64420015_5,64420015,64420015,within,29,30,62,abattage,178,396,cattle->cattle,2009,33,b2012,495,495,64420015_5->40270058_0,64420015_5->40270058_0,64420015_5->40270058_0,64420015_5->40270058_0,64420015_5->40270058_0,64420015_5->40270058_0
23603,13,SB0832,cattle,cattle,64420015_24,64420015_13,64420015,64420015,within,30,32,37,abattage,187,396,cattle->cattle,2009,7,b2012,495,495,64420015_13->64420015_24,64420015_13->64420015_24,64420015_13->64420015_24,64420015_13->64420015_24,64420015_13->64420015_24,64420015_13->64420015_24
23604,13,SB0832,cattle,cattle,64420015_23,64420015_14,64420015,64420015,within,30,31,37,abattage,188,396,cattle->cattle,2009,7,b2012,495,495,64420015_14->64420015_23,64420015_14->64420015_23,64420015_14->64420015_23,64420015_14->64420015_23,64420015_14->64420015_23,64420015_14->64420015_23
23605,13,SB0832,cattle,cattle,64420044_1,64420015_22,64420044,64420015,pasture,30,31,48,abattage,189,396,cattle->cattle,2009,18,b2012,495,495,64420015_22->64420044_1,64420015_22->64420044_1,64420015_22->64420044_1,64420015_22->64420044_1,64420015_22->64420044_1,64420015_22->64420044_1
23606,13,SB0832,cattle,cattle,64420015_25,64420015_7,64420015,64420015,within,31,35,37,abattage,196,396,cattle->cattle,2009,6,b2012,495,495,64420015_7->64420015_25,64420015_7->64420015_25,64420015_7->64420015_25,64420015_7->64420015_25,64420015_7->64420015_25,64420015_7->64420015_25
23607,13,SB0832,cattle,cattle,64420015_26,64420015_20,64420015,64420015,within,32,33,37,abattage,209,396,cattle->cattle,2009,5,b2012,495,495,64420015_20->64420015_26,64420015_20->64420015_26,64420015_20->64420015_26,64420015_20->64420015_26,64420015_20->64420015_26,64420015_20->64420015_26
23608,13,SB0832,cattle,cattle,40270058_1,40270058_0,40270058,40270058,within,33,34,62,abattage,212,396,cattle->cattle,2009,29,b2012,495,495,40270058_0->40270058_1,40270058_0->40270058_1,40270058_0->40270058_1,40270058_0->40270058_1,40270058_0->40270058_1,40270058_0->40270058_1
23609,13,SB0832,cattle,cattle,64420015_28,64420015_17,64420015,64420015,within,33,34,37,abattage,219,396,cattle->cattle,2009,4,b2012,495,495,64420015_17->64420015_28,64420015_17->64420015_28,64420015_17->64420015_28,64420015_17->64420015_28,64420015_17->64420015_28,64420015_17->64420015_28
23610,13,SB0832,cattle,cattle,64420044_2,64420015_3,64420044,64420015,pasture,33,37,48,abattage,220,396,cattle->cattle,2009,15,b2012,495,495,64420015_3->64420044_2,64420015_3->64420044_2,64420015_3->64420044_2,64420015_3->64420044_2,64420015_3->64420044_2,64420015_3->64420044_2
23611,13,SB0832,cattle,cattle,64420015_27,64420015_7,64420015,64420015,within,33,37,39,abattage,221,396,cattle->cattle,2009,6,b2012,495,495,64420015_7->64420015_27,64420015_7->64420015_27,64420015_7->64420015_27,64420015_7->64420015_27,64420015_7->64420015_27,64420015_7->64420015_27
23612,13,SB0832,cattle,cattle,64420015_29,64420015_28,64420015,64420015,within,34,38,39,abattage,233,396,cattle->cattle,2009,5,b2012,495,495,64420015_28->64420015_29,64420015_28->64420015_29,64420015_28->64420015_29,64420015_28->64420015_29,64420015_28->64420015_29,64420015_28->64420015_29
23613,13,SB0832,cattle,cattle,40270058_2,40270058_0,40270058,40270058,within,35,38,62,abattage,237,396,cattle->cattle,2009,27,b2012,495,495,40270058_0->40270058_2,40270058_0->40270058_2,40270058_0->40270058_2,40270058_0->40270058_2,40270058_0->40270058_2,40270058_0->40270058_2
23614,13,SB0832,cattle,cattle,40270058_3,40270058_0,40270058,40270058,within,35,37,62,abattage,238,396,cattle->cattle,2009,27,b2012,495,495,40270058_0->40270058_3,40270058_0->40270058_3,40270058_0->40270058_3,40270058_0->40270058_3,40270058_0->40270058_3,40270058_0->40270058_3
23615,13,SB0832,cattle,cattle,64420015_31,64420015_12,64420015,64420015,within,35,36,37,abattage,247,396,cattle->cattle,2009,2,b2012,495,495,64420015_12->64420015_31,64420015_12->64420015_31,64420015_12->64420015_31,64420015_12->64420015_31,64420015_12->64420015_31,64420015_12->64420015_31
23616,13,SB0832,cattle,cattle,64420015_34,64420015_17,64420015,64420015,within,35,36,37,abattage,248,396,cattle->cattle,2009,2,b2012,495,495,64420015_17->64420015_34,64420015_17->64420015_34,64420015_17->64420015_34,64420015_17->64420015_34,64420015_17->64420015_34,64420015_17->64420015_34
23617,13,SB0832,cattle,cattle,64420015_32,64420015_19,64420015,64420015,within,35,38,39,abattage,249,396,cattle->cattle,2009,4,b2012,495,495,64420015_19->64420015_32,64420015_19->64420015_32,64420015_19->64420015_32,64420015_19->64420015_32,64420015_19->64420015_32,64420015_19->64420015_32
23618,13,SB0832,cattle,cattle,64420015_33,64420015_22,64420015,64420015,within,35,37,37,abattage,250,396,cattle->cattle,2009,2,b2012,495,495,64420015_22->64420015_33,64420015_22->64420015_33,64420015_22->64420015_33,64420015_22->64420015_33,64420015_22->64420015_33,64420015_22->64420015_33
23619,13,SB0832,cattle,cattle,64420015_30,64420015_23,64420015,64420015,within,35,38,39,abattage,251,396,cattle->cattle,2009,4,b2012,495,495,64420015_23->64420015_30,64420015_23->64420015_30,64420015_23->64420015_30,64420015_23->64420015_30,64420015_23->64420015_30,64420015_23->64420015_30
23620,13,SB0832,cattle,cattle,64420044_3,64420044_1,64420044,64420044,within,35,39,48,abattage,252,396,cattle->cattle,2009,13,b2012,495,495,64420044_1->64420044_3,64420044_1->64420044_3,64420044_1->64420044_3,64420044_1->64420044_3,64420044_1->64420044_3,64420044_1->64420044_3
23621,13,SB0832,cattle,cattle,64420044_4,64420044_1,64420044,64420044,within,35,36,48,abattage,253,396,cattle->cattle,2009,13,b2012,495,495,64420044_1->64420044_4,64420044_1->64420044_4,64420044_1->64420044_4,64420044_1->64420044_4,64420044_1->64420044_4,64420044_1->64420044_4
23622,13,SB0832,cattle,cattle,64420015_35,64420015_18,64420015,64420015,within,36,-1,39,abattage,268,396,cattle->cattle,2010,3,b2012,495,495,64420015_18->64420015_35,64420015_18->64420015_35,64420015_18->64420015_35,64420015_18->64420015_35,64420015_18->64420015_35,64420015_18->64420015_35
23623,13,SB0832,cattle,cattle,64420015_36,64420015_4,64420015,64420015,within,36,-1,39,abattage,269,396,cattle->cattle,2010,3,b2012,495,495,64420015_4->64420015_36,64420015_4->64420015_36,64420015_4->64420015_36,64420015_4->64420015_36,64420015_4->64420015_36,64420015_4->64420015_36
23624,13,SB0832,cattle,cattle,64420015_37,64420015_5,64420015,64420015,within,36,37,37,abattage,270,396,cattle->cattle,2010,1,b2012,495,495,64420015_5->64420015_37,64420015_5->64420015_37,64420015_5->64420015_37,64420015_5->64420015_37,64420015_5->64420015_37,64420015_5->64420015_37
23625,13,SB0832,cattle,cattle,64420044_5,64420044_1,64420044,64420044,within,36,40,48,demographie,271,396,cattle->cattle,2010,12,b2012,495,495,64420044_1->64420044_5,64420044_1->64420044_5,64420044_1->64420044_5,64420044_1->64420044_5,64420044_1->64420044_5,64420044_1->64420044_5
23626,13,SB0832,cattle,cattle,40270058_4,40270058_1,40270058,40270058,within,37,40,62,abattage,277,396,cattle->cattle,2010,25,b2012,495,495,40270058_1->40270058_4,40270058_1->40270058_4,40270058_1->40270058_4,40270058_1->40270058_4,40270058_1->40270058_4,40270058_1->40270058_4
23627,13,SB0832,cattle,cattle,64420015_38,64420015_14,64420015,64420015,within,37,37,39,abattage,285,396,cattle->cattle,2010,2,b2012,495,495,64420015_14->64420015_38,64420015_14->64420015_38,64420015_14->64420015_38,64420015_14->64420015_38,64420015_14->64420015_38,64420015_14->64420015_38
23628,13,SB0832,cattle,cattle,40054015_0,64420015_16,64420015,64420015,within,37,37,66,abattage,286,396,cattle->cattle,2010,29,b2012,495,495,64420015_16->40054015_0,64420015_16->40054015_0,64420015_16->40054015_0,64420015_16->40054015_0,64420015_16->40054015_0,64420015_16->40054015_0
23629,13,SB0832,cattle,cattle,64420015_45,64420015_17,64420015,64420015,within,37,-1,39,abattage,287,396,cattle->cattle,2010,2,b2012,495,495,64420015_17->64420015_45,64420015_17->64420015_45,64420015_17->64420015_45,64420015_17->64420015_45,64420015_17->64420015_45,64420015_17->64420015_45
23630,13,SB0832,cattle,cattle,64420015_44,64420015_19,64420015,64420015,within,37,-1,37,abattage,288,396,cattle->cattle,2010,0,b2012,495,495,64420015_19->64420015_44,64420015_19->64420015_44,64420015_19->64420015_44,64420015_19->64420015_44,64420015_19->64420015_44,64420015_19->64420015_44
23631,13,SB0832,cattle,cattle,64420015_41,64420015_23,64420015,64420015,within,37,38,39,abattage,289,396,cattle->cattle,2010,2,b2012,495,495,64420015_23->64420015_41,64420015_23->64420015_41,64420015_23->64420015_41,64420015_23->64420015_41,64420015_23->64420015_41,64420015_23->64420015_41
23632,13,SB0832,cattle,cattle,64420015_42,64420015_28,64420015,64420015,within,37,-1,39,abattage,290,396,cattle->cattle,2010,2,b2012,495,495,64420015_28->64420015_42,64420015_28->64420015_42,64420015_28->64420015_42,64420015_28->64420015_42,64420015_28->64420015_42,64420015_28->64420015_42
23633,13,SB0832,cattle,cattle,64420015_40,64420015_5,64420015,64420015,within,37,-1,37,abattage,291,396,cattle->cattle,2010,0,b2012,495,495,64420015_5->64420015_40,64420015_5->64420015_40,64420015_5->64420015_40,64420015_5->64420015_40,64420015_5->64420015_40,64420015_5->64420015_40
23634,13,SB0832,cattle,cattle,64420015_39,64420015_8,64420015,64420015,within,37,-1,39,abattage,292,396,cattle->cattle,2010,2,b2012,495,495,64420015_8->64420015_39,64420015_8->64420015_39,64420015_8->64420015_39,64420015_8->64420015_39,64420015_8->64420015_39,64420015_8->64420015_39
23635,13,SB0832,cattle,cattle,64420015_43,64420015_8,64420015,64420015,within,37,37,37,abattage,293,396,cattle->cattle,2010,0,b2012,495,495,64420015_8->64420015_43,64420015_8->64420015_43,64420015_8->64420015_43,64420015_8->64420015_43,64420015_8->64420015_43,64420015_8->64420015_43
23636,13,SB0832,cattle,cattle,64420044_6,64420044_1,64420044,64420044,within,37,37,47,demographie,294,396,cattle->cattle,2010,10,b2012,495,495,64420044_1->64420044_6,64420044_1->64420044_6,64420044_1->64420044_6,64420044_1->64420044_6,64420044_1->64420044_6,64420044_1->64420044_6
23637,13,SB0832,cattle,cattle,64420044_8,64420044_1,64420044,64420044,within,37,39,48,abattage,295,396,cattle->cattle,2010,11,b2012,495,495,64420044_1->64420044_8,64420044_1->64420044_8,64420044_1->64420044_8,64420044_1->64420044_8,64420044_1->64420044_8,64420044_1->64420044_8
23638,13,SB0832,cattle,cattle,64420044_7,64420044_6,64420044,64420044,within,37,39,48,abattage,296,396,cattle->cattle,2010,11,b2012,495,495,64420044_6->64420044_7,64420044_6->64420044_7,64420044_6->64420044_7,64420044_6->64420044_7,64420044_6->64420044_7,64420044_6->64420044_7
23639,13,SB0832,cattle,cattle,40054015_1,40054015_0,40054015,40054015,within,38,42,65,demographie,297,396,cattle->cattle,2010,27,b2012,495,495,40054015_0->40054015_1,40054015_0->40054015_1,40054015_0->40054015_1,40054015_0->40054015_1,40054015_0->40054015_1,40054015_0->40054015_1
23640,13,SB0832,cattle,cattle,40270058_5,40270058_3,40270058,40270058,within,38,44,62,abattage,300,396,cattle->cattle,2010,24,b2012,495,495,40270058_3->40270058_5,40270058_3->40270058_5,40270058_3->40270058_5,40270058_3->40270058_5,40270058_3->40270058_5,40270058_3->40270058_5
23641,13,SB0832,cattle,cattle,64420015_46,64420015_32,64420015,64420015,within,38,-1,39,abattage,311,396,cattle->cattle,2010,1,b2012,495,495,64420015_32->64420015_46,64420015_32->64420015_46,64420015_32->64420015_46,64420015_32->64420015_46,64420015_32->64420015_46,64420015_32->64420015_46
23642,13,SB0832,cattle,cattle,64420015_47,64420015_41,64420015,64420015,within,38,-1,39,abattage,312,396,cattle->cattle,2010,1,b2012,495,495,64420015_41->64420015_47,64420015_41->64420015_47,64420015_41->64420015_47,64420015_41->64420015_47,64420015_41->64420015_47,64420015_41->64420015_47
23643,13,SB0832,cattle,cattle,64420044_9,64420044_2,64420044,64420044,within,38,38,48,abattage,313,396,cattle->cattle,2010,10,b2012,495,495,64420044_2->64420044_9,64420044_2->64420044_9,64420044_2->64420044_9,64420044_2->64420044_9,64420044_2->64420044_9,64420044_2->64420044_9
23644,13,SB0832,cattle,cattle,64420044_10,64420044_9,64420044,64420044,within,38,41,48,abattage,314,396,cattle->cattle,2010,10,b2012,495,495,64420044_9->64420044_10,64420044_9->64420044_10,64420044_9->64420044_10,64420044_9->64420044_10,64420044_9->64420044_10,64420044_9->64420044_10
23645,13,SB0832,cattle,cattle,40270058_6,40270058_2,40270058,40270058,within,39,43,62,abattage,316,396,cattle->cattle,2010,23,b2012,495,495,40270058_2->40270058_6,40270058_2->40270058_6,40270058_2->40270058_6,40270058_2->40270058_6,40270058_2->40270058_6,40270058_2->40270058_6
23646,13,SB0832,cattle,cattle,64420015_48,64420015_29,64420015,64420015,within,39,-1,39,abattage,323,396,cattle->cattle,2010,0,b2012,495,495,64420015_29->64420015_48,64420015_29->64420015_48,64420015_29->64420015_48,64420015_29->64420015_48,64420015_29->64420015_48,64420015_29->64420015_48
23647,13,SB0832,cattle,cattle,64420015_49,64420015_38,64420015,64420015,within,39,-1,39,abattage,324,396,cattle->cattle,2010,0,b2012,495,495,64420015_38->64420015_49,64420015_38->64420015_49,64420015_38->64420015_49,64420015_38->64420015_49,64420015_38->64420015_49,64420015_38->64420015_49
23648,13,SB0832,cattle,cattle,64420007_0,64420044_9,64420007,64420044,pasture,40,42,75,abattage,330,396,cattle->cattle,2010,35,b2012,495,495,64420044_9->64420007_0,64420044_9->64420007_0,64420044_9->64420007_0,64420044_9->64420007_0,64420044_9->64420007_0,64420044_9->64420007_0
23649,13,SB0832,cattle,cattle,40270058_7,40270058_1,40270058,40270058,within,42,53,62,abattage,349,396,cattle->cattle,2010,20,b2012,495,495,40270058_1->40270058_7,40270058_1->40270058_7,40270058_1->40270058_7,40270058_1->40270058_7,40270058_1->40270058_7,40270058_1->40270058_7
23650,13,SB0832,cattle,cattle,64420044_11,64420044_5,64420044,64420044,within,42,43,48,abattage,362,396,cattle->cattle,2010,6,b2012,495,495,64420044_5->64420044_11,64420044_5->64420044_11,64420044_5->64420044_11,64420044_5->64420044_11,64420044_5->64420044_11,64420044_5->64420044_11
23651,13,SB0832,cattle,cattle,40054015_2,40054015_0,40054015,40054015,within,43,49,66,abattage,363,396,cattle->cattle,2010,23,b2012,495,495,40054015_0->40054015_2,40054015_0->40054015_2,40054015_0->40054015_2,40054015_0->40054015_2,40054015_0->40054015_2,40054015_0->40054015_2
23652,13,SB0832,cattle,cattle,40270058_9,40270058_0,40270058,40270058,within,43,46,62,abattage,365,396,cattle->cattle,2010,19,b2012,495,495,40270058_0->40270058_9,40270058_0->40270058_9,40270058_0->40270058_9,40270058_0->40270058_9,40270058_0->40270058_9,40270058_0->40270058_9
23653,13,SB0832,cattle,cattle,40270058_8,40270058_6,40270058,40270058,within,43,54,62,abattage,366,396,cattle->cattle,2010,19,b2012,495,495,40270058_6->40270058_8,40270058_6->40270058_8,40270058_6->40270058_8,40270058_6->40270058_8,40270058_6->40270058_8,40270058_6->40270058_8
23654,13,SB0832,cattle,cattle,64420047_0,64420044_5,64420047,64420044,pasture,43,45,53,demographie,377,396,cattle->cattle,2010,10,b2012,495,495,64420044_5->64420047_0,64420044_5->64420047_0,64420044_5->64420047_0,64420044_5->64420047_0,64420044_5->64420047_0,64420044_5->64420047_0
23655,13,SB0832,cattle,cattle,40270058_10,40270058_2,40270058,40270058,within,44,50,62,abattage,382,396,cattle->cattle,2010,18,b2012,495,495,40270058_2->40270058_10,40270058_2->40270058_10,40270058_2->40270058_10,40270058_2->40270058_10,40270058_2->40270058_10,40270058_2->40270058_10
23656,13,SB0832,cattle,cattle,64420007_1,64420044_9,64420007,64420044,pasture,44,45,74,demographie,388,396,cattle->cattle,2010,30,b2012,495,495,64420044_9->64420007_1,64420044_9->64420007_1,64420044_9->64420007_1,64420044_9->64420007_1,64420044_9->64420007_1,64420044_9->64420007_1
23657,13,SB0832,cattle,cattle,40270033_0,40270058_2,40270033,40270058,pasture,46,47,70,abattage,397,396,cattle->cattle,2010,24,b2012,495,495,40270058_2->40270033_0,40270058_2->40270033_0,40270058_2->40270033_0,40270058_2->40270033_0,40270058_2->40270033_0,40270058_2->40270033_0
23658,13,SB0832,cattle,cattle,40270033_1,40270058_5,40270033,40270058,pasture,46,48,70,abattage,398,396,cattle->cattle,2010,24,b2012,495,495,40270058_5->40270033_1,40270058_5->40270033_1,40270058_5->40270033_1,40270058_5->40270033_1,40270058_5->40270033_1,40270058_5->40270033_1
23659,13,SB0832,cattle,cattle,64420015_50,64420044_8,64420015,64420044,pasture,46,-1,50,demographie,401,396,cattle->cattle,2010,4,b2012,495,495,64420044_8->64420015_50,64420044_8->64420015_50,64420044_8->64420015_50,64420044_8->64420015_50,64420044_8->64420015_50,64420044_8->64420015_50
23660,13,SB0832,cattle,cattle,64420044_12,64420044_8,64420044,64420044,within,46,-1,48,abattage,402,396,cattle->cattle,2010,2,b2012,495,495,64420044_8->64420044_12,64420044_8->64420044_12,64420044_8->64420044_12,64420044_8->64420044_12,64420044_8->64420044_12,64420044_8->64420044_12
23661,13,SB0832,cattle,cattle,64420044_13,64420044_8,64420044,64420044,within,46,-1,48,abattage,403,396,cattle->cattle,2010,2,b2012,495,495,64420044_8->64420044_13,64420044_8->64420044_13,64420044_8->64420044_13,64420044_8->64420044_13,64420044_8->64420044_13,64420044_8->64420044_13
23662,13,SB0832,cattle,cattle,40270058_12,40270058_1,40270058,40270058,within,47,51,62,abattage,407,396,cattle->cattle,2010,15,b2012,495,495,40270058_1->40270058_12,40270058_1->40270058_12,40270058_1->40270058_12,40270058_1->40270058_12,40270058_1->40270058_12,40270058_1->40270058_12
23663,13,SB0832,cattle,cattle,40270058_13,40270058_3,40270058,40270058,within,47,49,62,abattage,408,396,cattle->cattle,2010,15,b2012,495,495,40270058_3->40270058_13,40270058_3->40270058_13,40270058_3->40270058_13,40270058_3->40270058_13,40270058_3->40270058_13,40270058_3->40270058_13
23664,13,SB0832,cattle,cattle,40270058_11,40270058_6,40270058,40270058,within,47,56,62,abattage,409,396,cattle->cattle,2010,15,b2012,495,495,40270058_6->40270058_11,40270058_6->40270058_11,40270058_6->40270058_11,40270058_6->40270058_11,40270058_6->40270058_11,40270058_6->40270058_11
23665,13,SB0832,cattle,cattle,64420044_14,64420044_3,64420044,64420044,within,47,-1,48,abattage,416,396,cattle->cattle,2010,1,b2012,495,495,64420044_3->64420044_14,64420044_3->64420044_14,64420044_3->64420044_14,64420044_3->64420044_14,64420044_3->64420044_14,64420044_3->64420044_14
23666,13,SB0832,cattle,cattle,40054015_3,40054015_0,40054015,40054015,within,48,66,66,abattage,417,396,cattle->cattle,2011,18,b2012,495,495,40054015_0->40054015_3,40054015_0->40054015_3,40054015_0->40054015_3,40054015_0->40054015_3,40054015_0->40054015_3,40054015_0->40054015_3
23667,13,SB0832,cattle,cattle,40270058_15,40270058_4,40270058,40270058,within,48,49,61,demographie,423,396,cattle->cattle,2011,13,b2012,495,495,40270058_4->40270058_15,40270058_4->40270058_15,40270058_4->40270058_15,40270058_4->40270058_15,40270058_4->40270058_15,40270058_4->40270058_15
23668,13,SB0832,cattle,cattle,40270058_14,40270058_5,40270058,40270058,within,48,53,62,abattage,424,396,cattle->cattle,2011,14,b2012,495,495,40270058_5->40270058_14,40270058_5->40270058_14,40270058_5->40270058_14,40270058_5->40270058_14,40270058_5->40270058_14,40270058_5->40270058_14
23669,13,SB0832,cattle,cattle,40270058_16,40270058_9,40270058,40270058,within,48,49,62,abattage,425,396,cattle->cattle,2011,14,b2012,495,495,40270058_9->40270058_16,40270058_9->40270058_16,40270058_9->40270058_16,40270058_9->40270058_16,40270058_9->40270058_16,40270058_9->40270058_16
23670,13,SB0832,cattle,cattle,64420044_15,64420044_10,64420044,64420044,within,48,48,48,abattage,440,396,cattle->cattle,2011,0,b2012,495,495,64420044_10->64420044_15,64420044_10->64420044_15,64420044_10->64420044_15,64420044_10->64420044_15,64420044_10->64420044_15,64420044_10->64420044_15
