X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
26538,13,SB0832,cattle,cattle,64420015_10,64420015_5,64420015,64420015,within,25,-1,28,demographie,92,137,cattle->cattle,2009,3,b2012,129,129,64420015_5->64420015_10,64420015_5->64420015_10,64420015_5->64420015_10,64420015_5->64420015_10,64420015_5->64420015_10,64420015_5->64420015_10
26539,13,SB0832,cattle,cattle,64420015_12,64420015_5,64420015,64420015,within,25,27,49,abattage,93,137,cattle->cattle,2009,24,b2012,129,129,64420015_5->64420015_12,64420015_5->64420015_12,64420015_5->64420015_12,64420015_5->64420015_12,64420015_5->64420015_12,64420015_5->64420015_12
26540,13,SB0832,cattle,cattle,64420015_13,64420015_9,64420015,64420015,within,27,38,49,abattage,101,137,cattle->cattle,2009,22,b2012,129,129,64420015_9->64420015_13,64420015_9->64420015_13,64420015_9->64420015_13,64420015_9->64420015_13,64420015_9->64420015_13,64420015_9->64420015_13
26541,13,SB0832,cattle,cattle,64420015_14,64420015_9,64420015,64420015,within,28,29,49,abattage,104,137,cattle->cattle,2009,21,b2012,129,129,64420015_9->64420015_14,64420015_9->64420015_14,64420015_9->64420015_14,64420015_9->64420015_14,64420015_9->64420015_14,64420015_9->64420015_14
26542,13,SB0832,cattle,cattle,64420015_15,64420015_14,64420015,64420015,within,29,33,49,abattage,106,137,cattle->cattle,2009,20,b2012,129,129,64420015_14->64420015_15,64420015_14->64420015_15,64420015_14->64420015_15,64420015_14->64420015_15,64420015_14->64420015_15,64420015_14->64420015_15
26543,13,SB0832,cattle,cattle,64420015_16,64420015_12,64420015,64420015,within,30,32,49,abattage,107,137,cattle->cattle,2009,19,b2012,129,129,64420015_12->64420015_16,64420015_12->64420015_16,64420015_12->64420015_16,64420015_12->64420015_16,64420015_12->64420015_16,64420015_12->64420015_16
26544,13,SB0832,cattle,cattle,64420015_18,64420015_2,64420015,64420015,within,30,36,49,abattage,108,137,cattle->cattle,2009,19,b2012,129,129,64420015_2->64420015_18,64420015_2->64420015_18,64420015_2->64420015_18,64420015_2->64420015_18,64420015_2->64420015_18,64420015_2->64420015_18
26545,13,SB0832,cattle,cattle,64420015_17,64420015_5,64420015,64420015,within,30,45,49,abattage,109,137,cattle->cattle,2009,19,b2012,129,129,64420015_5->64420015_17,64420015_5->64420015_17,64420015_5->64420015_17,64420015_5->64420015_17,64420015_5->64420015_17,64420015_5->64420015_17
26546,13,SB0832,cattle,cattle,64420015_19,64420015_3,64420015,64420015,within,31,45,49,abattage,110,137,cattle->cattle,2009,18,b2012,129,129,64420015_3->64420015_19,64420015_3->64420015_19,64420015_3->64420015_19,64420015_3->64420015_19,64420015_3->64420015_19,64420015_3->64420015_19
26547,13,SB0832,cattle,cattle,64420015_20,64420015_7,64420015,64420015,within,31,33,49,abattage,111,137,cattle->cattle,2009,18,b2012,129,129,64420015_7->64420015_20,64420015_7->64420015_20,64420015_7->64420015_20,64420015_7->64420015_20,64420015_7->64420015_20,64420015_7->64420015_20
26548,13,SB0832,cattle,cattle,64420015_21,64420015_9,64420015,64420015,within,31,40,44,demographie,112,137,cattle->cattle,2009,13,b2012,129,129,64420015_9->64420015_21,64420015_9->64420015_21,64420015_9->64420015_21,64420015_9->64420015_21,64420015_9->64420015_21,64420015_9->64420015_21
26549,13,SB0832,cattle,cattle,64420015_22,64420015_16,64420015,64420015,within,32,34,49,abattage,113,137,cattle->cattle,2009,17,b2012,129,129,64420015_16->64420015_22,64420015_16->64420015_22,64420015_16->64420015_22,64420015_16->64420015_22,64420015_16->64420015_22,64420015_16->64420015_22
26550,13,SB0832,cattle,cattle,64420015_23,64420015_14,64420015,64420015,within,33,42,49,abattage,115,137,cattle->cattle,2009,16,b2012,129,129,64420015_14->64420015_23,64420015_14->64420015_23,64420015_14->64420015_23,64420015_14->64420015_23,64420015_14->64420015_23,64420015_14->64420015_23
26551,13,SB0832,cattle,cattle,64420015_24,64420015_5,64420015,64420015,within,34,46,49,abattage,116,137,cattle->cattle,2009,15,b2012,129,129,64420015_5->64420015_24,64420015_5->64420015_24,64420015_5->64420015_24,64420015_5->64420015_24,64420015_5->64420015_24,64420015_5->64420015_24
26552,13,SB0832,cattle,cattle,64420015_25,64420015_12,64420015,64420015,within,35,35,49,abattage,120,137,cattle->cattle,2009,14,b2012,129,129,64420015_12->64420015_25,64420015_12->64420015_25,64420015_12->64420015_25,64420015_12->64420015_25,64420015_12->64420015_25,64420015_12->64420015_25
26553,13,SB0832,cattle,cattle,64420015_29,64420015_14,64420015,64420015,within,35,37,49,abattage,121,137,cattle->cattle,2009,14,b2012,129,129,64420015_14->64420015_29,64420015_14->64420015_29,64420015_14->64420015_29,64420015_14->64420015_29,64420015_14->64420015_29,64420015_14->64420015_29
26554,13,SB0832,cattle,cattle,64420015_27,64420015_15,64420015,64420015,within,35,37,49,abattage,122,137,cattle->cattle,2009,14,b2012,129,129,64420015_15->64420015_27,64420015_15->64420015_27,64420015_15->64420015_27,64420015_15->64420015_27,64420015_15->64420015_27,64420015_15->64420015_27
26555,13,SB0832,cattle,cattle,64420015_26,64420015_25,64420015,64420015,within,35,42,49,abattage,123,137,cattle->cattle,2009,14,b2012,129,129,64420015_25->64420015_26,64420015_25->64420015_26,64420015_25->64420015_26,64420015_25->64420015_26,64420015_25->64420015_26,64420015_25->64420015_26
26556,13,SB0832,cattle,cattle,64420015_28,64420015_3,64420015,64420015,within,35,-1,38,demographie,124,137,cattle->cattle,2009,3,b2012,129,129,64420015_3->64420015_28,64420015_3->64420015_28,64420015_3->64420015_28,64420015_3->64420015_28,64420015_3->64420015_28,64420015_3->64420015_28
26557,13,SB0832,cattle,cattle,64420015_32,64420015_16,64420015,64420015,within,36,42,49,abattage,128,137,cattle->cattle,2010,13,b2012,129,129,64420015_16->64420015_32,64420015_16->64420015_32,64420015_16->64420015_32,64420015_16->64420015_32,64420015_16->64420015_32,64420015_16->64420015_32
26558,13,SB0832,cattle,cattle,64420015_30,64420015_22,64420015,64420015,within,36,44,49,abattage,129,137,cattle->cattle,2010,13,b2012,129,129,64420015_22->64420015_30,64420015_22->64420015_30,64420015_22->64420015_30,64420015_22->64420015_30,64420015_22->64420015_30,64420015_22->64420015_30
26559,13,SB0832,cattle,cattle,64420015_31,64420015_3,64420015,64420015,within,36,40,49,abattage,130,137,cattle->cattle,2010,13,b2012,129,129,64420015_3->64420015_31,64420015_3->64420015_31,64420015_3->64420015_31,64420015_3->64420015_31,64420015_3->64420015_31,64420015_3->64420015_31
26560,13,SB0832,cattle,cattle,64420015_36,64420015_14,64420015,64420015,within,37,41,49,abattage,133,137,cattle->cattle,2010,12,b2012,129,129,64420015_14->64420015_36,64420015_14->64420015_36,64420015_14->64420015_36,64420015_14->64420015_36,64420015_14->64420015_36,64420015_14->64420015_36
26561,13,SB0832,cattle,cattle,40054015_0,64420015_16,64420015,64420015,within,37,40,74,abattage,134,137,cattle->cattle,2010,37,b2012,129,129,64420015_16->40054015_0,64420015_16->40054015_0,64420015_16->40054015_0,64420015_16->40054015_0,64420015_16->40054015_0,64420015_16->40054015_0
26562,13,SB0832,cattle,cattle,64420015_37,64420015_22,64420015,64420015,within,37,42,49,abattage,135,137,cattle->cattle,2010,12,b2012,129,129,64420015_22->64420015_37,64420015_22->64420015_37,64420015_22->64420015_37,64420015_22->64420015_37,64420015_22->64420015_37,64420015_22->64420015_37
26563,13,SB0832,cattle,cattle,64420015_38,64420015_27,64420015,64420015,within,37,42,49,abattage,136,137,cattle->cattle,2010,12,b2012,129,129,64420015_27->64420015_38,64420015_27->64420015_38,64420015_27->64420015_38,64420015_27->64420015_38,64420015_27->64420015_38,64420015_27->64420015_38
26564,13,SB0832,cattle,cattle,64420015_33,64420015_3,64420015,64420015,within,37,42,49,abattage,137,137,cattle->cattle,2010,12,b2012,129,129,64420015_3->64420015_33,64420015_3->64420015_33,64420015_3->64420015_33,64420015_3->64420015_33,64420015_3->64420015_33,64420015_3->64420015_33
26565,13,SB0832,cattle,cattle,64420015_34,64420015_9,64420015,64420015,within,37,38,49,abattage,138,137,cattle->cattle,2010,12,b2012,129,129,64420015_9->64420015_34,64420015_9->64420015_34,64420015_9->64420015_34,64420015_9->64420015_34,64420015_9->64420015_34,64420015_9->64420015_34
26566,13,SB0832,cattle,cattle,64420015_35,64420015_9,64420015,64420015,within,37,46,49,abattage,139,137,cattle->cattle,2010,12,b2012,129,129,64420015_9->64420015_35,64420015_9->64420015_35,64420015_9->64420015_35,64420015_9->64420015_35,64420015_9->64420015_35,64420015_9->64420015_35
26567,13,SB0832,cattle,cattle,64420015_44,64420015_11,64420015,64420015,within,38,44,49,abattage,143,137,cattle->cattle,2010,11,b2012,129,129,64420015_11->64420015_44,64420015_11->64420015_44,64420015_11->64420015_44,64420015_11->64420015_44,64420015_11->64420015_44,64420015_11->64420015_44
26568,13,SB0832,cattle,cattle,64420015_41,64420015_12,64420015,64420015,within,38,42,49,abattage,144,137,cattle->cattle,2010,11,b2012,129,129,64420015_12->64420015_41,64420015_12->64420015_41,64420015_12->64420015_41,64420015_12->64420015_41,64420015_12->64420015_41,64420015_12->64420015_41
26569,13,SB0832,cattle,cattle,64420015_39,64420015_18,64420015,64420015,within,38,44,49,abattage,145,137,cattle->cattle,2010,11,b2012,129,129,64420015_18->64420015_39,64420015_18->64420015_39,64420015_18->64420015_39,64420015_18->64420015_39,64420015_18->64420015_39,64420015_18->64420015_39
26570,13,SB0832,cattle,cattle,64420015_40,64420015_2,64420015,64420015,within,38,-1,49,abattage,146,137,cattle->cattle,2010,11,b2012,129,129,64420015_2->64420015_40,64420015_2->64420015_40,64420015_2->64420015_40,64420015_2->64420015_40,64420015_2->64420015_40,64420015_2->64420015_40
26571,13,SB0832,cattle,cattle,64420015_43,64420015_27,64420015,64420015,within,38,-1,49,abattage,147,137,cattle->cattle,2010,11,b2012,129,129,64420015_27->64420015_43,64420015_27->64420015_43,64420015_27->64420015_43,64420015_27->64420015_43,64420015_27->64420015_43,64420015_27->64420015_43
26572,13,SB0832,cattle,cattle,64420015_42,64420015_29,64420015,64420015,within,38,-1,49,abattage,148,137,cattle->cattle,2010,11,b2012,129,129,64420015_29->64420015_42,64420015_29->64420015_42,64420015_29->64420015_42,64420015_29->64420015_42,64420015_29->64420015_42,64420015_29->64420015_42
26573,13,SB0832,cattle,cattle,64420015_47,64420015_14,64420015,64420015,within,39,39,49,abattage,150,137,cattle->cattle,2010,10,b2012,129,129,64420015_14->64420015_47,64420015_14->64420015_47,64420015_14->64420015_47,64420015_14->64420015_47,64420015_14->64420015_47,64420015_14->64420015_47
26574,13,SB0832,cattle,cattle,64420015_46,64420015_27,64420015,64420015,within,39,40,49,abattage,151,137,cattle->cattle,2010,10,b2012,129,129,64420015_27->64420015_46,64420015_27->64420015_46,64420015_27->64420015_46,64420015_27->64420015_46,64420015_27->64420015_46,64420015_27->64420015_46
26575,13,SB0832,cattle,cattle,64420015_48,64420015_3,64420015,64420015,within,39,44,49,abattage,152,137,cattle->cattle,2010,10,b2012,129,129,64420015_3->64420015_48,64420015_3->64420015_48,64420015_3->64420015_48,64420015_3->64420015_48,64420015_3->64420015_48,64420015_3->64420015_48
26576,13,SB0832,cattle,cattle,64420015_49,64420015_5,64420015,64420015,within,39,43,49,abattage,153,137,cattle->cattle,2010,10,b2012,129,129,64420015_5->64420015_49,64420015_5->64420015_49,64420015_5->64420015_49,64420015_5->64420015_49,64420015_5->64420015_49,64420015_5->64420015_49
26577,13,SB0832,cattle,cattle,64420015_45,64420015_6,64420015,64420015,within,39,-1,49,abattage,154,137,cattle->cattle,2010,10,b2012,129,129,64420015_6->64420015_45,64420015_6->64420015_45,64420015_6->64420015_45,64420015_6->64420015_45,64420015_6->64420015_45,64420015_6->64420015_45
26578,13,SB0832,cattle,cattle,64420015_50,64420015_9,64420015,64420015,within,40,42,49,abattage,155,137,cattle->cattle,2010,9,b2012,129,129,64420015_9->64420015_50,64420015_9->64420015_50,64420015_9->64420015_50,64420015_9->64420015_50,64420015_9->64420015_50,64420015_9->64420015_50
26579,13,SB0832,cattle,cattle,64420015_51,64420015_3,64420015,64420015,within,41,-1,49,abattage,157,137,cattle->cattle,2010,8,b2012,129,129,64420015_3->64420015_51,64420015_3->64420015_51,64420015_3->64420015_51,64420015_3->64420015_51,64420015_3->64420015_51,64420015_3->64420015_51
26580,13,SB0832,cattle,cattle,40270058_0,64420015_47,64420015,64420015,within,41,42,54,abattage,158,137,cattle->cattle,2010,13,b2012,129,129,64420015_47->40270058_0,64420015_47->40270058_0,64420015_47->40270058_0,64420015_47->40270058_0,64420015_47->40270058_0,64420015_47->40270058_0
26581,13,SB0832,cattle,cattle,64420015_53,64420015_20,64420015,64420015,within,42,44,49,abattage,159,137,cattle->cattle,2010,7,b2012,129,129,64420015_20->64420015_53,64420015_20->64420015_53,64420015_20->64420015_53,64420015_20->64420015_53,64420015_20->64420015_53,64420015_20->64420015_53
26582,13,SB0832,cattle,cattle,64420015_52,64420015_36,64420015,64420015,within,42,49,49,abattage,160,137,cattle->cattle,2010,7,b2012,129,129,64420015_36->64420015_52,64420015_36->64420015_52,64420015_36->64420015_52,64420015_36->64420015_52,64420015_36->64420015_52,64420015_36->64420015_52
26583,13,SB0832,cattle,cattle,64420015_58,64420015_12,64420015,64420015,within,43,-1,49,abattage,161,137,cattle->cattle,2010,6,b2012,129,129,64420015_12->64420015_58,64420015_12->64420015_58,64420015_12->64420015_58,64420015_12->64420015_58,64420015_12->64420015_58,64420015_12->64420015_58
26584,13,SB0832,cattle,cattle,64420015_57,64420015_29,64420015,64420015,within,43,45,49,abattage,162,137,cattle->cattle,2010,6,b2012,129,129,64420015_29->64420015_57,64420015_29->64420015_57,64420015_29->64420015_57,64420015_29->64420015_57,64420015_29->64420015_57,64420015_29->64420015_57
26585,13,SB0832,cattle,cattle,64420015_56,64420015_36,64420015,64420015,within,43,44,49,abattage,163,137,cattle->cattle,2010,6,b2012,129,129,64420015_36->64420015_56,64420015_36->64420015_56,64420015_36->64420015_56,64420015_36->64420015_56,64420015_36->64420015_56,64420015_36->64420015_56
26586,13,SB0832,cattle,cattle,64420015_54,64420015_38,64420015,64420015,within,43,-1,49,abattage,164,137,cattle->cattle,2010,6,b2012,129,129,64420015_38->64420015_54,64420015_38->64420015_54,64420015_38->64420015_54,64420015_38->64420015_54,64420015_38->64420015_54,64420015_38->64420015_54
26587,13,SB0832,cattle,cattle,64420015_55,64420015_50,64420015,64420015,within,43,47,49,abattage,165,137,cattle->cattle,2010,6,b2012,129,129,64420015_50->64420015_55,64420015_50->64420015_55,64420015_50->64420015_55,64420015_50->64420015_55,64420015_50->64420015_55,64420015_50->64420015_55
26588,13,SB0832,cattle,cattle,64420015_62,64420015_15,64420015,64420015,within,44,49,49,abattage,166,137,cattle->cattle,2010,5,b2012,129,129,64420015_15->64420015_62,64420015_15->64420015_62,64420015_15->64420015_62,64420015_15->64420015_62,64420015_15->64420015_62,64420015_15->64420015_62
26589,13,SB0832,cattle,cattle,64420015_60,64420015_26,64420015,64420015,within,44,-1,49,abattage,167,137,cattle->cattle,2010,5,b2012,129,129,64420015_26->64420015_60,64420015_26->64420015_60,64420015_26->64420015_60,64420015_26->64420015_60,64420015_26->64420015_60,64420015_26->64420015_60
26590,13,SB0832,cattle,cattle,64420015_59,64420015_36,64420015,64420015,within,44,47,49,abattage,168,137,cattle->cattle,2010,5,b2012,129,129,64420015_36->64420015_59,64420015_36->64420015_59,64420015_36->64420015_59,64420015_36->64420015_59,64420015_36->64420015_59,64420015_36->64420015_59
26591,13,SB0832,cattle,cattle,64420015_61,64420015_47,64420015,64420015,within,44,-1,49,abattage,169,137,cattle->cattle,2010,5,b2012,129,129,64420015_47->64420015_61,64420015_47->64420015_61,64420015_47->64420015_61,64420015_47->64420015_61,64420015_47->64420015_61,64420015_47->64420015_61
26592,13,SB0832,cattle,cattle,40270058_1,40270058_0,40270058,40270058,within,45,50,53,demographie,170,137,cattle->cattle,2010,8,b2012,129,129,40270058_0->40270058_1,40270058_0->40270058_1,40270058_0->40270058_1,40270058_0->40270058_1,40270058_0->40270058_1,40270058_0->40270058_1
26593,13,SB0832,cattle,cattle,64420015_68,64420015_16,64420015,64420015,within,45,-1,49,abattage,171,137,cattle->cattle,2010,4,b2012,129,129,64420015_16->64420015_68,64420015_16->64420015_68,64420015_16->64420015_68,64420015_16->64420015_68,64420015_16->64420015_68,64420015_16->64420015_68
26594,13,SB0832,cattle,cattle,64420015_69,64420015_20,64420015,64420015,within,45,-1,49,abattage,172,137,cattle->cattle,2010,4,b2012,129,129,64420015_20->64420015_69,64420015_20->64420015_69,64420015_20->64420015_69,64420015_20->64420015_69,64420015_20->64420015_69,64420015_20->64420015_69
26595,13,SB0832,cattle,cattle,64420015_67,64420015_29,64420015,64420015,within,45,47,49,abattage,173,137,cattle->cattle,2010,4,b2012,129,129,64420015_29->64420015_67,64420015_29->64420015_67,64420015_29->64420015_67,64420015_29->64420015_67,64420015_29->64420015_67,64420015_29->64420015_67
26596,13,SB0832,cattle,cattle,64420015_64,64420015_37,64420015,64420015,within,45,-1,49,abattage,174,137,cattle->cattle,2010,4,b2012,129,129,64420015_37->64420015_64,64420015_37->64420015_64,64420015_37->64420015_64,64420015_37->64420015_64,64420015_37->64420015_64,64420015_37->64420015_64
26597,13,SB0832,cattle,cattle,64420015_66,64420015_39,64420015,64420015,within,45,48,49,abattage,175,137,cattle->cattle,2010,4,b2012,129,129,64420015_39->64420015_66,64420015_39->64420015_66,64420015_39->64420015_66,64420015_39->64420015_66,64420015_39->64420015_66,64420015_39->64420015_66
26598,13,SB0832,cattle,cattle,64420015_70,64420015_46,64420015,64420015,within,45,-1,49,abattage,176,137,cattle->cattle,2010,4,b2012,129,129,64420015_46->64420015_70,64420015_46->64420015_70,64420015_46->64420015_70,64420015_46->64420015_70,64420015_46->64420015_70,64420015_46->64420015_70
26599,13,SB0832,cattle,cattle,64420015_63,64420015_49,64420015,64420015,within,45,49,49,abattage,177,137,cattle->cattle,2010,4,b2012,129,129,64420015_49->64420015_63,64420015_49->64420015_63,64420015_49->64420015_63,64420015_49->64420015_63,64420015_49->64420015_63,64420015_49->64420015_63
26600,13,SB0832,cattle,cattle,64420015_65,64420015_49,64420015,64420015,within,45,-1,49,abattage,178,137,cattle->cattle,2010,4,b2012,129,129,64420015_49->64420015_65,64420015_49->64420015_65,64420015_49->64420015_65,64420015_49->64420015_65,64420015_49->64420015_65,64420015_49->64420015_65
26601,13,SB0832,cattle,cattle,64420044_0,64420015_2,64420044,64420015,pasture,46,51,74,abattage,179,137,cattle->cattle,2010,28,b2012,129,129,64420015_2->64420044_0,64420015_2->64420044_0,64420015_2->64420044_0,64420015_2->64420044_0,64420015_2->64420044_0,64420015_2->64420044_0
26602,13,SB0832,cattle,cattle,64420015_71,64420015_23,64420015,64420015,within,46,46,49,abattage,180,137,cattle->cattle,2010,3,b2012,129,129,64420015_23->64420015_71,64420015_23->64420015_71,64420015_23->64420015_71,64420015_23->64420015_71,64420015_23->64420015_71,64420015_23->64420015_71
26603,13,SB0832,cattle,cattle,64420015_72,64420015_2,64420015,64420015,within,47,-1,49,abattage,182,137,cattle->cattle,2010,2,b2012,129,129,64420015_2->64420015_72,64420015_2->64420015_72,64420015_2->64420015_72,64420015_2->64420015_72,64420015_2->64420015_72,64420015_2->64420015_72
26604,13,SB0832,cattle,cattle,64420015_73,64420015_8,64420015,64420015,within,47,-1,49,abattage,183,137,cattle->cattle,2010,2,b2012,129,129,64420015_8->64420015_73,64420015_8->64420015_73,64420015_8->64420015_73,64420015_8->64420015_73,64420015_8->64420015_73,64420015_8->64420015_73
26605,13,SB0832,cattle,cattle,40054015_1,40054015_0,40054015,40054015,within,48,54,74,abattage,184,137,cattle->cattle,2011,26,b2012,129,129,40054015_0->40054015_1,40054015_0->40054015_1,40054015_0->40054015_1,40054015_0->40054015_1,40054015_0->40054015_1,40054015_0->40054015_1
26606,13,SB0832,cattle,cattle,64420015_74,64420015_29,64420015,64420015,within,48,-1,49,abattage,188,137,cattle->cattle,2011,1,b2012,129,129,64420015_29->64420015_74,64420015_29->64420015_74,64420015_29->64420015_74,64420015_29->64420015_74,64420015_29->64420015_74,64420015_29->64420015_74
26607,13,SB0832,cattle,cattle,64420015_75,64420015_59,64420015,64420015,within,48,-1,49,abattage,189,137,cattle->cattle,2011,1,b2012,129,129,64420015_59->64420015_75,64420015_59->64420015_75,64420015_59->64420015_75,64420015_59->64420015_75,64420015_59->64420015_75,64420015_59->64420015_75
26608,13,SB0832,cattle,cattle,64420015_76,64420015_20,64420015,64420015,within,49,49,49,abattage,191,137,cattle->cattle,2011,0,b2012,129,129,64420015_20->64420015_76,64420015_20->64420015_76,64420015_20->64420015_76,64420015_20->64420015_76,64420015_20->64420015_76,64420015_20->64420015_76
26609,13,SB0832,cattle,cattle,64420015_77,64420015_59,64420015,64420015,within,49,-1,49,abattage,192,137,cattle->cattle,2011,0,b2012,129,129,64420015_59->64420015_77,64420015_59->64420015_77,64420015_59->64420015_77,64420015_59->64420015_77,64420015_59->64420015_77,64420015_59->64420015_77
26610,13,SB0832,cattle,cattle,64420015_78,64420015_76,64420015,64420015,within,49,-1,49,abattage,193,137,cattle->cattle,2011,0,b2012,129,129,64420015_76->64420015_78,64420015_76->64420015_78,64420015_76->64420015_78,64420015_76->64420015_78,64420015_76->64420015_78,64420015_76->64420015_78
26611,13,SB0832,cattle,cattle,64420044_1,64420044_0,64420044,64420044,within,52,64,74,abattage,196,137,cattle->cattle,2011,22,b2012,129,129,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1
26612,13,SB0832,cattle,cattle,64420044_2,64420044_0,64420044,64420044,within,54,55,74,abattage,198,137,cattle->cattle,2011,20,b2012,129,129,64420044_0->64420044_2,64420044_0->64420044_2,64420044_0->64420044_2,64420044_0->64420044_2,64420044_0->64420044_2,64420044_0->64420044_2
26613,13,SB0832,cattle,cattle,64420047_0,64420044_2,64420047,64420044,pasture,55,57,64,demographie,199,137,cattle->cattle,2011,9,b2012,129,129,64420044_2->64420047_0,64420044_2->64420047_0,64420044_2->64420047_0,64420044_2->64420047_0,64420044_2->64420047_0,64420044_2->64420047_0
26614,13,SB0832,cattle,cattle,64420015_79,64420044_0,64420015,64420044,pasture,57,72,73,demographie,202,137,cattle->cattle,2011,16,b2012,129,129,64420044_0->64420015_79,64420044_0->64420015_79,64420044_0->64420015_79,64420044_0->64420015_79,64420044_0->64420015_79,64420044_0->64420015_79
26615,13,SB0832,cattle,cattle,64420047_1,64420047_0,64420047,64420047,within,59,-1,60,demographie,205,137,cattle->cattle,2011,1,b2012,129,129,64420047_0->64420047_1,64420047_0->64420047_1,64420047_0->64420047_1,64420047_0->64420047_1,64420047_0->64420047_1,64420047_0->64420047_1
26616,13,SB0832,cattle,cattle,40054015_2,40054015_0,40054015,40054015,within,60,61,74,abattage,206,137,cattle->cattle,2012,14,b2016,129,129,40054015_0->40054015_2,40054015_0->40054015_2,40054015_0->40054015_2,40054015_0->40054015_2,40054015_0->40054015_2,40054015_0->40054015_2
26617,13,SB0832,cattle,cattle,40054015_4,40054015_0,40054015,40054015,within,60,64,74,abattage,207,137,cattle->cattle,2012,14,b2016,129,129,40054015_0->40054015_4,40054015_0->40054015_4,40054015_0->40054015_4,40054015_0->40054015_4,40054015_0->40054015_4,40054015_0->40054015_4
26618,13,SB0832,cattle,cattle,40054015_3,40054015_1,40054015,40054015,within,60,69,73,demographie,208,137,cattle->cattle,2012,13,b2016,129,129,40054015_1->40054015_3,40054015_1->40054015_3,40054015_1->40054015_3,40054015_1->40054015_3,40054015_1->40054015_3,40054015_1->40054015_3
26619,13,SB0832,cattle,cattle,64420044_3,64420044_0,64420044,64420044,within,60,65,73,demographie,210,137,cattle->cattle,2012,13,b2016,129,129,64420044_0->64420044_3,64420044_0->64420044_3,64420044_0->64420044_3,64420044_0->64420044_3,64420044_0->64420044_3,64420044_0->64420044_3
