X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle
15248,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,2,37,abattage,13,317,NA->cattle,2007,37,b2012,446,446
15249,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,11,18,36,demographie,69,317,cattle->cattle,2007,25,b2012,446,446
15250,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,16,19,37,abattage,130,317,cattle->cattle,2008,21,b2012,446,446
15251,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,21,33,37,abattage,220,317,cattle->cattle,2008,16,b2012,446,446
15252,13,SB0832,cattle,cattle,64420015_4,64420015_1,64420015,64420015,within,23,-1,24,demographie,266,317,cattle->cattle,2008,1,b2012,446,446
15253,13,SB0832,cattle,cattle,64420015_5,64420015_1,64420015,64420015,within,23,24,37,abattage,267,317,cattle->cattle,2008,14,b2012,446,446
15254,13,SB0832,cattle,cattle,40089001_0,64420015_1,64420015,64420015,within,24,24,49,demographie,304,317,cattle->cattle,2009,25,b2012,446,446
15255,13,SB0832,cattle,cattle,64420015_6,64420015_1,64420015,64420015,within,24,30,37,abattage,305,317,cattle->cattle,2009,13,b2012,446,446
15256,13,SB0832,cattle,cattle,64420015_7,64420015_5,64420015,64420015,within,24,26,37,abattage,306,317,cattle->cattle,2009,13,b2012,446,446
15257,13,SB0832,cattle,cattle,40089001_1,40089001_0,40089001,40089001,within,25,30,49,abattage,313,317,cattle->cattle,2009,24,b2012,446,446
15258,13,SB0832,cattle,cattle,64420015_8,64420015_5,64420015,64420015,within,25,33,37,abattage,339,317,cattle->cattle,2009,12,b2012,446,446
15259,13,SB0832,cattle,cattle,40089001_2,40089001_0,40089001,40089001,within,26,42,49,abattage,344,317,cattle->cattle,2009,23,b2012,446,446
15260,13,SB0832,cattle,cattle,64420015_9,64420015_0,64420015,64420015,within,26,27,37,abattage,360,317,cattle->cattle,2009,11,b2012,446,446
15261,13,SB0832,cattle,cattle,64420015_10,64420015_5,64420015,64420015,within,27,29,37,abattage,368,317,cattle->cattle,2009,10,b2012,446,446
15262,13,SB0832,cattle,cattle,64420015_11,64420015_9,64420015,64420015,within,29,30,37,abattage,404,317,cattle->cattle,2009,8,b2012,446,446
15263,13,SB0832,cattle,cattle,64420044_0,64420015_5,64420044,64420015,pasture,30,31,56,abattage,411,317,cattle->cattle,2009,26,b2012,446,446
15264,13,SB0832,cattle,cattle,64420015_12,64420015_0,64420015,64420015,within,31,37,37,abattage,419,317,cattle->cattle,2009,6,b2012,446,446
15265,13,SB0832,cattle,cattle,64420015_13,64420015_11,64420015,64420015,within,31,36,37,abattage,420,317,cattle->cattle,2009,6,b2012,446,446
15266,13,SB0832,cattle,cattle,64420044_1,64420015_2,64420044,64420015,pasture,32,34,56,abattage,426,317,cattle->cattle,2009,24,b2012,446,446
15267,13,SB0832,cattle,cattle,64420044_2,64420044_0,64420044,64420044,within,32,34,56,abattage,427,317,cattle->cattle,2009,24,b2012,446,446
15268,13,SB0832,cattle,cattle,40089001_3,40089001_1,40089001,40089001,within,33,36,49,abattage,430,317,cattle->cattle,2009,16,b2012,446,446
15269,13,SB0832,cattle,cattle,64420015_14,64420044_0,64420015,64420044,pasture,33,-1,37,abattage,436,317,cattle->cattle,2009,4,b2012,446,446
15270,13,SB0832,cattle,cattle,64420015_15,64420015_2,64420015,64420015,within,34,-1,37,abattage,448,317,cattle->cattle,2009,3,b2012,446,446
15271,13,SB0832,cattle,cattle,64420044_3,64420015_9,64420044,64420015,pasture,34,43,56,abattage,449,317,cattle->cattle,2009,22,b2012,446,446
15272,13,SB0832,cattle,cattle,40089001_4,40089001_0,40089001,40089001,within,35,39,49,abattage,453,317,cattle->cattle,2009,14,b2012,446,446
15273,13,SB0832,cattle,cattle,64420015_16,64420015_0,64420015,64420015,within,35,-1,37,abattage,467,317,cattle->cattle,2009,2,b2012,446,446
15274,13,SB0832,cattle,cattle,64420015_17,64420015_11,64420015,64420015,within,35,37,37,abattage,468,317,cattle->cattle,2009,2,b2012,446,446
15275,13,SB0832,cattle,cattle,64420015_19,64420015_11,64420015,64420015,within,35,-1,37,abattage,469,317,cattle->cattle,2009,2,b2012,446,446
15276,13,SB0832,cattle,cattle,64420015_18,64420015_9,64420015,64420015,within,35,-1,37,abattage,470,317,cattle->cattle,2009,2,b2012,446,446
15277,13,SB0832,cattle,cattle,64420044_4,64420044_2,64420044,64420044,within,35,38,56,abattage,471,317,cattle->cattle,2009,21,b2012,446,446
15278,13,SB0832,cattle,cattle,64420044_5,64420044_2,64420044,64420044,within,35,37,56,abattage,472,317,cattle->cattle,2009,21,b2012,446,446
15279,13,SB0832,cattle,cattle,40089001_5,40089001_1,40089001,40089001,within,36,37,48,demographie,475,317,cattle->cattle,2010,12,b2012,446,446
15280,13,SB0832,cattle,cattle,64420015_21,64420015_0,64420015,64420015,within,36,37,37,abattage,489,317,cattle->cattle,2010,1,b2012,446,446
15281,13,SB0832,cattle,cattle,64420015_22,64420015_2,64420015,64420015,within,36,-1,37,abattage,490,317,cattle->cattle,2010,1,b2012,446,446
15282,13,SB0832,cattle,cattle,64420015_20,64420015_3,64420015,64420015,within,36,-1,37,abattage,491,317,cattle->cattle,2010,1,b2012,446,446
15283,13,SB0832,cattle,cattle,64420044_6,64420044_0,64420044,64420044,within,36,-1,43,demographie,492,317,cattle->cattle,2010,7,b2012,446,446
15284,13,SB0832,cattle,cattle,40089001_6,40089001_1,40089001,40089001,within,37,44,49,abattage,498,317,cattle->cattle,2010,12,b2012,446,446
15285,13,SB0832,cattle,cattle,64420015_26,64420015_13,64420015,64420015,within,37,-1,37,abattage,512,317,cattle->cattle,2010,0,b2012,446,446
15286,13,SB0832,cattle,cattle,64420015_24,64420015_2,64420015,64420015,within,37,-1,37,abattage,513,317,cattle->cattle,2010,0,b2012,446,446
15287,13,SB0832,cattle,cattle,64420015_27,64420015_2,64420015,64420015,within,37,-1,37,abattage,514,317,cattle->cattle,2010,0,b2012,446,446
15288,13,SB0832,cattle,cattle,64420015_23,64420015_5,64420015,64420015,within,37,-1,37,abattage,515,317,cattle->cattle,2010,0,b2012,446,446
15289,13,SB0832,cattle,cattle,64420015_25,64420015_8,64420015,64420015,within,37,-1,37,abattage,516,317,cattle->cattle,2010,0,b2012,446,446
15290,13,SB0832,cattle,cattle,40089001_7,40089001_0,40089001,40089001,within,38,42,49,abattage,524,317,cattle->cattle,2010,11,b2012,446,446
15291,13,SB0832,cattle,cattle,40089001_10,40089001_0,40089001,40089001,within,38,40,49,abattage,525,317,cattle->cattle,2010,11,b2012,446,446
15292,13,SB0832,cattle,cattle,40089001_11,40089001_0,40089001,40089001,within,38,42,47,demographie,526,317,cattle->cattle,2010,9,b2012,446,446
15293,13,SB0832,cattle,cattle,40089001_8,40089001_1,40089001,40089001,within,38,45,49,abattage,527,317,cattle->cattle,2010,11,b2012,446,446
15294,13,SB0832,cattle,cattle,40089001_9,40089001_1,40089001,40089001,within,38,39,49,abattage,528,317,cattle->cattle,2010,11,b2012,446,446
15295,13,SB0832,cattle,cattle,64420044_7,64420044_5,64420044,64420044,within,38,48,56,abattage,545,317,cattle->cattle,2010,18,b2012,446,446
15296,13,SB0832,cattle,cattle,64420044_8,64420044_5,64420044,64420044,within,38,42,56,abattage,546,317,cattle->cattle,2010,18,b2012,446,446
15297,13,SB0832,cattle,cattle,64420047_0,64420044_2,64420047,64420044,pasture,40,42,59,abattage,582,317,cattle->cattle,2010,19,b2012,446,446
15298,13,SB0832,cattle,cattle,40089001_12,40089001_3,40089001,40089001,within,41,43,49,abattage,586,317,cattle->cattle,2010,8,b2012,446,446
15299,13,SB0832,cattle,cattle,64420047_1,64420044_4,64420047,64420044,pasture,41,48,59,abattage,601,317,cattle->cattle,2010,18,b2012,446,446
15300,13,SB0832,cattle,cattle,64420047_2,64420044_5,64420047,64420044,pasture,41,42,59,abattage,602,317,cattle->cattle,2010,18,b2012,446,446
15301,13,SB0832,cattle,cattle,40089001_13,40089001_12,40089001,40089001,within,44,46,49,abattage,631,317,cattle->cattle,2010,5,b2012,446,446
15302,13,SB0832,cattle,cattle,40089001_14,40089001_2,40089001,40089001,within,45,48,49,abattage,646,317,cattle->cattle,2010,4,b2012,446,446
15303,13,SB0832,cattle,cattle,64420047_3,64420044_0,64420047,64420044,pasture,45,46,59,abattage,669,317,cattle->cattle,2010,14,b2012,446,446
15304,13,SB0832,cattle,cattle,64420047_4,64420044_1,64420047,64420044,pasture,45,-1,50,demographie,670,317,cattle->cattle,2010,5,b2012,446,446
15305,13,SB0832,cattle,cattle,64420047_5,64420044_2,64420047,64420044,pasture,45,53,58,demographie,671,317,cattle->cattle,2010,13,b2012,446,446
