X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle
9452,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,1,31,abattage,13,20,NA->cattle,2007,31,b2012,167,167
9453,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,2,4,19,demographie,20,20,cattle->cattle,2007,17,b2012,167,167
9454,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,11,23,31,abattage,41,20,cattle->cattle,2007,20,b2012,167,167
9455,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,12,-1,14,demographie,52,20,cattle->cattle,2008,2,b2012,167,167
9456,13,SB0832,cattle,cattle,64420015_4,64420015_1,64420015,64420015,within,12,26,31,abattage,53,20,cattle->cattle,2008,19,b2012,167,167
9457,13,SB0832,cattle,cattle,64420015_5,64420015_0,64420015,64420015,within,13,14,30,demographie,59,20,cattle->cattle,2008,17,b2012,167,167
9458,13,SB0832,cattle,cattle,64420015_6,64420015_5,64420015,64420015,within,20,21,31,abattage,74,20,cattle->cattle,2008,11,b2012,167,167
9459,13,SB0832,cattle,cattle,64420015_7,64420015_5,64420015,64420015,within,23,27,31,abattage,95,20,cattle->cattle,2008,8,b2012,167,167
9460,13,SB0832,cattle,cattle,64420015_8,64420015_2,64420015,64420015,within,24,-1,25,demographie,108,20,cattle->cattle,2009,1,b2012,167,167
9461,13,SB0832,cattle,cattle,64420015_9,64420015_5,64420015,64420015,within,25,-1,31,abattage,117,20,cattle->cattle,2009,6,b2012,167,167
9462,13,SB0832,cattle,cattle,64420015_10,64420015_6,64420015,64420015,within,25,30,31,abattage,118,20,cattle->cattle,2009,6,b2012,167,167
9463,13,SB0832,cattle,cattle,64420015_11,64420015_0,64420015,64420015,within,26,27,31,abattage,129,20,cattle->cattle,2009,5,b2012,167,167
9464,13,SB0832,cattle,cattle,40089001_0,64420015_2,64420015,64420015,within,26,29,48,abattage,130,20,cattle->cattle,2009,22,b2012,167,167
9465,13,SB0832,cattle,cattle,64420044_0,64420015_2,64420044,64420015,pasture,29,30,60,demographie,134,20,cattle->cattle,2009,31,b2012,167,167
9466,13,SB0832,cattle,cattle,40089001_1,40089001_0,40089001,40089001,within,32,35,48,abattage,138,20,cattle->cattle,2009,16,b2012,167,167
9467,13,SB0832,cattle,cattle,40089001_2,40089001_0,40089001,40089001,within,32,37,48,abattage,139,20,cattle->cattle,2009,16,b2012,167,167
9468,13,SB0832,cattle,cattle,40089001_3,40089001_1,40089001,40089001,within,36,39,48,abattage,144,20,cattle->cattle,2010,12,b2012,167,167
9469,13,SB0832,cattle,cattle,40089001_4,40089001_1,40089001,40089001,within,36,38,48,abattage,145,20,cattle->cattle,2010,12,b2012,167,167
9470,13,SB0832,cattle,cattle,40089001_5,40089001_2,40089001,40089001,within,37,39,48,abattage,151,20,cattle->cattle,2010,11,b2012,167,167
9471,13,SB0832,cattle,cattle,40089001_6,40089001_2,40089001,40089001,within,38,40,48,abattage,158,20,cattle->cattle,2010,10,b2012,167,167
9472,13,SB0832,cattle,cattle,40089001_7,40089001_2,40089001,40089001,within,41,44,48,abattage,170,20,cattle->cattle,2010,7,b2012,167,167
9473,13,SB0832,cattle,cattle,40089001_8,40089001_3,40089001,40089001,within,43,43,47,demographie,176,20,cattle->cattle,2010,4,b2012,167,167
9474,13,SB0832,cattle,cattle,64420047_0,64420044_0,64420047,64420044,pasture,45,46,53,demographie,182,20,cattle->cattle,2010,8,b2012,167,167
9475,13,SB0832,cattle,cattle,40089001_9,40089001_0,40089001,40089001,within,46,-1,48,abattage,183,20,cattle->cattle,2010,2,b2012,167,167
9476,13,SB0832,cattle,cattle,40089001_10,40089001_1,40089001,40089001,within,47,47,48,abattage,184,20,cattle->cattle,2010,1,b2012,167,167
9477,13,SB0832,cattle,cattle,40089001_11,40089001_10,40089001,40089001,within,47,-1,48,abattage,185,20,cattle->cattle,2010,1,b2012,167,167
9478,13,SB0832,cattle,cattle,40089001_14,40089001_0,40089001,40089001,within,48,-1,48,abattage,187,20,cattle->cattle,2011,0,b2012,167,167
9479,13,SB0832,cattle,cattle,40089001_13,40089001_10,40089001,40089001,within,48,-1,48,abattage,188,20,cattle->cattle,2011,0,b2012,167,167
9480,13,SB0832,cattle,cattle,40089001_15,40089001_10,40089001,40089001,within,48,-1,48,abattage,189,20,cattle->cattle,2011,0,b2012,167,167
9481,13,SB0832,cattle,cattle,40089001_12,40089001_2,40089001,40089001,within,48,-1,48,abattage,190,20,cattle->cattle,2011,0,b2012,167,167
9482,13,SB0832,cattle,cattle,40089001_16,40089001_6,40089001,40089001,within,48,-1,48,abattage,191,20,cattle->cattle,2011,0,b2012,167,167
9483,13,SB0832,cattle,cattle,64420047_1,64420047_0,64420047,64420047,within,49,54,65,demographie,198,20,cattle->cattle,2011,16,b2012,167,167
9484,13,SB0832,cattle,cattle,64420047_2,64420047_0,64420047,64420047,within,50,52,59,demographie,201,20,cattle->cattle,2011,9,b2012,167,167
9485,13,SB0832,cattle,cattle,64420047_3,64420047_2,64420047,64420047,within,52,55,76,abattage,205,20,cattle->cattle,2011,24,b2012,167,167
9486,13,SB0832,cattle,cattle,64420047_4,64420047_2,64420047,64420047,within,55,61,76,demographie,214,20,cattle->cattle,2011,21,b2012,167,167
9487,13,SB0832,cattle,cattle,64420047_5,64420047_3,64420047,64420047,within,55,56,76,abattage,215,20,cattle->cattle,2011,21,b2012,167,167
9488,13,SB0832,cattle,cattle,64420047_6,64420047_2,64420047,64420047,within,56,58,76,abattage,222,20,cattle->cattle,2011,20,b2012,167,167
9489,13,SB0832,cattle,cattle,64281001_0,64420047_3,64281001,64420047,pasture,57,78,85,abattage,224,20,cattle->cattle,2011,28,b2012,167,167
9490,13,SB0832,cattle,cattle,64281001_1,64420047_5,64281001,64420047,pasture,57,58,75,demographie,225,20,cattle->cattle,2011,18,b2012,167,167
9491,13,SB0832,cattle,cattle,64420039_0,64420047_5,64420039,64420047,pasture,57,69,79,demographie,226,20,cattle->cattle,2011,22,b2012,167,167
9492,13,SB0832,cattle,cattle,64420047_7,64420047_3,64420047,64420047,within,58,59,76,abattage,231,20,cattle->cattle,2011,18,b2012,167,167
9493,13,SB0832,cattle,cattle,64420047_8,64420047_5,64420047,64420047,within,60,62,76,abattage,246,20,cattle->cattle,2012,16,b2016,167,167
9494,13,SB0832,cattle,cattle,64420047_9,64420047_4,64420047,64420047,within,61,62,65,demographie,254,20,cattle->cattle,2012,4,b2016,167,167
9495,13,SB0832,cattle,cattle,64420047_10,64420047_8,64420047,64420047,within,62,70,76,abattage,267,20,cattle->cattle,2012,14,b2016,167,167
9496,13,SB0832,cattle,cattle,64420047_11,64420047_8,64420047,64420047,within,63,64,76,abattage,270,20,cattle->cattle,2012,13,b2016,167,167
9497,13,SB0832,cattle,cattle,64281001_2,64420047_4,64281001,64420047,pasture,64,65,85,abattage,277,20,cattle->cattle,2012,21,b2016,167,167
9498,13,SB0832,cattle,cattle,64420044_1,64420047_7,64420044,64420047,pasture,64,67,85,abattage,278,20,cattle->cattle,2012,21,b2016,167,167
9499,13,SB0832,cattle,cattle,64420035_0,64420047_5,64420035,64420047,pasture,65,66,80,abattage,283,20,cattle->cattle,2012,15,b2016,167,167
