X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle
4959,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,1,18,abattage,13,115,NA->cattle,2007,18,b2012,64,64
4960,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,2,-1,14,demographie,16,115,cattle->cattle,2007,12,b2012,64,64
4961,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,12,14,18,abattage,28,115,cattle->cattle,2008,6,b2012,64,64
4962,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,13,15,17,demographie,33,115,cattle->cattle,2008,4,b2012,64,64
4963,13,SB0832,cattle,cattle,64420015_4,64420015_0,64420015,64420015,within,14,17,18,abattage,39,115,cattle->cattle,2008,4,b2012,64,64
4964,13,SB0832,cattle,cattle,64420015_5,64420015_2,64420015,64420015,within,14,17,18,abattage,40,115,cattle->cattle,2008,4,b2012,64,64
4965,13,SB0832,cattle,cattle,64420015_6,64420015_0,64420015,64420015,within,15,16,18,abattage,42,115,cattle->cattle,2008,3,b2012,64,64
4966,13,SB0832,cattle,cattle,64420044_0,64420015_0,64420044,64420015,pasture,17,24,49,abattage,48,115,cattle->cattle,2008,32,b2012,64,64
4967,13,SB0832,cattle,cattle,64420044_1,64420044_0,64420044,64420044,within,25,26,49,abattage,49,115,cattle->cattle,2009,24,b2012,64,64
4968,13,SB0832,cattle,cattle,64420044_2,64420044_1,64420044,64420044,within,26,32,49,abattage,50,115,cattle->cattle,2009,23,b2012,64,64
4969,13,SB0832,cattle,cattle,64420044_3,64420044_2,64420044,64420044,within,33,-1,49,abattage,51,115,cattle->cattle,2009,16,b2012,64,64
4970,13,SB0832,cattle,cattle,64420015_7,64420044_0,64420015,64420044,pasture,34,45,59,abattage,52,115,cattle->cattle,2009,25,b2012,64,64
