X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
324,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,27,abattage,13,251,NA->cattle,2007,27,b2012,140,140,NA,NA,NA,NA,NA,NA
325,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,1,3,29,abattage,18,251,cattle->cattle,2007,28,b2012,140,140,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1
326,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,2,9,29,abattage,20,251,cattle->cattle,2007,27,b2012,140,140,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2
327,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,7,9,29,abattage,24,251,cattle->cattle,2007,22,b2012,140,140,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3,64420015_0->64420015_3
328,13,SB0832,cattle,cattle,64420015_4,64420015_3,64420015,64420015,within,10,12,29,abattage,31,251,cattle->cattle,2007,19,b2012,140,140,64420015_3->64420015_4,64420015_3->64420015_4,64420015_3->64420015_4,64420015_3->64420015_4,64420015_3->64420015_4,64420015_3->64420015_4
329,13,SB0832,cattle,cattle,64420015_5,64420015_1,64420015,64420015,within,13,17,29,abattage,43,251,cattle->cattle,2008,16,b2012,140,140,64420015_1->64420015_5,64420015_1->64420015_5,64420015_1->64420015_5,64420015_1->64420015_5,64420015_1->64420015_5,64420015_1->64420015_5
330,13,SB0832,cattle,cattle,64420015_6,64420015_4,64420015,64420015,within,13,24,29,abattage,44,251,cattle->cattle,2008,16,b2012,140,140,64420015_4->64420015_6,64420015_4->64420015_6,64420015_4->64420015_6,64420015_4->64420015_6,64420015_4->64420015_6,64420015_4->64420015_6
331,13,SB0832,cattle,cattle,64420015_8,64420015_0,64420015,64420015,within,14,15,29,abattage,53,251,cattle->cattle,2008,15,b2012,140,140,64420015_0->64420015_8,64420015_0->64420015_8,64420015_0->64420015_8,64420015_0->64420015_8,64420015_0->64420015_8,64420015_0->64420015_8
332,13,SB0832,cattle,cattle,64420015_7,64420015_2,64420015,64420015,within,14,16,27,abattage,54,251,cattle->cattle,2008,13,b2012,140,140,64420015_2->64420015_7,64420015_2->64420015_7,64420015_2->64420015_7,64420015_2->64420015_7,64420015_2->64420015_7,64420015_2->64420015_7
333,13,SB0832,cattle,cattle,64420015_9,64420015_4,64420015,64420015,within,15,15,27,abattage,59,251,cattle->cattle,2008,12,b2012,140,140,64420015_4->64420015_9,64420015_4->64420015_9,64420015_4->64420015_9,64420015_4->64420015_9,64420015_4->64420015_9,64420015_4->64420015_9
