X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle
16222,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,2,20,abattage,13,415,NA->cattle,2007,20,b2012,205,205
16223,13,SB0832,cattle,cattle,64420044_0,64420015_0,64420044,64420015,pasture,8,13,26,abattage,27,415,cattle->cattle,2007,18,b2012,205,205
16224,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,13,14,19,demographie,55,415,cattle->cattle,2008,6,b2012,205,205
16225,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,14,18,20,abattage,61,415,cattle->cattle,2008,6,b2012,205,205
16226,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,14,17,20,abattage,62,415,cattle->cattle,2008,6,b2012,205,205
16227,13,SB0832,cattle,cattle,64420044_1,64420044_0,64420044,64420044,within,15,24,26,abattage,63,415,cattle->cattle,2008,11,b2012,205,205
16228,13,SB0832,cattle,cattle,64420044_2,64420044_0,64420044,64420044,within,17,20,28,abattage,66,415,cattle->cattle,2008,11,b2012,205,205
16229,13,SB0832,cattle,cattle,64420044_3,64420044_0,64420044,64420044,within,18,19,28,abattage,69,415,cattle->cattle,2008,10,b2012,205,205
16230,13,SB0832,cattle,cattle,64420044_4,64420044_0,64420044,64420044,within,20,23,28,abattage,74,415,cattle->cattle,2008,8,b2012,205,205
16231,13,SB0832,cattle,cattle,64420044_6,64420044_0,64420044,64420044,within,21,22,28,abattage,83,415,cattle->cattle,2008,7,b2012,205,205
16232,13,SB0832,cattle,cattle,64420044_5,64420044_2,64420044,64420044,within,21,23,26,abattage,84,415,cattle->cattle,2008,5,b2012,205,205
16233,13,SB0832,cattle,cattle,64420044_7,64420044_0,64420044,64420044,within,24,26,26,abattage,97,415,cattle->cattle,2009,2,b2012,205,205
16234,13,SB0832,cattle,cattle,64420044_9,64420044_2,64420044,64420044,within,25,-1,28,abattage,100,415,cattle->cattle,2009,3,b2012,205,205
16235,13,SB0832,cattle,cattle,64420044_8,64420044_5,64420044,64420044,within,25,26,28,abattage,101,415,cattle->cattle,2009,3,b2012,205,205
16236,13,SB0832,cattle,cattle,64420044_10,64420044_8,64420044,64420044,within,27,-1,28,abattage,108,415,cattle->cattle,2009,1,b2012,205,205
16237,13,SB0832,cattle,cattle,64420044_11,64420044_4,64420044,64420044,within,28,-1,28,abattage,110,415,cattle->cattle,2009,0,b2012,205,205
16238,13,SB0832,cattle,cattle,64420044_12,64420044_6,64420044,64420044,within,28,-1,28,abattage,111,415,cattle->cattle,2009,0,b2012,205,205
16239,13,SB0832,cattle,cattle,64420007_0,64420044_2,64420007,64420044,pasture,29,31,57,demographie,114,415,cattle->cattle,2009,28,b2012,205,205
16240,13,SB0832,cattle,cattle,64420047_0,64420044_3,64420047,64420044,pasture,29,30,63,abattage,115,415,cattle->cattle,2009,34,b2012,205,205
16241,13,SB0832,cattle,cattle,64281001_0,64420047_0,64281001,64420047,pasture,32,38,43,abattage,119,415,cattle->cattle,2009,11,b2012,205,205
16242,13,SB0832,cattle,cattle,64420035_0,64420047_0,64420035,64420047,pasture,32,35,65,abattage,120,415,cattle->cattle,2009,33,b2012,205,205
16243,13,SB0832,cattle,cattle,64281001_1,64420047_0,64281001,64420047,pasture,33,34,42,demographie,122,415,cattle->cattle,2009,9,b2012,205,205
16244,13,SB0832,cattle,cattle,64420012_0,64420047_0,64420012,64420047,pasture,33,45,54,demographie,123,415,cattle->cattle,2009,21,b2012,205,205
16245,13,SB0832,cattle,cattle,64281001_2,64281001_1,64281001,64281001,within,35,-1,38,demographie,127,415,cattle->cattle,2009,3,b2012,205,205
16246,13,SB0832,cattle,cattle,64420007_1,64420007_0,64420007,64420007,within,36,51,63,abattage,130,415,cattle->cattle,2010,27,b2012,205,205
16247,13,SB0832,cattle,cattle,64281001_3,64281001_1,64281001,64281001,within,37,-1,43,abattage,139,415,cattle->cattle,2010,6,b2012,205,205
16248,13,SB0832,cattle,cattle,64281001_4,64281001_1,64281001,64281001,within,40,-1,41,demographie,148,415,cattle->cattle,2010,1,b2012,205,205
16249,13,SB0832,cattle,cattle,64420039_0,64420035_0,64420039,64420035,pasture,40,42,43,demographie,149,415,cattle->cattle,2010,3,b2012,205,205
16250,13,SB0832,cattle,cattle,64420038_0,64420047_0,64420038,64420047,pasture,40,43,57,abattage,150,415,cattle->cattle,2010,17,b2012,205,205
16251,13,SB0832,cattle,cattle,64281001_5,64420047_0,64281001,64420047,pasture,41,-1,43,abattage,153,415,cattle->cattle,2010,2,b2012,205,205
16252,13,SB0832,cattle,cattle,64281001_6,64420047_0,64281001,64420047,pasture,42,-1,43,abattage,159,415,cattle->cattle,2010,1,b2012,205,205
16253,13,SB0832,cattle,cattle,64420035_1,64420035_0,64420035,64420035,within,43,44,65,abattage,162,415,cattle->cattle,2010,22,b2012,205,205
16254,13,SB0832,cattle,cattle,64420044_13,64420047_0,64420044,64420047,pasture,43,51,68,abattage,163,415,cattle->cattle,2010,25,b2012,205,205
16255,13,SB0832,cattle,cattle,64420039_1,64420047_0,64420039,64420047,pasture,44,52,66,abattage,164,415,cattle->cattle,2010,22,b2012,205,205
16256,13,SB0832,cattle,cattle,64420039_2,64420047_0,64420039,64420047,pasture,44,-1,58,demographie,165,415,cattle->cattle,2010,14,b2012,205,205
16257,13,SB0832,cattle,cattle,64420035_2,64420035_1,64420035,64420035,within,45,50,64,demographie,168,415,cattle->cattle,2010,19,b2012,205,205
16258,13,SB0832,cattle,cattle,64420035_3,64420035_0,64420035,64420035,within,46,49,65,abattage,171,415,cattle->cattle,2010,19,b2012,205,205
16259,13,SB0832,cattle,cattle,64420038_1,64420038_0,64420038,64420038,within,47,50,56,demographie,174,415,cattle->cattle,2010,9,b2012,205,205
16260,13,SB0832,cattle,cattle,64420047_1,64420047_0,64420047,64420047,within,47,48,62,demographie,175,415,cattle->cattle,2010,15,b2012,205,205
