X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
20312,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,3,28,abattage,13,178,NA->cattle,2007,28,b2012,108,108,NA,NA,NA,NA,NA,NA
20313,13,SB0832,cattle,cattle,64420044_0,64420015_0,64420044,64420015,pasture,19,20,64,abattage,59,178,cattle->cattle,2008,45,b2012,108,108,64420015_0->64420044_0,64420015_0->64420044_0,64420015_0->64420044_0,64420015_0->64420044_0,64420015_0->64420044_0,64420015_0->64420044_0
20314,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,21,22,28,abattage,71,178,cattle->cattle,2008,7,b2012,108,108,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1
20315,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,24,-1,28,abattage,101,178,cattle->cattle,2009,4,b2012,108,108,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2
20316,13,SB0832,cattle,cattle,64420015_3,64420015_1,64420015,64420015,within,25,-1,28,abattage,115,178,cattle->cattle,2009,3,b2012,108,108,64420015_1->64420015_3,64420015_1->64420015_3,64420015_1->64420015_3,64420015_1->64420015_3,64420015_1->64420015_3,64420015_1->64420015_3
20317,13,SB0832,cattle,cattle,64420015_4,64420015_0,64420015,64420015,within,26,28,28,abattage,131,178,cattle->cattle,2009,2,b2012,108,108,64420015_0->64420015_4,64420015_0->64420015_4,64420015_0->64420015_4,64420015_0->64420015_4,64420015_0->64420015_4,64420015_0->64420015_4
20318,13,SB0832,cattle,cattle,64420044_1,64420044_0,64420044,64420044,within,37,38,64,abattage,280,178,cattle->cattle,2010,27,b2012,108,108,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1,64420044_0->64420044_1
20319,13,SB0832,cattle,cattle,64420044_2,64420044_0,64420044,64420044,within,37,42,64,abattage,281,178,cattle->cattle,2010,27,b2012,108,108,64420044_0->64420044_2,64420044_0->64420044_2,64420044_0->64420044_2,64420044_0->64420044_2,64420044_0->64420044_2,64420044_0->64420044_2
20320,13,SB0832,cattle,cattle,64420047_0,64420044_1,64420047,64420044,pasture,40,43,70,abattage,321,178,cattle->cattle,2010,30,b2012,108,108,64420044_1->64420047_0,64420044_1->64420047_0,64420044_1->64420047_0,64420044_1->64420047_0,64420044_1->64420047_0,64420044_1->64420047_0
20321,13,SB0832,cattle,cattle,64420035_0,64420047_0,64420035,64420047,pasture,45,51,68,abattage,415,178,cattle->cattle,2010,23,b2012,108,108,64420047_0->64420035_0,64420047_0->64420035_0,64420047_0->64420035_0,64420047_0->64420035_0,64420047_0->64420035_0,64420047_0->64420035_0
20322,13,SB0832,cattle,cattle,64420044_3,64420044_1,64420044,64420044,within,47,52,64,abattage,481,178,cattle->cattle,2010,17,b2012,108,108,64420044_1->64420044_3,64420044_1->64420044_3,64420044_1->64420044_3,64420044_1->64420044_3,64420044_1->64420044_3,64420044_1->64420044_3
20323,13,SB0832,cattle,cattle,64420044_4,64420044_2,64420044,64420044,within,48,49,64,abattage,528,178,cattle->cattle,2011,16,b2012,108,108,64420044_2->64420044_4,64420044_2->64420044_4,64420044_2->64420044_4,64420044_2->64420044_4,64420044_2->64420044_4,64420044_2->64420044_4
20324,13,SB0832,cattle,cattle,64420044_5,64420044_1,64420044,64420044,within,49,50,64,abattage,577,178,cattle->cattle,2011,15,b2012,108,108,64420044_1->64420044_5,64420044_1->64420044_5,64420044_1->64420044_5,64420044_1->64420044_5,64420044_1->64420044_5,64420044_1->64420044_5
20325,13,SB0832,cattle,cattle,64420044_6,64420044_2,64420044,64420044,within,49,50,64,abattage,578,178,cattle->cattle,2011,15,b2012,108,108,64420044_2->64420044_6,64420044_2->64420044_6,64420044_2->64420044_6,64420044_2->64420044_6,64420044_2->64420044_6,64420044_2->64420044_6
