X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle
5538,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,6,23,demographie,13,8,NA->cattle,2007,23,b2012,150,150
5539,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,11,16,24,abattage,42,8,cattle->cattle,2007,13,b2012,150,150
5540,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,13,17,24,abattage,67,8,cattle->cattle,2008,11,b2012,150,150
5541,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,14,-1,24,abattage,75,8,cattle->cattle,2008,10,b2012,150,150
5542,13,SB0832,cattle,cattle,64420044_0,64420015_0,64420044,64420015,pasture,22,29,49,demographie,118,8,cattle->cattle,2008,27,b2012,150,150
5543,13,SB0832,cattle,cattle,64420015_4,64420015_1,64420015,64420015,within,23,-1,24,abattage,123,8,cattle->cattle,2008,1,b2012,150,150
5544,13,SB0832,cattle,cattle,64420015_5,64420015_2,64420015,64420015,within,23,-1,24,abattage,124,8,cattle->cattle,2008,1,b2012,150,150
5545,13,SB0832,cattle,cattle,64420015_6,64420015_2,64420015,64420015,within,23,24,24,abattage,125,8,cattle->cattle,2008,1,b2012,150,150
5546,13,SB0832,cattle,cattle,64420015_7,64420015_1,64420015,64420015,within,24,-1,24,abattage,131,8,cattle->cattle,2009,0,b2012,150,150
5547,13,SB0832,cattle,cattle,64420015_8,64420015_2,64420015,64420015,within,24,-1,24,abattage,132,8,cattle->cattle,2009,0,b2012,150,150
5548,13,SB0832,cattle,cattle,64420015_10,64420015_2,64420015,64420015,within,24,-1,24,abattage,133,8,cattle->cattle,2009,0,b2012,150,150
5549,13,SB0832,cattle,cattle,64420015_9,64420015_6,64420015,64420015,within,24,-1,24,abattage,134,8,cattle->cattle,2009,0,b2012,150,150
5550,13,SB0832,cattle,cattle,64420047_0,64420044_0,64420047,64420044,pasture,33,36,61,abattage,177,8,cattle->cattle,2009,28,b2012,150,150
5551,13,SB0832,cattle,cattle,64420047_1,64420047_0,64420047,64420047,within,38,-1,41,demographie,203,8,cattle->cattle,2010,3,b2012,150,150
5552,13,SB0832,cattle,cattle,64420047_2,64420047_0,64420047,64420047,within,41,-1,43,demographie,206,8,cattle->cattle,2010,2,b2012,150,150
5553,13,SB0832,cattle,cattle,64420047_3,64420047_0,64420047,64420047,within,41,42,61,abattage,207,8,cattle->cattle,2010,20,b2012,150,150
5554,13,SB0832,cattle,cattle,64420047_4,64420047_3,64420047,64420047,within,43,-1,47,demographie,213,8,cattle->cattle,2010,4,b2012,150,150
5555,13,SB0832,cattle,cattle,64420047_5,64420047_3,64420047,64420047,within,44,58,61,abattage,216,8,cattle->cattle,2010,17,b2012,150,150
5556,13,SB0832,cattle,cattle,64420047_6,64420047_0,64420047,64420047,within,45,58,61,abattage,222,8,cattle->cattle,2010,16,b2012,150,150
5557,13,SB0832,cattle,cattle,64420038_0,64420047_3,64420038,64420047,pasture,45,46,60,abattage,223,8,cattle->cattle,2010,15,b2012,150,150
5558,13,SB0832,cattle,cattle,64420012_0,64420047_0,64420012,64420047,pasture,46,50,68,abattage,224,8,cattle->cattle,2010,22,b2012,150,150
5559,13,SB0832,cattle,cattle,64420047_7,64420047_3,64420047,64420047,within,46,60,61,abattage,225,8,cattle->cattle,2010,15,b2012,150,150
5560,13,SB0832,cattle,cattle,64420047_8,64420047_3,64420047,64420047,within,46,-1,55,demographie,226,8,cattle->cattle,2010,9,b2012,150,150
5561,13,SB0832,cattle,cattle,64420038_1,64420038_0,64420038,64420038,within,47,50,60,demographie,235,8,cattle->cattle,2010,13,b2012,150,150
5562,13,SB0832,cattle,cattle,64420047_10,64420047_0,64420047,64420047,within,47,-1,50,demographie,236,8,cattle->cattle,2010,3,b2012,150,150
5563,13,SB0832,cattle,cattle,64420047_9,64420047_3,64420047,64420047,within,47,50,61,abattage,237,8,cattle->cattle,2010,14,b2012,150,150
5564,13,SB0832,cattle,cattle,64420038_2,64420038_0,64420038,64420038,within,48,51,60,abattage,243,8,cattle->cattle,2011,12,b2012,150,150
5565,13,SB0832,cattle,cattle,64420047_11,64420047_0,64420047,64420047,within,48,49,61,abattage,244,8,cattle->cattle,2011,13,b2012,150,150
5566,13,SB0832,cattle,cattle,64420038_3,64420038_0,64420038,64420038,within,49,59,60,abattage,249,8,cattle->cattle,2011,11,b2012,150,150
5567,13,SB0832,cattle,cattle,64420047_13,64420047_0,64420047,64420047,within,50,-1,55,demographie,258,8,cattle->cattle,2011,5,b2012,150,150
5568,13,SB0832,cattle,cattle,64420047_14,64420047_0,64420047,64420047,within,50,-1,54,demographie,259,8,cattle->cattle,2011,4,b2012,150,150
5569,13,SB0832,cattle,cattle,64420047_12,64420047_11,64420047,64420047,within,50,52,60,demographie,260,8,cattle->cattle,2011,10,b2012,150,150
5570,13,SB0832,cattle,cattle,64420038_4,64420038_0,64420038,64420038,within,51,-1,54,demographie,265,8,cattle->cattle,2011,3,b2012,150,150
5571,13,SB0832,cattle,cattle,64420038_5,64420038_2,64420038,64420038,within,51,52,60,abattage,266,8,cattle->cattle,2011,9,b2012,150,150
5572,13,SB0832,cattle,cattle,64420047_15,64420047_3,64420047,64420047,within,51,58,61,abattage,267,8,cattle->cattle,2011,10,b2012,150,150
5573,13,SB0832,cattle,cattle,64420047_16,64420047_3,64420047,64420047,within,51,53,56,demographie,268,8,cattle->cattle,2011,5,b2012,150,150
5574,13,SB0832,cattle,cattle,64420038_6,64420038_0,64420038,64420038,within,52,55,60,abattage,277,8,cattle->cattle,2011,8,b2012,150,150
5575,13,SB0832,cattle,cattle,64420047_17,64420047_11,64420047,64420047,within,52,-1,56,demographie,278,8,cattle->cattle,2011,4,b2012,150,150
5576,13,SB0832,cattle,cattle,64420047_18,64420047_9,64420047,64420047,within,52,54,61,abattage,279,8,cattle->cattle,2011,9,b2012,150,150
5577,13,SB0832,cattle,cattle,64420038_8,64420038_0,64420038,64420038,within,53,58,60,abattage,289,8,cattle->cattle,2011,7,b2012,150,150
5578,13,SB0832,cattle,cattle,64420039_0,64420038_2,64420039,64420038,pasture,53,54,72,abattage,290,8,cattle->cattle,2011,19,b2012,150,150
5579,13,SB0832,cattle,cattle,64420038_7,64420038_5,64420038,64420038,within,53,58,60,abattage,291,8,cattle->cattle,2011,7,b2012,150,150
5580,13,SB0832,cattle,cattle,64281001_0,64420047_11,64281001,64420047,pasture,53,57,74,abattage,292,8,cattle->cattle,2011,21,b2012,150,150
5581,13,SB0832,cattle,cattle,64420047_20,64420047_16,64420047,64420047,within,53,56,61,abattage,293,8,cattle->cattle,2011,8,b2012,150,150
5582,13,SB0832,cattle,cattle,64420047_19,64420047_3,64420047,64420047,within,53,54,60,demographie,294,8,cattle->cattle,2011,7,b2012,150,150
5583,13,SB0832,cattle,cattle,64420038_11,64420038_0,64420038,64420038,within,54,55,59,demographie,299,8,cattle->cattle,2011,5,b2012,150,150
5584,13,SB0832,cattle,cattle,64420038_9,64420038_2,64420038,64420038,within,54,57,59,demographie,300,8,cattle->cattle,2011,5,b2012,150,150
5585,13,SB0832,cattle,cattle,64420047_23,64420047_0,64420047,64420047,within,54,-1,61,abattage,301,8,cattle->cattle,2011,7,b2012,150,150
5586,13,SB0832,cattle,cattle,64281001_1,64420047_11,64281001,64420047,pasture,54,56,76,abattage,302,8,cattle->cattle,2011,22,b2012,150,150
5587,13,SB0832,cattle,cattle,64420047_22,64420047_11,64420047,64420047,within,54,61,61,abattage,303,8,cattle->cattle,2011,7,b2012,150,150
