X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle
23940,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,37,abattage,13,186,NA->cattle,2007,37,b2012,54,54
23941,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,10,16,39,abattage,29,186,cattle->cattle,2007,29,b2012,54,54
23942,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,12,13,37,abattage,41,186,cattle->cattle,2008,25,b2012,54,54
23943,13,SB0832,cattle,cattle,64420015_3,64420015_2,64420015,64420015,within,14,14,39,abattage,47,186,cattle->cattle,2008,25,b2012,54,54
23944,13,SB0832,cattle,cattle,64420015_4,64420015_2,64420015,64420015,within,14,15,39,abattage,48,186,cattle->cattle,2008,25,b2012,54,54
23945,13,SB0832,cattle,cattle,64420015_5,64420015_1,64420015,64420015,within,23,25,37,abattage,63,186,cattle->cattle,2008,14,b2012,54,54
23946,13,SB0832,cattle,cattle,64420015_6,64420015_1,64420015,64420015,within,23,26,37,abattage,64,186,cattle->cattle,2008,14,b2012,54,54
23947,13,SB0832,cattle,cattle,64420015_8,64420015_0,64420015,64420015,within,24,25,37,abattage,70,186,cattle->cattle,2009,13,b2012,54,54
23948,13,SB0832,cattle,cattle,64420015_7,64420015_2,64420015,64420015,within,24,27,39,abattage,71,186,cattle->cattle,2009,15,b2012,54,54
23949,13,SB0832,cattle,cattle,64420015_9,64420015_0,64420015,64420015,within,25,26,37,abattage,76,186,cattle->cattle,2009,12,b2012,54,54
23950,13,SB0832,cattle,cattle,64420015_10,64420015_8,64420015,64420015,within,25,-1,26,demographie,77,186,cattle->cattle,2009,1,b2012,54,54
23951,13,SB0832,cattle,cattle,64420015_11,64420015_8,64420015,64420015,within,25,30,37,abattage,78,186,cattle->cattle,2009,12,b2012,54,54
23952,13,SB0832,cattle,cattle,64420015_13,64420015_0,64420015,64420015,within,26,32,37,abattage,84,186,cattle->cattle,2009,11,b2012,54,54
23953,13,SB0832,cattle,cattle,64420015_15,64420015_1,64420015,64420015,within,26,28,37,abattage,85,186,cattle->cattle,2009,11,b2012,54,54
23954,13,SB0832,cattle,cattle,64420015_14,64420015_4,64420015,64420015,within,26,31,37,abattage,86,186,cattle->cattle,2009,11,b2012,54,54
23955,13,SB0832,cattle,cattle,64420015_16,64420015_4,64420015,64420015,within,26,27,37,abattage,87,186,cattle->cattle,2009,11,b2012,54,54
23956,13,SB0832,cattle,cattle,64420015_12,64420015_5,64420015,64420015,within,26,27,37,abattage,88,186,cattle->cattle,2009,11,b2012,54,54
23957,13,SB0832,cattle,cattle,64420015_18,64420015_3,64420015,64420015,within,28,31,37,abattage,97,186,cattle->cattle,2009,9,b2012,54,54
23958,13,SB0832,cattle,cattle,64420015_17,64420015_8,64420015,64420015,within,28,29,39,abattage,98,186,cattle->cattle,2009,11,b2012,54,54
23959,13,SB0832,cattle,cattle,64420044_0,64420015_8,64420044,64420015,pasture,29,33,44,abattage,102,186,cattle->cattle,2009,15,b2012,54,54
23960,13,SB0832,cattle,cattle,64420015_19,64420015_0,64420015,64420015,within,30,33,37,abattage,107,186,cattle->cattle,2009,7,b2012,54,54
23961,13,SB0832,cattle,cattle,64420044_1,64420015_6,64420044,64420015,pasture,31,31,44,abattage,114,186,cattle->cattle,2009,13,b2012,54,54
23962,13,SB0832,cattle,cattle,64420015_20,64420015_17,64420015,64420015,within,34,38,39,abattage,128,186,cattle->cattle,2009,5,b2012,54,54
23963,13,SB0832,cattle,cattle,64420015_27,64420015_0,64420015,64420015,within,35,38,39,abattage,129,186,cattle->cattle,2009,4,b2012,54,54
23964,13,SB0832,cattle,cattle,64420015_25,64420015_1,64420015,64420015,within,35,-1,39,abattage,130,186,cattle->cattle,2009,4,b2012,54,54
23965,13,SB0832,cattle,cattle,64420015_24,64420015_12,64420015,64420015,within,35,-1,37,abattage,131,186,cattle->cattle,2009,2,b2012,54,54
23966,13,SB0832,cattle,cattle,64420015_28,64420015_12,64420015,64420015,within,35,38,39,abattage,132,186,cattle->cattle,2009,4,b2012,54,54
23967,13,SB0832,cattle,cattle,64420015_26,64420015_14,64420015,64420015,within,35,-1,39,abattage,133,186,cattle->cattle,2009,4,b2012,54,54
23968,13,SB0832,cattle,cattle,64420015_21,64420015_19,64420015,64420015,within,35,36,37,abattage,134,186,cattle->cattle,2009,2,b2012,54,54
23969,13,SB0832,cattle,cattle,64420015_23,64420015_19,64420015,64420015,within,35,39,39,abattage,135,186,cattle->cattle,2009,4,b2012,54,54
23970,13,SB0832,cattle,cattle,64420015_29,64420015_19,64420015,64420015,within,35,36,37,abattage,136,186,cattle->cattle,2009,2,b2012,54,54
23971,13,SB0832,cattle,cattle,64420015_22,64420015_7,64420015,64420015,within,35,36,37,abattage,137,186,cattle->cattle,2009,2,b2012,54,54
23972,13,SB0832,cattle,cattle,64420044_2,64420044_1,64420044,64420044,within,35,36,43,demographie,138,186,cattle->cattle,2009,8,b2012,54,54
23973,13,SB0832,cattle,cattle,64420015_30,64420015_14,64420015,64420015,within,36,38,39,abattage,140,186,cattle->cattle,2010,3,b2012,54,54
23974,13,SB0832,cattle,cattle,64420015_33,64420015_16,64420015,64420015,within,36,36,37,abattage,141,186,cattle->cattle,2010,1,b2012,54,54
23975,13,SB0832,cattle,cattle,64420015_35,64420015_17,64420015,64420015,within,36,38,39,abattage,142,186,cattle->cattle,2010,3,b2012,54,54
23976,13,SB0832,cattle,cattle,64420015_34,64420015_2,64420015,64420015,within,36,38,39,abattage,143,186,cattle->cattle,2010,3,b2012,54,54
23977,13,SB0832,cattle,cattle,64420015_32,64420015_4,64420015,64420015,within,36,-1,39,abattage,144,186,cattle->cattle,2010,3,b2012,54,54
23978,13,SB0832,cattle,cattle,64420015_31,64420015_6,64420015,64420015,within,36,36,37,abattage,145,186,cattle->cattle,2010,1,b2012,54,54
23979,13,SB0832,cattle,cattle,64420044_3,64420044_1,64420044,64420044,within,36,43,44,abattage,146,186,cattle->cattle,2010,8,b2012,54,54
23980,13,SB0832,cattle,cattle,64420015_40,64420015_0,64420015,64420015,within,37,-1,39,abattage,147,186,cattle->cattle,2010,2,b2012,54,54
23981,13,SB0832,cattle,cattle,64420015_36,64420015_1,64420015,64420015,within,37,39,39,abattage,148,186,cattle->cattle,2010,2,b2012,54,54
23982,13,SB0832,cattle,cattle,64420015_38,64420015_12,64420015,64420015,within,37,38,39,abattage,149,186,cattle->cattle,2010,2,b2012,54,54
23983,13,SB0832,cattle,cattle,64420015_41,64420015_18,64420015,64420015,within,37,-1,39,abattage,150,186,cattle->cattle,2010,2,b2012,54,54
23984,13,SB0832,cattle,cattle,64420015_39,64420015_29,64420015,64420015,within,37,37,37,abattage,151,186,cattle->cattle,2010,0,b2012,54,54
23985,13,SB0832,cattle,cattle,64420015_42,64420015_3,64420015,64420015,within,37,-1,39,abattage,152,186,cattle->cattle,2010,2,b2012,54,54
23986,13,SB0832,cattle,cattle,64420015_37,64420015_31,64420015,64420015,within,37,-1,39,abattage,153,186,cattle->cattle,2010,2,b2012,54,54
23987,13,SB0832,cattle,cattle,64420015_44,64420015_33,64420015,64420015,within,37,37,37,abattage,154,186,cattle->cattle,2010,0,b2012,54,54
23988,13,SB0832,cattle,cattle,64420015_43,64420015_4,64420015,64420015,within,37,-1,37,abattage,155,186,cattle->cattle,2010,0,b2012,54,54
23989,13,SB0832,cattle,cattle,64420015_46,64420015_4,64420015,64420015,within,37,-1,39,abattage,156,186,cattle->cattle,2010,2,b2012,54,54
23990,13,SB0832,cattle,cattle,64420015_45,64420015_5,64420015,64420015,within,37,-1,39,abattage,157,186,cattle->cattle,2010,2,b2012,54,54
23991,13,SB0832,cattle,cattle,64420044_5,64420044_0,64420044,64420044,within,38,41,44,abattage,160,186,cattle->cattle,2010,6,b2012,54,54
23992,13,SB0832,cattle,cattle,64420044_4,64420044_2,64420044,64420044,within,38,40,44,abattage,161,186,cattle->cattle,2010,6,b2012,54,54
23993,13,SB0832,cattle,cattle,64420044_6,64420044_5,64420044,64420044,within,44,-1,44,abattage,168,186,cattle->cattle,2010,0,b2012,54,54
