X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
4242,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,1,21,demographie,13,210,NA->cattle,2007,21,b2012,194,194,NA,NA,NA,NA,NA,NA
4243,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,11,14,22,abattage,42,210,cattle->cattle,2007,11,b2012,194,194,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1
4244,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,18,-1,22,abattage,65,210,cattle->cattle,2008,4,b2012,194,194,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2
4245,13,SB0832,cattle,cattle,40270058_0,64420015_1,64420015,64420015,within,20,20,39,demographie,75,210,cattle->cattle,2008,19,b2012,194,194,64420015_1->40270058_0,64420015_1->40270058_0,64420015_1->40270058_0,64420015_1->40270058_0,64420015_1->40270058_0,64420015_1->40270058_0
4246,13,SB0832,cattle,cattle,40270058_1,40270058_0,40270058,40270058,within,21,-1,24,demographie,78,210,cattle->cattle,2008,3,b2012,194,194,40270058_0->40270058_1,40270058_0->40270058_1,40270058_0->40270058_1,40270058_0->40270058_1,40270058_0->40270058_1,40270058_0->40270058_1
4247,13,SB0832,cattle,cattle,64420044_0,64420015_1,64420044,64420015,pasture,22,-1,27,abattage,81,210,cattle->cattle,2008,5,b2012,194,194,64420015_1->64420044_0,64420015_1->64420044_0,64420015_1->64420044_0,64420015_1->64420044_0,64420015_1->64420044_0,64420015_1->64420044_0
4248,13,SB0832,cattle,cattle,40270058_2,40270058_0,40270058,40270058,within,23,-1,27,demographie,82,210,cattle->cattle,2008,4,b2012,194,194,40270058_0->40270058_2,40270058_0->40270058_2,40270058_0->40270058_2,40270058_0->40270058_2,40270058_0->40270058_2,40270058_0->40270058_2
4249,13,SB0832,cattle,cattle,40270058_3,40270058_0,40270058,40270058,within,23,-1,24,demographie,83,210,cattle->cattle,2008,1,b2012,194,194,40270058_0->40270058_3,40270058_0->40270058_3,40270058_0->40270058_3,40270058_0->40270058_3,40270058_0->40270058_3,40270058_0->40270058_3
4250,13,SB0832,cattle,cattle,40270058_4,40270058_0,40270058,40270058,within,25,-1,27,demographie,84,210,cattle->cattle,2009,2,b2012,194,194,40270058_0->40270058_4,40270058_0->40270058_4,40270058_0->40270058_4,40270058_0->40270058_4,40270058_0->40270058_4,40270058_0->40270058_4
4251,13,SB0832,cattle,cattle,40270058_5,40270058_0,40270058,40270058,within,26,33,45,abattage,85,210,cattle->cattle,2009,19,b2012,194,194,40270058_0->40270058_5,40270058_0->40270058_5,40270058_0->40270058_5,40270058_0->40270058_5,40270058_0->40270058_5,40270058_0->40270058_5
