X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle
1127,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,16,demographie,13,402,NA->cattle,2007,16,b2012,483,483
1128,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,2,5,17,abattage,21,402,cattle->cattle,2007,15,b2012,483,483
1129,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,4,5,17,abattage,26,402,cattle->cattle,2007,13,b2012,483,483
1130,13,SB0832,cattle,cattle,64420044_0,64420015_1,64420044,64420015,pasture,8,11,20,abattage,32,402,cattle->cattle,2007,12,b2012,483,483
1131,13,SB0832,cattle,cattle,64420044_1,64420044_0,64420044,64420044,within,12,14,19,demographie,48,402,cattle->cattle,2008,7,b2012,483,483
1132,13,SB0832,cattle,cattle,64420015_3,64420044_0,64420015,64420044,pasture,16,17,17,abattage,65,402,cattle->cattle,2008,1,b2012,483,483
1133,13,SB0832,cattle,cattle,64420047_0,64420044_1,64420047,64420044,pasture,16,18,36,abattage,66,402,cattle->cattle,2008,20,b2012,483,483
1134,13,SB0832,cattle,cattle,64420044_2,64420044_0,64420044,64420044,within,17,18,20,abattage,68,402,cattle->cattle,2008,3,b2012,483,483
1135,13,SB0832,cattle,cattle,64420047_1,64420044_0,64420047,64420044,pasture,17,26,36,abattage,69,402,cattle->cattle,2008,19,b2012,483,483
1136,13,SB0832,cattle,cattle,64420012_0,64420047_0,64420012,64420047,pasture,20,25,42,abattage,80,402,cattle->cattle,2008,22,b2012,483,483
1137,13,SB0832,cattle,cattle,64420012_1,64420047_0,64420012,64420047,pasture,22,29,42,abattage,92,402,cattle->cattle,2008,20,b2012,483,483
1138,13,SB0832,cattle,cattle,64420047_2,64420047_1,64420047,64420047,within,26,27,36,abattage,137,402,cattle->cattle,2009,10,b2012,483,483
1139,13,SB0832,cattle,cattle,64420047_3,64420047_1,64420047,64420047,within,28,-1,30,demographie,148,402,cattle->cattle,2009,2,b2012,483,483
1140,13,SB0832,cattle,cattle,64420047_4,64420047_1,64420047,64420047,within,28,31,36,abattage,149,402,cattle->cattle,2009,8,b2012,483,483
1141,13,SB0832,cattle,cattle,64420047_6,64420047_0,64420047,64420047,within,29,30,36,abattage,158,402,cattle->cattle,2009,7,b2012,483,483
1142,13,SB0832,cattle,cattle,64420047_7,64420047_0,64420047,64420047,within,29,36,36,abattage,159,402,cattle->cattle,2009,7,b2012,483,483
1143,13,SB0832,cattle,cattle,64420047_5,64420047_2,64420047,64420047,within,29,30,36,demographie,160,402,cattle->cattle,2009,7,b2012,483,483
1144,13,SB0832,cattle,cattle,64420047_8,64420047_0,64420047,64420047,within,30,31,35,demographie,165,402,cattle->cattle,2009,5,b2012,483,483
1145,13,SB0832,cattle,cattle,64420047_10,64420047_0,64420047,64420047,within,30,-1,36,abattage,166,402,cattle->cattle,2009,6,b2012,483,483
1146,13,SB0832,cattle,cattle,64420047_9,64420047_1,64420047,64420047,within,30,34,36,abattage,167,402,cattle->cattle,2009,6,b2012,483,483
1147,13,SB0832,cattle,cattle,64420035_0,64420047_6,64420035,64420047,pasture,30,31,42,abattage,168,402,cattle->cattle,2009,12,b2012,483,483
1148,13,SB0832,cattle,cattle,64420012_2,64420012_0,64420012,64420012,within,31,35,42,abattage,177,402,cattle->cattle,2009,11,b2012,483,483
1149,13,SB0832,cattle,cattle,64420047_13,64420047_1,64420047,64420047,within,31,34,36,abattage,178,402,cattle->cattle,2009,5,b2012,483,483
1150,13,SB0832,cattle,cattle,64420047_12,64420047_4,64420047,64420047,within,31,-1,36,abattage,179,402,cattle->cattle,2009,5,b2012,483,483
1151,13,SB0832,cattle,cattle,64420047_11,64420047_8,64420047,64420047,within,31,32,36,abattage,180,402,cattle->cattle,2009,5,b2012,483,483
1152,13,SB0832,cattle,cattle,64420047_15,64420047_2,64420047,64420047,within,32,-1,36,abattage,184,402,cattle->cattle,2009,4,b2012,483,483
1153,13,SB0832,cattle,cattle,64420047_16,64420047_2,64420047,64420047,within,32,34,36,abattage,185,402,cattle->cattle,2009,4,b2012,483,483
1154,13,SB0832,cattle,cattle,64420047_14,64420047_4,64420047,64420047,within,32,-1,36,abattage,186,402,cattle->cattle,2009,4,b2012,483,483
1155,13,SB0832,cattle,cattle,64420047_17,64420047_5,64420047,64420047,within,32,36,36,abattage,187,402,cattle->cattle,2009,4,b2012,483,483
1156,13,SB0832,cattle,cattle,64420047_18,64420012_0,64420047,64420012,pasture,33,36,36,abattage,190,402,cattle->cattle,2009,3,b2012,483,483
1157,13,SB0832,cattle,cattle,64420035_1,64420047_1,64420035,64420047,pasture,33,37,41,demographie,191,402,cattle->cattle,2009,8,b2012,483,483
1158,13,SB0832,cattle,cattle,64420047_19,64420047_11,64420047,64420047,within,33,-1,36,abattage,192,402,cattle->cattle,2009,3,b2012,483,483
1159,13,SB0832,cattle,cattle,64420044_3,64420047_4,64420044,64420047,pasture,33,39,63,abattage,193,402,cattle->cattle,2009,30,b2012,483,483
1160,13,SB0832,cattle,cattle,64420028_0,64420047_0,64420028,64420047,pasture,34,37,69,abattage,199,402,cattle->cattle,2009,35,b2012,483,483
1161,13,SB0832,cattle,cattle,64420047_21,64420047_11,64420047,64420047,within,34,36,36,abattage,200,402,cattle->cattle,2009,2,b2012,483,483
1162,13,SB0832,cattle,cattle,64420035_2,64420047_2,64420035,64420047,pasture,34,35,42,abattage,201,402,cattle->cattle,2009,8,b2012,483,483
1163,13,SB0832,cattle,cattle,64420012_3,64420047_5,64420012,64420047,pasture,34,35,41,demographie,202,402,cattle->cattle,2009,7,b2012,483,483
1164,13,SB0832,cattle,cattle,64420047_20,64420047_8,64420047,64420047,within,34,35,36,abattage,203,402,cattle->cattle,2009,2,b2012,483,483
1165,13,SB0832,cattle,cattle,64420012_4,64420012_0,64420012,64420012,within,35,36,42,abattage,206,402,cattle->cattle,2009,7,b2012,483,483
1166,13,SB0832,cattle,cattle,64420012_6,64420012_2,64420012,64420012,within,35,-1,42,abattage,207,402,cattle->cattle,2009,7,b2012,483,483
1167,13,SB0832,cattle,cattle,64420012_5,64420012_3,64420012,64420012,within,35,-1,42,abattage,208,402,cattle->cattle,2009,7,b2012,483,483
1168,13,SB0832,cattle,cattle,64420047_24,64420047_0,64420047,64420047,within,35,-1,36,abattage,209,402,cattle->cattle,2009,1,b2012,483,483
1169,13,SB0832,cattle,cattle,64420047_23,64420047_16,64420047,64420047,within,35,-1,36,abattage,210,402,cattle->cattle,2009,1,b2012,483,483
1170,13,SB0832,cattle,cattle,64420047_22,64420047_6,64420047,64420047,within,35,36,36,abattage,211,402,cattle->cattle,2009,1,b2012,483,483
1171,13,SB0832,cattle,cattle,64420035_3,64420035_0,64420035,64420035,within,36,38,42,abattage,218,402,cattle->cattle,2010,6,b2012,483,483
1172,13,SB0832,cattle,cattle,64420047_26,64420047_17,64420047,64420047,within,36,-1,36,abattage,219,402,cattle->cattle,2010,0,b2012,483,483
1173,13,SB0832,cattle,cattle,64420047_28,64420047_18,64420047,64420047,within,36,-1,36,abattage,220,402,cattle->cattle,2010,0,b2012,483,483
1174,13,SB0832,cattle,cattle,64420047_25,64420047_20,64420047,64420047,within,36,-1,36,abattage,221,402,cattle->cattle,2010,0,b2012,483,483
1175,13,SB0832,cattle,cattle,64420047_27,64420047_9,64420047,64420047,within,36,-1,36,abattage,222,402,cattle->cattle,2010,0,b2012,483,483
