X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle
16463,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,33,abattage,13,41,NA->cattle,2007,33,b2012,63,63
16464,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,2,12,33,abattage,19,41,cattle->cattle,2007,31,b2012,63,63
16465,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,13,19,33,abattage,57,41,cattle->cattle,2008,20,b2012,63,63
16466,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,14,16,33,abattage,66,41,cattle->cattle,2008,19,b2012,63,63
16467,13,SB0832,cattle,cattle,64420015_4,64420015_1,64420015,64420015,within,18,22,33,abattage,82,41,cattle->cattle,2008,15,b2012,63,63
16468,13,SB0832,cattle,cattle,64420015_5,64420015_1,64420015,64420015,within,18,27,33,abattage,83,41,cattle->cattle,2008,15,b2012,63,63
16469,13,SB0832,cattle,cattle,64420015_6,64420015_3,64420015,64420015,within,20,20,33,abattage,87,41,cattle->cattle,2008,13,b2012,63,63
16470,13,SB0832,cattle,cattle,64420015_7,64420015_3,64420015,64420015,within,20,22,33,abattage,88,41,cattle->cattle,2008,13,b2012,63,63
16471,13,SB0832,cattle,cattle,64420015_8,64420015_1,64420015,64420015,within,21,22,33,abattage,94,41,cattle->cattle,2008,12,b2012,63,63
16472,13,SB0832,cattle,cattle,64420015_9,64420015_6,64420015,64420015,within,23,26,33,abattage,107,41,cattle->cattle,2008,10,b2012,63,63
16473,13,SB0832,cattle,cattle,64420015_10,64420015_6,64420015,64420015,within,23,30,33,abattage,108,41,cattle->cattle,2008,10,b2012,63,63
16474,13,SB0832,cattle,cattle,64420015_11,64420015_6,64420015,64420015,within,23,24,33,abattage,109,41,cattle->cattle,2008,10,b2012,63,63
16475,13,SB0832,cattle,cattle,64420015_12,64420015_6,64420015,64420015,within,23,24,33,abattage,110,41,cattle->cattle,2008,10,b2012,63,63
16476,13,SB0832,cattle,cattle,64420015_13,64420015_1,64420015,64420015,within,24,26,33,abattage,127,41,cattle->cattle,2009,9,b2012,63,63
16477,13,SB0832,cattle,cattle,40089001_0,64420015_12,64420015,64420015,within,24,26,41,demographie,128,41,cattle->cattle,2009,17,b2012,63,63
16478,13,SB0832,cattle,cattle,64420015_16,64420015_2,64420015,64420015,within,25,28,33,abattage,141,41,cattle->cattle,2009,8,b2012,63,63
16479,13,SB0832,cattle,cattle,64420015_15,64420015_3,64420015,64420015,within,25,28,33,abattage,142,41,cattle->cattle,2009,8,b2012,63,63
16480,13,SB0832,cattle,cattle,64420015_14,64420015_8,64420015,64420015,within,25,26,33,abattage,143,41,cattle->cattle,2009,8,b2012,63,63
16481,13,SB0832,cattle,cattle,64420015_17,64420015_0,64420015,64420015,within,26,26,32,demographie,165,41,cattle->cattle,2009,6,b2012,63,63
16482,13,SB0832,cattle,cattle,64420015_19,64420015_1,64420015,64420015,within,26,30,33,abattage,166,41,cattle->cattle,2009,7,b2012,63,63
16483,13,SB0832,cattle,cattle,64420015_18,64420015_2,64420015,64420015,within,26,-1,33,abattage,167,41,cattle->cattle,2009,7,b2012,63,63
16484,13,SB0832,cattle,cattle,40089001_1,64420015_3,64420015,64420015,within,26,27,46,abattage,168,41,cattle->cattle,2009,20,b2012,63,63
16485,13,SB0832,cattle,cattle,64420015_20,64420015_4,64420015,64420015,within,26,-1,33,abattage,169,41,cattle->cattle,2009,7,b2012,63,63
16486,13,SB0832,cattle,cattle,64420015_21,64420015_11,64420015,64420015,within,27,-1,33,abattage,174,41,cattle->cattle,2009,6,b2012,63,63
16487,13,SB0832,cattle,cattle,64420015_22,64420015_13,64420015,64420015,within,28,-1,33,abattage,183,41,cattle->cattle,2009,5,b2012,63,63
16488,13,SB0832,cattle,cattle,64420015_23,64420015_12,64420015,64420015,within,29,30,33,abattage,199,41,cattle->cattle,2009,4,b2012,63,63
