X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle
2135,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,25,abattage,13,302,NA->cattle,2007,25,b2012,70,70
2136,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,2,-1,3,demographie,19,302,cattle->cattle,2007,1,b2012,70,70
2137,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,23,24,50,abattage,114,302,cattle->cattle,2008,27,b2012,70,70
2138,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,24,28,50,abattage,115,302,cattle->cattle,2009,26,b2012,70,70
2139,13,SB0832,cattle,cattle,64420015_4,64420015_0,64420015,64420015,within,24,-1,25,demographie,116,302,cattle->cattle,2009,1,b2012,70,70
2140,13,SB0832,cattle,cattle,64420015_5,64420015_2,64420015,64420015,within,26,27,50,abattage,118,302,cattle->cattle,2009,24,b2012,70,70
2141,13,SB0832,cattle,cattle,64420015_6,64420015_2,64420015,64420015,within,26,28,50,abattage,119,302,cattle->cattle,2009,24,b2012,70,70
2142,13,SB0832,cattle,cattle,64420015_7,64420015_2,64420015,64420015,within,26,-1,50,abattage,120,302,cattle->cattle,2009,24,b2012,70,70
2143,13,SB0832,cattle,cattle,64420015_8,64420015_6,64420015,64420015,within,32,35,50,abattage,135,302,cattle->cattle,2009,18,b2012,70,70
2144,13,SB0832,cattle,cattle,64420044_0,64420015_2,64420044,64420015,pasture,33,-1,36,demographie,139,302,cattle->cattle,2009,3,b2012,70,70
2145,13,SB0832,cattle,cattle,64420015_9,64420015_8,64420015,64420015,within,35,36,50,abattage,150,302,cattle->cattle,2009,15,b2012,70,70
2146,13,SB0832,cattle,cattle,64420015_11,64420015_3,64420015,64420015,within,36,39,50,abattage,155,302,cattle->cattle,2010,14,b2012,70,70
2147,13,SB0832,cattle,cattle,64420015_10,64420015_6,64420015,64420015,within,36,39,44,demographie,156,302,cattle->cattle,2010,8,b2012,70,70
