X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle
17749,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,2,28,abattage,13,43,NA->cattle,2007,28,b2012,483,483
17750,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,5,12,28,abattage,21,43,cattle->cattle,2007,23,b2012,483,483
17751,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,11,-1,21,demographie,37,43,cattle->cattle,2007,10,b2012,483,483
17752,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,11,20,28,abattage,38,43,cattle->cattle,2007,17,b2012,483,483
17753,13,SB0832,cattle,cattle,64420015_4,64420015_1,64420015,64420015,within,13,13,28,abattage,49,43,cattle->cattle,2008,15,b2012,483,483
17754,13,SB0832,cattle,cattle,64420015_5,64420015_4,64420015,64420015,within,17,20,27,demographie,62,43,cattle->cattle,2008,10,b2012,483,483
17755,13,SB0832,cattle,cattle,64420015_6,64420015_1,64420015,64420015,within,18,21,28,abattage,66,43,cattle->cattle,2008,10,b2012,483,483
17756,13,SB0832,cattle,cattle,64420044_0,64420015_0,64420044,64420015,pasture,21,28,47,abattage,72,43,cattle->cattle,2008,26,b2012,483,483
17757,13,SB0832,cattle,cattle,64420015_7,64420015_0,64420015,64420015,within,23,-1,28,abattage,76,43,cattle->cattle,2008,5,b2012,483,483
17758,13,SB0832,cattle,cattle,64420015_8,64420015_1,64420015,64420015,within,23,25,28,abattage,77,43,cattle->cattle,2008,5,b2012,483,483
17759,13,SB0832,cattle,cattle,64420015_12,64420015_0,64420015,64420015,within,24,25,28,abattage,79,43,cattle->cattle,2009,4,b2012,483,483
17760,13,SB0832,cattle,cattle,64420015_9,64420015_3,64420015,64420015,within,24,-1,28,abattage,80,43,cattle->cattle,2009,4,b2012,483,483
17761,13,SB0832,cattle,cattle,64420015_11,64420015_5,64420015,64420015,within,24,24,28,abattage,81,43,cattle->cattle,2009,4,b2012,483,483
