X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle
8760,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,0,24,abattage,13,72,NA->cattle,2007,24,b2012,47,47
8761,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,11,13,24,abattage,24,72,cattle->cattle,2007,13,b2012,47,47
8762,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,12,13,24,abattage,28,72,cattle->cattle,2008,12,b2012,47,47
8763,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,12,15,24,abattage,29,72,cattle->cattle,2008,12,b2012,47,47
8764,13,SB0832,cattle,cattle,64420015_4,64420015_2,64420015,64420015,within,14,15,23,demographie,35,72,cattle->cattle,2008,9,b2012,47,47
8765,13,SB0832,cattle,cattle,40270058_0,64420015_0,64420015,64420015,within,20,23,53,abattage,39,72,cattle->cattle,2008,33,b2012,47,47
8766,13,SB0832,cattle,cattle,64420015_6,64420015_1,64420015,64420015,within,24,-1,24,abattage,44,72,cattle->cattle,2009,0,b2012,47,47
8767,13,SB0832,cattle,cattle,64420015_5,64420015_3,64420015,64420015,within,24,-1,24,abattage,45,72,cattle->cattle,2009,0,b2012,47,47
8768,13,SB0832,cattle,cattle,40270058_1,40270058_0,40270058,40270058,within,26,34,53,abattage,51,72,cattle->cattle,2009,27,b2012,47,47
8769,13,SB0832,cattle,cattle,40270058_2,40270058_0,40270058,40270058,within,33,39,53,abattage,59,72,cattle->cattle,2009,20,b2012,47,47
8770,13,SB0832,cattle,cattle,40270058_3,40270058_0,40270058,40270058,within,34,40,53,abattage,60,72,cattle->cattle,2009,19,b2012,47,47
8771,13,SB0832,cattle,cattle,40270058_4,40270058_1,40270058,40270058,within,35,-1,46,demographie,67,72,cattle->cattle,2009,11,b2012,47,47
8772,13,SB0832,cattle,cattle,40270058_5,40270058_1,40270058,40270058,within,36,41,52,demographie,73,72,cattle->cattle,2010,16,b2012,47,47
8773,13,SB0832,cattle,cattle,40270058_7,40270058_0,40270058,40270058,within,37,-1,50,demographie,75,72,cattle->cattle,2010,13,b2012,47,47
8774,13,SB0832,cattle,cattle,40270058_6,40270058_1,40270058,40270058,within,37,38,53,abattage,76,72,cattle->cattle,2010,16,b2012,47,47
8775,13,SB0832,cattle,cattle,40270058_8,40270058_1,40270058,40270058,within,38,39,53,abattage,77,72,cattle->cattle,2010,15,b2012,47,47
8776,13,SB0832,cattle,cattle,40270058_9,40270058_1,40270058,40270058,within,41,42,53,abattage,78,72,cattle->cattle,2010,12,b2012,47,47
8777,13,SB0832,cattle,cattle,40270058_10,40270058_2,40270058,40270058,within,42,44,53,abattage,79,72,cattle->cattle,2010,11,b2012,47,47
8778,13,SB0832,cattle,cattle,40270058_11,40270058_5,40270058,40270058,within,43,45,53,abattage,80,72,cattle->cattle,2010,10,b2012,47,47
8779,13,SB0832,cattle,cattle,40270058_12,40270058_9,40270058,40270058,within,45,-1,53,abattage,81,72,cattle->cattle,2010,8,b2012,47,47
8780,13,SB0832,cattle,cattle,40270058_13,40270058_0,40270058,40270058,within,47,-1,50,demographie,82,72,cattle->cattle,2010,3,b2012,47,47
8781,13,SB0832,cattle,cattle,40270058_14,40270058_5,40270058,40270058,within,47,50,53,abattage,83,72,cattle->cattle,2010,6,b2012,47,47
8782,13,SB0832,cattle,cattle,40270058_17,40270058_1,40270058,40270058,within,48,51,53,abattage,84,72,cattle->cattle,2011,5,b2012,47,47
8783,13,SB0832,cattle,cattle,40270058_18,40270058_1,40270058,40270058,within,48,50,53,abattage,85,72,cattle->cattle,2011,5,b2012,47,47
8784,13,SB0832,cattle,cattle,40270058_16,40270058_10,40270058,40270058,within,48,52,53,abattage,86,72,cattle->cattle,2011,5,b2012,47,47
8785,13,SB0832,cattle,cattle,40270058_22,40270058_2,40270058,40270058,within,48,53,53,abattage,87,72,cattle->cattle,2011,5,b2012,47,47
8786,13,SB0832,cattle,cattle,40270058_19,40270058_3,40270058,40270058,within,48,51,53,abattage,88,72,cattle->cattle,2011,5,b2012,47,47
8787,13,SB0832,cattle,cattle,40270058_15,40270058_5,40270058,40270058,within,48,48,53,abattage,89,72,cattle->cattle,2011,5,b2012,47,47
8788,13,SB0832,cattle,cattle,40270058_20,40270058_5,40270058,40270058,within,48,52,53,abattage,90,72,cattle->cattle,2011,5,b2012,47,47
8789,13,SB0832,cattle,cattle,40270058_21,40270058_9,40270058,40270058,within,48,51,53,abattage,91,72,cattle->cattle,2011,5,b2012,47,47
8790,13,SB0832,cattle,cattle,40270058_24,40270058_2,40270058,40270058,within,49,-1,53,abattage,92,72,cattle->cattle,2011,4,b2012,47,47
8791,13,SB0832,cattle,cattle,40270058_23,40270058_3,40270058,40270058,within,49,49,53,abattage,93,72,cattle->cattle,2011,4,b2012,47,47
8792,13,SB0832,cattle,cattle,40270058_25,40270058_6,40270058,40270058,within,49,50,53,abattage,94,72,cattle->cattle,2011,4,b2012,47,47
8793,13,SB0832,cattle,cattle,40270058_29,40270058_14,40270058,40270058,within,50,-1,53,abattage,95,72,cattle->cattle,2011,3,b2012,47,47
8794,13,SB0832,cattle,cattle,40270058_31,40270058_15,40270058,40270058,within,50,-1,53,abattage,96,72,cattle->cattle,2011,3,b2012,47,47
8795,13,SB0832,cattle,cattle,40270058_32,40270058_2,40270058,40270058,within,50,51,53,abattage,97,72,cattle->cattle,2011,3,b2012,47,47
8796,13,SB0832,cattle,cattle,40270058_27,40270058_23,40270058,40270058,within,50,-1,53,abattage,98,72,cattle->cattle,2011,3,b2012,47,47
8797,13,SB0832,cattle,cattle,40270058_28,40270058_5,40270058,40270058,within,50,51,53,abattage,99,72,cattle->cattle,2011,3,b2012,47,47
8798,13,SB0832,cattle,cattle,40270058_30,40270058_5,40270058,40270058,within,50,53,53,abattage,100,72,cattle->cattle,2011,3,b2012,47,47
8799,13,SB0832,cattle,cattle,40270058_26,40270058_8,40270058,40270058,within,50,-1,53,abattage,101,72,cattle->cattle,2011,3,b2012,47,47
8800,13,SB0832,cattle,cattle,40270058_33,40270058_25,40270058,40270058,within,51,-1,52,demographie,102,72,cattle->cattle,2011,1,b2012,47,47
8801,13,SB0832,cattle,cattle,40270058_36,40270058_1,40270058,40270058,within,52,-1,53,abattage,103,72,cattle->cattle,2011,1,b2012,47,47
8802,13,SB0832,cattle,cattle,40270058_35,40270058_18,40270058,40270058,within,52,-1,53,abattage,104,72,cattle->cattle,2011,1,b2012,47,47
8803,13,SB0832,cattle,cattle,40270058_34,40270058_25,40270058,40270058,within,52,-1,53,abattage,105,72,cattle->cattle,2011,1,b2012,47,47
8804,13,SB0832,cattle,cattle,40270058_37,40270058_0,40270058,40270058,within,53,-1,53,abattage,106,72,cattle->cattle,2011,0,b2012,47,47
8805,13,SB0832,cattle,cattle,40270058_39,40270058_11,40270058,40270058,within,53,-1,53,abattage,107,72,cattle->cattle,2011,0,b2012,47,47
8806,13,SB0832,cattle,cattle,40270058_38,40270058_20,40270058,40270058,within,53,-1,53,abattage,108,72,cattle->cattle,2011,0,b2012,47,47
