X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle
31752,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,1,26,abattage,13,450,NA->cattle,2007,26,b2012,49,49
31753,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,2,3,26,abattage,20,450,cattle->cattle,2007,24,b2012,49,49
31754,13,SB0832,cattle,cattle,64420015_3,64420015_0,64420015,64420015,within,11,12,28,abattage,47,450,cattle->cattle,2007,17,b2012,49,49
31755,13,SB0832,cattle,cattle,64420015_2,64420015_1,64420015,64420015,within,11,13,28,abattage,48,450,cattle->cattle,2007,17,b2012,49,49
31756,13,SB0832,cattle,cattle,64420015_4,64420015_3,64420015,64420015,within,12,15,28,abattage,53,450,cattle->cattle,2008,16,b2012,49,49
31757,13,SB0832,cattle,cattle,64420015_5,64420015_3,64420015,64420015,within,13,16,26,abattage,60,450,cattle->cattle,2008,13,b2012,49,49
31758,13,SB0832,cattle,cattle,64420015_6,64420015_1,64420015,64420015,within,14,15,26,abattage,70,450,cattle->cattle,2008,12,b2012,49,49
31759,13,SB0832,cattle,cattle,64420015_7,64420015_1,64420015,64420015,within,14,16,26,abattage,71,450,cattle->cattle,2008,12,b2012,49,49
31760,13,SB0832,cattle,cattle,64420015_8,64420015_3,64420015,64420015,within,14,17,28,abattage,72,450,cattle->cattle,2008,14,b2012,49,49
31761,13,SB0832,cattle,cattle,64420015_9,64420015_3,64420015,64420015,within,14,16,26,abattage,73,450,cattle->cattle,2008,12,b2012,49,49
31762,13,SB0832,cattle,cattle,64420015_10,64420015_3,64420015,64420015,within,17,-1,28,abattage,80,450,cattle->cattle,2008,11,b2012,49,49
31763,13,SB0832,cattle,cattle,64420015_11,64420015_4,64420015,64420015,within,19,24,28,abattage,89,450,cattle->cattle,2008,9,b2012,49,49
31764,13,SB0832,cattle,cattle,64420015_12,64420015_6,64420015,64420015,within,20,22,26,abattage,94,450,cattle->cattle,2008,6,b2012,49,49
31765,13,SB0832,cattle,cattle,40270058_0,64420015_7,64420015,64420015,within,20,20,44,abattage,95,450,cattle->cattle,2008,24,b2012,49,49
31766,13,SB0832,cattle,cattle,64420015_13,64420015_0,64420015,64420015,within,23,-1,26,abattage,114,450,cattle->cattle,2008,3,b2012,49,49
31767,13,SB0832,cattle,cattle,64420015_16,64420015_12,64420015,64420015,within,23,28,28,abattage,115,450,cattle->cattle,2008,5,b2012,49,49
31768,13,SB0832,cattle,cattle,64420015_17,64420015_3,64420015,64420015,within,23,26,26,abattage,116,450,cattle->cattle,2008,3,b2012,49,49
31769,13,SB0832,cattle,cattle,64420015_14,64420015_7,64420015,64420015,within,23,-1,28,abattage,117,450,cattle->cattle,2008,5,b2012,49,49
31770,13,SB0832,cattle,cattle,64420015_15,64420015_8,64420015,64420015,within,23,25,26,abattage,118,450,cattle->cattle,2008,3,b2012,49,49
