X1,root,type,sp_infected,sp_infector,infected,infector,pop_infected,pop_infector,modeinfection,tinfection,tinfective,tremoved,moderemoval,index,sim,transmission,year,period_inf,surv,nb_lineages,cattle,trans_1,trans_2,trans_3,trans_4,trans_5,trans_6
20215,13,SB0832,cattle,NA,64420015_0,NA,64420015,NA,initialisation,0,2,20,demographie,13,46,NA->cattle,2007,20,b2012,314,314,NA,NA,NA,NA,NA,NA
20216,13,SB0832,cattle,cattle,64420044_0,64420015_0,64420044,64420015,pasture,6,-1,25,abattage,25,46,cattle->cattle,2007,19,b2012,314,314,64420015_0->64420044_0,64420015_0->64420044_0,64420015_0->64420044_0,64420015_0->64420044_0,64420015_0->64420044_0,64420015_0->64420044_0
20217,13,SB0832,cattle,cattle,64420015_1,64420015_0,64420015,64420015,within,11,15,21,abattage,44,46,cattle->cattle,2007,10,b2012,314,314,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1,64420015_0->64420015_1
20218,13,SB0832,cattle,cattle,64420015_2,64420015_0,64420015,64420015,within,11,12,21,abattage,45,46,cattle->cattle,2007,10,b2012,314,314,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2,64420015_0->64420015_2
20219,13,SB0832,cattle,cattle,64420015_3,64420015_2,64420015,64420015,within,13,14,21,demographie,60,46,cattle->cattle,2008,8,b2012,314,314,64420015_2->64420015_3,64420015_2->64420015_3,64420015_2->64420015_3,64420015_2->64420015_3,64420015_2->64420015_3,64420015_2->64420015_3
20220,13,SB0832,cattle,cattle,64420044_1,64420015_3,64420044,64420015,pasture,18,30,50,abattage,100,46,cattle->cattle,2008,32,b2012,314,314,64420015_3->64420044_1,64420015_3->64420044_1,64420015_3->64420044_1,64420015_3->64420044_1,64420015_3->64420044_1,64420015_3->64420044_1
20221,13,SB0832,cattle,cattle,64420015_4,64420015_2,64420015,64420015,within,21,-1,21,abattage,136,46,cattle->cattle,2008,0,b2012,314,314,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4,64420015_2->64420015_4
20222,13,SB0832,cattle,cattle,64420044_2,64420015_1,64420044,64420015,pasture,22,23,50,abattage,146,46,cattle->cattle,2008,28,b2012,314,314,64420015_1->64420044_2,64420015_1->64420044_2,64420015_1->64420044_2,64420015_1->64420044_2,64420015_1->64420044_2,64420015_1->64420044_2
20223,13,SB0832,cattle,cattle,64420044_3,64420044_2,64420044,64420044,within,24,-1,42,demographie,183,46,cattle->cattle,2009,18,b2012,314,314,64420044_2->64420044_3,64420044_2->64420044_3,64420044_2->64420044_3,64420044_2->64420044_3,64420044_2->64420044_3,64420044_2->64420044_3
20224,13,SB0832,cattle,cattle,64420044_4,64420044_2,64420044,64420044,within,31,36,50,abattage,229,46,cattle->cattle,2009,19,b2012,314,314,64420044_2->64420044_4,64420044_2->64420044_4,64420044_2->64420044_4,64420044_2->64420044_4,64420044_2->64420044_4,64420044_2->64420044_4
20225,13,SB0832,cattle,cattle,64420044_5,64420044_2,64420044,64420044,within,32,38,49,demographie,233,46,cattle->cattle,2009,17,b2012,314,314,64420044_2->64420044_5,64420044_2->64420044_5,64420044_2->64420044_5,64420044_2->64420044_5,64420044_2->64420044_5,64420044_2->64420044_5
20226,13,SB0832,cattle,cattle,64420044_6,64420044_1,64420044,64420044,within,35,39,50,abattage,243,46,cattle->cattle,2009,15,b2012,314,314,64420044_1->64420044_6,64420044_1->64420044_6,64420044_1->64420044_6,64420044_1->64420044_6,64420044_1->64420044_6,64420044_1->64420044_6
20227,13,SB0832,cattle,cattle,64420044_7,64420044_1,64420044,64420044,within,35,36,50,abattage,244,46,cattle->cattle,2009,15,b2012,314,314,64420044_1->64420044_7,64420044_1->64420044_7,64420044_1->64420044_7,64420044_1->64420044_7,64420044_1->64420044_7,64420044_1->64420044_7
20228,13,SB0832,cattle,cattle,64420044_8,64420044_7,64420044,64420044,within,36,39,50,abattage,254,46,cattle->cattle,2010,14,b2012,314,314,64420044_7->64420044_8,64420044_7->64420044_8,64420044_7->64420044_8,64420044_7->64420044_8,64420044_7->64420044_8,64420044_7->64420044_8
