sp_infector,R,nb,R_sim,nb_sim,tree,scenario
badger,1.3823529411764706,34,NA,0,A1_11,4
cattle,1.1422924901185771,253,1.1936758893280632,253,A1_11,4
boar,0,50,0,50,A1_11,4
badger,0.5257731958762887,97,1.063157894736842,95,A1_11,5
cattle,1.1778656126482214,253,0.9723320158102767,253,A1_11,5
badger,1.3823529411764706,34,NA,0,A1_11,6
cattle,1.1422924901185771,253,1.1936758893280632,253,A1_11,6
boar,0,50,0,50,A1_11,6
badger,0.9380530973451328,113,0.34513274336283184,113,A1_12,1
cattle,1.5571428571428572,70,2.4857142857142858,70,A1_12,1
boar,0,33,0,33,A1_12,1
badger,0.9607843137254902,102,0.37,100,A1_12,2
cattle,1.5142857142857142,70,2.342857142857143,70,A1_12,2
boar,0,33,0,33,A1_12,2
badger,0.7168141592920354,113,0.2831858407079646,113,A1_12,3
cattle,1.4428571428571428,70,2.1142857142857143,70,A1_12,3
badger,1.4838709677419355,31,NA,0,A1_12,4
cattle,1.2428571428571429,70,1.2571428571428571,70,A1_12,4
boar,0,33,0.3939393939393939,33,A1_12,4
badger,0.7156862745098039,102,0.3,100,A1_12,5
cattle,1.4,70,1.9714285714285715,70,A1_12,5
badger,1.4838709677419355,31,NA,0,A1_12,6
cattle,1.2428571428571429,70,1.2571428571428571,70,A1_12,6
boar,0,33,0.3939393939393939,33,A1_12,6
badger,1.1494252873563218,87,0.6551724137931034,87,A1_13,1
cattle,1.2065217391304348,92,1.608695652173913,92,A1_13,1
boar,0,33,0.15151515151515152,33,A1_13,1
badger,1.175,80,0.75,76,A1_13,2
cattle,1.1521739130434783,92,1.4565217391304348,92,A1_13,2
boar,0,29,0.1724137931034483,29,A1_13,2
badger,0.9655172413793104,87,0.6551724137931034,87,A1_13,3
cattle,1.0217391304347827,92,1.3043478260869565,92,A1_13,3
badger,1.5128205128205128,39,NA,0,A1_13,4
cattle,1.1304347826086956,92,1.3478260869565217,92,A1_13,4
boar,0,33,0,33,A1_13,4
badger,0.9875,80,0.75,76,A1_13,5
cattle,1,92,1.1956521739130435,92,A1_13,5
badger,1.4871794871794872,39,NA,0,A1_13,6
cattle,1.0978260869565217,92,1.3043478260869565,92,A1_13,6
boar,0,29,0,29,A1_13,6
badger,0.7037037037037037,54,0.05555555555555555,54,A1_14,1
cattle,1.2871287128712872,303,1.0033003300330032,303,A1_14,1
boar,0,72,1.6805555555555556,72,A1_14,1
badger,0.71698113207547165,53,0.057692307692307696,52,A1_14,2
cattle,1.2805280528052805,303,0.9966996699669967,303,A1_14,2
boar,0,71,1.6901408450704225,71,A1_14,2
badger,0.42592592592592593,54,0.09259259259259259,54,A1_14,3
cattle,1.099009900990099,303,1.1584158415841583,303,A1_14,3
badger,1.7333333333333334,15,NA,0,A1_14,4
cattle,1.198019801980198,303,0.8547854785478548,303,A1_14,4
boar,0,72,1.5972222222222223,72,A1_14,4
badger,0.4339622641509434,53,0.09615384615384616,52,A1_14,5
cattle,1.0957095709570956,303,1.1518151815181519,303,A1_14,5
badger,1.7333333333333334,15,NA,0,A1_14,6
cattle,1.1947194719471947,303,0.8547854785478548,303,A1_14,6
boar,0,71,1.6056338028169015,71,A1_14,6
badger,0.512396694214876,121,0.5454545454545454,121,A1_15,1
cattle,1.3524904214559388,261,1.3103448275862069,261,A1_15,1
boar,0,34,0.20588235294117646,34,A1_15,1
badger,0.6477272727272727,88,0.7441860465116279,86,A1_15,2
cattle,1.2375478927203065,261,1.1762452107279693,261,A1_15,2
boar,0,32,0.21875,32,A1_15,2
badger,0.2975206611570248,121,0.4462809917355372,121,A1_15,3
cattle,1.3218390804597702,261,1.2528735632183907,261,A1_15,3
badger,1.5483870967741935,31,NA,0,A1_15,4
cattle,1.0613026819923372,261,1.1111111111111112,261,A1_15,4
boar,0,34,0.11764705882352941,34,A1_15,4
badger,0.375,88,0.6046511627906976,86,A1_15,5
cattle,1.206896551724138,261,1.1264367816091954,261,A1_15,5
badger,1.5333333333333334,30,NA,0,A1_15,6
cattle,1.0574712643678161,261,1.103448275862069,261,A1_15,6
boar,0,32,0.125,32,A1_15,6
badger,0.8823529411764706,34,1.5,34,A1_16,1
cattle,1.2919708029197081,137,1.1313868613138687,137,A1_16,1
boar,0,37,0,37,A1_16,1
badger,0.9090909090909091,33,1.15625,32,A1_16,2
cattle,1.2846715328467153,137,1.2262773722627738,137,A1_16,2
boar,0,37,0,37,A1_16,2
badger,0.7058823529411765,34,1.2941176470588236,34,A1_16,3
cattle,1.0656934306569343,137,0.9124087591240876,137,A1_16,3
badger,1.5,20,NA,0,A1_16,4
cattle,1.1897810218978102,137,1.2627737226277371,137,A1_16,4
boar,0,37,0,37,A1_16,4
badger,0.7272727272727273,33,0.9375,32,A1_16,5
cattle,1.0583941605839415,137,1.0072992700729928,137,A1_16,5
badger,1.5,20,NA,0,A1_16,6
cattle,1.1897810218978102,137,1.2627737226277371,137,A1_16,6
boar,0,37,0,37,A1_16,6
badger,0.27586206896551724,29,0.7931034482758621,29,A1_17,1
cattle,1.9777777777777779,45,1.6444444444444444,45,A1_17,1
boar,0,24,0,24,A1_17,1
badger,0.3076923076923077,26,0.8846153846153846,26,A1_17,2
cattle,1.9111111111111112,45,1.5777777777777777,45,A1_17,2
boar,0,24,0,24,A1_17,2
badger,0.10344827586206896,29,0.6896551724137931,29,A1_17,3
cattle,1.5555555555555556,45,1.1777777777777778,45,A1_17,3
badger,1.3333333333333333,6,NA,0,A1_17,4
cattle,1.4666666666666666,45,1.511111111111111,45,A1_17,4
boar,0,24,0,24,A1_17,4
badger,0.11538461538461539,26,0.7692307692307693,26,A1_17,5
cattle,1.488888888888889,45,1.1111111111111112,45,A1_17,5
badger,1.3333333333333333,6,NA,0,A1_17,6
cattle,1.4666666666666666,45,1.511111111111111,45,A1_17,6
boar,0,24,0,24,A1_17,6
badger,0.54,50,0.4,50,A1_18,1
cattle,1.1842105263157894,342,1,342,A1_18,1
boar,0,41,1.7073170731707317,41,A1_18,1
badger,0.5434782608695652,46,0.41304347826086957,46,A1_18,2
cattle,1.172514619883041,342,0.9941520467836257,342,A1_18,2
boar,0,39,1.7179487179487178,39,A1_18,2
badger,0.24,50,0.32,50,A1_18,3
cattle,1.108187134502924,342,1.0964912280701755,342,A1_18,3
badger,1.588235294117647,17,NA,0,A1_18,4
cattle,1.087719298245614,342,0.9415204678362573,342,A1_18,4
boar,0,41,1.4634146341463414,41,A1_18,4
badger,0.2608695652173913,46,0.32608695652173914,46,A1_18,5
cattle,1.0964912280701755,342,1.087719298245614,342,A1_18,5
badger,1.4705882352941178,17,NA,0,A1_18,6
cattle,1.087719298245614,342,0.9415204678362573,342,A1_18,6
boar,0,39,1.4871794871794872,39,A1_18,6
badger,0.5555555555555556,27,0.4444444444444444,27,A1_19,1
cattle,1.1428571428571428,203,1.1576354679802956,203,A1_19,1
boar,0,18,0,18,A1_19,1
badger,0.5555555555555556,27,0.4444444444444444,27,A1_19,2
cattle,1.1428571428571428,203,1.1576354679802956,203,A1_19,2
boar,0,18,0,18,A1_19,2
badger,0.4074074074074074,27,0.37037037037037035,27,A1_19,3
cattle,1.0738916256157636,203,1.0788177339901477,203,A1_19,3
badger,1.1818181818181819,11,NA,0,A1_19,4
cattle,1.0738916256157636,203,1.083743842364532,203,A1_19,4
boar,0,18,0,18,A1_19,4
badger,0.4074074074074074,27,0.37037037037037035,27,A1_19,5
cattle,1.0738916256157636,203,1.0788177339901477,203,A1_19,5
badger,1.1818181818181819,11,NA,0,A1_19,6
cattle,1.0738916256157636,203,1.083743842364532,203,A1_19,6
boar,0,18,0,18,A1_19,6
badger,0.42105263157894735,19,0,19,A1_20,1
cattle,1.188976377952756,254,1.220472440944882,254,A1_20,1
boar,0,38,0,38,A1_20,1
badger,0.42105263157894735,19,0,19,A1_20,2
cattle,1.188976377952756,254,1.220472440944882,254,A1_20,2
boar,0,38,0,38,A1_20,2
badger,0.21052631578947367,19,0,19,A1_20,3
cattle,1.0551181102362204,254,1.0708661417322836,254,A1_20,3
badger,1.3333333333333333,6,NA,0,A1_20,4
cattle,1.1377952755905512,254,1.1456692913385826,254,A1_20,4
boar,0,38,0,38,A1_20,4
badger,0.21052631578947367,19,0,19,A1_20,5
cattle,1.0551181102362204,254,1.0708661417322836,254,A1_20,5
badger,1.3333333333333333,6,NA,0,A1_20,6
cattle,1.1377952755905512,254,1.1456692913385826,254,A1_20,6
boar,0,38,0,38,A1_20,6
badger,0.9473684210526315,19,0,19,A1_21,1
cattle,1.1008064516129032,248,0.4475806451612903,248,A1_21,1
boar,0,25,7.2,25,A1_21,1
badger,1,18,0,18,A1_21,2
cattle,1.0887096774193548,248,0.4475806451612903,248,A1_21,2
boar,0,23,7.695652173913044,23,A1_21,2
badger,0.8421052631578947,19,0,19,A1_21,3
cattle,1.0080645161290323,248,1.0725806451612903,248,A1_21,3
badger,1.7,10,NA,0,A1_21,4
cattle,1.0685483870967742,248,0.4153225806451613,248,A1_21,4
boar,0,25,6.76,25,A1_21,4
badger,0.8888888888888888,18,0,18,A1_21,5
cattle,1.0040322580645162,248,1.0685483870967742,248,A1_21,5
badger,1.7,10,NA,0,A1_21,6
cattle,1.060483870967742,248,0.41935483870967744,248,A1_21,6
boar,0,23,7.217391304347826,23,A1_21,6
badger,1.2692307692307692,26,0.11538461538461539,26,A1_22,1
cattle,1.1238938053097345,113,1.3716814159292035,113,A1_22,1
boar,0,22,0.09090909090909091,22,A1_22,1
badger,1.375,24,0.13636363636363635,22,A1_22,2
cattle,1.1061946902654867,113,1.336283185840708,113,A1_22,2
boar,0,22,0.09090909090909091,22,A1_22,2
badger,1.1153846153846154,26,0.15384615384615385,26,A1_22,3
cattle,0.9646017699115044,113,1.1858407079646018,113,A1_22,3
badger,2.1333333333333333,15,NA,0,A1_22,4
cattle,1.0353982300884956,113,1.1858407079646018,113,A1_22,4
boar,0,22,0,22,A1_22,4
badger,1.2083333333333333,24,0.18181818181818182,22,A1_22,5
cattle,0.9469026548672567,113,1.1504424778761062,113,A1_22,5
badger,2.1333333333333333,15,NA,0,A1_22,6
cattle,1.0353982300884956,113,1.1858407079646018,113,A1_22,6
boar,0,22,0,22,A1_22,6
badger,1.1157894736842104,95,1.4105263157894736,95,A1_23,1
cattle,1.6296296296296295,27,0.3333333333333333,27,A1_23,1
boar,0,29,0.2413793103448276,29,A1_23,1
badger,1.1379310344827587,87,0.3855421686746988,83,A1_23,2
cattle,1.5925925925925926,27,3.5185185185185186,27,A1_23,2
boar,0,29,0.2413793103448276,29,A1_23,2
badger,0.8631578947368421,95,1.1789473684210525,95,A1_23,3
cattle,1.4444444444444444,27,0.3333333333333333,27,A1_23,3
badger,1.5555555555555556,36,NA,0,A1_23,4
cattle,1.2962962962962963,27,1.5925925925925926,27,A1_23,4
boar,0,29,0.27586206896551724,29,A1_23,4
badger,0.8620689655172413,87,0.30120481927710846,83,A1_23,5
cattle,1.4074074074074074,27,2.962962962962963,27,A1_23,5
badger,1.5555555555555556,36,NA,0,A1_23,6
cattle,1.2962962962962963,27,1.5925925925925926,27,A1_23,6
boar,0,29,0.27586206896551724,29,A1_23,6
badger,0.35294117647058826,17,0,17,A1_24,1
cattle,1.6419753086419753,81,1.7160493827160495,81,A1_24,1
boar,0,42,0,42,A1_24,1
badger,0.375,16,0,16,A1_24,2
cattle,1.6296296296296295,81,1.7037037037037037,81,A1_24,2
boar,0,42,0,42,A1_24,2
badger,0.11764705882352941,17,0,17,A1_24,3
cattle,1.1728395061728396,81,1.1975308641975309,81,A1_24,3
badger,1.2,5,NA,0,A1_24,4
cattle,1.4938271604938271,81,1.5061728395061729,81,A1_24,4
boar,0,42,0,42,A1_24,4
badger,0.125,16,0,16,A1_24,5
cattle,1.1604938271604939,81,1.1851851851851851,81,A1_24,5
badger,1.2,5,NA,0,A1_24,6
cattle,1.4938271604938271,81,1.5061728395061729,81,A1_24,6
boar,0,42,0,42,A1_24,6
badger,0.6101694915254238,59,0.15254237288135594,59,A1_25,1
cattle,1.3252032520325203,123,1.4715447154471544,123,A1_25,1
boar,0,18,0.5,18,A1_25,1
badger,0.6363636363636364,55,0.16666666666666666,54,A1_25,2
cattle,1.2926829268292683,123,1.4227642276422765,123,A1_25,2
boar,0,17,0.5294117647058824,17,A1_25,2
badger,0.3728813559322034,59,0.1694915254237288,59,A1_25,3
cattle,1.2926829268292683,123,1.3902439024390243,123,A1_25,3
badger,1.6111111111111112,18,NA,0,A1_25,4
cattle,1.048780487804878,123,1.1056910569105691,123,A1_25,4
boar,0,18,0.2222222222222222,18,A1_25,4
badger,0.4074074074074074,54,0.18518518518518517,54,A1_25,5
cattle,1.2520325203252032,123,1.3495934959349594,123,A1_25,5
badger,1.5555555555555556,18,NA,0,A1_25,6
cattle,1.048780487804878,123,1.0975609756097562,123,A1_25,6
boar,0,17,0.23529411764705882,17,A1_25,6
badger,0.6,35,3.3714285714285714,35,A1_26,1
cattle,1.1466666666666667,225,0.6711111111111111,225,A1_26,1
boar,0,20,0,20,A1_26,1
badger,0.6060606060606061,33,3.5757575757575757,33,A1_26,2
cattle,1.1422222222222222,225,0.6622222222222223,225,A1_26,2
boar,0,20,0,20,A1_26,2
badger,0.5142857142857142,35,3,35,A1_26,3
cattle,1.0711111111111111,225,0.64,225,A1_26,3
badger,1.6363636363636365,11,NA,0,A1_26,4
cattle,1.0533333333333332,225,0.5822222222222222,225,A1_26,4
boar,0,20,5.15,20,A1_26,4
badger,0.5151515151515151,33,3.1818181818181817,33,A1_26,5
cattle,1.0666666666666667,225,0.6311111111111111,225,A1_26,5
badger,1.6363636363636365,11,NA,0,A1_26,6
cattle,1.0533333333333332,225,0.5822222222222222,225,A1_26,6
boar,0,20,5.15,20,A1_26,6
badger,0.7619047619047619,42,0.11904761904761904,42,A1_27,1
cattle,1.5714285714285714,70,1.957142857142857,70,A1_27,1
boar,0,31,0,31,A1_27,1
badger,0.7777777777777778,36,0.14705882352941177,34,A1_27,2
cattle,1.542857142857143,70,1.8428571428571427,70,A1_27,2
boar,0,31,0,31,A1_27,2
badger,0.6666666666666666,42,0.09523809523809523,42,A1_27,3
cattle,1.1857142857142857,70,1.5285714285714285,70,A1_27,3
badger,1.9,10,NA,0,A1_27,4
cattle,1.3,70,1.4285714285714286,70,A1_27,4
boar,0,31,0,31,A1_27,4
badger,0.6666666666666666,36,0.11764705882352941,34,A1_27,5
cattle,1.1571428571428573,70,1.4142857142857144,70,A1_27,5
badger,1.9,10,NA,0,A1_27,6
cattle,1.3,70,1.4285714285714286,70,A1_27,6
boar,0,31,0,31,A1_27,6
badger,1.135135135135135,37,0.2702702702702703,37,A1_28,1
cattle,1.1225296442687747,253,1.2490118577075098,253,A1_28,1
boar,0,37,0,37,A1_28,1
badger,1.2352941176470589,34,0.30303030303030304,33,A1_28,2
cattle,1.1106719367588933,253,1.233201581027668,253,A1_28,2
boar,0,37,0,37,A1_28,2
badger,1.135135135135135,37,0.10810810810810811,37,A1_28,3
cattle,0.9762845849802372,253,1.1264822134387351,253,A1_28,3
badger,2.1578947368421053,19,NA,0,A1_28,4
cattle,1.0553359683794465,253,1.1185770750988142,253,A1_28,4
boar,0,37,0.16216216216216217,37,A1_28,4
badger,1.2352941176470589,34,0.12121212121212122,33,A1_28,5
cattle,0.9644268774703557,253,1.1106719367588933,253,A1_28,5
badger,2.1578947368421053,19,NA,0,A1_28,6
cattle,1.0553359683794465,253,1.1185770750988142,253,A1_28,6
boar,0,37,0.16216216216216217,37,A1_28,6
badger,0.958904109589041,73,2.136986301369863,73,A1_29,1
cattle,1.098901098901099,182,0.6263736263736264,182,A1_29,1
boar,0,16,0,16,A1_29,1
badger,0.971830985915493,71,1.971830985915493,71,A1_29,2
cattle,1.0934065934065933,182,0.7032967032967034,182,A1_29,2
boar,0,16,0,16,A1_29,2
badger,0.9041095890410958,73,1.9315068493150684,73,A1_29,3
cattle,1.032967032967033,182,0.6208791208791209,182,A1_29,3
badger,1.1666666666666667,24,NA,0,A1_29,4
cattle,1.0604395604395604,182,1.0824175824175823,182,A1_29,4
boar,0,16,0,16,A1_29,4
badger,0.9154929577464789,71,1.7605633802816902,71,A1_29,5
cattle,1.0274725274725274,182,0.6978021978021978,182,A1_29,5
badger,1.1666666666666667,24,NA,0,A1_29,6
cattle,1.0604395604395604,182,1.0824175824175823,182,A1_29,6
boar,0,16,0,16,A1_29,6
badger,1.0923076923076922,65,0.13846153846153847,65,A1_30,1
cattle,1.278538812785388,219,1.3926940639269407,219,A1_30,1
boar,0,68,0.5441176470588235,68,A1_30,1
badger,1.1290322580645162,62,0.14754098360655737,61,A1_30,2
cattle,1.2511415525114156,219,1.356164383561644,219,A1_30,2
boar,0,64,0.578125,64,A1_30,2
badger,0.9692307692307692,65,0.13846153846153847,65,A1_30,3
cattle,1.004566210045662,219,1.2511415525114156,219,A1_30,3
badger,2.0434782608695654,23,NA,0,A1_30,4
cattle,1.1963470319634704,219,1.1552511415525115,219,A1_30,4
boar,0,68,0.4852941176470588,68,A1_30,4
badger,1,62,0.14754098360655737,61,A1_30,5
cattle,0.9954337899543378,219,1.2328767123287672,219,A1_30,5
badger,2.0434782608695654,23,NA,0,A1_30,6
cattle,1.178082191780822,219,1.1369863013698631,219,A1_30,6
boar,0,64,0.515625,64,A1_30,6
