sp_infector,infector,n,sim,scenario,nub_trans
cattle,64556023_1,10,S4_4,1,449
cattle,64556051_16,10,S4_4,1,449
cattle,64359110_0,11,S4_4,1,449
cattle,64420047_5,11,S4_4,1,449
boar,64310_6,12,S4_4,1,449
cattle,64416031_0,12,S4_4,1,449
cattle,64420047_0,12,S4_4,1,449
cattle,64310006_16,15,S4_4,1,449
cattle,64556039_6,16,S4_4,1,449
badger,45_d500_140_1,20,S4_4,1,449
cattle,64359153_0,20,S4_4,1,449
boar,64556_1,22,S4_4,1,449
cattle,64420039_2,22,S4_4,1,449
cattle,64420047_3,23,S4_4,1,449
cattle,64556042_0,23,S4_4,1,449
cattle,64420044_3,31,S4_4,1,449
NA,NA,NA,S4_5,ref,375
cattle,64420039_1,2,S4_5,1,375
cattle,64420047_2,2,S4_5,1,375
badger,45_d500_160_0,3,S4_5,1,375
boar,64359_13,3,S4_5,1,375
boar,64359_19,3,S4_5,1,375
cattle,64149009_0,3,S4_5,1,375
cattle,64359045_0,3,S4_5,1,375
cattle,64359167_2,3,S4_5,1,375
cattle,64420002_0,3,S4_5,1,375
cattle,64359167_4,4,S4_5,1,375
cattle,64359211_13,4,S4_5,1,375
cattle,64420015_1,4,S4_5,1,375
cattle,64420039_35,4,S4_5,1,375
cattle,64301067_13,5,S4_5,1,375
cattle,64420009_0,5,S4_5,1,375
badger,45_d500_100_2,6,S4_5,1,375
boar,64359_12,6,S4_5,1,375
boar,64359_3,6,S4_5,1,375
cattle,64306004_0,6,S4_5,1,375
cattle,64359196_2,6,S4_5,1,375
cattle,64420039_12,6,S4_5,1,375
cattle,64420039_9,6,S4_5,1,375
badger,45_d500_97_1,7,S4_5,1,375
cattle,64359001_1,10,S4_5,1,375
cattle,64359187_1,10,S4_5,1,375
cattle,64359196_5,10,S4_5,1,375
cattle,64359211_0,10,S4_5,1,375
cattle,64420039_5,13,S4_5,1,375
badger,45_d500_95_695_0,16,S4_5,1,375
cattle,64359167_0,16,S4_5,1,375
badger,45_d500_160_1,17,S4_5,1,375
cattle,64359001_0,17,S4_5,1,375
badger,45_d500_34_0,19,S4_5,1,375
cattle,64420039_15,20,S4_5,1,375
cattle,64359211_7,24,S4_5,1,375
cattle,64420038_0,30,S4_5,1,375
boar,64359_4,35,S4_5,1,375
NA,NA,NA,S4_6,ref,113
cattle,64420009_7,3,S4_6,1,113
cattle,64420039_0,3,S4_6,1,113
badger,45_d500_160_0,5,S4_6,1,113
badger,45_d500_99_766_3,5,S4_6,1,113
cattle,64420009_1,5,S4_6,1,113
boar,64349_2,7,S4_6,1,113
boar,64349_0,8,S4_6,1,113
cattle,64420035_23,9,S4_6,1,113
boar,64349_5,12,S4_6,1,113
cattle,64420035_7,12,S4_6,1,113
cattle,64420015_2,35,S4_6,1,113
NA,NA,NA,S4_7,ref,291
cattle,64359170_3,1,S4_7,1,291
badger,45_d500_169_2,2,S4_7,1,291
badger,45_d500_176_0,2,S4_7,1,291
badger,45_d500_176_4,2,S4_7,1,291
badger,45_d500_63_4,2,S4_7,1,291
cattle,64420044_0,2,S4_7,1,291
cattle,64551007_1,2,S4_7,1,291
cattle,64551007_3,2,S4_7,1,291
badger,45_d500_176_3,3,S4_7,1,291
badger,45_d500_56_0,3,S4_7,1,291
cattle,64359196_0,3,S4_7,1,291
cattle,64420015_1,3,S4_7,1,291
badger,45_d500_155_880_0,4,S4_7,1,291
badger,45_d500_169_4,4,S4_7,1,291
badger,45_d500_63_5,4,S4_7,1,291
cattle,64420015_0,4,S4_7,1,291
cattle,64459003_0,5,S4_7,1,291
badger,45_d500_63_0,6,S4_7,1,291
badger,45_d500_63_1,6,S4_7,1,291
boar,64359_5,8,S4_7,1,291
badger,45_d500_155_880_1,10,S4_7,1,291
badger,45_d500_157_852_5,11,S4_7,1,291
boar,64393_2,11,S4_7,1,291
cattle,64359149_7,12,S4_7,1,291
cattle,64359170_0,13,S4_7,1,291
cattle,64359209_5,13,S4_7,1,291
cattle,64359149_4,16,S4_7,1,291
boar,64359_10,21,S4_7,1,291
boar,64359_2,110,S4_7,1,291
NA,NA,NA,S4_8,ref,242
cattle,64359008_4,2,S4_8,1,242
cattle,64359024_0,2,S4_8,1,242
cattle,64359119_1,2,S4_8,1,242
cattle,64359189_8,2,S4_8,1,242
cattle,64359204_10,2,S4_8,1,242
cattle,64420009_42,2,S4_8,1,242
badger,45_d500_121_1,3,S4_8,1,242
boar,64359_18,5,S4_8,1,242
cattle,64359008_1,5,S4_8,1,242
cattle,64359008_3,5,S4_8,1,242
cattle,64393228_0,5,S4_8,1,242
badger,45_d500_256_0,6,S4_8,1,242
cattle,64420015_2,6,S4_8,1,242
cattle,64551007_0,6,S4_8,1,242
cattle,64359009_0,7,S4_8,1,242
cattle,64359142_11,7,S4_8,1,242
cattle,64359110_26,10,S4_8,1,242
boar,64393_23,11,S4_8,1,242
cattle,64359056_13,13,S4_8,1,242
cattle,64359163_9,13,S4_8,1,242
cattle,64393038_1,15,S4_8,1,242
cattle,64359204_15,18,S4_8,1,242
cattle,64420015_0,19,S4_8,1,242
cattle,64359189_0,54,S4_8,1,242
NA,NA,NA,S4_9,ref,305
NA,NA,NA,S4_9,1,305
NA,NA,NA,S4_10,ref,277
cattle,64359024_7,2,S4_10,1,276
cattle,64359173_2,2,S4_10,1,276
badger,45_d500_91_0,3,S4_10,1,276
cattle,64420047_6,3,S4_10,1,276
badger,45_d500_99_839_0,4,S4_10,1,276
cattle,64359056_2,4,S4_10,1,276
cattle,64359225_5,4,S4_10,1,276
badger,45_d500_65_1,5,S4_10,1,276
cattle,64201021_0,5,S4_10,1,276
cattle,64359149_0,6,S4_10,1,276
badger,45_d500_65_0,7,S4_10,1,276
boar,64359_6,7,S4_10,1,276
cattle,64359056_0,7,S4_10,1,276
boar,64359_2,8,S4_10,1,276
cattle,64359173_0,8,S4_10,1,276
cattle,64420039_3,8,S4_10,1,276
cattle,64556034_0,8,S4_10,1,276
cattle,64359005_11,11,S4_10,1,276
cattle,64420015_2,11,S4_10,1,276
cattle,64420039_0,13,S4_10,1,276
badger,45_d500_37_600_0,14,S4_10,1,276
cattle,64359005_7,14,S4_10,1,276
boar,64359_16,16,S4_10,1,276
cattle,64420047_7,16,S4_10,1,276
cattle,64420047_12,18,S4_10,1,276
cattle,64359158_0,21,S4_10,1,276
cattle,64149009_0,29,S4_10,1,276
NA,NA,NA,S4_11,ref,362
boar,64391_6,3,S4_11,1,361
cattle,64359142_60,3,S4_11,1,361
cattle,64391068_7,3,S4_11,1,361
cattle,64449006_19,3,S4_11,1,361
cattle,64551007_8,3,S4_11,1,361
cattle,64551017_7,3,S4_11,1,361
badger,45_d500_105_726_0,4,S4_11,1,361
badger,45_d500_222_1862_0,4,S4_11,1,361
boar,64359_64,4,S4_11,1,361
cattle,64149026_2,4,S4_11,1,361
cattle,64391068_28,4,S4_11,1,361
cattle,64391068_35,4,S4_11,1,361
boar,40316_6,5,S4_11,1,361
boar,64349_11,5,S4_11,1,361
cattle,64149026_14,5,S4_11,1,361
cattle,64349013_0,5,S4_11,1,361
cattle,64359045_9,5,S4_11,1,361
cattle,64420015_0,5,S4_11,1,361
cattle,64440029_0,5,S4_11,1,361
cattle,64359187_29,6,S4_11,1,361
cattle,64391042_3,6,S4_11,1,361
cattle,64391068_14,6,S4_11,1,361
cattle,64391068_2,6,S4_11,1,361
cattle,64551016_0,7,S4_11,1,361
cattle,64149026_9,8,S4_11,1,361
cattle,64391068_3,8,S4_11,1,361
cattle,40316002_5,11,S4_11,1,361
cattle,64359119_5,11,S4_11,1,361
cattle,64551027_10,11,S4_11,1,361
cattle,64149026_13,12,S4_11,1,361
cattle,64391068_8,12,S4_11,1,361
cattle,64420015_2,14,S4_11,1,361
cattle,64551002_2,17,S4_11,1,361
cattle,64359187_21,18,S4_11,1,361
boar,64359_12,21,S4_11,1,361
cattle,64359046_3,61,S4_11,1,361
NA,NA,NA,S4_12,ref,269
badger,45_d500_119_795_0,4,S4_12,1,268
badger,45_d500_99_869_2,4,S4_12,1,268
boar,64359_20,4,S4_12,1,268
cattle,64159002_1,4,S4_12,1,268
cattle,64556002_0,4,S4_12,1,268
cattle,64149026_1,6,S4_12,1,268
cattle,64359008_0,6,S4_12,1,268
cattle,64359035_1,6,S4_12,1,268
cattle,64359149_10,6,S4_12,1,268
cattle,64556005_0,6,S4_12,1,268
boar,64359_5,7,S4_12,1,268
cattle,64359061_0,7,S4_12,1,268
cattle,64420009_0,7,S4_12,1,268
cattle,64512024_0,7,S4_12,1,268
badger,45_d500_132_811_0,8,S4_12,1,268
boar,64556_2,8,S4_12,1,268
cattle,40305051_9,8,S4_12,1,268
cattle,64159002_0,8,S4_12,1,268
badger,45_d500_95_695_0,9,S4_12,1,268
cattle,64359187_1,10,S4_12,1,268
boar,64359_6,11,S4_12,1,268
cattle,64359108_0,12,S4_12,1,268
cattle,64359110_0,13,S4_12,1,268
cattle,64508031_0,13,S4_12,1,268
cattle,64359061_10,14,S4_12,1,268
cattle,64359149_5,14,S4_12,1,268
cattle,64359211_1,26,S4_12,1,268
NA,NA,NA,S4_13,ref,255
boar,64178_1,3,S4_13,1,254
boar,64306_2,3,S4_13,1,254
cattle,64025031_14,3,S4_13,1,254
cattle,64555005_0,3,S4_13,1,254
cattle,64556058_4,4,S4_13,1,254
cattle,64025001_8,5,S4_13,1,254
cattle,64306008_3,5,S4_13,1,254
cattle,64359075_2,5,S4_13,1,254
cattle,64025031_15,6,S4_13,1,254
cattle,64186034_1,6,S4_13,1,254
boar,64556_0,7,S4_13,1,254
cattle,64244024_3,7,S4_13,1,254
cattle,64420015_0,7,S4_13,1,254
cattle,64556019_2,8,S4_13,1,254
cattle,64556058_1,8,S4_13,1,254
cattle,64306008_0,9,S4_13,1,254
cattle,64420035_27,9,S4_13,1,254
boar,64556_10,12,S4_13,1,254
cattle,64306008_2,12,S4_13,1,254
cattle,64556001_0,12,S4_13,1,254
badger,45_d500_180_0,13,S4_13,1,254
cattle,64556005_3,16,S4_13,1,254
cattle,64556500_0,17,S4_13,1,254
cattle,64420035_14,18,S4_13,1,254
cattle,64025031_0,38,S4_13,1,254
NA,NA,NA,S4_14,ref,391
cattle,64359149_2,2,S4_14,1,390
cattle,64359187_5,2,S4_14,1,390
cattle,64359200_0,2,S4_14,1,390
cattle,64359200_4,2,S4_14,1,390
cattle,64393009_3,2,S4_14,1,390
cattle,64420009_3,2,S4_14,1,390
badger,45_d500_99_839_3,3,S4_14,1,390
cattle,64420015_4,3,S4_14,1,390
cattle,64359138_7,4,S4_14,1,390
cattle,64393009_2,4,S4_14,1,390
cattle,64393101_0,4,S4_14,1,390
cattle,64393345_0,5,S4_14,1,390
cattle,64420015_8,5,S4_14,1,390
badger,45_d500_91_0,6,S4_14,1,390
cattle,64359061_9,6,S4_14,1,390
cattle,64359149_4,6,S4_14,1,390
cattle,64393009_1,6,S4_14,1,390
cattle,64551007_3,6,S4_14,1,390
cattle,64359035_2,7,S4_14,1,390
cattle,64359061_0,7,S4_14,1,390
cattle,64387011_4,7,S4_14,1,390
boar,64359_11,8,S4_14,1,390
cattle,64420009_0,8,S4_14,1,390
boar,64359_4,9,S4_14,1,390
cattle,64359056_11,9,S4_14,1,390
cattle,64359163_1,9,S4_14,1,390
cattle,64359056_3,10,S4_14,1,390
cattle,64359061_3,10,S4_14,1,390
cattle,64359061_4,10,S4_14,1,390
cattle,64420015_1,10,S4_14,1,390
cattle,64393387_0,11,S4_14,1,390
boar,64393_17,13,S4_14,1,390
cattle,64359008_0,14,S4_14,1,390
badger,45_d500_40_0,15,S4_14,1,390
cattle,64359108_2,15,S4_14,1,390
cattle,64359187_6,15,S4_14,1,390
cattle,64359138_2,27,S4_14,1,390
badger,45_d500_83_0,34,S4_14,1,390
cattle,64359138_0,44,S4_14,1,390
NA,NA,NA,S4_15,ref,335
cattle,40286018_1,2,S4_15,1,335
badger,27_d500_173_0,3,S4_15,1,335
cattle,40220024_5,3,S4_15,1,335
cattle,40270060_9,3,S4_15,1,335
cattle,40321027_10,3,S4_15,1,335
cattle,64420044_1,3,S4_15,1,335
badger,27_d500_62_1224_1,4,S4_15,1,335
badger,45_d500_157_858_1,4,S4_15,1,335
boar,40270_9,4,S4_15,1,335
cattle,40220019_11,4,S4_15,1,335
cattle,40220024_1,4,S4_15,1,335
cattle,40270060_0,4,S4_15,1,335
cattle,64420035_5,4,S4_15,1,335
cattle,64420047_1,4,S4_15,1,335
badger,27_d500_143_0,5,S4_15,1,335
cattle,40110022_1,5,S4_15,1,335
cattle,40220019_5,5,S4_15,1,335
cattle,64420047_5,5,S4_15,1,335
cattle,40110022_14,6,S4_15,1,335
cattle,40220019_10,6,S4_15,1,335
cattle,40321027_2,7,S4_15,1,335
cattle,64420015_20,7,S4_15,1,335
cattle,40286038_1,8,S4_15,1,335
cattle,40321002_0,8,S4_15,1,335
cattle,40110022_8,9,S4_15,1,335
cattle,64420044_10,12,S4_15,1,335
boar,40270_7,14,S4_15,1,335
cattle,40286018_0,14,S4_15,1,335
cattle,64420015_6,16,S4_15,1,335
cattle,40220019_24,27,S4_15,1,335
cattle,64420047_0,30,S4_15,1,335
boar,40321_0,31,S4_15,1,335
boar,40110_9,33,S4_15,1,335
NA,NA,NA,S4_16,ref,353
cattle,64420035_5,1,S4_16,1,353
cattle,64420044_20,1,S4_16,1,353
cattle,64149004_1,2,S4_16,1,353
cattle,64359005_0,2,S4_16,1,353
cattle,64359189_5,2,S4_16,1,353
cattle,64420035_1,2,S4_16,1,353
cattle,64420044_2,2,S4_16,1,353
badger,45_d500_99_766_3,3,S4_16,1,353
cattle,40089001_3,3,S4_16,1,353
cattle,64420015_7,3,S4_16,1,353
cattle,64420044_3,3,S4_16,1,353
boar,40089_0,4,S4_16,1,353
cattle,64149030_15,4,S4_16,1,353
cattle,64359035_0,4,S4_16,1,353
cattle,64420044_1,4,S4_16,1,353
cattle,64149029_3,5,S4_16,1,353
cattle,64149030_5,5,S4_16,1,353
cattle,64149030_7,5,S4_16,1,353
cattle,64359149_0,5,S4_16,1,353
badger,45_d500_160_2,6,S4_16,1,353
cattle,64176002_2,6,S4_16,1,353
cattle,64416031_9,6,S4_16,1,353
cattle,64420035_0,8,S4_16,1,353
badger,45_d500_124_1,9,S4_16,1,353
boar,64359_1,10,S4_16,1,353
cattle,64359040_0,10,S4_16,1,353
cattle,64416031_1,10,S4_16,1,353
cattle,64149030_17,11,S4_16,1,353
cattle,64420015_4,12,S4_16,1,353
cattle,64149029_1,13,S4_16,1,353
boar,64416_2,20,S4_16,1,353
cattle,64149004_0,22,S4_16,1,353
cattle,64149030_4,40,S4_16,1,353
cattle,64359108_0,43,S4_16,1,353
cattle,64420015_2,55,S4_16,1,353
NA,NA,NA,S4_17,ref,204
cattle,64420035_1,2,S4_17,1,204
cattle,64508019_5,2,S4_17,1,204
cattle,64217090_8,3,S4_17,1,204
cattle,64217101_0,3,S4_17,1,204
badger,56_d500_59_1,5,S4_17,1,204
cattle,64459003_26,5,S4_17,1,204
cattle,64217090_1,6,S4_17,1,204
badger,20_d500_71_1,7,S4_17,1,204
cattle,64241029_0,7,S4_17,1,204
badger,56_d500_24_0,8,S4_17,1,204
cattle,64217090_0,8,S4_17,1,204
cattle,64244012_14,9,S4_17,1,204
badger,20_d500_92_1460_2,10,S4_17,1,204
cattle,64449006_4,12,S4_17,1,204
cattle,64459003_11,12,S4_17,1,204
cattle,64420002_0,14,S4_17,1,204
cattle,64459003_15,14,S4_17,1,204
boar,64217_11,18,S4_17,1,204
cattle,64459003_25,19,S4_17,1,204
badger,45_d500_160_0,22,S4_17,1,204
NA,NA,NA,S4_18,ref,129
cattle,64359005_0,3,S4_18,1,129
cattle,64359005_2,3,S4_18,1,129
cattle,64420038_0,3,S4_18,1,129
badger,45_d500_152_0,4,S4_18,1,129
boar,64359_2,5,S4_18,1,129
cattle,64556034_2,5,S4_18,1,129
cattle,64420015_0,6,S4_18,1,129
cattle,64556058_0,6,S4_18,1,129
cattle,64556500_0,6,S4_18,1,129
cattle,64359108_0,7,S4_18,1,129
badger,45_d500_99_839_1,10,S4_18,1,129
cattle,64556034_0,11,S4_18,1,129
badger,45_d500_151_1,41,S4_18,1,129
NA,NA,NA,S4_19,ref,335
boar,64172_1,2,S4_19,1,335
boar,64172_2,2,S4_19,1,335
cattle,40007015_5,2,S4_19,1,335
cattle,64172001_0,2,S4_19,1,335
cattle,64295017_8,2,S4_19,1,335
cattle,64420039_24,2,S4_19,1,335
cattle,64501035_1,2,S4_19,1,335
cattle,64501044_1,2,S4_19,1,335
badger,45_d500_152_0,3,S4_19,1,335
badger,45_d500_152_4,3,S4_19,1,335
cattle,40177030_2,3,S4_19,1,335
cattle,64523029_4,3,S4_19,1,335
cattle,64420015_0,4,S4_19,1,335
cattle,64420039_35,4,S4_19,1,335
cattle,64420044_2,4,S4_19,1,335
boar,64254_1,5,S4_19,1,335
cattle,40027009_0,6,S4_19,1,335
cattle,40027023_7,6,S4_19,1,335
cattle,64172018_0,6,S4_19,1,335
cattle,40002135_6,7,S4_19,1,335
cattle,64295017_0,7,S4_19,1,335
cattle,64195003_5,8,S4_19,1,335
badger,45_d500_152_1,10,S4_19,1,335
boar,40002_0,10,S4_19,1,335
cattle,40073008_6,11,S4_19,1,335
boar,40027_0,12,S4_19,1,335
cattle,64501044_3,13,S4_19,1,335
boar,40073_2,16,S4_19,1,335
badger,3_d500_152_3,19,S4_19,1,335
badger,3_d500_101_497_0,22,S4_19,1,335
badger,3_d500_117_0,26,S4_19,1,335
cattle,64420039_7,35,S4_19,1,335
cattle,64420039_16,52,S4_19,1,335
NA,NA,NA,S4_20,ref,217
cattle,64359045_1,2,S4_20,1,217
cattle,64420042_1,2,S4_20,1,217
boar,64359_12,3,S4_20,1,217
boar,64359_9,3,S4_20,1,217
cattle,64359149_4,3,S4_20,1,217
cattle,64420009_0,3,S4_20,1,217
cattle,64420015_1,3,S4_20,1,217
cattle,64420015_5,3,S4_20,1,217
cattle,64281003_2,4,S4_20,1,217
boar,64359_3,5,S4_20,1,217
cattle,64359056_1,5,S4_20,1,217
cattle,64359211_4,5,S4_20,1,217
cattle,64420012_0,7,S4_20,1,217
badger,45_d500_100_0,10,S4_20,1,217
cattle,64420015_3,12,S4_20,1,217
cattle,64359149_2,13,S4_20,1,217
cattle,64281003_0,15,S4_20,1,217
cattle,64359061_11,15,S4_20,1,217
cattle,64359005_1,23,S4_20,1,217
cattle,64359211_0,30,S4_20,1,217
badger,45_d500_170_0,35,S4_20,1,217
NA,NA,NA,S4_21,ref,165
cattle,64420035_36,2,S4_21,1,164
cattle,64420039_0,2,S4_21,1,164
cattle,64253028_1,3,S4_21,1,164
cattle,64420039_2,3,S4_21,1,164
boar,64253_5,4,S4_21,1,164
cattle,64420035_2,5,S4_21,1,164
cattle,64253027_1,6,S4_21,1,164
cattle,64253028_27,6,S4_21,1,164
cattle,64449007_2,6,S4_21,1,164
badger,45_d500_160_3,7,S4_21,1,164
boar,64253_6,7,S4_21,1,164
cattle,64244024_1,10,S4_21,1,164
cattle,64253056_0,10,S4_21,1,164
cattle,64420015_0,12,S4_21,1,164
badger,45_d500_152_0,25,S4_21,1,164
boar,64253_2,30,S4_21,1,164
NA,NA,NA,S4_22,ref,294
boar,40024_2,3,S4_22,1,294
boar,40270_3,3,S4_22,1,294
cattle,40002135_13,3,S4_22,1,294
cattle,40270003_36,3,S4_22,1,294
cattle,40270003_7,3,S4_22,1,294
cattle,64420015_6,3,S4_22,1,294
cattle,64420038_1,3,S4_22,1,294
badger,19_d500_25_0,4,S4_22,1,294
badger,45_d500_124_0,4,S4_22,1,294
boar,40270_38,4,S4_22,1,294
cattle,40089001_25,4,S4_22,1,294
boar,64501_16,5,S4_22,1,294
cattle,40024002_0,5,S4_22,1,294
cattle,40270057_2,5,S4_22,1,294
boar,40270_13,6,S4_22,1,294
boar,40270_16,6,S4_22,1,294
boar,40270_24,6,S4_22,1,294
cattle,40270033_4,6,S4_22,1,294
cattle,40270058_2,6,S4_22,1,294
cattle,64420012_1,6,S4_22,1,294
cattle,40002135_9,7,S4_22,1,294
cattle,40089001_11,8,S4_22,1,294
cattle,40270057_0,8,S4_22,1,294
boar,40203_0,15,S4_22,1,294
cattle,40270058_63,16,S4_22,1,294
cattle,40089001_1,17,S4_22,1,294
boar,40270_6,20,S4_22,1,294
cattle,64420015_1,37,S4_22,1,294
boar,40270_4,45,S4_22,1,294
NA,NA,NA,S4_23,ref,272
cattle,64201021_0,3,S4_23,1,272
cattle,64359173_7,3,S4_23,1,272
cattle,64310006_6,4,S4_23,1,272
cattle,64359056_0,4,S4_23,1,272
cattle,64359142_21,4,S4_23,1,272
cattle,64359189_7,4,S4_23,1,272
badger,45_d500_157_858_0,5,S4_23,1,272
cattle,64310006_5,5,S4_23,1,272
cattle,64328051_0,5,S4_23,1,272
cattle,64556033_0,5,S4_23,1,272
cattle,64359050_0,6,S4_23,1,272
cattle,64359138_5,6,S4_23,1,272
cattle,64459003_0,6,S4_23,1,272
cattle,64359138_1,7,S4_23,1,272
cattle,64420035_0,7,S4_23,1,272
cattle,64359158_0,8,S4_23,1,272
cattle,64201008_1,9,S4_23,1,272
badger,45_d500_157_852_1,10,S4_23,1,272
badger,45_d500_165_0,10,S4_23,1,272
boar,64359_0,10,S4_23,1,272
cattle,64420015_2,10,S4_23,1,272
cattle,64359070_0,12,S4_23,1,272
cattle,64359108_3,15,S4_23,1,272
cattle,64359187_0,18,S4_23,1,272
cattle,64326020_1,19,S4_23,1,272
cattle,64508019_2,19,S4_23,1,272
badger,45_d500_63_0,26,S4_23,1,272
NA,NA,NA,S4_24,ref,297
cattle,64420015_5,1,S4_24,1,291
cattle,64420035_1,1,S4_24,1,291
cattle,64420039_0,1,S4_24,1,291
cattle,64076001_7,2,S4_24,1,291
cattle,64183034_28,2,S4_24,1,291
cattle,64359045_0,2,S4_24,1,291
cattle,64359061_2,2,S4_24,1,291
cattle,64359189_2,2,S4_24,1,291
cattle,64359204_0,2,S4_24,1,291
cattle,64420002_2,2,S4_24,1,291
cattle,64420015_0,2,S4_24,1,291
cattle,64002018_0,3,S4_24,1,291
cattle,64359075_0,3,S4_24,1,291
cattle,64359138_2,3,S4_24,1,291
cattle,64420009_19,3,S4_24,1,291
cattle,64420035_6,3,S4_24,1,291
boar,64472_1,5,S4_24,1,291
cattle,64359050_1,5,S4_24,1,291
cattle,64420002_0,5,S4_24,1,291
cattle,64420002_4,5,S4_24,1,291
cattle,64359103_0,8,S4_24,1,291
cattle,64420035_3,9,S4_24,1,291
boar,64310_0,18,S4_24,1,291
badger,45_d500_89_1,19,S4_24,1,291
cattle,64002002_4,23,S4_24,1,291
boar,64183_0,31,S4_24,1,291
cattle,64420009_1,31,S4_24,1,291
cattle,64359225_1,36,S4_24,1,291
cattle,64359108_1,45,S4_24,1,291
NA,NA,NA,S4_25,ref,358
cattle,64420015_15,1,S4_25,1,357
cattle,64420015_21,1,S4_25,1,357
cattle,64165008_8,2,S4_25,1,357
cattle,64165017_7,2,S4_25,1,357
cattle,64328033_0,2,S4_25,1,357
cattle,64359075_1,2,S4_25,1,357
cattle,64359144_0,2,S4_25,1,357
cattle,64359173_0,2,S4_25,1,357
cattle,64420015_5,2,S4_25,1,357
cattle,64422045_0,2,S4_25,1,357
cattle,64428022_0,2,S4_25,1,357
cattle,40089001_0,3,S4_25,1,357
cattle,64165008_7,3,S4_25,1,357
cattle,64359045_0,3,S4_25,1,357
cattle,64359046_4,3,S4_25,1,357
cattle,64359142_7,3,S4_25,1,357
cattle,64165008_3,4,S4_25,1,357
cattle,64359189_1,4,S4_25,1,357
cattle,64359029_0,5,S4_25,1,357
cattle,64359046_3,5,S4_25,1,357
cattle,40089126_1,6,S4_25,1,357
cattle,64165008_4,6,S4_25,1,357
badger,19_d500_25_0,7,S4_25,1,357
cattle,40089001_3,10,S4_25,1,357
cattle,64359056_6,11,S4_25,1,357
cattle,64359056_5,14,S4_25,1,357
cattle,64420015_8,16,S4_25,1,357
boar,64359_17,18,S4_25,1,357
boar,64359_10,21,S4_25,1,357
cattle,64420015_0,23,S4_25,1,357
cattle,64359061_0,26,S4_25,1,357
badger,49_d500_31_0,30,S4_25,1,357
cattle,64261036_0,30,S4_25,1,357
badger,45_d500_42_574_0,32,S4_25,1,357
