sp_infector,infector,n,sim,scenario,nub_trans
NA,NA,NA,S4_1,ref,215
badger,45_d500_152_5,3,S4_1,1,215
badger,56_d500_39_1965_5,3,S4_1,1,215
cattle,64201008_5,3,S4_1,1,215
cattle,64281001_1,3,S4_1,1,215
cattle,64420039_9,3,S4_1,1,215
cattle,64281001_6,4,S4_1,1,215
cattle,64420038_5,4,S4_1,1,215
badger,45_d500_152_3,5,S4_1,1,215
boar,64416_9,5,S4_1,1,215
cattle,64201021_3,6,S4_1,1,215
cattle,64420012_7,6,S4_1,1,215
badger,45_d500_152_4,7,S4_1,1,215
cattle,64281003_8,7,S4_1,1,215
cattle,64201014_0,8,S4_1,1,215
badger,45_d500_171_0,9,S4_1,1,215
boar,64281_2,10,S4_1,1,215
cattle,64201021_4,12,S4_1,1,215
cattle,64201021_12,15,S4_1,1,215
cattle,64420015_1,16,S4_1,1,215
cattle,64033006_0,19,S4_1,1,215
cattle,64420015_0,32,S4_1,1,215
NA,NA,NA,S4_2,ref,156
boar,64135_27,2,S4_2,1,156
cattle,40270058_3,2,S4_2,1,156
cattle,40089077_0,3,S4_2,1,156
cattle,64135060_1,3,S4_2,1,156
cattle,64135060_4,3,S4_2,1,156
cattle,64420015_1,3,S4_2,1,156
boar,40270_7,4,S4_2,1,156
cattle,40002127_16,4,S4_2,1,156
cattle,40089001_21,6,S4_2,1,156
cattle,64135109_0,6,S4_2,1,156
badger,2_d500_9_0,7,S4_2,1,156
cattle,40089001_11,15,S4_2,1,156
boar,40270_11,18,S4_2,1,156
badger,19_d500_24_1,31,S4_2,1,156
cattle,64420015_5,35,S4_2,1,156
NA,NA,NA,S4_3,ref,117
boar,40089_2,3,S4_3,1,116
boar,40203_3,3,S4_3,1,116
cattle,64420035_3,3,S4_3,1,116
cattle,64420035_5,3,S4_3,1,116
boar,40002_1,4,S4_3,1,116
cattle,64420009_12,5,S4_3,1,116
cattle,64420015_0,6,S4_3,1,116
cattle,40203015_2,7,S4_3,1,116
boar,40203_2,10,S4_3,1,116
badger,45_d500_57_715_0,19,S4_3,1,116
badger,45_d500_159_855_0,34,S4_3,1,116
NA,NA,NA,S4_4,ref,457
cattle,64420039_1,2,S4_4,1,449
cattle,64420039_3,2,S4_4,1,449
cattle,64420042_0,2,S4_4,1,449
cattle,64556033_0,2,S4_4,1,449
cattle,64556051_7,2,S4_4,1,449
badger,45_d500_132_811_0,3,S4_4,1,449
cattle,64556044_0,3,S4_4,1,449
badger,45_d500_151_1,4,S4_4,1,449
cattle,64420047_8,4,S4_4,1,449
cattle,64556002_2,4,S4_4,1,449
cattle,64556002_6,4,S4_4,1,449
cattle,64556044_6,4,S4_4,1,449
boar,64310_7,5,S4_4,1,449
boar,64416_2,5,S4_4,1,449
cattle,64281001_0,5,S4_4,1,449
cattle,64420015_1,5,S4_4,1,449
cattle,64420035_2,5,S4_4,1,449
cattle,64420038_8,6,S4_4,1,449
cattle,64556002_0,6,S4_4,1,449
cattle,64556019_0,6,S4_4,1,449
badger,45_d500_160_1,7,S4_4,1,449
cattle,64420039_9,7,S4_4,1,449
cattle,64420015_0,8,S4_4,1,449
cattle,64556034_11,8,S4_4,1,449
cattle,64359061_0,9,S4_4,1,449
cattle,64556034_1,9,S4_4,1,449
cattle,64556034_16,9,S4_4,1,449
cattle,64310006_0,10,S4_4,1,449
cattle,64420044_2,10,S4_4,1,449
