sp_infector,infector,n,sim,scenario,nub_trans
NA,NA,NA,B1_1,ref,215
badger,56_d500_39_1965_3,1,B1_1,1,215
cattle,64201007_0,1,B1_1,1,215
cattle,64201007_5,1,B1_1,1,215
cattle,64416031_11,2,B1_1,1,215
cattle,64420015_1,4,B1_1,1,215
boar,64416_9,5,B1_1,1,215
cattle,64281003_1,5,B1_1,1,215
cattle,64420042_3,6,B1_1,1,215
cattle,64281003_8,9,B1_1,1,215
cattle,64420039_9,9,B1_1,1,215
badger,45_d500_170_3,18,B1_1,1,215
cattle,64420015_0,26,B1_1,1,215
badger,45_d500_156_2,128,B1_1,1,215
badger,56_d500_39_1965_3,1,B1_1,2,204
cattle,64201007_0,1,B1_1,2,204
cattle,64201007_5,1,B1_1,2,204
cattle,64416031_11,2,B1_1,2,204
cattle,64420015_1,4,B1_1,2,204
boar,64416_9,5,B1_1,2,204
cattle,64281003_1,5,B1_1,2,204
cattle,64420042_3,6,B1_1,2,204
cattle,64281003_8,9,B1_1,2,204
cattle,64420039_9,9,B1_1,2,204
badger,45_d500_170_3,18,B1_1,2,204
cattle,64420015_0,22,B1_1,2,204
cattle,64201014_2,121,B1_1,2,204
badger,56_d500_39_1965_3,1,B1_1,3,197
cattle,64201007_0,1,B1_1,3,197
cattle,64201007_5,1,B1_1,3,197
cattle,64416031_10,1,B1_1,3,197
cattle,64416031_11,1,B1_1,3,197
cattle,64281003_1,4,B1_1,3,197
cattle,64420015_1,4,B1_1,3,197
cattle,64420042_3,5,B1_1,3,197
cattle,64281003_8,8,B1_1,3,197
cattle,64420039_9,9,B1_1,3,197
badger,45_d500_170_3,16,B1_1,3,197
cattle,64420015_0,26,B1_1,3,197
badger,45_d500_156_2,120,B1_1,3,197
cattle,64201007_0,1,B1_1,4,184
cattle,64201007_5,1,B1_1,4,184
cattle,64416031_11,2,B1_1,4,184
cattle,64420015_1,4,B1_1,4,184
boar,64416_9,5,B1_1,4,184
cattle,64281003_1,5,B1_1,4,184
cattle,64420042_3,5,B1_1,4,184
cattle,64281003_8,8,B1_1,4,184
cattle,64420039_9,8,B1_1,4,184
cattle,64416031_9,16,B1_1,4,184
cattle,64420015_0,20,B1_1,4,184
cattle,64201014_2,109,B1_1,4,184
badger,56_d500_39_1965_3,1,B1_1,5,187
cattle,64201007_0,1,B1_1,5,187
cattle,64201007_5,1,B1_1,5,187
cattle,64416031_10,1,B1_1,5,187
cattle,64416031_11,1,B1_1,5,187
cattle,64281003_1,4,B1_1,5,187
cattle,64420015_1,4,B1_1,5,187
cattle,64420042_3,5,B1_1,5,187
cattle,64281003_8,8,B1_1,5,187
cattle,64420039_9,9,B1_1,5,187
badger,45_d500_170_3,16,B1_1,5,187
cattle,64420015_0,22,B1_1,5,187
cattle,64201014_2,114,B1_1,5,187
cattle,64201007_0,1,B1_1,6,183
cattle,64201007_5,1,B1_1,6,183
cattle,64416031_11,2,B1_1,6,183
cattle,64420015_1,4,B1_1,6,183
boar,64416_9,5,B1_1,6,183
cattle,64281003_1,5,B1_1,6,183
cattle,64420042_3,5,B1_1,6,183
cattle,64281003_8,8,B1_1,6,183
cattle,64420039_9,8,B1_1,6,183
cattle,64416031_9,16,B1_1,6,183
cattle,64420015_0,20,B1_1,6,183
cattle,64201014_2,108,B1_1,6,183
NA,NA,NA,B1_2,ref,156
boar,40089_2,1,B1_2,1,156
boar,40270_10,3,B1_2,1,156
cattle,64135060_4,3,B1_2,1,156
boar,40270_7,4,B1_2,1,156
boar,64135_27,11,B1_2,1,156
badger,2_d500_9_0,18,B1_2,1,156
cattle,40089001_6,25,B1_2,1,156
cattle,64420015_5,91,B1_2,1,156
boar,40089_2,1,B1_2,2,149
boar,40270_10,3,B1_2,2,149
cattle,64135060_4,3,B1_2,2,149
boar,64135_27,11,B1_2,2,149
badger,2_d500_9_2,17,B1_2,2,149
cattle,40089001_6,25,B1_2,2,149
cattle,64420015_5,89,B1_2,2,149
cattle,40270058_3,2,B1_2,3,127
cattle,64135060_4,2,B1_2,3,127
cattle,64135109_0,6,B1_2,3,127
badger,2_d500_9_0,14,B1_2,3,127
cattle,40089001_6,19,B1_2,3,127
cattle,64420015_5,84,B1_2,3,127
boar,40089_2,1,B1_2,4,139
cattle,64135060_4,2,B1_2,4,139
boar,40270_10,3,B1_2,4,139
boar,40270_7,4,B1_2,4,139
boar,64135_27,8,B1_2,4,139
boar,40002_12,12,B1_2,4,139
cattle,40089001_6,25,B1_2,4,139
cattle,64420015_5,84,B1_2,4,139
cattle,40270058_3,2,B1_2,5,125
cattle,64135060_4,2,B1_2,5,125
cattle,64135109_0,6,B1_2,5,125
badger,2_d500_9_2,13,B1_2,5,125
cattle,40089001_6,19,B1_2,5,125
cattle,64420015_5,83,B1_2,5,125
boar,40089_2,1,B1_2,6,134
cattle,64135060_4,2,B1_2,6,134
boar,40270_10,3,B1_2,6,134
boar,64135_27,8,B1_2,6,134
boar,40002_12,12,B1_2,6,134
cattle,40089001_6,25,B1_2,6,134
cattle,64420015_5,83,B1_2,6,134
NA,NA,NA,B1_3,ref,117
boar,40017_2,1,B1_3,1,116
cattle,40089001_2,1,B1_3,1,116
cattle,64359189_0,1,B1_3,1,116
badger,2_d500_41_0,2,B1_3,1,116
boar,40089_0,2,B1_3,1,116
boar,40203_6,2,B1_3,1,116
cattle,40203001_0,3,B1_3,1,116
cattle,64420035_4,3,B1_3,1,116
cattle,64420035_3,4,B1_3,1,116
cattle,64420009_11,9,B1_3,1,116
cattle,64420015_0,88,B1_3,1,116
boar,40017_2,1,B1_3,2,114
cattle,40089001_2,1,B1_3,2,114
cattle,64359189_0,1,B1_3,2,114
badger,2_d500_41_0,2,B1_3,2,114
boar,40089_0,2,B1_3,2,114
boar,40203_6,2,B1_3,2,114
cattle,40203001_0,3,B1_3,2,114
cattle,64420035_4,3,B1_3,2,114
cattle,64420035_3,4,B1_3,2,114
cattle,64420009_11,9,B1_3,2,114
cattle,64420015_0,86,B1_3,2,114
cattle,40089001_2,1,B1_3,3,98
cattle,64359189_0,1,B1_3,3,98
cattle,64420035_4,3,B1_3,3,98
cattle,64420035_3,4,B1_3,3,98
cattle,64420009_11,9,B1_3,3,98
cattle,64420015_0,80,B1_3,3,98
boar,40089_0,1,B1_3,4,87
boar,40203_11,1,B1_3,4,87
boar,40203_6,1,B1_3,4,87
cattle,64420035_3,2,B1_3,4,87
cattle,40203001_0,3,B1_3,4,87
cattle,64420035_4,3,B1_3,4,87
cattle,64420009_11,6,B1_3,4,87
cattle,64420015_0,69,B1_3,4,87
cattle,40089001_2,1,B1_3,5,96
cattle,64359189_0,1,B1_3,5,96
cattle,64420035_4,3,B1_3,5,96
cattle,64420035_3,4,B1_3,5,96
cattle,64420009_11,9,B1_3,5,96
cattle,64420015_0,78,B1_3,5,96
boar,40089_0,1,B1_3,6,87
boar,40203_11,1,B1_3,6,87
boar,40203_6,1,B1_3,6,87
cattle,64420035_3,2,B1_3,6,87
cattle,40203001_0,3,B1_3,6,87
cattle,64420035_4,3,B1_3,6,87
cattle,64420009_11,6,B1_3,6,87
cattle,64420015_0,69,B1_3,6,87
NA,NA,NA,B1_4,ref,457
badger,45_d500_160_2,1,B1_4,1,449
boar,64281_3,1,B1_4,1,449
cattle,64416031_3,1,B1_4,1,449
cattle,64420038_16,1,B1_4,1,449
cattle,64556051_17,1,B1_4,1,449
cattle,64359149_2,2,B1_4,1,449
badger,45_d500_160_1,3,B1_4,1,449
cattle,64420039_14,3,B1_4,1,449
boar,64310_7,5,B1_4,1,449
cattle,64420038_8,6,B1_4,1,449
badger,45_d500_132_811_0,13,B1_4,1,449
cattle,64416031_0,15,B1_4,1,449
cattle,64420047_0,18,B1_4,1,449
boar,64310_4,41,B1_4,1,449
cattle,64556005_6,57,B1_4,1,449
cattle,64556034_0,72,B1_4,1,449
cattle,64420015_0,209,B1_4,1,449
boar,64281_3,1,B1_4,2,443
cattle,64416031_3,1,B1_4,2,443
cattle,64420038_16,1,B1_4,2,443
cattle,64556051_17,1,B1_4,2,443
cattle,64359149_2,2,B1_4,2,443
badger,45_d500_160_1,3,B1_4,2,443
cattle,64420039_14,3,B1_4,2,443
boar,64310_7,5,B1_4,2,443
cattle,64420038_8,6,B1_4,2,443
badger,45_d500_132_811_0,13,B1_4,2,443
cattle,64416031_0,15,B1_4,2,443
cattle,64420047_0,18,B1_4,2,443
boar,64310_4,41,B1_4,2,443
cattle,64556005_6,57,B1_4,2,443
cattle,64556034_0,72,B1_4,2,443
cattle,64420015_0,204,B1_4,2,443
badger,45_d500_160_1,1,B1_4,3,404
badger,45_d500_160_2,1,B1_4,3,404
cattle,64359149_2,1,B1_4,3,404
cattle,64420038_16,1,B1_4,3,404
cattle,64556051_17,1,B1_4,3,404
cattle,64420039_14,3,B1_4,3,404
cattle,64420038_8,6,B1_4,3,404
badger,45_d500_132_811_0,12,B1_4,3,404
cattle,64416031_0,13,B1_4,3,404
cattle,64420047_0,18,B1_4,3,404
cattle,64310006_0,34,B1_4,3,404
cattle,64556005_6,51,B1_4,3,404
cattle,64556034_0,63,B1_4,3,404
cattle,64420015_0,199,B1_4,3,404
boar,64310_0,1,B1_4,4,406
cattle,64416031_3,1,B1_4,4,406
cattle,64420038_16,1,B1_4,4,406
cattle,64556051_17,1,B1_4,4,406
cattle,64359149_2,2,B1_4,4,406
cattle,64420039_14,2,B1_4,4,406
boar,64310_7,5,B1_4,4,406
cattle,64420038_8,5,B1_4,4,406
cattle,64556023_6,10,B1_4,4,406
cattle,64416031_0,14,B1_4,4,406
cattle,64420047_0,14,B1_4,4,406
boar,64310_4,41,B1_4,4,406
cattle,64556005_6,53,B1_4,4,406
cattle,64556034_0,70,B1_4,4,406
cattle,64420015_0,186,B1_4,4,406
badger,45_d500_160_1,1,B1_4,5,398
cattle,64359149_2,1,B1_4,5,398
cattle,64420038_16,1,B1_4,5,398
cattle,64556051_17,1,B1_4,5,398
cattle,64420039_14,3,B1_4,5,398
cattle,64420038_8,6,B1_4,5,398
badger,45_d500_132_811_0,12,B1_4,5,398
cattle,64416031_0,13,B1_4,5,398
cattle,64420047_0,18,B1_4,5,398
cattle,64310006_0,34,B1_4,5,398
cattle,64556005_6,51,B1_4,5,398
cattle,64556034_0,63,B1_4,5,398
cattle,64420015_0,194,B1_4,5,398
boar,64310_0,1,B1_4,6,406
cattle,64416031_3,1,B1_4,6,406
cattle,64420038_16,1,B1_4,6,406
cattle,64556051_17,1,B1_4,6,406
cattle,64359149_2,2,B1_4,6,406
cattle,64420039_14,2,B1_4,6,406
boar,64310_7,5,B1_4,6,406
cattle,64420038_8,5,B1_4,6,406
cattle,64556023_6,10,B1_4,6,406
cattle,64416031_0,14,B1_4,6,406
cattle,64420047_0,14,B1_4,6,406
boar,64310_4,41,B1_4,6,406
cattle,64556005_6,53,B1_4,6,406
cattle,64556034_0,70,B1_4,6,406
cattle,64420015_0,186,B1_4,6,406
NA,NA,NA,B1_5,ref,375
boar,64359_23,1,B1_5,1,375
cattle,64201021_0,1,B1_5,1,375
cattle,64359204_8,1,B1_5,1,375
badger,45_d500_160_1,2,B1_5,1,375
cattle,64420047_2,2,B1_5,1,375
cattle,64359110_3,3,B1_5,1,375
cattle,64359196_2,5,B1_5,1,375
cattle,64420015_1,9,B1_5,1,375
cattle,64420044_0,14,B1_5,1,375
badger,45_d500_160_3,20,B1_5,1,375
cattle,64420039_1,29,B1_5,1,375
badger,45_d500_152_4,62,B1_5,1,375
cattle,64359001_0,226,B1_5,1,375
boar,64359_23,1,B1_5,2,373
cattle,64201021_0,1,B1_5,2,373
cattle,64359204_8,1,B1_5,2,373
badger,45_d500_160_1,2,B1_5,2,373
cattle,64420047_2,2,B1_5,2,373
cattle,64359110_3,3,B1_5,2,373
cattle,64359196_2,5,B1_5,2,373
cattle,64420015_1,7,B1_5,2,373
cattle,64420044_0,14,B1_5,2,373
badger,45_d500_160_3,20,B1_5,2,373
cattle,64420039_1,29,B1_5,2,373
badger,45_d500_152_4,62,B1_5,2,373
cattle,64359001_0,226,B1_5,2,373
cattle,64201021_0,1,B1_5,3,344
cattle,64359204_8,1,B1_5,3,344
badger,45_d500_160_1,2,B1_5,3,344
cattle,64359110_3,2,B1_5,3,344
cattle,64420047_2,2,B1_5,3,344
cattle,64359196_2,5,B1_5,3,344
cattle,64420015_1,9,B1_5,3,344
cattle,64420044_0,14,B1_5,3,344
badger,45_d500_160_3,18,B1_5,3,344
cattle,64420039_1,27,B1_5,3,344
badger,45_d500_152_4,62,B1_5,3,344
cattle,64359001_0,201,B1_5,3,344
cattle,64359204_8,1,B1_5,4,332
cattle,64359110_3,2,B1_5,4,332
cattle,64420047_2,2,B1_5,4,332
cattle,64420015_1,4,B1_5,4,332
cattle,64359196_2,5,B1_5,4,332
cattle,64420009_0,11,B1_5,4,332
cattle,64420044_0,15,B1_5,4,332
cattle,64420039_1,29,B1_5,4,332
cattle,64420038_0,57,B1_5,4,332
cattle,64359001_0,206,B1_5,4,332
cattle,64201021_0,1,B1_5,5,342
cattle,64359204_8,1,B1_5,5,342
badger,45_d500_160_1,2,B1_5,5,342
cattle,64359110_3,2,B1_5,5,342
cattle,64420047_2,2,B1_5,5,342
cattle,64359196_2,5,B1_5,5,342
cattle,64420015_1,7,B1_5,5,342
cattle,64420044_0,14,B1_5,5,342
badger,45_d500_160_3,18,B1_5,5,342
cattle,64420039_1,27,B1_5,5,342
badger,45_d500_152_4,62,B1_5,5,342
cattle,64359001_0,201,B1_5,5,342
cattle,64359204_8,1,B1_5,6,332
cattle,64359110_3,2,B1_5,6,332
cattle,64420047_2,2,B1_5,6,332
cattle,64420015_1,4,B1_5,6,332
cattle,64359196_2,5,B1_5,6,332
cattle,64420009_0,11,B1_5,6,332
cattle,64420044_0,15,B1_5,6,332
cattle,64420039_1,29,B1_5,6,332
cattle,64420038_0,57,B1_5,6,332
cattle,64359001_0,206,B1_5,6,332
NA,NA,NA,B1_6,ref,113
cattle,64420038_0,1,B1_6,1,113
boar,64349_19,4,B1_6,1,113
badger,45_d500_160_0,108,B1_6,1,113
cattle,64420038_0,1,B1_6,2,112
boar,64349_19,4,B1_6,2,112
cattle,64420015_0,107,B1_6,2,112
cattle,64349053_0,1,B1_6,3,91
cattle,64420038_0,1,B1_6,3,91
badger,45_d500_160_0,89,B1_6,3,91
boar,64349_19,4,B1_6,4,95
cattle,64420015_0,91,B1_6,4,95
cattle,64349053_0,1,B1_6,5,90
cattle,64420038_0,1,B1_6,5,90
cattle,64420015_0,88,B1_6,5,90
boar,64349_19,4,B1_6,6,95
cattle,64420015_0,91,B1_6,6,95
NA,NA,NA,B1_7,ref,291
badger,45_d500_157_852_2,1,B1_7,1,291
badger,45_d500_176_3,2,B1_7,1,291
badger,45_d500_169_4,4,B1_7,1,291
cattle,64459003_0,4,B1_7,1,291
boar,64359_5,11,B1_7,1,291
cattle,64420015_1,58,B1_7,1,291
badger,45_d500_63_0,211,B1_7,1,291
badger,45_d500_176_3,2,B1_7,2,286
badger,45_d500_169_4,4,B1_7,2,286
cattle,64459003_0,4,B1_7,2,286
boar,64359_5,11,B1_7,2,286
cattle,64420015_1,54,B1_7,2,286
badger,45_d500_63_0,211,B1_7,2,286
badger,45_d500_157_852_2,1,B1_7,3,267
badger,45_d500_176_3,2,B1_7,3,267
badger,45_d500_169_4,4,B1_7,3,267
cattle,64459003_0,4,B1_7,3,267
cattle,64359209_0,5,B1_7,3,267
cattle,64420015_1,57,B1_7,3,267
badger,45_d500_63_0,194,B1_7,3,267
cattle,64459003_0,4,B1_7,4,198
cattle,64420015_1,8,B1_7,4,198
boar,64359_5,9,B1_7,4,198
boar,64359_2,177,B1_7,4,198
badger,45_d500_176_3,2,B1_7,5,262
badger,45_d500_169_4,4,B1_7,5,262
cattle,64459003_0,4,B1_7,5,262
cattle,64359209_0,5,B1_7,5,262
cattle,64420015_1,53,B1_7,5,262
badger,45_d500_63_0,194,B1_7,5,262
cattle,64459003_0,4,B1_7,6,198
cattle,64420015_1,8,B1_7,6,198
boar,64359_5,9,B1_7,6,198
boar,64359_2,177,B1_7,6,198
NA,NA,NA,B1_8,ref,242
badger,45_d500_156_0,1,B1_8,1,242
badger,45_d500_99_839_4,1,B1_8,1,242
cattle,64149026_0,1,B1_8,1,242
boar,64359_69,2,B1_8,1,242
cattle,64359138_1,3,B1_8,1,242
cattle,64359056_17,4,B1_8,1,242
badger,45_d500_121_1,7,B1_8,1,242
cattle,64420015_0,34,B1_8,1,242
boar,64393_10,37,B1_8,1,242
cattle,64359204_10,44,B1_8,1,242
cattle,64359189_0,108,B1_8,1,242
badger,45_d500_156_0,1,B1_8,2,240
badger,45_d500_99_839_4,1,B1_8,2,240
cattle,64149026_0,1,B1_8,2,240
boar,64359_69,2,B1_8,2,240
cattle,64359138_1,3,B1_8,2,240
cattle,64359056_17,4,B1_8,2,240
badger,45_d500_121_1,7,B1_8,2,240
cattle,64420015_0,32,B1_8,2,240
boar,64393_10,37,B1_8,2,240
cattle,64359204_10,44,B1_8,2,240
cattle,64359189_0,108,B1_8,2,240
badger,45_d500_156_0,1,B1_8,3,216
badger,45_d500_99_839_4,1,B1_8,3,216
cattle,64149026_0,1,B1_8,3,216
cattle,64359050_20,1,B1_8,3,216
cattle,64359056_17,3,B1_8,3,216
cattle,64359138_1,3,B1_8,3,216
badger,45_d500_121_1,7,B1_8,3,216
cattle,64393038_1,26,B1_8,3,216
cattle,64420015_0,34,B1_8,3,216
cattle,64359204_10,41,B1_8,3,216
cattle,64359189_0,98,B1_8,3,216
cattle,64149026_0,1,B1_8,4,200
boar,64359_69,2,B1_8,4,200
cattle,64359138_1,2,B1_8,4,200
cattle,64359056_17,4,B1_8,4,200
cattle,64393228_0,5,B1_8,4,200
cattle,64420015_0,20,B1_8,4,200
boar,64393_10,24,B1_8,4,200
cattle,64359204_10,43,B1_8,4,200
cattle,64359189_0,99,B1_8,4,200
badger,45_d500_156_0,1,B1_8,5,214
badger,45_d500_99_839_4,1,B1_8,5,214
cattle,64149026_0,1,B1_8,5,214
cattle,64359050_20,1,B1_8,5,214
cattle,64359056_17,3,B1_8,5,214
cattle,64359138_1,3,B1_8,5,214
badger,45_d500_121_1,7,B1_8,5,214
cattle,64393038_1,26,B1_8,5,214
cattle,64420015_0,32,B1_8,5,214
cattle,64359204_10,41,B1_8,5,214
cattle,64359189_0,98,B1_8,5,214
cattle,64149026_0,1,B1_8,6,200
boar,64359_69,2,B1_8,6,200
cattle,64359138_1,2,B1_8,6,200
cattle,64359056_17,4,B1_8,6,200
cattle,64393228_0,5,B1_8,6,200
cattle,64420015_0,20,B1_8,6,200
boar,64393_10,24,B1_8,6,200
cattle,64359204_10,43,B1_8,6,200
cattle,64359189_0,99,B1_8,6,200
NA,NA,NA,B1_9,ref,305
badger,45_d500_176_0,1,B1_9,1,305
boar,64349_17,1,B1_9,1,305
boar,64416_3,1,B1_9,1,305
badger,45_d500_91_2,2,B1_9,1,305
cattle,64075028_0,3,B1_9,1,305
cattle,64420012_8,3,B1_9,1,305
cattle,64420028_4,7,B1_9,1,305
cattle,64359008_9,8,B1_9,1,305
boar,64349_1,24,B1_9,1,305
cattle,64349068_0,24,B1_9,1,305
badger,45_d500_99_766_3,25,B1_9,1,305
cattle,64420028_1,101,B1_9,1,305
badger,45_d500_99_839_1,105,B1_9,1,305
badger,45_d500_176_0,1,B1_9,2,292
boar,64349_17,1,B1_9,2,292
boar,64416_3,1,B1_9,2,292
badger,45_d500_91_2,2,B1_9,2,292
cattle,64075028_0,3,B1_9,2,292
cattle,64420012_8,3,B1_9,2,292
cattle,64420028_4,7,B1_9,2,292
cattle,64359008_9,8,B1_9,2,292
boar,64349_1,24,B1_9,2,292
cattle,64349068_0,24,B1_9,2,292
badger,45_d500_99_766_3,25,B1_9,2,292
cattle,64420015_0,92,B1_9,2,292
cattle,64420028_1,101,B1_9,2,292
badger,45_d500_176_0,1,B1_9,3,234
badger,45_d500_91_2,2,B1_9,3,234
cattle,64075028_0,2,B1_9,3,234
cattle,64420012_8,3,B1_9,3,234
cattle,64359008_9,5,B1_9,3,234
cattle,64420028_4,7,B1_9,3,234
cattle,64349068_0,8,B1_9,3,234
cattle,64349001_4,9,B1_9,3,234
badger,45_d500_99_766_3,10,B1_9,3,234
cattle,64420028_1,86,B1_9,3,234
badger,45_d500_99_839_1,101,B1_9,3,234
boar,64349_17,1,B1_9,4,254
cattle,64075028_0,2,B1_9,4,254
cattle,64420012_8,3,B1_9,4,254
cattle,64420028_4,7,B1_9,4,254
cattle,64359008_9,8,B1_9,4,254
boar,64349_0,22,B1_9,4,254
boar,64349_1,24,B1_9,4,254
cattle,64349068_0,24,B1_9,4,254
cattle,64420015_0,79,B1_9,4,254
cattle,64420028_1,84,B1_9,4,254
badger,45_d500_176_0,1,B1_9,5,224
badger,45_d500_91_2,2,B1_9,5,224
cattle,64075028_0,2,B1_9,5,224
cattle,64420012_8,3,B1_9,5,224
cattle,64359008_9,5,B1_9,5,224
cattle,64420028_4,7,B1_9,5,224
cattle,64349068_0,8,B1_9,5,224
cattle,64349001_4,9,B1_9,5,224
badger,45_d500_99_766_3,10,B1_9,5,224
cattle,64420028_1,86,B1_9,5,224
cattle,64420015_0,91,B1_9,5,224
boar,64349_17,1,B1_9,6,251
cattle,64075028_0,2,B1_9,6,251
cattle,64420012_8,3,B1_9,6,251
cattle,64420028_4,7,B1_9,6,251
cattle,64359008_9,8,B1_9,6,251
boar,64349_0,22,B1_9,6,251
boar,64349_1,24,B1_9,6,251
cattle,64349068_0,24,B1_9,6,251
cattle,64420015_0,76,B1_9,6,251
cattle,64420028_1,84,B1_9,6,251
NA,NA,NA,B1_10,ref,277
cattle,64149009_1,1,B1_10,1,276
boar,64359_1,5,B1_10,1,276
cattle,64420047_12,9,B1_10,1,276
cattle,64359005_7,14,B1_10,1,276
cattle,64420039_3,15,B1_10,1,276
cattle,64359173_0,24,B1_10,1,276
badger,45_d500_99_839_0,94,B1_10,1,276
badger,45_d500_37_600_0,114,B1_10,1,276
cattle,64149009_1,1,B1_10,2,272
boar,64359_1,5,B1_10,2,272
cattle,64420047_12,9,B1_10,2,272
cattle,64359005_7,14,B1_10,2,272
cattle,64420039_3,15,B1_10,2,272
cattle,64359173_0,24,B1_10,2,272
cattle,64420015_2,90,B1_10,2,272
badger,45_d500_37_600_0,114,B1_10,2,272
cattle,64149009_1,1,B1_10,3,242
cattle,64359008_0,3,B1_10,3,242
cattle,64420047_12,9,B1_10,3,242
cattle,64420039_3,11,B1_10,3,242
cattle,64359005_7,12,B1_10,3,242
cattle,64359173_0,21,B1_10,3,242
badger,45_d500_99_839_0,87,B1_10,3,242
badger,45_d500_37_600_0,98,B1_10,3,242
cattle,64149009_1,1,B1_10,4,243
boar,64359_1,5,B1_10,4,243
cattle,64420047_12,9,B1_10,4,243
cattle,64420039_3,13,B1_10,4,243
cattle,64359005_7,14,B1_10,4,243
cattle,64359173_0,21,B1_10,4,243
cattle,64420015_2,83,B1_10,4,243
boar,64359_2,97,B1_10,4,243
cattle,64149009_1,1,B1_10,5,238
cattle,64359008_0,3,B1_10,5,238
cattle,64420047_12,9,B1_10,5,238
cattle,64420039_3,11,B1_10,5,238
cattle,64359005_7,12,B1_10,5,238
cattle,64359173_0,21,B1_10,5,238
cattle,64420015_2,83,B1_10,5,238
badger,45_d500_37_600_0,98,B1_10,5,238
cattle,64149009_1,1,B1_10,6,243
boar,64359_1,5,B1_10,6,243
cattle,64420047_12,9,B1_10,6,243
cattle,64420039_3,13,B1_10,6,243
cattle,64359005_7,14,B1_10,6,243
cattle,64359173_0,21,B1_10,6,243
cattle,64420015_2,83,B1_10,6,243
boar,64359_2,97,B1_10,6,243
NA,NA,NA,B1_11,ref,362
badger,45_d500_157_858_2,1,B1_11,1,361
cattle,64449006_19,1,B1_11,1,361
badger,45_d500_99_839_1,2,B1_11,1,361
badger,45_d500_105_726_5,3,B1_11,1,361
cattle,64551017_7,3,B1_11,1,361
badger,45_d500_157_858_6,4,B1_11,1,361
badger,45_d500_99_766_0,4,B1_11,1,361
cattle,64349053_1,11,B1_11,1,361
boar,64359_64,17,B1_11,1,361
cattle,64420015_1,19,B1_11,1,361
cattle,64551027_26,21,B1_11,1,361
badger,45_d500_105_726_0,275,B1_11,1,361
cattle,64420044_0,1,B1_11,2,349
cattle,64449006_19,1,B1_11,2,349
badger,45_d500_105_726_5,3,B1_11,2,349
cattle,64551017_7,3,B1_11,2,349
badger,45_d500_157_858_6,4,B1_11,2,349
cattle,64349053_1,11,B1_11,2,349
cattle,64420015_1,15,B1_11,2,349
boar,64359_64,17,B1_11,2,349
cattle,64551027_26,21,B1_11,2,349
cattle,64359187_29,273,B1_11,2,349
badger,45_d500_157_858_2,1,B1_11,3,333
cattle,64449006_19,1,B1_11,3,333
badger,45_d500_99_839_1,2,B1_11,3,333
badger,45_d500_105_726_5,3,B1_11,3,333
cattle,64551017_7,3,B1_11,3,333
badger,45_d500_157_858_6,4,B1_11,3,333
badger,45_d500_99_766_0,4,B1_11,3,333
cattle,64349053_1,4,B1_11,3,333
cattle,64359075_17,16,B1_11,3,333
cattle,64420015_1,19,B1_11,3,333
cattle,64551027_26,19,B1_11,3,333
badger,45_d500_105_726_0,257,B1_11,3,333
cattle,64449006_19,1,B1_11,4,308
cattle,64551017_7,3,B1_11,4,308
cattle,64420015_1,5,B1_11,4,308
cattle,64349053_1,10,B1_11,4,308
boar,64359_64,15,B1_11,4,308
cattle,64551027_26,21,B1_11,4,308
boar,64359_12,253,B1_11,4,308
cattle,64420044_0,1,B1_11,5,322
cattle,64449006_19,1,B1_11,5,322
badger,45_d500_105_726_5,3,B1_11,5,322
cattle,64551017_7,3,B1_11,5,322
badger,45_d500_157_858_6,4,B1_11,5,322
cattle,64349053_1,4,B1_11,5,322
cattle,64420015_1,15,B1_11,5,322
cattle,64359075_17,16,B1_11,5,322
cattle,64551027_26,19,B1_11,5,322
cattle,64359187_29,256,B1_11,5,322
cattle,64449006_19,1,B1_11,6,307
cattle,64551017_7,3,B1_11,6,307
cattle,64420015_1,5,B1_11,6,307
cattle,64349053_1,10,B1_11,6,307
boar,64359_64,15,B1_11,6,307
cattle,64551027_26,21,B1_11,6,307
cattle,64359187_29,252,B1_11,6,307
NA,NA,NA,B1_12,ref,269
boar,64359_15,1,B1_12,1,268
cattle,64359108_6,1,B1_12,1,268
cattle,64359204_6,1,B1_12,1,268
boar,64359_20,3,B1_12,1,268
cattle,64159002_2,3,B1_12,1,268
boar,64359_5,5,B1_12,1,268
cattle,64149026_1,6,B1_12,1,268
cattle,64420015_2,6,B1_12,1,268
cattle,64359142_0,9,B1_12,1,268
badger,45_d500_132_811_0,19,B1_12,1,268
cattle,64359119_0,22,B1_12,1,268
boar,64359_3,63,B1_12,1,268
badger,45_d500_160_2,129,B1_12,1,268
boar,64359_15,1,B1_12,2,266
cattle,64359108_6,1,B1_12,2,266
cattle,64359204_6,1,B1_12,2,266
boar,64359_20,3,B1_12,2,266
cattle,64159002_2,3,B1_12,2,266
cattle,64420015_2,4,B1_12,2,266
boar,64359_5,5,B1_12,2,266
cattle,64149026_1,6,B1_12,2,266
cattle,64359142_0,9,B1_12,2,266
badger,45_d500_132_811_0,19,B1_12,2,266
cattle,64359119_0,22,B1_12,2,266
boar,64359_3,63,B1_12,2,266
badger,45_d500_160_2,129,B1_12,2,266
cattle,64359204_6,1,B1_12,3,238
cattle,64159002_2,3,B1_12,3,238
cattle,64359110_2,3,B1_12,3,238
cattle,64149026_1,6,B1_12,3,238
cattle,64420015_2,6,B1_12,3,238
cattle,64359142_0,8,B1_12,3,238
badger,45_d500_132_811_0,19,B1_12,3,238
cattle,64359119_0,19,B1_12,3,238
