dist_gen,nb,prop_unique,tree,scenario,mean_div
0,81.87919463087249,5.369127516778524,S1_1,1,0.18120805369127516
1,18.120805369127517,5.369127516778524,S1_1,1,0.18120805369127516
0,80.72289156626506,4.819277108433735,S1_2,1,0.20481927710843373
1,18.072289156626507,4.819277108433735,S1_2,1,0.20481927710843373
2,1.2048192771084338,4.819277108433735,S1_2,1,0.20481927710843373
0,84.85477178423237,3.7344398340248963,S1_3,1,0.16804979253112035
1,13.485477178423237,3.7344398340248963,S1_3,1,0.16804979253112035
2,1.6597510373443984,3.7344398340248963,S1_3,1,0.16804979253112035
0,82.25806451612904,3.225806451612903,S1_4,1,0.20967741935483872
1,14.516129032258066,3.225806451612903,S1_4,1,0.20967741935483872
2,3.225806451612903,3.225806451612903,S1_4,1,0.20967741935483872
0,89.00414937759335,3.319502074688797,S1_5,1,0.12033195020746888
1,9.95850622406639,3.319502074688797,S1_5,1,0.12033195020746888
2,1.0373443983402488,3.319502074688797,S1_5,1,0.12033195020746888
0,85.3035143769968,3.8338658146964857,S1_6,1,0.16293929712460065
1,13.099041533546327,3.8338658146964857,S1_6,1,0.16293929712460065
2,1.5974440894568689,3.8338658146964857,S1_6,1,0.16293929712460065
0,89.42307692307693,5.288461538461538,S1_7,1,0.10576923076923077
1,10.576923076923077,5.288461538461538,S1_7,1,0.10576923076923077
0,87.95180722891565,2.4096385542168677,S1_8,1,0.13253012048192772
1,10.843373493975903,2.4096385542168677,S1_8,1,0.13253012048192772
2,1.2048192771084338,2.4096385542168677,S1_8,1,0.13253012048192772
0,89.13043478260869,6.521739130434782,S1_9,1,0.10869565217391304
1,10.869565217391305,6.521739130434782,S1_9,1,0.10869565217391304
0,74.13793103448276,3.4482758620689653,S1_10,1,0.27586206896551724
1,24.137931034482758,3.4482758620689653,S1_10,1,0.27586206896551724
2,1.7241379310344827,3.4482758620689653,S1_10,1,0.27586206896551724
0,73.01587301587301,6.349206349206349,S1_11,1,0.2698412698412698
1,26.984126984126984,6.349206349206349,S1_11,1,0.2698412698412698
0,83.69565217391305,7.608695652173914,S1_12,1,0.17391304347826086
1,15.217391304347828,7.608695652173914,S1_12,1,0.17391304347826086
2,1.0869565217391304,7.608695652173914,S1_12,1,0.17391304347826086
0,90.5829596412556,3.587443946188341,S1_13,1,0.1031390134529148
1,8.520179372197308,3.587443946188341,S1_13,1,0.1031390134529148
2,0.8968609865470852,3.587443946188341,S1_13,1,0.1031390134529148
0,85.04273504273505,4.700854700854701,S1_14,1,0.16666666666666666
1,13.247863247863249,4.700854700854701,S1_14,1,0.16666666666666666
2,1.7094017094017095,4.700854700854701,S1_14,1,0.16666666666666666
0,78.90625,9.375,S1_15,1,0.2421875
1,17.96875,9.375,S1_15,1,0.2421875
2,3.125,9.375,S1_15,1,0.2421875
0,93.24894514767934,1.6877637130801686,S1_16,1,0.07172995780590717
1,6.329113924050633,1.6877637130801686,S1_16,1,0.07172995780590717
2,0.42194092827004215,1.6877637130801686,S1_16,1,0.07172995780590717
0,94.39252336448598,0.9345794392523363,S1_17,1,0.056074766355140186
1,5.607476635514018,0.9345794392523363,S1_17,1,0.056074766355140186
0,86.79245283018868,5.660377358490567,S1_18,1,0.1320754716981132
1,13.20754716981132,5.660377358490567,S1_18,1,0.1320754716981132
0,89.63730569948186,2.5906735751295336,S1_19,1,0.11398963730569948
1,9.32642487046632,2.5906735751295336,S1_19,1,0.11398963730569948
2,1.0362694300518136,2.5906735751295336,S1_19,1,0.11398963730569948
0,87.87878787878788,3.0303030303030303,S1_20,1,0.12121212121212122
1,12.121212121212121,3.0303030303030303,S1_20,1,0.12121212121212122
0,83.45323741007195,4.316546762589928,S1_21,1,0.17985611510791366
1,15.107913669064748,4.316546762589928,S1_21,1,0.17985611510791366
2,1.4388489208633095,4.316546762589928,S1_21,1,0.17985611510791366
0,91.48936170212765,1.0638297872340425,S1_22,1,0.09574468085106383
1,7.446808510638298,1.0638297872340425,S1_22,1,0.09574468085106383
2,1.0638297872340425,1.0638297872340425,S1_22,1,0.09574468085106383
0,92.85714285714286,3.571428571428571,S1_23,1,0.08333333333333333
1,5.952380952380952,3.571428571428571,S1_23,1,0.08333333333333333
2,1.1904761904761905,3.571428571428571,S1_23,1,0.08333333333333333
0,96.20253164556962,1.2658227848101267,S1_24,1,0.0379746835443038
1,3.79746835443038,1.2658227848101267,S1_24,1,0.0379746835443038
0,82.6086956521739,2.898550724637681,S1_25,1,0.17391304347826086
1,17.391304347826086,2.898550724637681,S1_25,1,0.17391304347826086
0,80.3921568627451,3.9215686274509802,S1_26,1,0.19607843137254902
1,19.607843137254903,3.9215686274509802,S1_26,1,0.19607843137254902
0,88.31460674157303,3.8202247191011236,S1_27,1,0.12134831460674157
1,11.235955056179774,3.8202247191011236,S1_27,1,0.12134831460674157
2,0.44943820224719105,3.8202247191011236,S1_27,1,0.12134831460674157
0,88.23529411764706,1.9607843137254901,S1_28,1,0.12254901960784313
1,11.27450980392157,1.9607843137254901,S1_28,1,0.12254901960784313
2,0.49019607843137253,1.9607843137254901,S1_28,1,0.12254901960784313
0,86.75078864353313,3.1545741324921135,S1_29,1,0.14195583596214512
1,12.302839116719243,3.1545741324921135,S1_29,1,0.14195583596214512
2,0.9463722397476341,3.1545741324921135,S1_29,1,0.14195583596214512
0,89.67611336032388,3.2388663967611335,S1_30,1,0.10728744939271255
1,9.919028340080972,3.2388663967611335,S1_30,1,0.10728744939271255
2,0.4048582995951417,3.2388663967611335,S1_30,1,0.10728744939271255
