dist_gen,nb,prop_unique,tree,scenario,mean_div
0,84.94623655913979,5.376344086021505,B2_1,1,0.16487455197132617
1,13.620071684587815,5.376344086021505,B2_1,1,0.16487455197132617
2,1.4336917562724014,5.376344086021505,B2_1,1,0.16487455197132617
0,84.94623655913979,5.376344086021505,B2_1,2,0.16487455197132617
1,13.620071684587815,5.376344086021505,B2_1,2,0.16487455197132617
2,1.4336917562724014,5.376344086021505,B2_1,2,0.16487455197132617
0,86.10038610038609,4.633204633204633,B2_1,3,0.15057915057915058
1,12.741312741312742,4.633204633204633,B2_1,3,0.15057915057915058
2,1.1583011583011582,4.633204633204633,B2_1,3,0.15057915057915058
0,86.05577689243027,3.5856573705179287,B2_1,4,0.14342629482071714
1,13.545816733067728,3.5856573705179287,B2_1,4,0.14342629482071714
2,0.398406374501992,3.5856573705179287,B2_1,4,0.14342629482071714
0,86.10038610038609,4.633204633204633,B2_1,5,0.15057915057915058
1,12.741312741312742,4.633204633204633,B2_1,5,0.15057915057915058
2,1.1583011583011582,4.633204633204633,B2_1,5,0.15057915057915058
0,86.05577689243027,3.5856573705179287,B2_1,6,0.14342629482071714
1,13.545816733067728,3.5856573705179287,B2_1,6,0.14342629482071714
2,0.398406374501992,3.5856573705179287,B2_1,6,0.14342629482071714
0,86.12099644128114,5.338078291814947,B2_2,1,0.15658362989323843
1,12.099644128113878,5.338078291814947,B2_2,1,0.15658362989323843
2,1.7793594306049825,5.338078291814947,B2_2,1,0.15658362989323843
0,85.86956521739131,5.797101449275362,B2_2,2,0.15942028985507245
1,12.318840579710146,5.797101449275362,B2_2,2,0.15942028985507245
2,1.8115942028985508,5.797101449275362,B2_2,2,0.15942028985507245
0,85.65217391304348,4.782608695652174,B2_2,3,0.1565217391304348
1,13.043478260869565,4.782608695652174,B2_2,3,0.1565217391304348
2,1.3043478260869565,4.782608695652174,B2_2,3,0.1565217391304348
0,89.75409836065575,4.508196721311475,B2_2,4,0.11475409836065574
1,9.01639344262295,4.508196721311475,B2_2,4,0.11475409836065574
2,1.2295081967213115,4.508196721311475,B2_2,4,0.11475409836065574
0,85.52631578947368,4.824561403508771,B2_2,5,0.15789473684210525
1,13.157894736842104,4.824561403508771,B2_2,5,0.15789473684210525
2,1.3157894736842104,4.824561403508771,B2_2,5,0.15789473684210525
0,89.62655601659752,4.979253112033195,B2_2,6,0.11618257261410789
1,9.12863070539419,4.979253112033195,B2_2,6,0.11618257261410789
2,1.2448132780082988,4.979253112033195,B2_2,6,0.11618257261410789
0,91.82692307692307,4.807692307692308,B2_3,1,0.08653846153846154
1,7.6923076923076925,4.807692307692308,B2_3,1,0.08653846153846154
2,0.4807692307692308,4.807692307692308,B2_3,1,0.08653846153846154
0,91.82692307692307,4.807692307692308,B2_3,2,0.08653846153846154
1,7.6923076923076925,4.807692307692308,B2_3,2,0.08653846153846154
2,0.4807692307692308,4.807692307692308,B2_3,2,0.08653846153846154
0,91.61290322580645,4.516129032258064,B2_3,3,0.09032258064516129
1,7.741935483870968,4.516129032258064,B2_3,3,0.09032258064516129
2,0.6451612903225806,4.516129032258064,B2_3,3,0.09032258064516129
0,91.93548387096774,5.376344086021505,B2_3,4,0.08064516129032258
1,8.064516129032258,5.376344086021505,B2_3,4,0.08064516129032258
0,91.61290322580645,4.516129032258064,B2_3,5,0.09032258064516129
1,7.741935483870968,4.516129032258064,B2_3,5,0.09032258064516129
2,0.6451612903225806,4.516129032258064,B2_3,5,0.09032258064516129
0,91.93548387096774,5.376344086021505,B2_3,6,0.08064516129032258
1,8.064516129032258,5.376344086021505,B2_3,6,0.08064516129032258
0,84,8,B2_4,1,0.168
1,15.2,8,B2_4,1,0.168
2,0.8,8,B2_4,1,0.168
0,82.64462809917356,8.264462809917356,B2_4,2,0.19834710743801653
1,14.87603305785124,8.264462809917356,B2_4,2,0.19834710743801653
2,2.479338842975207,8.264462809917356,B2_4,2,0.19834710743801653
0,86.86868686868688,7.07070707070707,B2_4,3,0.13131313131313133
1,13.131313131313133,7.07070707070707,B2_4,3,0.13131313131313133
0,85.43689320388349,7.766990291262135,B2_4,4,0.1553398058252427
1,13.592233009708737,7.766990291262135,B2_4,4,0.1553398058252427
2,0.9708737864077669,7.766990291262135,B2_4,4,0.1553398058252427
0,85.41666666666666,7.291666666666667,B2_4,5,0.16666666666666666
1,12.5,7.291666666666667,B2_4,5,0.16666666666666666
2,2.083333333333333,7.291666666666667,B2_4,5,0.16666666666666666
0,85.43689320388349,7.766990291262135,B2_4,6,0.1553398058252427
1,13.592233009708737,7.766990291262135,B2_4,6,0.1553398058252427
