dist_gen,nb,prop_unique,tree,scenario,mean_div
0,43.72093023255814,30.697674418604652,S4_1,1,0.6837209302325581
1,44.18604651162791,30.697674418604652,S4_1,1,0.6837209302325581
2,12.093023255813954,30.697674418604652,S4_1,1,0.6837209302325581
0,39.743589743589745,30.76923076923077,S4_2,1,0.7756410256410257
1,42.94871794871795,30.76923076923077,S4_2,1,0.7756410256410257
2,17.307692307692307,30.76923076923077,S4_2,1,0.7756410256410257
0,47.863247863247864,25.64102564102564,S4_3,1,0.6239316239316239
1,41.88034188034188,25.64102564102564,S4_3,1,0.6239316239316239
2,10.256410256410255,25.64102564102564,S4_3,1,0.6239316239316239
0,47.26477024070022,31.50984682713348,S4_4,1,0.6236323851203501
1,43.10722100656455,31.50984682713348,S4_4,1,0.6236323851203501
2,9.62800875273523,31.50984682713348,S4_4,1,0.6236323851203501
0,44.266666666666666,29.06666666666667,S4_5,1,0.6746666666666666
1,44,29.06666666666667,S4_5,1,0.6746666666666666
2,11.733333333333333,29.06666666666667,S4_5,1,0.6746666666666666
0,44.24778761061947,34.51327433628318,S4_6,1,0.7168141592920354
1,39.823008849557525,34.51327433628318,S4_6,1,0.7168141592920354
2,15.929203539823009,34.51327433628318,S4_6,1,0.7168141592920354
0,32.98969072164948,40.549828178694156,S4_7,1,0.8419243986254296
1,49.828178694158076,40.549828178694156,S4_7,1,0.8419243986254296
2,17.18213058419244,40.549828178694156,S4_7,1,0.8419243986254296
0,44.62809917355372,29.338842975206614,S4_8,1,0.6363636363636364
1,47.107438016528924,29.338842975206614,S4_8,1,0.6363636363636364
2,8.264462809917356,29.338842975206614,S4_8,1,0.6363636363636364
0,40.65573770491803,33.442622950819676,S4_9,1,0.6786885245901639
1,50.81967213114754,33.442622950819676,S4_9,1,0.6786885245901639
2,8.524590163934425,33.442622950819676,S4_9,1,0.6786885245901639
0,48.375451263537904,28.51985559566787,S4_10,1,0.5740072202166066
1,45.84837545126354,28.51985559566787,S4_10,1,0.5740072202166066
2,5.776173285198556,28.51985559566787,S4_10,1,0.5740072202166066
0,42.26519337016575,33.70165745856354,S4_11,1,0.6795580110497238
1,47.51381215469613,33.70165745856354,S4_11,1,0.6795580110497238
2,10.220994475138122,33.70165745856354,S4_11,1,0.6795580110497238
0,51.301115241635685,24.907063197026023,S4_12,1,0.5390334572490706
1,43.49442379182156,24.907063197026023,S4_12,1,0.5390334572490706
2,5.204460966542751,24.907063197026023,S4_12,1,0.5390334572490706
0,41.17647058823529,29.411764705882355,S4_13,1,0.7058823529411765
1,47.05882352941176,29.411764705882355,S4_13,1,0.7058823529411765
2,11.76470588235294,29.411764705882355,S4_13,1,0.7058823529411765
0,40.92071611253197,31.713554987212277,S4_14,1,0.690537084398977
1,49.10485933503836,31.713554987212277,S4_14,1,0.690537084398977
2,9.974424552429667,31.713554987212277,S4_14,1,0.690537084398977
0,37.014925373134325,37.014925373134325,S4_15,1,0.7373134328358208
1,52.23880597014925,37.014925373134325,S4_15,1,0.7373134328358208
2,10.746268656716417,37.014925373134325,S4_15,1,0.7373134328358208
0,45.609065155807365,30.59490084985836,S4_16,1,0.6628895184135978
